context: Kokoro response:	masshiro PAGE mekuru
context: This story has only\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath response:	shinkokyuu wo mou ikkai
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai response:	I take a deep breath
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine;
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine; response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni response:	it reaches all the way to my heart.
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart. response:	hohoenmi de kureta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	Thank goodness you knew where Kazehaya was.
context: Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was. response:	Yeah, we were just talking earlier.
context: nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier. response:	About what?
context: it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what? response:	Secret.
context: hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what?\Secret. response:	What? Tell me!
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what?\Secret.\What? Tell me! response:	I think she's still being misunderstood,
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what?\Secret.\What? Tell me!\I think she's still being misunderstood, response:	and that she's keeping more things to herself than she says out loud.
context: than you smiling and taking my hand as well\Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what?\Secret.\What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud. response:	But she's trying her best, and I love that about her.
context: Thank goodness you knew where Kazehaya was.\Yeah, we were just talking earlier.\About what?\Secret.\What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her. response:	I don't want to give up either.
context: Yeah, we were just talking earlier.\About what?\Secret.\What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either. response:	I like her.
context: About what?\Secret.\What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either.\I like her. response:	I want my feelings to reach him.
context: Secret.\What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either.\I like her.\I want my feelings to reach him. response:	Please...
context: What? Tell me!\I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either.\I like her.\I want my feelings to reach him.\Please... response:	Please,
context: I think she's still being misunderstood,\and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either.\I like her.\I want my feelings to reach him.\Please...\Please, response:	Confession
context: and that she's keeping more things to herself than she says out loud.\But she's trying her best, and I love that about her.\I don't want to give up either.\I like her.\I want my feelings to reach him.\Please...\Please,\Confession response:	reach him!
context: But she's trying her best, and I love that about her.\I don't want to give up either.\I like her.\I want my feelings to reach him.\Please...\Please,\Confession\reach him! response:	Ryu?
context: I don't want to give up either.\I like her.\I want my feelings to reach him.\Please...\Please,\Confession\reach him!\Ryu? response:	Kuronuma.
context: I like her.\I want my feelings to reach him.\Please...\Please,\Confession\reach him!\Ryu?\Kuronuma. response:	I can't stop shaking
context: I want my feelings to reach him.\Please...\Please,\Confession\reach him!\Ryu?\Kuronuma.\I can't stop shaking response:	It's time to tell him how I...
context: Please...\Please,\Confession\reach him!\Ryu?\Kuronuma.\I can't stop shaking\It's time to tell him how I... response:	I'm sorry.
context: Please,\Confession\reach him!\Ryu?\Kuronuma.\I can't stop shaking\It's time to tell him how I...\I'm sorry. response:	I'm sorry I made you cry.
context: Confession\reach him!\Ryu?\Kuronuma.\I can't stop shaking\It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry. response:	I'm sorry I put you through so much trouble.
context: reach him!\Ryu?\Kuronuma.\I can't stop shaking\It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble. response:	I'm sorry for saying whatever I wanted.
context: Ryu?\Kuronuma.\I can't stop shaking\It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted. response:	If you have a response to what I said though, please tell me.
context: Kuronuma.\I can't stop shaking\It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me. response:	I want to know, no matter what it is.
context: I can't stop shaking\It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is. response:	My feelings for you won't change.
context: It's time to tell him how I...\I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change. response:	Okay
context: I'm sorry.\I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change.\Okay response:	But your like is different from mine.
context: I'm sorry I made you cry.\I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change.\Okay\But your like is different from mine. response:	If you're looking for Yoshida and Yano, they're probably outside.
context: I'm sorry I put you through so much trouble.\I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change.\Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside. response:	No! I came to find you!
context: I'm sorry for saying whatever I wanted.\If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change.\Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you! response:	I came because I wanted to talk to you.
context: If you have a response to what I said though, please tell me.\I want to know, no matter what it is.\My feelings for you won't change.\Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you. response:	Not them
context: I want to know, no matter what it is.\My feelings for you won't change.\Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you.\Not them response:	Is that okay?
context: My feelings for you won't change.\Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you.\Not them\Is that okay? response:	Is this okay?
context: Okay\But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you.\Not them\Is that okay?\Is this okay? response:	It's okay just like this, so please listen.
context: But your like is different from mine.\If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you.\Not them\Is that okay?\Is this okay?\It's okay just like this, so please listen. response:	'kay.
context: If you're looking for Yoshida and Yano, they're probably outside.\No! I came to find you!\I came because I wanted to talk to you.\Not them\Is that okay?\Is this okay?\It's okay just like this, so please listen.\'kay. response:	Kazehaya
context: No! I came to find you!\I came because I wanted to talk to you.\Not them\Is that okay?\Is this okay?\It's okay just like this, so please listen.\'kay.\Kazehaya response:	No matter what I did, people have always apologized to me.
context: I came because I wanted to talk to you.\Not them\Is that okay?\Is this okay?\It's okay just like this, so please listen.\'kay.\Kazehaya\No matter what I did, people have always apologized to me. response:	That's why I was so happy when we first met and you smiled and thanked me instead.
context: Not them\Is that okay?\Is this okay?\It's okay just like this, so please listen.\'kay.\Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead. response:	I've never treated you the same as everyone else.
context: Is that okay?\Is this okay?\It's okay just like this, so please listen.\'kay.\Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else. response:	But, even so, I was still happy.
context: Is this okay?\It's okay just like this, so please listen.\'kay.\Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy. response:	It was as if everything suddenly had color to it.
context: It's okay just like this, so please listen.\'kay.\Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it. response:	You changed my world.
context: 'kay.\Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world. response:	Every second of every day was different because of you.
context: Kazehaya\No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you. response:	But even though it meant so much to me,
context: No matter what I did, people have always apologized to me.\That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me, response:	I did the exact opposite of what you did.
context: That's why I was so happy when we first met and you smiled and thanked me instead.\I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did. response:	So this time, instead of apologizing to you, I want to say
context: I've never treated you the same as everyone else.\But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say response:	Thank you for your smiles.
context: But, even so, I was still happy.\It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles. response:	Thank you for talking to me.
context: It was as if everything suddenly had color to it.\You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me. response:	Thank you for your kindness.
context: You changed my world.\Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness. response:	Thank you for telling me your hidden feelings.
context: Every second of every day was different because of you.\But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings. response:	Kuronuma
context: But even though it meant so much to me,\I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma response:	I like you!
context: I did the exact opposite of what you did.\So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma\I like you! response:	I like you.
context: So this time, instead of apologizing to you, I want to say\Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma\I like you!\I like you. response:	I like you.
context: Thank you for your smiles.\Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma\I like you!\I like you.\I like you. response:	I like you.
context: Thank you for talking to me.\Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma\I like you!\I like you.\I like you.\I like you. response:	I like you.
context: Thank you for your kindness.\Thank you for telling me your hidden feelings.\Kuronuma\I like you!\I like you.\I like you.\I like you.\I like you. response:	I like you.
context: Thank you for telling me your hidden feelings.\Kuronuma\I like you!\I like you.\I like you.\I like you.\I like you.\I like you. response:	It's so hard to put all of these feelings into words
context: Kuronuma\I like you!\I like you.\I like you.\I like you.\I like you.\I like you.\It's so hard to put all of these feelings into words response:	I don't know how to say them.
context: I like you!\I like you.\I like you.\I like you.\I like you.\I like you.\It's so hard to put all of these feelings into words\I don't know how to say them. response:	I just Like you.
context: I like you.\I like you.\I like you.\I like you.\I like you.\It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you. response:	I like you.
context: I like you.\I like you.\I like you.\I like you.\It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you.\I like you. response:	I like you.
context: I like you.\I like you.\I like you.\It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you.\I like you.\I like you. response:	I like you.
context: I like you.\I like you.\It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you.\I like you.\I like you.\I like you. response:	No!
context: I like you.\It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you.\I like you.\I like you.\I like you.\No! response:	Don't open it!
context: It's so hard to put all of these feelings into words\I don't know how to say them.\I just Like you.\I like you.\I like you.\I like you.\No!\Don't open it! response:	I'm
context: I don't know how to say them.\I just Like you.\I like you.\I like you.\I like you.\No!\Don't open it!\I'm response:	I don't want you to see me right now!
context: I just Like you.\I like you.\I like you.\I like you.\No!\Don't open it!\I'm\I don't want you to see me right now! response:	I wonder if Sawako was able to tell him.
context: I like you.\I like you.\I like you.\No!\Don't open it!\I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him. response:	I suppose we should let them be and go home.
context: I like you.\I like you.\No!\Don't open it!\I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home. response:	Kazehaya!
context: I like you.\No!\Don't open it!\I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya! response:	Hey, Kazehaya!
context: No!\Don't open it!\I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya! response:	If you're here, raise your hand!
context: Don't open it!\I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand! response:	Will this really be okay?!
context: I'm\I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?! response:	It should be fine. Ryu's still here.
context: I don't want you to see me right now!\I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here. response:	Ryu! Have you see Kazehaya?
context: I wonder if Sawako was able to tell him.\I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya? response:	Where is he?
context: I suppose we should let them be and go home.\Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he? response:	Hehe...
context: Kazehaya!\Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he?\Hehe... response:	Have you seen him?
context: Hey, Kazehaya!\If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he?\Hehe...\Have you seen him? response:	Hehe...
context: If you're here, raise your hand!\Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he?\Hehe...\Have you seen him?\Hehe... response:	Really?
context: Will this really be okay?!\It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he?\Hehe...\Have you seen him?\Hehe...\Really? response:	Ryu doesn't really lie though.
context: It should be fine. Ryu's still here.\Ryu! Have you see Kazehaya?\Where is he?\Hehe...\Have you seen him?\Hehe...\Really?\Ryu doesn't really lie though. response:	It's Joe he's talking to.
context: Ryu! Have you see Kazehaya?\Where is he?\Hehe...\Have you seen him?\Hehe...\Really?\Ryu doesn't really lie though.\It's Joe he's talking to. response:	Should be fine!
context: Where is he?\Hehe...\Have you seen him?\Hehe...\Really?\Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine! response:	Do you guys know where Kuronuma is?
context: Hehe...\Have you seen him?\Hehe...\Really?\Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is? response:	N-No!
context: Have you seen him?\Hehe...\Really?\Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is?\N-No! response:	What? You guys are no help.
context: Hehe...\Really?\Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is?\N-No!\What? You guys are no help. response:	What do you want with her? We'll take a message for you.
context: Really?\Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is?\N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you. response:	I can't tell you guys.
context: Ryu doesn't really lie though.\It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is?\N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys. response:	I've thought of something really good.
context: It's Joe he's talking to.\Should be fine!\Do you guys know where Kuronuma is?\N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good. response:	So good!
context: Should be fine!\Do you guys know where Kuronuma is?\N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good.\So good! response:	Definitely something bad!
context: Do you guys know where Kuronuma is?\N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good.\So good!\Definitely something bad! response:	Guess I'll go check around the classroom.
context: N-No!\What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good.\So good!\Definitely something bad!\Guess I'll go check around the classroom. response:	Oh right, she went home already!
context: What? You guys are no help.\What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good.\So good!\Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already! response:	Yeah, she went home!
context: What do you want with her? We'll take a message for you.\I can't tell you guys.\I've thought of something really good.\So good!\Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home! response:	Then why didn't you just say that earlier?
context: I can't tell you guys.\I've thought of something really good.\So good!\Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier? response:	We forgot!
context: I've thought of something really good.\So good!\Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier?\We forgot! response:	We just remembered!
context: So good!\Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier?\We forgot!\We just remembered! response:	Sawako went home already!
context: Definitely something bad!\Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier?\We forgot!\We just remembered!\Sawako went home already! response:	Yeah!
context: Guess I'll go check around the classroom.\Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier?\We forgot!\We just remembered!\Sawako went home already!\Yeah! response:	Oh right, the classroom
context: Oh right, she went home already!\Yeah, she went home!\Then why didn't you just say that earlier?\We forgot!\We just remembered!\Sawako went home already!\Yeah!\Oh right, the classroom response:	K-Kuronuma.
context: Yeah, she went home!\Then why didn't you just say that earlier?\We forgot!\We just remembered!\Sawako went home already!\Yeah!\Oh right, the classroom\K-Kuronuma. response:	I-I-I!
context: Then why didn't you just say that earlier?\We forgot!\We just remembered!\Sawako went home already!\Yeah!\Oh right, the classroom\K-Kuronuma.\I-I-I! response:	Wait! Don't turn away.
context: We forgot!\We just remembered!\Sawako went home already!\Yeah!\Oh right, the classroom\K-Kuronuma.\I-I-I!\Wait! Don't turn away. response:	Look at me.
context: We just remembered!\Sawako went home already!\Yeah!\Oh right, the classroom\K-Kuronuma.\I-I-I!\Wait! Don't turn away.\Look at me. response:	I feel like I've never had the chance to look at you face-to-face like this before.
context: Sawako went home already!\Yeah!\Oh right, the classroom\K-Kuronuma.\I-I-I!\Wait! Don't turn away.\Look at me.\I feel like I've never had the chance to look at you face-to-face like this before. response:	Oh there you are, Kazehaya!
context: Yeah!\Oh right, the classroom\K-Kuronuma.\I-I-I!\Wait! Don't turn away.\Look at me.\I feel like I've never had the chance to look at you face-to-face like this before.\Oh there you are, Kazehaya! response:	Huh? And Sadako?
context: Oh right, the classroom\K-Kuronuma.\I-I-I!\Wait! Don't turn away.\Look at me.\I feel like I've never had the chance to look at you face-to-face like this before.\Oh there you are, Kazehaya!\Huh? And Sadako? response:	Pin was looking for you.
context: K-Kuronuma.\I-I-I!\Wait! Don't turn away.\Look at me.\I feel like I've never had the chance to look at you face-to-face like this before.\Oh there you are, Kazehaya!\Huh? And Sadako?\Pin was looking for you. response:	Seemed important.
context: I-I-I!\Wait! Don't turn away.\Look at me.\I feel like I've never had the chance to look at you face-to-face like this before.\Oh there you are, Kazehaya!\Huh? And Sadako?\Pin was looking for you.\Seemed important. response:	What were you guys doing?
