context: Zankoku na tenshi no youni Like an angel without a sense of mercy... response:	Shonen yo shinwa ni nare...rise young boy to the heavens as a legend.
context: Mune no door wo tataitemo Tear open the door to your heart...\Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of... response:	Sono senaka niwa...everything that you've got behind you.
context: Watashidake wo tada mitsumete But unknowing you seem, just staring at me...\Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you. response:	Haruka mirai mezasu tameno Your wings are for seeking out...
context: Hohoenderu anata Standing there smiling serenely.\Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out... response:	Hanega arukoto...a new future that only you can search for.
context: Sotto fureru mono Desperate for something to touch...\Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for. response:	Zankoku na tenshi no thesis The cruel angel's thesis bleeds...
context: Motomeru koto ni muchu de A moment of kindness like that in a dream..\Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds... response:	Madobe kara yagate tobitatsu...through a portal like your pulsing blood.
context: Unmei sae mada shiranai Your innocent eyes as yet have no idea...\Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood. response:	Hotobashiru atsui pathos de If you should betray the chapel of your memories...
context: Itaikena hitomi...of the path your destiny will follow.\Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories... response:	Omoide wo uragiru nara...the cruel angel will enter the window of your soul.
context: Dakedo itsuka kizuku deshou But someday you'll become aware of...\Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul. response:	Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...
context: Sono senaka niwa...everything that you've got behind you.\Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend... response:	Shonen yo shinwa ni nare. Embrace the universe like a blazing star!
context: Haruka mirai mezasu tameno Your wings are for seeking out...\Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star! response:	Hi! I'm not in right now, so leave your message after the beep!
context: Hanega arukoto...a new future that only you can search for.\Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep! response:	This may be my last assignment.
context: Zankoku na tenshi no thesis The cruel angel's thesis bleeds...\Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment. response:	This looks like blood.
context: Madobe kara yagate tobitatsu...through a portal like your pulsing blood.\Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood. response:	The Vice-Commander was abducted?
context: Hotobashiru atsui pathos de If you should betray the chapel of your memories...\Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted? response:	Two hours ago. He was last seen in the 8th District.
context: Omoide wo uragiru nara...the cruel angel will enter the window of your soul.\Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District. response:	That's inside our installation.
context: Kono sora wo daite kagayaku. So boy, stand tall and embrace the fire of legend...\Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation. response:	What in the hell were you idiots in Intelligence doing?
context: Shonen yo shinwa ni nare. Embrace the universe like a blazing star!\Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing? response:	The whole thing was set up by someone inside our operation.
context: Hi! I'm not in right now, so leave your message after the beep!\This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation. response:	We were taken by surprise.
context: This may be my last assignment.\This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise. response:	Someone who could outwit Section 2? It couldn't be him?!
context: This looks like blood.\The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?! response:	Ryoji Kaji is suspected of being the mastermind behind this plot.
context: The Vice-Commander was abducted?\Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot. response:	Then, that's why you came for me.
context: Two hours ago. He was last seen in the 8th District.\That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me. response:	We believe that you can be of use to us, yes.
context: That's inside our installation.\What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes. response:	As your colleagues,
context: What in the hell were you idiots in Intelligence doing?\The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues, response:	we regret having to consider the Director of Operations a suspect,
context: The whole thing was set up by someone inside our operation.\We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect, response:	but that is the nature of our profession.
context: We were taken by surprise.\Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession. response:	Considering our relationship, it's a natural precaution.
context: Someone who could outwit Section 2? It couldn't be him?!\Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution. response:	I appreciate your cooperation.
context: Ryoji Kaji is suspected of being the mastermind behind this plot.\Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation. response:	Take her away.
context: Then, that's why you came for me.\We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away. response:	It's been a while, Chairman Keel. This is a rather rough reception.
context: We believe that you can be of use to us, yes.\As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception. response:	I will not apologize for necessary discourtesies.
context: As your colleagues,\we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies. response:	This was necessary for us to speak without the Commander present.
context: we regret having to consider the Director of Operations a suspect,\but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present. response:	You haven't changed.
context: but that is the nature of our profession.\Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed. response:	You still have no concern for the circumstances of others.
context: Considering our relationship, it's a natural precaution.\I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others. response:	The subject to be addressed has become an immediate concern.
context: I appreciate your cooperation.\Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern. response:	Thus, these measures were unavoidable.
context: Take her away.\It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable. response:	Please understand our situation.
context: It's been a while, Chairman Keel. This is a rather rough reception.\I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation. response:	What a surprise. Not the committee, but SEELE itself!
context: I will not apologize for necessary discourtesies.\This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself! response:	We have no intention of creating a new god.
context: This was necessary for us to speak without the Commander present.\You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god. response:	We hope that we will have your cooperation, Professor Fuyutsuki.
context: You haven't changed.\You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki. response:	Professor Fuyutsuki, is it?
context: You still have no concern for the circumstances of others.\The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it? response:	Professor! Professor Fuyutsuki!
context: The subject to be addressed has become an immediate concern.\Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki! response:	Hello, boys.
context: Thus, these measures were unavoidable.\Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys. response:	Why don't you join us for a beer by the Kamo River?
context: Please understand our situation.\What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River? response:	What, again?
context: What a surprise. Not the committee, but SEELE itself!\We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again? response:	Ryoko and the other girls said they'll come if you come.
context: We have no intention of creating a new god.\We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come. response:	The professor said that you shouldn't be so unsociable.
context: We hope that we will have your cooperation, Professor Fuyutsuki.\Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable. response:	All right, I'll be there.
context: Professor Fuyutsuki, is it?\Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there. response:	It's nice to have a drink outside for a change.
context: Professor! Professor Fuyutsuki!\Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change. response:	Yeah...
context: Hello, boys.\Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah... response:	You're very competent,
context: Why don't you join us for a beer by the Kamo River?\What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah...\You're very competent, response:	but you tend to underestimate the value of relationships with others.
context: What, again?\Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others. response:	I'm sorry, Sir.
context: Ryoko and the other girls said they'll come if you come.\The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir. response:	Speaking of which, Fuyutsuki...
context: The professor said that you shouldn't be so unsociable.\All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki... response:	There's a student who wrote a very interesting research paper
context: All right, I'll be there.\It's nice to have a drink outside for a change.\Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper response:	for the bio-engineering class.
context: It's nice to have a drink outside for a change.\Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class. response:	Her name is Ikari. Do you know her?
context: Yeah...\You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her? response:	Ikari? No, Sir.
context: You're very competent,\but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir. response:	I've told her about you, and she says she'd like to meet you.
context: but you tend to underestimate the value of relationships with others.\I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you. response:	She'll be calling you soon, and I'd like you to take her on.
context: I'm sorry, Sir.\Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on. response:	And her name is Ikari? I understand.
context: Speaking of which, Fuyutsuki...\There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand. response:	Metaphysical Biology Fuyutsuki
context: There's a student who wrote a very interesting research paper\for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki response:	I've read your paper.
context: for the bio-engineering class.\Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper. response:	There are a few things I disagree with, but it's very interesting.
context: Her name is Ikari. Do you know her?\Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting. response:	Thank you, Sir.
context: Ikari? No, Sir.\I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir. response:	Your name is Yui Ikari, right?
context: I've told her about you, and she says she'd like to meet you.\She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right? response:	Yes.
context: She'll be calling you soon, and I'd like you to take her on.\And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right?\Yes. response:	What are your career plans? Corporate research?
context: And her name is Ikari? I understand.\Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research? response:	Or joining the school research facility?
context: Metaphysical Biology Fuyutsuki\I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research?\Or joining the school research facility? response:	I haven't really thought about it.
context: I've read your paper.\There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it. response:	And there may be a third option.
context: There are a few things I disagree with, but it's very interesting.\Thank you, Sir.\Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it.\And there may be a third option. response:	I'm also thinking about getting married,
context: Thank you, Sir.\Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married, response:	assuming that I meet the right person.
context: Your name is Yui Ikari, right?\Yes.\What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person. response:	Again A.D. 2015
context: Yes.\What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person.\Again A.D. 2015 response:	By incorporating the S2 unit into itself,
context: What are your career plans? Corporate research?\Or joining the school research facility?\I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person.\Again A.D. 2015\By incorporating the S2 unit into itself, response:	it has achieved its ultimate form.
context: Or joining the school research facility?\I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person.\Again A.D. 2015\By incorporating the S2 unit into itself,\it has achieved its ultimate form. response:	Evangelion Unit 01!
context: I haven't really thought about it.\And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person.\Again A.D. 2015\By incorporating the S2 unit into itself,\it has achieved its ultimate form.\Evangelion Unit 01! response:	A supreme being which we created. What blasphemy!
context: And there may be a third option.\I'm also thinking about getting married,\assuming that I meet the right person.\Again A.D. 2015\By incorporating the S2 unit into itself,\it has achieved its ultimate form.\Evangelion Unit 01!\A supreme being which we created. What blasphemy! response:	The creation of a god is unacceptable.
