context: = LOGO START = response:	= LOGO END =
context: See them over there?\The tax on the goods they're shipping is ridiculously high,\and they're saying they don't want to hand over the goods at the original price.\Something or other about the price per head.\A hostage tax, huh?\Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid. response:	The cancellation of the Northern expedition is having effects even here, huh.
context: The tax on the goods they're shipping is ridiculously high,\and they're saying they don't want to hand over the goods at the original price.\Something or other about the price per head.\A hostage tax, huh?\Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh. response:	If you want, you can bet on the meeting outcome with your furs.
context: and they're saying they don't want to hand over the goods at the original price.\Something or other about the price per head.\A hostage tax, huh?\Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs. response:	There are at least four other groups of people having similar discussions.
context: Something or other about the price per head.\A hostage tax, huh?\Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions. response:	Taxes too high.
context: A hostage tax, huh?\Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high. response:	Northern expedition.
context: Good cargo might as well be hostage to the owner of the river.\The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition. response:	How imports are trending in the city.
context: The town is in heavy dispute because of the Northern expedition being canceled.\You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition.\How imports are trending in the city. response:	Ah.
context: You should be happy you can even get paid.\The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition.\How imports are trending in the city.\Ah. response:	The wine you just ordered isn't for me,
context: The cancellation of the Northern expedition is having effects even here, huh.\If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition.\How imports are trending in the city.\Ah.\The wine you just ordered isn't for me, response:	but for yourself, isn't it?
context: If you want, you can bet on the meeting outcome with your furs.\There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition.\How imports are trending in the city.\Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it? response:	I'm getting drunk on wine, but something else is making you drunk.
context: There are at least four other groups of people having similar discussions.\Taxes too high.\Northern expedition.\How imports are trending in the city.\Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk. response:	You need money to drink wine,
context: Taxes too high.\Northern expedition.\How imports are trending in the city.\Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine, response:	but thinking of ways to make profit is free.
context: Northern expedition.\How imports are trending in the city.\Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free. response:	But we haven't just been idly chatting.
context: How imports are trending in the city.\Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting. response:	One or two mugs for the possibility of me lending you help in earnest is a cheap price.
context: Ah.\The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price. response:	It is as you say.
context: The wine you just ordered isn't for me,\but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say. response:	Well, you really do look like you're having fun when you talk about business.
context: but for yourself, isn't it?\I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business. response:	I'll take that face as an appetizer.
context: I'm getting drunk on wine, but something else is making you drunk.\You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer. response:	Impossible!
context: You need money to drink wine,\but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible! response:	Someone like me, in this state after wine of that grade?
context: but thinking of ways to make profit is free.\But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade? response:	Well, you're probably tired from the journey too.
context: But we haven't just been idly chatting.\One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too. response:	Rest for a while.
context: One or two mugs for the possibility of me lending you help in earnest is a cheap price.\It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while. response:	Don't worry.
context: It is as you say.\Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while.\Don't worry. response:	I'm too expensive.
context: Well, you really do look like you're having fun when you talk about business.\I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while.\Don't worry.\I'm too expensive. response:	No one will want to buy me.
context: I'll take that face as an appetizer.\Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while.\Don't worry.\I'm too expensive.\No one will want to buy me. response:	That's not what I mean.
context: Impossible!\Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while.\Don't worry.\I'm too expensive.\No one will want to buy me.\That's not what I mean. response:	Rest well, princess.
context: Someone like me, in this state after wine of that grade?\Well, you're probably tired from the journey too.\Rest for a while.\Don't worry.\I'm too expensive.\No one will want to buy me.\That's not what I mean.\Rest well, princess. response:	Are you open?
context: Well, you're probably tired from the journey too.\Rest for a while.\Don't worry.\I'm too expensive.\No one will want to buy me.\That's not what I mean.\Rest well, princess.\Are you open? response:	I just finished patching up the hole.
context: Rest for a while.\Don't worry.\I'm too expensive.\No one will want to buy me.\That's not what I mean.\Rest well, princess.\Are you open?\I just finished patching up the hole. response:	Look!
context: Don't worry.\I'm too expensive.\No one will want to buy me.\That's not what I mean.\Rest well, princess.\Are you open?\I just finished patching up the hole.\Look! response:	I want to look till I bore another hole through it.
context: I'm too expensive.\No one will want to buy me.\That's not what I mean.\Rest well, princess.\Are you open?\I just finished patching up the hole.\Look!\I want to look till I bore another hole through it. response:	Really?
context: No one will want to buy me.\That's not what I mean.\Rest well, princess.\Are you open?\I just finished patching up the hole.\Look!\I want to look till I bore another hole through it.\Really? response:	Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.
context: That's not what I mean.\Rest well, princess.\Are you open?\I just finished patching up the hole.\Look!\I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron. response:	Everyone's just being careful.
context: Rest well, princess.\Are you open?\I just finished patching up the hole.\Look!\I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful. response:	They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.
context: Are you open?\I just finished patching up the hole.\Look!\I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose. response:	That's too bad.
context: I just finished patching up the hole.\Look!\I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad. response:	If I had three, it'd be easier to tell apart customers that smell bad.
context: Look!\I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad. response:	How am I, then?
context: I want to look till I bore another hole through it.\Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then? response:	Traveling customers really do catch onto jokes differently.
context: Really?\Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently. response:	So, will it be a drink?
context: Whenever a hole appears in my apron, everyone stops looking at my face and just stares at the apron.\Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink? response:	Or food?
context: Everyone's just being careful.\They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food? response:	Could I get two of the tail dishes packaged up for me?
context: They're afraid if they look at your beautiful face too much, they'll bore a third hole into your nose.\That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me? response:	Right now the chef's preparing food for the dock workers...
context: That's too bad.\If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers... response:	Don't worry about it.
context: If I had three, it'd be easier to tell apart customers that smell bad.\How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it. response:	I'm not in a hurry.
context: How am I, then?\Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry. response:	In that case,
context: Traveling customers really do catch onto jokes differently.\So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry.\In that case, response:	how about having a drink while you're waiting?
context: So, will it be a drink?\Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry.\In that case,\how about having a drink while you're waiting? response:	Sounds good.
context: Or food?\Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry.\In that case,\how about having a drink while you're waiting?\Sounds good. response:	Traveling merchants who come to a bar at this time of day have one objective in mind, right?
context: Could I get two of the tail dishes packaged up for me?\Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry.\In that case,\how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right? response:	Before that, let me pay...
context: Right now the chef's preparing food for the dock workers...\Don't worry about it.\I'm not in a hurry.\In that case,\how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay... response:	I just noticed in passing,
context: Don't worry about it.\I'm not in a hurry.\In that case,\how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing, response:	but there's a lot of merchants hanging around the city entrance, aren't there?
context: I'm not in a hurry.\In that case,\how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there? response:	Ah,
context: In that case,\how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah, response:	the ones selling furs and fur-related merchandise.
context: how about having a drink while you're waiting?\Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise. response:	Furs?
context: Sounds good.\Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise.\Furs? response:	The furs, I guess.
context: Traveling merchants who come to a bar at this time of day have one objective in mind, right?\Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess. response:	Half of them are merchants who've come here from faraway countries hoping to sell it.
context: Before that, let me pay...\I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it. response:	The other half are selling tools and wares needed to process the fur into other goods.
context: I just noticed in passing,\but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods. response:	And you probably want to know why they're all hanging around there, right?
context: but there's a lot of merchants hanging around the city entrance, aren't there?\Ah,\the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right? response:	Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.
context: Ah,\the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold. response:	This Fifty-man meeting thing?
context: the ones selling furs and fur-related merchandise.\Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing? response:	Right, that.
context: Furs?\The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that. response:	While that's going on, fur trade is prohibited.
context: The furs, I guess.\Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited. response:	That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.
context: Half of them are merchants who've come here from faraway countries hoping to sell it.\The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not. response:	What's the reason they're deliberating over its sale in the first place?
context: The other half are selling tools and wares needed to process the fur into other goods.\And you probably want to know why they're all hanging around there, right?\Right now, the higher ups of the town are deciding whether or not to allow fur to be sold.\This Fifty-man meeting thing?\Right, that.\While that's going on, fur trade is prohibited.\That being the case, all the craftsmen aren't sure whether to buy the goods needed to process fur or not.\What's the reason they're deliberating over its sale in the first place? response:	I heard it's because the Northern expedition was canceled.
