context: Help me. response:	Somebody, help me.
context: Uh... um...\W-What?\I'm sorry, but I didn't think about how we'd land.\Ouch!\Huh!\Are you all right, Musubi-chan?\Yes, I'm sorry.\Um... response:	Excuse me, but who are you?
context: W-What?\I'm sorry, but I didn't think about how we'd land.\Ouch!\Huh!\Are you all right, Musubi-chan?\Yes, I'm sorry.\Um...\Excuse me, but who are you? response:	I-I'm sorry... Ouch!
context: I'm sorry, but I didn't think about how we'd land.\Ouch!\Huh!\Are you all right, Musubi-chan?\Yes, I'm sorry.\Um...\Excuse me, but who are you?\I-I'm sorry... Ouch! response:	Oh my! You're hurt.
context: Ouch!\Huh!\Are you all right, Musubi-chan?\Yes, I'm sorry.\Um...\Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt. response:	Mi-Minato-san!
context: Huh!\Are you all right, Musubi-chan?\Yes, I'm sorry.\Um...\Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san! response:	Musubi-chan, your clothes!
context: Are you all right, Musubi-chan?\Yes, I'm sorry.\Um...\Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes! response:	Ah, they're all torn apart.
context: Yes, I'm sorry.\Um...\Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart. response:	So noisy.
context: Um...\Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy. response:	Is anybody there?
context: Excuse me, but who are you?\I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy.\Is anybody there? response:	You are!
context: I-I'm sorry... Ouch!\Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy.\Is anybody there?\You are! response:	That should do it.
context: Oh my! You're hurt.\Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy.\Is anybody there?\You are!\That should do it. response:	Um... I'm so sorry.
context: Mi-Minato-san!\Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy.\Is anybody there?\You are!\That should do it.\Um... I'm so sorry. response:	Don't worry about it.
context: Musubi-chan, your clothes!\Ah, they're all torn apart.\So noisy.\Is anybody there?\You are!\That should do it.\Um... I'm so sorry.\Don't worry about it. response:	I just did what I was asked by Miya.
context: Ah, they're all torn apart.\So noisy.\Is anybody there?\You are!\That should do it.\Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya. response:	Miya-san... is her name, then?
context: So noisy.\Is anybody there?\You are!\That should do it.\Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then? response:	- By the way... - Yes?
context: Is anybody there?\You are!\That should do it.\Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes? response:	How come you guys were there?
context: You are!\That should do it.\Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there? response:	Eh?!
context: That should do it.\Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there?\Eh?! response:	It's... uh, um...
context: Um... I'm so sorry.\Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there?\Eh?!\It's... uh, um... response:	You are obligated to maintain confidentiality whether you like it or not...
context: Don't worry about it.\I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there?\Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not... response:	Um... we were blown by a sudden wind... Hee, hee...
context: I just did what I was asked by Miya.\Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there?\Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee... response:	Sudden wind, huh?
context: Miya-san... is her name, then?\- By the way... - Yes?\How come you guys were there?\Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh? response:	Ah, well... ha, ha...
context: - By the way... - Yes?\How come you guys were there?\Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha... response:	Well... I guess we can leave it at that.
context: How come you guys were there?\Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that. response:	Minato-san!
context: Eh?!\It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san! response:	I borrowed a kimono.
context: It's... uh, um...\You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono. response:	Ah, you're like two flowers standing next to each other.
context: You are obligated to maintain confidentiality whether you like it or not...\Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other. response:	I-I'm very sorry. Even I ended up with borrowing clothes from you.
context: Um... we were blown by a sudden wind... Hee, hee...\Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you. response:	I like to meddle in people's affairs.
context: Sudden wind, huh?\Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs. response:	My husband was like me, too.
context: Ah, well... ha, ha...\Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too. response:	Those were my husband's clothes.
context: Well... I guess we can leave it at that.\Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes. response:	Your husband?
context: Minato-san!\I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes.\Your husband? response:	No, that ugly sweat suit is not mine.
context: I borrowed a kimono.\Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine. response:	He's passed away... her husband.
context: Ah, you're like two flowers standing next to each other.\I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband. response:	I-I'm sorry.
context: I-I'm very sorry. Even I ended up with borrowing clothes from you.\I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry. response:	No problem at all. It's been a long time.
context: I like to meddle in people's affairs.\My husband was like me, too.\Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time. response:	Ah, I haven't introduced myself. My name is Miya Asama.
context: My husband was like me, too.\Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama. response:	I'm Minato Sahashi.
context: Those were my husband's clothes.\Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi. response:	I'm Musubi.
context: Your husband?\No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi. response:	I'm Kagari. Nice to meet you.
context: No, that ugly sweat suit is not mine.\He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you. response:	Ah. Nice to meet you.
context: He's passed away... her husband.\I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you. response:	Huh? Sniff, sniff...
context: I-I'm sorry.\No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff... response:	Smells delicious!
context: No problem at all. It's been a long time.\Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious! response:	I was preparing for dinner. Would you like to join us?
context: Ah, I haven't introduced myself. My name is Miya Asama.\I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us? response:	But we have already caused enough troubles to you.
context: I'm Minato Sahashi.\I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you. response:	Grumble But we have already caused enough troubles to you.
context: I'm Musubi.\I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you. response:	Grumble
context: I'm Kagari. Nice to meet you.\Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble response:	Musubi-chan!
context: Ah. Nice to meet you.\Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan! response:	Thanks for the food!
context: Huh? Sniff, sniff...\Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan!\Thanks for the food! response:	It's so good!
context: Smells delicious!\I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan!\Thanks for the food!\It's so good! response:	Yeah, it's really delicious.
context: I was preparing for dinner. Would you like to join us?\But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan!\Thanks for the food!\It's so good!\Yeah, it's really delicious. response:	Ah, I'm so hungry!
context: But we have already caused enough troubles to you.\Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan!\Thanks for the food!\It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry! response:	Huh? Do we have guests?
context: Grumble But we have already caused enough troubles to you.\Grumble\Musubi-chan!\Thanks for the food!\It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests? response:	Uzume, I always tell you not to leave your room dressed like that.
context: Grumble\Musubi-chan!\Thanks for the food!\It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that. response:	Why not? I'm wearing panties.
context: Musubi-chan!\Thanks for the food!\It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties. response:	- Uh, excuse me... - Yes?
context: Thanks for the food!\It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes? response:	I may be asking a rude question, but...
context: It's so good!\Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but... response:	What's with this house? I mean, you don't look like a family.
context: Yeah, it's really delicious.\Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family. response:	Ah, this place is...
context: Ah, I'm so hungry!\Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is... response:	Maison Izumo Ah, this place is...
context: Huh? Do we have guests?\Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is... response:	Maison Izumo
context: Uzume, I always tell you not to leave your room dressed like that.\Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo response:	Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...
context: Why not? I'm wearing panties.\- Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... response:	Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!
context: - Uh, excuse me... - Yes?\I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?! response:	A board house?!
context: I may be asking a rude question, but...\What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?! response:	Yes. I'm the owner, and they are my tenants.
context: What's with this house? I mean, you don't look like a family.\Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants. response:	Well, nobody but weirdoes like us
context: Ah, this place is...\Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us response:	want to live in such a battered and cheap board house these days.
context: Maison Izumo Ah, this place is...\Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days. response:	So we're perennially looking for new tenants.
context: Maison Izumo\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants. response:	Battered?
context: Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month...\Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered? response:	No, no, more like it's got charm, or it's old-fashioned... you know?
context: Room for Rent... Maison Izumo... Two meals a day included, Rent is 50,000 yen/ month... A board house?!\A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know? response:	Looking for new tenants?
context: A board house?!\Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants? response:	I beg you!
context: Yes. I'm the owner, and they are my tenants.\Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you! response:	We were kicked out of our apartment and have nowhere to go.
context: Well, nobody but weirdoes like us\want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go. response:	Please raise your head.
context: want to live in such a battered and cheap board house these days.\So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head. response:	My late husband was a person who never rejected anybody who came.
context: So we're perennially looking for new tenants.\Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came. response:	Then...
context: Battered?\No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came.\Then... response:	Minato-san!
context: No, no, more like it's got charm, or it's old-fashioned... you know?\Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came.\Then...\Minato-san! response:	M-Musubi-chan!
context: Looking for new tenants?\I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came.\Then...\Minato-san!\M-Musubi-chan! response:	That's great, isn't it!
context: I beg you!\We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came.\Then...\Minato-san!\M-Musubi-chan!\That's great, isn't it! response:	Miya, are you sure you should accept them so easily?
context: We were kicked out of our apartment and have nowhere to go.\Please raise your head.\My late husband was a person who never rejected anybody who came.\Then...\Minato-san!\M-Musubi-chan!\That's great, isn't it!\Miya, are you sure you should accept them so easily? response:	- If they reached here by chance, it must be fate. - Musubi-chan, it's all because of you.
