context: J To catch them is my real test To train them is my cause J response:	J I will travel across the land Searching far and wide J
context: It seems our friends have missed the boat.\It'll be a long three hours until the next ferry.\-Pika. Chu chu! -Huh?\Oh, look. It's a Horsea. How cute.\Huh? Where? Hey!\I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species, response:	thousands of eggs hatch every spring, and then the male raises them himself.
context: It'll be a long three hours until the next ferry.\-Pika. Chu chu! -Huh?\Oh, look. It's a Horsea. How cute.\Huh? Where? Hey!\I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself. response:	-It looks like it's injured. -Huh?
context: -Pika. Chu chu! -Huh?\Oh, look. It's a Horsea. How cute.\Huh? Where? Hey!\I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh? response:	Horsea.
context: Oh, look. It's a Horsea. How cute.\Huh? Where? Hey!\I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea. response:	And there's no Pokemon Center around here. I know what.
context: Huh? Where? Hey!\I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what. response:	Horsea...
context: I'll just get Dexter to tell me about it.\Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what.\Horsea... response:	Horsea, Horsea.
context: Horsea, a dragon Pokemon.\With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea. response:	It's saying something.
context: With this unique Pokemon species,\thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea.\It's saying something. response:	We have to try to take care of its wounds first.
context: thousands of eggs hatch every spring, and then the male raises them himself.\-It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first. response:	I'll capture it in my Poke Ball.
context: -It looks like it's injured. -Huh?\Horsea.\And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball. response:	Oh, no! The boat!
context: Horsea.\And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat! response:	Look out!
context: And there's no Pokemon Center around here. I know what.\Horsea...\Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out! response:	I wonder what's happening.
context: Horsea...\Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out!\I wonder what's happening. response:	We've got to act fast.
context: Horsea, Horsea.\It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out!\I wonder what's happening.\We've got to act fast. response:	My water Pokemon can help those people.
context: It's saying something.\We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out!\I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people. response:	Staryu, Starmie, Goldeen, go!
context: We have to try to take care of its wounds first.\I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out!\I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go! response:	I didn't know you can do that.
context: I'll capture it in my Poke Ball.\Oh, no! The boat!\Look out!\I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that. response:	Don't just stand there, go look for a boat to help them.
context: Oh, no! The boat!\Look out!\I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them. response:	Right.
context: Look out!\I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right. response:	-This way! Carry them all to our boat! -Goldeen.
context: I wonder what's happening.\We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen. response:	It's terrible. Terrible!
context: We've got to act fast.\My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible! response:	He seems like he's paralyzed.
context: My water Pokemon can help those people.\Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed. response:	Hey what happened to you out there?
context: Staryu, Starmie, Goldeen, go!\I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there? response:	The boss. I've got to tell the boss what happened.
context: I didn't know you can do that.\Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened. response:	I'm the boss. Nastina.
context: Don't just stand there, go look for a boat to help them.\Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina. response:	I understand that you helped to save the men on my ship.
context: Right.\-This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship. response:	Thank you very much.
context: -This way! Carry them all to our boat! -Goldeen.\It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much. response:	I wonder if you could give us a ride to the mainland.
context: It's terrible. Terrible!\He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland. response:	Hm! You don't think you're going to get away that fast do you?
context: He seems like he's paralyzed.\Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you? response:	Not till you see my new resort.
context: Hey what happened to you out there?\The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort. response:	Resort?
context: The boss. I've got to tell the boss what happened.\I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort? response:	It's not finished, but it'll be spectacular.
context: I'm the boss. Nastina.\I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular. response:	The world's biggest luxury resort.
context: I understand that you helped to save the men on my ship.\Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort. response:	Is that it out on the ocean?
context: Thank you very much.\I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean? response:	Yes, that's it.
context: I wonder if you could give us a ride to the mainland.\Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it. response:	That's Nastina's paradise, a super luxury hotel,
context: Hm! You don't think you're going to get away that fast do you?\Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel, response:	The hotel to end all hotels.
context: Not till you see my new resort.\Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels. response:	It'll have hundreds of luxurious suites,
context: Resort?\It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites, response:	surrounded by the world's most beautiful coral reef.
context: It's not finished, but it'll be spectacular.\The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef. response:	But only if those Tentacools stop interfering with construction.
context: The world's biggest luxury resort.\Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction. response:	The Tentacool?
context: Is that it out on the ocean?\Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool? response:	I get it. The Tentacool paralyzed your sailors.
context: Yes, that's it.\That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors. response:	Because of those Tentacool,
context: That's Nastina's paradise, a super luxury hotel,\The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool, response:	all the tourists have been staying away from here.
context: The hotel to end all hotels.\It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here. response:	I don't know why such despicable creatures even exist.
context: It'll have hundreds of luxurious suites,\surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist. response:	Did you say despicable?
context: surrounded by the world's most beautiful coral reef.\But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable? response:	They're disgusting, you can't even eat them.
context: But only if those Tentacools stop interfering with construction.\The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them. response:	And they're hurting my profits.
context: The Tentacool?\I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits. response:	I was hoping the three of you might be able to help me
context: I get it. The Tentacool paralyzed your sailors.\Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me response:	take care of my little problem.
context: Because of those Tentacool,\all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem. response:	Do you have to the skill to handle a Tentacool extermination project?
context: all the tourists have been staying away from here.\I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project? response:	Huh?
context: I don't know why such despicable creatures even exist.\Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh? response:	Of course I'll pay you well.
context: Did you say despicable?\They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well. response:	- Whoa! -Humph.
context: They're disgusting, you can't even eat them.\And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well.\- Whoa! -Humph. response:	If you succeed, you'll get world-class,
context: And they're hurting my profits.\I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class, response:	all- you-can-eat luxury dinners for one year, S1 million in cash
context: I was hoping the three of you might be able to help me\take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash response:	and vouchers for free stays in the hotel.
context: take care of my little problem.\Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel. response:	Yeah!
context: Do you have to the skill to handle a Tentacool extermination project?\Huh?\Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah! response:	First you have to exterminate the Tentacool,
context: Huh?\Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool, response:	every last one, then I'll pay you the reward.
context: Of course I'll pay you well.\- Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward. response:	That's disgusting!
context: - Whoa! -Humph.\If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting! response:	Misty.
context: If you succeed, you'll get world-class,\all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting!\Misty. response:	There's a girl who can't be bought.
context: all- you-can-eat luxury dinners for one year, S1 million in cash\and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting!\Misty.\There's a girl who can't be bought. response:	-Hey, wait up. -What are you so mad about?
context: and vouchers for free stays in the hotel.\Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting!\Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about? response:	Doesn't that old woman make you sick?
context: Yeah!\First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting!\Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick? response:	Well, she's not really my type but-
context: First you have to exterminate the Tentacool,\every last one, then I'll pay you the reward.\That's disgusting!\Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but- response:	She wants to destroy the Tentacool.
context: every last one, then I'll pay you the reward.\That's disgusting!\Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool. response:	Huh?
context: That's disgusting!\Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh? response:	And they're all so cute.
context: Misty.\There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh?\And they're all so cute. response:	They're cute?
context: There's a girl who can't be bought.\-Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh?\And they're all so cute.\They're cute? response:	Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.
context: -Hey, wait up. -What are you so mad about?\Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh?\And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water. response:	Ugly.
context: Doesn't that old woman make you sick?\Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh?\And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly. response:	I guess ugly is in the eye of the beholder.
context: Well, she's not really my type but-\She wants to destroy the Tentacool.\Huh?\And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder. response:	If Tentacool are attacking humans,
context: She wants to destroy the Tentacool.\Huh?\And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans, response:	then there must be a very good reason for it.
context: Huh?\And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it. response:	Do you really think so?
context: And they're all so cute.\They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so? response:	Of course.
context: They're cute?\Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so?\Of course. response:	Tentacool are so squishy and nice when you hold them,
context: Tentacool, a jellyfish Pokemon. 99 of its body is made up of water.\Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them, response:	and they call the pretty red spot on their heads the ruby of the sea.
context: Ugly.\I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea. response:	Who calls it that?
context: I guess ugly is in the eye of the beholder.\If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that? response:	Well, I call it that. It's my name for it.
context: If Tentacool are attacking humans,\then there must be a very good reason for it.\Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that?\Well, I call it that. It's my name for it. response:	When you talk about water Pokemon, it's like you get a different personality.
context: then there must be a very good reason for it.\Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that?\Well, I call it that. It's my name for it.\When you talk about water Pokemon, it's like you get a different personality. response:	I don't understand why you can't see their charm.
context: Do you really think so?\Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that?\Well, I call it that. It's my name for it.\When you talk about water Pokemon, it's like you get a different personality.\I don't understand why you can't see their charm. response:	Water Pokemon are so beautiful and have such depth.
context: Of course.\Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that?\Well, I call it that. It's my name for it.\When you talk about water Pokemon, it's like you get a different personality.\I don't understand why you can't see their charm.\Water Pokemon are so beautiful and have such depth. response:	Like that Horsea we saw. It was a talented artist.
context: Tentacool are so squishy and nice when you hold them,\and they call the pretty red spot on their heads the ruby of the sea.\Who calls it that?\Well, I call it that. It's my name for it.\When you talk about water Pokemon, it's like you get a different personality.\I don't understand why you can't see their charm.\Water Pokemon are so beautiful and have such depth.\Like that Horsea we saw. It was a talented artist. response:	Art? You mean that ink it spit out if its mouth?
