context: Jheese, how high is my battle power now? response:	Yes, sir...
context: W- why!? This body is supposed to have a power greater than 180,000!\Didn't you hear what Goku said before?\You can't use that body very well.\Why don't you just give up now?\G- give up? You expect me, Ginyu- sama to give up!?\Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me... response:	Babble as much as you want!
context: Didn't you hear what Goku said before?\You can't use that body very well.\Why don't you just give up now?\G- give up? You expect me, Ginyu- sama to give up!?\Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want! response:	How did you manage to hide yourself!?
context: You can't use that body very well.\Why don't you just give up now?\G- give up? You expect me, Ginyu- sama to give up!?\Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!? response:	There wasn't any reading on my Scouter!
context: Why don't you just give up now?\G- give up? You expect me, Ginyu- sama to give up!?\Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter! response:	You guys rely too much on your Scouters!
context: G- give up? You expect me, Ginyu- sama to give up!?\Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters! response:	If you were to fight against those guys from Earth,
context: Don't be ridiculous!\Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth, response:	you'd figure it out for yourself!
context: Kuririn... Gohan...\For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself! response:	That is, assuming you don't die here first!
context: For someone such as yourself to even consider picking a fight with me...\Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first! response:	Don't be ridiculous! The Ginyu Special Corps is made up of only
context: Babble as much as you want!\How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only response:	the most super-elite warriors in the universe!
context: How did you manage to hide yourself!?\There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe! response:	There's no way a monkey bastard such as you
context: There wasn't any reading on my Scouter!\You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you response:	could ever stand a chance against me!
context: You guys rely too much on your Scouters!\If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me! response:	So you say, but you're actually afraid of
context: If you were to fight against those guys from Earth,\you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of response:	my renewed battle power, aren't you?
context: you'd figure it out for yourself!\That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you? response:	W- what?
context: That is, assuming you don't die here first!\Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what? response:	Take a good, long look, with your precious Scouter there.
context: Don't be ridiculous! The Ginyu Special Corps is made up of only\the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there. response:	Afraid, you say?
context: the most super-elite warriors in the universe!\There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say? response:	Me? Afraid of a battle power such as yours, Vegeta?
context: There's no way a monkey bastard such as you\could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta? response:	I- impossible...
context: could ever stand a chance against me!\So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible... response:	Dammit!
context: So you say, but you're actually afraid of\my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit! response:	It's broken!
context: my renewed battle power, aren't you?\W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit!\It's broken! response:	Do you really think it was a malfunction?
context: W- what?\Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit!\It's broken!\Do you really think it was a malfunction? response:	W- why, you!
context: Take a good, long look, with your precious Scouter there.\Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit!\It's broken!\Do you really think it was a malfunction?\W- why, you! response:	Every time I recover from being near death, I grow stronger.
context: Afraid, you say?\Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit!\It's broken!\Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger. response:	I've also overcome the limits of ordinary Saiyans,
context: Me? Afraid of a battle power such as yours, Vegeta?\I- impossible...\Dammit!\It's broken!\Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans, response:	and I'm still getting stronger!
context: I- impossible...\Dammit!\It's broken!\Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger! response:	Actually, I've just now realized something-
context: Dammit!\It's broken!\Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something- response:	This growth in power is not just due to some kind of gift that I have.
context: It's broken!\Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have. response:	Which means, I must be getting very close to becoming one myself!
context: Do you really think it was a malfunction?\W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself! response:	A Super Saiyan!
context: W- why, you!\Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan! response:	W- what?
context: Every time I recover from being near death, I grow stronger.\I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what? response:	S- stop talking nonsense!
context: I've also overcome the limits of ordinary Saiyans,\and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what?\S- stop talking nonsense! response:	A Super Saiyan is the mightiest of all warriors,
context: and I'm still getting stronger!\Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors, response:	delighting in death and battle!
context: Actually, I've just now realized something-\This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle! response:	Kakarrot may not be cold-hearted enough to become one,
context: This growth in power is not just due to some kind of gift that I have.\Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one, response:	but I'm different!
context: Which means, I must be getting very close to becoming one myself!\A Super Saiyan!\W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different! response:	I- i- impossible!
context: A Super Saiyan!\W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible! response:	Attaway, attaway! We're really hitting our stride!
context: W- what?\S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride! response:	L- looks like we're going to beat him, huh, Kuririn- san?
context: S- stop talking nonsense!\A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san? response:	I- impossible! How can I, Commander of the Ginyu Special Corps,
context: A Super Saiyan is the mightiest of all warriors,\delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps, response:	be beaten by these guys?
context: delighting in death and battle!\Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys? response:	G- Goku,
context: Kakarrot may not be cold-hearted enough to become one,\but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku, response:	Sure enough, it was useless trying to stop you,
context: but I'm different!\I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you, response:	and now you've become tangled up in things better left untouched.
context: I- i- impossible!\Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched. response:	Goku, soon you will realize the hidden terror possessed by Freeza.
context: Attaway, attaway! We're really hitting our stride!\L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza. response:	It's not too late, even now.
context: L- looks like we're going to beat him, huh, Kuririn- san?\I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now. response:	Depart from that planet as quickly as you can!
context: I- impossible! How can I, Commander of the Ginyu Special Corps,\be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can! response:	I- if Dende... can just make it to where they are...
context: be beaten by these guys?\G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are... response:	You Namekians really are very stubborn.
context: G- Goku,\Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn. response:	You have absolutely no chance of winning.
context: Sure enough, it was useless trying to stop you,\and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning. response:	I do not want to use my energy needlessly.
context: and now you've become tangled up in things better left untouched.\Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly. response:	Dende...
context: Goku, soon you will realize the hidden terror possessed by Freeza.\It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende... response:	I wonder how much longer I will be able to view Namek's scenery.
context: It's not too late, even now.\Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery. response:	I hope it is until Dende reaches the Earthlings.
context: Depart from that planet as quickly as you can!\I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings. response:	W- when Grand Elder- sama dies, the Dragon Balls will also disappear.
context: I- if Dende... can just make it to where they are...\You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear. response:	Before that happens, I have to hurry and meet up with those people.
context: You Namekians really are very stubborn.\You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people. response:	Oh, no!
context: You have absolutely no chance of winning.\I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no! response:	Gohan!
context: I do not want to use my energy needlessly.\Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan! response:	This is strange.
context: Dende...\I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan!\This is strange. response:	It's like suddenly, it seems like he's gotten much stronger.
context: I wonder how much longer I will be able to view Namek's scenery.\I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger. response:	Watch yourself, Gohan!
context: I hope it is until Dende reaches the Earthlings.\W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan! response:	R- right!
context: W- when Grand Elder- sama dies, the Dragon Balls will also disappear.\Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right! response:	Impressive. Looks like he's starting to get used to my body.
context: Before that happens, I have to hurry and meet up with those people.\Oh, no!\Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body. response:	This ain't good.
context: Oh, no!\Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good. response:	From here on out,
context: Gohan!\This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out, response:	I'm not going to be pushed around by rubbish like you guys!
context: This is strange.\It's like suddenly, it seems like he's gotten much stronger.\Watch yourself, Gohan!\R- right!\Impressive. Looks like he's starting to get used to my body.\This ain't good.\From here on out,\I'm not going to be pushed around by rubbish like you guys! response:	Here it comes! The Ginyu Special Corps'...
