context: TS response:	OP
context: However, no Secrets have ever emerged in any of those cases.\Even though they failed to stop the Secret...\Would they still request our help?\The last Scub Burst in America...\I can't imagine them requesting help from us.\Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state. response:	It's relatively simple.
context: Even though they failed to stop the Secret...\Would they still request our help?\The last Scub Burst in America...\I can't imagine them requesting help from us.\Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple. response:	Precisely because it's simple, there are bound to be many in opposition.
context: Would they still request our help?\The last Scub Burst in America...\I can't imagine them requesting help from us.\Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition. response:	This is a matter I want to take my time to thoroughly consider.
context: The last Scub Burst in America...\I can't imagine them requesting help from us.\Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider. response:	We've already had to wait this long! You can't be serious!
context: I can't imagine them requesting help from us.\Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious! response:	What do you think, Rebecka?
context: Well, it's not entirely out of the question either.\At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka? response:	I'm glad to see you're alive and well.
context: At the moment, team Pied Piper is standing by on the Mexican side of the Arizona border.\Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well. response:	Thanks.
context: Yout just need to officially request our help using your power as the governor of the state.\It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks. response:	Hey, what's the meaning of this?
context: It's relatively simple.\Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this? response:	I'd assume you knew since you take orders directly from the company president.
context: Precisely because it's simple, there are bound to be many in opposition.\This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president. response:	She's dispatched from above.
context: This is a matter I want to take my time to thoroughly consider.\We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above. response:	So what?
context: We've already had to wait this long! You can't be serious!\What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what? response:	As you know, the mother company of Generation Bleu
context: What do you think, Rebecka?\I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu response:	is the largest PR company in the US.
context: I'm glad to see you're alive and well.\Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US. response:	The truth is, I worked there too until I switched to a political career.
context: Thanks.\Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career. response:	Our relationship is that of a mentor to a protegee.
context: Hey, what's the meaning of this?\I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee. response:	We were the best partners.
context: I'd assume you knew since you take orders directly from the company president.\She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners. response:	Our greatest achievement was silently erasing an entire country from the face of Earth.
context: She's dispatched from above.\So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth. response:	The smoldering ethnic conflicts of the Balkan Peninsula
context: So what?\As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula response:	turned into a civil war after a Scub Burst.
context: As you know, the mother company of Generation Bleu\is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst. response:	As they were on the losing side, the state as an institution was destroyed.
context: is the largest PR company in the US.\The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed. response:	And not a single country offered to help.
context: The truth is, I worked there too until I switched to a political career.\Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help. response:	I've heard that story.
context: Our relationship is that of a mentor to a protegee.\We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story. response:	That country was preparing for ethnic cleansing.
context: We were the best partners.\Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing. response:	Why would anyone offer help?
context: Our greatest achievement was silently erasing an entire country from the face of Earth.\The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help? response:	The genocide was just an illusion that we, the PR company, created.
context: The smoldering ethnic conflicts of the Balkan Peninsula\turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created. response:	What?
context: turned into a civil war after a Scub Burst.\As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What? response:	There was no good or evil in that conflict.
context: As they were on the losing side, the state as an institution was destroyed.\And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict. response:	Eh?
context: And not a single country offered to help.\I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict.\Eh? response:	But the world does not move unless a distinction between good and evil is made.
context: I've heard that story.\That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made. response:	And you made a profit off of that?
context: That country was preparing for ethnic cleansing.\Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that? response:	You'll never change.
context: Why would anyone offer help?\The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change. response:	And what about you?
context: The genocide was just an illusion that we, the PR company, created.\What?\There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change.\And what about you? response:	I hope I do.
context: What?\There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change.\And what about you?\I hope I do. response:	That isn't possible.
context: There was no good or evil in that conflict.\Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change.\And what about you?\I hope I do.\That isn't possible. response:	You're doing the same thing now as you have been all along.
context: Eh?\But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change.\And what about you?\I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along. response:	Aren't you secretly trying to get me to do your bidding this very moment?
context: But the world does not move unless a distinction between good and evil is made.\And you made a profit off of that?\You'll never change.\And what about you?\I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment? response:	Noah?
context: And you made a profit off of that?\You'll never change.\And what about you?\I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah? response:	You shouldn't come in here.
context: You'll never change.\And what about you?\I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here. response:	The Pied Piper of Hamelin?
context: And what about you?\I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here.\The Pied Piper of Hamelin? response:	The story about the violinist?
context: I hope I do.\That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist? response:	Wrong.
context: That isn't possible.\You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist?\Wrong. response:	The Pied Piper of Harmelin...
context: You're doing the same thing now as you have been all along.\Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist?\Wrong.\The Pied Piper of Harmelin... response:	is a story based on a historical incident in Germany.
context: Aren't you secretly trying to get me to do your bidding this very moment?\Noah?\You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist?\Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany. response:	Why is our team named after the Pied Piper of Hamelin?
context: Noah?\You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist?\Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin? response:	A piper was hired to rid the town of mice,
context: You shouldn't come in here.\The Pied Piper of Hamelin?\The story about the violinist?\Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice, response:	The name who named it...
context: The Pied Piper of Hamelin?\The story about the violinist?\Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it... response:	but he was denied payment after completing his job.
context: The story about the violinist?\Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job. response:	Why?
context: Wrong.\The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job.\Why? response:	Thus, he led away the children of the town.
context: The Pied Piper of Harmelin...\is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town. response:	Who knows?
context: is a story based on a historical incident in Germany.\Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town.\Who knows? response:	Continuing on!
context: Why is our team named after the Pied Piper of Hamelin?\A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town.\Who knows?\Continuing on! response:	Let me explain the possible meaning of the legend.
context: A piper was hired to rid the town of mice,\The name who named it...\but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town.\Who knows?\Continuing on!\Let me explain the possible meaning of the legend. response:	One is that the piper was a harbinger of death,
context: The name who named it...\but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town.\Who knows?\Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death, response:	and the story symbolizes the death of countless children due to plague and other reasons.
context: but he was denied payment after completing his job.\Why?\Thus, he led away the children of the town.\Who knows?\Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons. response:	A different explanation suggests that the children were led away
context: Why?\Thus, he led away the children of the town.\Who knows?\Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away response:	on a pilgrimage or to join an army such as the Children's Crusade.
context: Thus, he led away the children of the town.\Who knows?\Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade. response:	Furthermore, in the 20th century, there were explanations
context: Who knows?\Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations response:	that claimed the children left the town by their own free will.
context: Continuing on!\Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will. response:	In many East European villages and towns,
context: Let me explain the possible meaning of the legend.\One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns, response:	there are historical remains related to the children of Hamelin.
context: One is that the piper was a harbinger of death,\and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin. response:	You're still going on about that...
context: and the story symbolizes the death of countless children due to plague and other reasons.\A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that... response:	It is thought that
context: A different explanation suggests that the children were led away\on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that response:	The United States Army has made a move.
context: on a pilgrimage or to join an army such as the Children's Crusade.\Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that\The United States Army has made a move. response:	They are sending in a second wave of attacks.
context: Furthermore, in the 20th century, there were explanations\that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks. response:	A direct infantry attack?
context: that claimed the children left the town by their own free will.\In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack? response:	The ZOA generated by this Secret is considered to be exceptionally large.
context: In many East European villages and towns,\there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large. response:	The participants in the first wave of attack approached carelessly and was completely annihilated.
context: there are historical remains related to the children of Hamelin.\You're still going on about that...\It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated. response:	They are not used to fighting against Secrets,
context: You're still going on about that...\It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets, response:	so they want to avoid losing anymore IFO units.
context: It is thought that\The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units. response:	Since the Secret reacts to flying IFOs, they'll move in with infantry.
context: The United States Army has made a move.\They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry. response:	We are going.
context: They are sending in a second wave of attacks.\A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going. response:	Where to?
context: A direct infantry attack?\The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to? response:	To meet up with the American forces and assist them.
context: The ZOA generated by this Secret is considered to be exceptionally large.\The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to?\To meet up with the American forces and assist them. response:	Hey, it's not the time for jokes.
context: The participants in the first wave of attack approached carelessly and was completely annihilated.\They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes. response:	You are still our employee, remember?
context: They are not used to fighting against Secrets,\so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember? response:	I act by my own judgment. Sorry.
context: so they want to avoid losing anymore IFO units.\Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry. response:	Wait, Ivica!
context: Since the Secret reacts to flying IFOs, they'll move in with infantry.\We are going.\Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica! response:	After we cross the border, refuse identification requests and avoid border examination.
context: We are going.\Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination. response:	That is possible, but we will be violating laws.
context: Where to?\To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws. response:	The United States Immigration Law
context: To meet up with the American forces and assist them.\Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law response:	Keep that information for yourself.
context: Hey, it's not the time for jokes.\You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself. response:	Yessir.
context: You are still our employee, remember?\I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself.\Yessir. response:	I'm sorry.
context: I act by my own judgment. Sorry.\Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself.\Yessir.\I'm sorry. response:	I volunteered, and you'd need someone to pilot it anyway.
context: Wait, Ivica!\After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself.\Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway. response:	Also...
context: After we cross the border, refuse identification requests and avoid border examination.\That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself.\Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also... response:	What?
context: That is possible, but we will be violating laws.\The United States Immigration Law\Keep that information for yourself.\Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also...\What? response:	I was thinking that this isn't like you.
context: The United States Immigration Law\Keep that information for yourself.\Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also...\What?\I was thinking that this isn't like you. response:	You don't usually go against orders issued by the president.
context: Keep that information for yourself.\Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also...\What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president. response:	The Americans aren't that stupid to engage in such a strategy on a whim.
context: Yessir.\I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also...\What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim. response:	They must have considered using infantry against Secrets for a while.
context: I'm sorry.\I volunteered, and you'd need someone to pilot it anyway.\Also...\What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while. response:	So they have experiment results to support it?
context: I volunteered, and you'd need someone to pilot it anyway.\Also...\What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it? response:	I have a bad feeling about this.
context: Also...\What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this. response:	You too, don't you?
context: What?\I was thinking that this isn't like you.\You don't usually go against orders issued by the president.\The Americans aren't that stupid to engage in such a strategy on a whim.\They must have considered using infantry against Secrets for a while.\So they have experiment results to support it?\I have a bad feeling about this.\You too, don't you? response:	Chief, over there!
