context: I know this one! response:	This one, too!
context: Congratulations, Kagome!\Congratulations!\Thank you!\Thank you, everyone!\This is not a dream!\This is NOT a dream!\It was a dream, after all.\What?! Going back home again? response:	You don't have to yell.
context: Congratulations!\Thank you!\Thank you, everyone!\This is not a dream!\This is NOT a dream!\It was a dream, after all.\What?! Going back home again?\You don't have to yell. response:	Do you know how much trouble that is?
context: Thank you!\Thank you, everyone!\This is not a dream!\This is NOT a dream!\It was a dream, after all.\What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is? response:	I know!
context: Thank you, everyone!\This is not a dream!\This is NOT a dream!\It was a dream, after all.\What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is?\I know! response:	I know, but I have an important exam!
context: This is not a dream!\This is NOT a dream!\It was a dream, after all.\What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is?\I know!\I know, but I have an important exam! response:	Exam? What's that?
context: This is NOT a dream!\It was a dream, after all.\What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is?\I know!\I know, but I have an important exam!\Exam? What's that? response:	An examination... another word for test.
context: It was a dream, after all.\What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is?\I know!\I know, but I have an important exam!\Exam? What's that?\An examination... another word for test. response:	Not anothertest!!
context: What?! Going back home again?\You don't have to yell.\Do you know how much trouble that is?\I know!\I know, but I have an important exam!\Exam? What's that?\An examination... another word for test.\Not anothertest!! response:	Please! Three days!
context: You don't have to yell.\Do you know how much trouble that is?\I know!\I know, but I have an important exam!\Exam? What's that?\An examination... another word for test.\Not anothertest!!\Please! Three days! response:	I really need to review.
context: Do you know how much trouble that is?\I know!\I know, but I have an important exam!\Exam? What's that?\An examination... another word for test.\Not anothertest!!\Please! Three days!\I really need to review. response:	Things are so complicated for Kagome.
context: I know!\I know, but I have an important exam!\Exam? What's that?\An examination... another word for test.\Not anothertest!!\Please! Three days!\I really need to review.\Things are so complicated for Kagome. response:	It'd be easier if she just stayed here all the time.
context: I know, but I have an important exam!\Exam? What's that?\An examination... another word for test.\Not anothertest!!\Please! Three days!\I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time. response:	Three days?
context: Exam? What's that?\An examination... another word for test.\Not anothertest!!\Please! Three days!\I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days? response:	Do you liketest that much?
context: An examination... another word for test.\Not anothertest!!\Please! Three days!\I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much? response:	Are you kidding?!
context: Not anothertest!!\Please! Three days!\I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much?\Are you kidding?! response:	Sorry, but I'd like three days or so to go back to my village.
context: Please! Three days!\I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village. response:	Back to your village?!
context: I really need to review.\Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?! response:	You mean to the Demon Slayer's village?
context: Things are so complicated for Kagome.\It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village? response:	Yes... I want to repair my Hiraikotsu.
context: It'd be easier if she just stayed here all the time.\Three days?\Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu. response:	I've used it an awful lot.
context: Three days?\Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot. response:	Dang it! Only three days then!
context: Do you liketest that much?\Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then! response:	Yes! That means I can go, right?
context: Are you kidding?!\Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right? response:	Sorry about this. I'll return to Kaede's in three days.
context: Sorry, but I'd like three days or so to go back to my village.\Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days. response:	Let's go, Kirara!
context: Back to your village?!\You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara! response:	Oh well, I guess we get to take it easy for a while.
context: You mean to the Demon Slayer's village?\Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while. response:	Hey, Miroku...
context: Yes... I want to repair my Hiraikotsu.\I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku... response:	When Sango's here, you can't take it easy?
context: I've used it an awful lot.\Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy? response:	Yes... Err... I didn't mean it like that!
context: Dang it! Only three days then!\Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that! response:	Inuyasha agreed so readily.
context: Yes! That means I can go, right?\Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily. response:	What're you looking at?
context: Sorry about this. I'll return to Kaede's in three days.\Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at? response:	Oh, nothing.
context: Let's go, Kirara!\Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at?\Oh, nothing. response:	Then, let's go!
context: Oh well, I guess we get to take it easy for a while.\Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at?\Oh, nothing.\Then, let's go! response:	Hey! Wait up!
context: Hey, Miroku...\When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at?\Oh, nothing.\Then, let's go!\Hey! Wait up! response:	T-This should be safe enough...
context: When Sango's here, you can't take it easy?\Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at?\Oh, nothing.\Then, let's go!\Hey! Wait up!\T-This should be safe enough... response:	Where are you going?
context: Yes... Err... I didn't mean it like that!\Inuyasha agreed so readily.\What're you looking at?\Oh, nothing.\Then, let's go!\Hey! Wait up!\T-This should be safe enough...\Where are you going? response:	Help me!
context: Inuyasha agreed so readily.\What're you looking at?\Oh, nothing.\Then, let's go!\Hey! Wait up!\T-This should be safe enough...\Where are you going?\Help me! response:	After I made you an apprentice...
context: What're you looking at?\Oh, nothing.\Then, let's go!\Hey! Wait up!\T-This should be safe enough...\Where are you going?\Help me!\After I made you an apprentice... response:	Sneaking away from training!
context: Oh, nothing.\Then, let's go!\Hey! Wait up!\T-This should be safe enough...\Where are you going?\Help me!\After I made you an apprentice...\Sneaking away from training! response:	You were suffering from exposure and hunger.
context: Then, let's go!\Hey! Wait up!\T-This should be safe enough...\Where are you going?\Help me!\After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger. response:	Then you were forced to fight in the war,
context: Hey! Wait up!\T-This should be safe enough...\Where are you going?\Help me!\After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war, response:	but you didn't want to die like a worm.
context: T-This should be safe enough...\Where are you going?\Help me!\After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm. response:	You were the very one who said that to me!
context: Where are you going?\Help me!\After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me! response:	F-Forgive me!
context: Help me!\After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me! response:	You were sick of the world!
context: After I made you an apprentice...\Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me!\You were sick of the world! response:	That's why I agreed to bring you here to Togenkyo...
context: Sneaking away from training!\You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo... response:	to train to become a sage!
context: You were suffering from exposure and hunger.\Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage! response:	Forget about becoming a sage!
context: Then you were forced to fight in the war,\but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage! response:	I've had enough of this frightening place!
context: but you didn't want to die like a worm.\You were the very one who said that to me!\F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place! response:	Such a fool!
context: You were the very one who said that to me!\F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool! response:	Such a heavy fog.
context: F-Forgive me!\You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool!\Such a heavy fog. response:	T-This is!
context: You were sick of the world!\That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool!\Such a heavy fog.\T-This is! response:	What is this?
context: That's why I agreed to bring you here to Togenkyo...\to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool!\Such a heavy fog.\T-This is!\What is this? response:	What a creepy-looking fruit!
context: to train to become a sage!\Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool!\Such a heavy fog.\T-This is!\What is this?\What a creepy-looking fruit! response:	That's a... human-faced fruit!
context: Forget about becoming a sage!\I've had enough of this frightening place!\Such a fool!\Such a heavy fog.\T-This is!\What is this?\What a creepy-looking fruit!\That's a... human-faced fruit! response:	Human-faced fruit?
context: I've had enough of this frightening place!\Such a fool!\Such a heavy fog.\T-This is!\What is this?\What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit? response:	What is that?
context: Such a fool!\Such a heavy fog.\T-This is!\What is this?\What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit?\What is that? response:	Using humans as nourishment,
context: Such a heavy fog.\T-This is!\What is this?\What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit?\What is that?\Using humans as nourishment, response:	a demon tree bears Ninmenka, fruits with human faces.
context: T-This is!\What is this?\What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit?\What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces. response:	The Tree of the Human-faced Fruit?
context: What is this?\What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit?\What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit? response:	Yes.
context: What a creepy-looking fruit!\That's a... human-faced fruit!\Human-faced fruit?\What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes. response:	But so many of them...
context: That's a... human-faced fruit!\Human-faced fruit?\What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes.\But so many of them... response:	must mean that the tree is extremely large.
context: Human-faced fruit?\What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes.\But so many of them...\must mean that the tree is extremely large. response:	If there's a battle, there's no shortage of dead bodies forfertilizer.
context: What is that?\Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes.\But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer. response:	However...
context: Using humans as nourishment,\a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes.\But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However... response:	Would there be a battle so deep in the mountains?
context: a demon tree bears Ninmenka, fruits with human faces.\The Tree of the Human-faced Fruit?\Yes.\But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains? response:	You're right.
context: The Tree of the Human-faced Fruit?\Yes.\But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains?\You're right. response:	Okay then! Let's go investigate.
context: Yes.\But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate. response:	Huh? Weren't you going home?
context: But so many of them...\must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home? response:	I'd be too worried to study.
context: must mean that the tree is extremely large.\If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study. response:	And besides, the test is in three days.
context: If there's a battle, there's no shortage of dead bodies forfertilizer.\However...\Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days. response:	Forget about taking a break.
context: However...\Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break. response:	Hey! Wait! Don't just ignore me!
context: Would there be a battle so deep in the mountains?\You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me! response:	Stop dawdling! I'm in a hurry!
context: You're right.\Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry! response:	Let's take care of this business quickly.
context: Okay then! Let's go investigate.\Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly. response:	Dang!
context: Huh? Weren't you going home?\I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang! response:	The demon tree is probably up there.
context: I'd be too worried to study.\And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang!\The demon tree is probably up there. response:	Above this cliff?
context: And besides, the test is in three days.\Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang!\The demon tree is probably up there.\Above this cliff? response:	Huh? Is that it?
context: Forget about taking a break.\Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang!\The demon tree is probably up there.\Above this cliff?\Huh? Is that it? response:	That's!
context: Hey! Wait! Don't just ignore me!\Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang!\The demon tree is probably up there.\Above this cliff?\Huh? Is that it?\That's! response:	I've never seen such a colossal human-faced fruit tree.
context: Stop dawdling! I'm in a hurry!\Let's take care of this business quickly.\Dang!\The demon tree is probably up there.\Above this cliff?\Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree. response:	And this demonic aura...
context: Let's take care of this business quickly.\Dang!\The demon tree is probably up there.\Above this cliff?\Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura... response:	Which means its consumed quite a lot of humans.
context: Dang!\The demon tree is probably up there.\Above this cliff?\Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans. response:	Awright!
context: The demon tree is probably up there.\Above this cliff?\Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans.\Awright! response:	Inuyasha!
context: Above this cliff?\Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans.\Awright!\Inuyasha! response:	What're you doing?!
context: Huh? Is that it?\That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans.\Awright!\Inuyasha!\What're you doing?! response:	What else?
context: That's!\I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans.\Awright!\Inuyasha!\What're you doing?!\What else? response:	I'm gonna chop down that tree!
context: I've never seen such a colossal human-faced fruit tree.\And this demonic aura...\Which means its consumed quite a lot of humans.\Awright!\Inuyasha!\What're you doing?!\What else?\I'm gonna chop down that tree! response:	We'll go, too!
context: And this demonic aura...\Which means its consumed quite a lot of humans.\Awright!\Inuyasha!\What're you doing?!\What else?\I'm gonna chop down that tree!\We'll go, too! response:	Wait!
context: Which means its consumed quite a lot of humans.\Awright!\Inuyasha!\What're you doing?!\What else?\I'm gonna chop down that tree!\We'll go, too!\Wait! response:	The sun would set if I had to haul each of you up this cliff, too!
context: Awright!\Inuyasha!\What're you doing?!\What else?\I'm gonna chop down that tree!\We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too! response:	But!
context: Inuyasha!\What're you doing?!\What else?\I'm gonna chop down that tree!\We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too!\But! response:	Inuyasha intends to deal with it before the sun sets.
context: What're you doing?!\What else?\I'm gonna chop down that tree!\We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets. response:	Huh?
context: What else?\I'm gonna chop down that tree!\We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets.\Huh? response:	It's the first of the lunar month.
context: I'm gonna chop down that tree!\We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month. response:	Lunar month?
context: We'll go, too!\Wait!\The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month.\Lunar month? response:	The night of the new moon!
context: Wait!\The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month.\Lunar month?\The night of the new moon! response:	The night that Inuyasha loses his powers and becomes a mortal.
context: The sun would set if I had to haul each of you up this cliff, too!\But!\Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month.\Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal. response:	That's why Inuyasha was...
context: But!\Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month.\Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was... response:	Damn! No Fruit of Longevity yet!
context: Inuyasha intends to deal with it before the sun sets.\Huh?\It's the first of the lunar month.\Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet! response:	Eating this is becoming boring.
context: Huh?\It's the first of the lunar month.\Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring. response:	Are you the one...
context: It's the first of the lunar month.\Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one... response:	who planted this demon tree?!
context: Lunar month?\The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one...\who planted this demon tree?! response:	Humph... what do you want?
context: The night of the new moon!\The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one...\who planted this demon tree?!\Humph... what do you want? response:	Damn... I don't pick up any demonic scent from him,
context: The night that Inuyasha loses his powers and becomes a mortal.\That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one...\who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him, response:	but he reeks of dead men.
context: That's why Inuyasha was...\Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one...\who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men. response:	What do you want with me?
context: Damn! No Fruit of Longevity yet!\Eating this is becoming boring.\Are you the one...\who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me? response:	I ain't gonna waste time talking to you!
context: Eating this is becoming boring.\Are you the one...\who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you! response:	But I'm gonna chop down that creepy tree!
context: Are you the one...\who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree! response:	Stay away, otherwise...
context: who planted this demon tree?!\Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise... response:	Otherwise?
context: Humph... what do you want?\Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise? response:	I'll chop you up as well!
context: Damn... I don't pick up any demonic scent from him,\but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise?\I'll chop you up as well! response:	Why that... flabby punk!
context: but he reeks of dead men.\What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise?\I'll chop you up as well!\Why that... flabby punk! response:	Tetsusaiga doesn't work on him!
context: What do you want with me?\I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise?\I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him! response:	Then...
context: I ain't gonna waste time talking to you!\But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise?\I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then... response:	I'll go with the Wind Scar!
context: But I'm gonna chop down that creepy tree!\Stay away, otherwise...\Otherwise?\I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar! response:	My Wind Scar doesn't!
context: Stay away, otherwise...\Otherwise?\I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar!\My Wind Scar doesn't! response:	Fool!
context: Otherwise?\I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool! response:	I don't know where you're from,
context: I'll chop you up as well!\Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool!\I don't know where you're from, response:	but did you think you could defeat a sage?
context: Why that... flabby punk!\Tetsusaiga doesn't work on him!\Then...\I'll go with the Wind Scar!\My Wind Scar doesn't!\Fool!\I don't know where you're from,\but did you think you could defeat a sage? response:	A sage?!
