context: And we broke response:	Everything that was right
context: Does it get more sunlight than this one?\Hm?\That's...\Those Oroshibue are migrating.\They're going back north.\The flock here isn't joining them yet?\Huh?\I doubled back somehow. response:	I've been heading downhill the whole time, so why am I still walking in circles?
context: Hm?\That's...\Those Oroshibue are migrating.\They're going back north.\The flock here isn't joining them yet?\Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles? response:	The mountain has been sealed.
context: That's...\Those Oroshibue are migrating.\They're going back north.\The flock here isn't joining them yet?\Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed. response:	There was nothing amiss on the mountain when I arrived, though.
context: Those Oroshibue are migrating.\They're going back north.\The flock here isn't joining them yet?\Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though. response:	Damn.
context: They're going back north.\The flock here isn't joining them yet?\Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn. response:	Well, that explains why winter mushi like the Oroshibue haven't migrated yet.
context: The flock here isn't joining them yet?\Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet. response:	What in the world happened here?
context: Huh?\I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here? response:	I should go ask the mountain lord.
context: I doubled back somehow.\I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord. response:	I... can't hear his voice anymore.
context: I've been heading downhill the whole time, so why am I still walking in circles?\The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore. response:	Even the mountain's Mugura are nowhere to be found.
context: The mountain has been sealed.\There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found. response:	Maybe I'll try using kouki to summon him.
context: There was nothing amiss on the mountain when I arrived, though.\Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him. response:	On second thought,
context: Damn.\Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought, response:	I don't know exactly what's happening here, so I'd better not.
context: Well, that explains why winter mushi like the Oroshibue haven't migrated yet.\What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not. response:	Serpent Lord
context: What in the world happened here?\I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord response:	Serpent Lord
context: I should go ask the mountain lord.\I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord response:	Serpent Lord
context: I... can't hear his voice anymore.\Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord\Serpent Lord response:	Serpent Lord
context: Even the mountain's Mugura are nowhere to be found.\Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord\Serpent Lord\Serpent Lord response:	Map of the River of Light
context: Maybe I'll try using kouki to summon him.\On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord\Serpent Lord\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: On second thought,\I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord\Serpent Lord\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: I don't know exactly what's happening here, so I'd better not.\Serpent Lord\Serpent Lord\Serpent Lord\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Serpent Lord\Serpent Lord\Serpent Lord\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Serpent Lord\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Serpent Lord\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Map of the River of Light
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light response:	Serpent Lord
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord response:	Hm... Who's the lord here?
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Hm... Who's the lord here? response:	Map of the River of Light
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Hm... Who's the lord here?\Map of the River of Light response:	Serpent Lord
context: Serpent Lord\Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Hm... Who's the lord here?\Map of the River of Light\Serpent Lord response:	Well, I'm sure I'll run into him if I follow the stream.
context: Map of the River of Light\Serpent Lord\Map of the River of Light\Serpent Lord\Hm... Who's the lord here?\Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream. response:	I'd better get to it right away.
context: Serpent Lord\Map of the River of Light\Serpent Lord\Hm... Who's the lord here?\Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away. response:	It's not just the lord I can't find. There's not a single beast in sight.
context: Map of the River of Light\Serpent Lord\Hm... Who's the lord here?\Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight. response:	But now that I'm taking a closer look,
context: Serpent Lord\Hm... Who's the lord here?\Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look, response:	there are signs of landslides throughout the mountain.
context: Hm... Who's the lord here?\Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain. response:	They must have happened during the typhoons back in autumn.
context: Map of the River of Light\Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn. response:	They did a lot of damage.
context: Serpent Lord\Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage. response:	Did the lord seal the entire mountain
context: Well, I'm sure I'll run into him if I follow the stream.\I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain response:	and force it to hibernate so that it could heal its wounds?
context: I'd better get to it right away.\It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds? response:	But when in a weakened state, hibernation can just as easily kill as it can save.
context: It's not just the lord I can't find. There's not a single beast in sight.\But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save. response:	In the next mountain over, it's already spring...
context: But now that I'm taking a closer look,\there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring... response:	but this one has yet to awaken.
context: there are signs of landslides throughout the mountain.\They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken. response:	From the looks of it, this mountain is at death's door.
context: They must have happened during the typhoons back in autumn.\They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door. response:	And if I don't find a way out of here, I may share its fate.
context: They did a lot of damage.\Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate. response:	Hm?
context: Did the lord seal the entire mountain\and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm? response:	Something over there was watching me just now.
context: and force it to hibernate so that it could heal its wounds?\But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now. response:	The water here somehow isn't frozen over.
context: But when in a weakened state, hibernation can just as easily kill as it can save.\In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over. response:	Hm?
context: In the next mountain over, it's already spring...\but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm? response:	The mountain lord!
context: but this one has yet to awaken.\From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm?\The mountain lord! response:	Hey!
context: From the looks of it, this mountain is at death's door.\And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm?\The mountain lord!\Hey! response:	Hey, Mountain Lord!
context: And if I don't find a way out of here, I may share its fate.\Hm?\Something over there was watching me just now.\The water here somehow isn't frozen over.\Hm?\The mountain lord!\Hey!\Hey, Mountain Lord! response:	Just how long do you plan on keeping the mountain sealed?
