context: TS response:	SCRIPT
context: Just let me finish!\All of this is for Mayuri's sake.\I need you to go back to being a guy.\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question response:	kako ni torawarete mirai wo nageku mo
context: All of this is for Mayuri's sake.\I need you to go back to being a guy.\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo response:	We may be trapped in the past or lament the future
context: I need you to go back to being a guy.\OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future response:	chiri hitotsu gosan wo yurusanu hitsuzen
context: OP\suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen response:	But predetermination does not allow the slightest mistake
context: suujuuoku mono kodou no kazu sae\Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake response:	mugen ni hirogaru yume mo egaku mirai mo
context: Even the world's billions of heartbeats\anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo response:	The infinite dreams and imagined futures before us
context: anata ni wa matataki teido no saji na toukyuu\Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us response:	bokutachi ni yurusareta kyoei no genri
context: Are nothing to you but a fleeting and insignificant question\kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri response:	Are naught but vain theories we may hold
context: kako ni torawarete mirai wo nageku mo\We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold response:	yuugen sore wa futatsu no hari ga shimesu
context: We may be trapped in the past or lament the future\chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu response:	Finitude is what the two clock hands show
context: chiri hitotsu gosan wo yurusanu hitsuzen\But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show response:	zankoku na yakujou to sentaku e
context: But predetermination does not allow the slightest mistake\mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e response:	As they point toward a cruel destiny and choice
context: mugen ni hirogaru yume mo egaku mirai mo\The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice response:	Hacking to the Gate
context: The infinite dreams and imagined futures before us\bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate response:	dakara ima ichibyou goto ni sekaisen wo koete
context: bokutachi ni yurusareta kyoei no genri\Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete response:	And now I cross the boundary between worlds each second
context: Are naught but vain theories we may hold\yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second response:	kimi no sono egao mamoritai no sa
context: yuugen sore wa futatsu no hari ga shimesu\Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa response:	Because I want to protect that smile of yours
context: Finitude is what the two clock hands show\zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours response:	soshite mata kanashimi no nai jikan no ruupu e to
context: zankoku na yakujou to sentaku e\As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to response:	And a loop in time without sadness will once again
context: As they point toward a cruel destiny and choice\Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again response:	nomikomarete yuku kodoku no kansokusha
context: Hacking to the Gate\dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha response:	Engulf me, a lonely observer
context: dakara ima ichibyou goto ni sekaisen wo koete\And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer response:	Fractal
context: And now I cross the boundary between worlds each second\kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal response:	ndrogynous
context: kimi no sono egao mamoritai no sa\Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal\ndrogynous response:	Fractal
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal\ndrogynous\Fractal response:	Fractal
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal\ndrogynous\Fractal\Fractal response:	Fractal
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal\ndrogynous\Fractal\Fractal\Fractal response:	Fractal
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Fractal\ndrogynous\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: Engulf me, a lonely observer\Fractal\ndrogynous\Fractal\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: Fractal\ndrogynous\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: ndrogynous\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal response:	Fractal
context: Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal response:	ndrogynous
context: Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\ndrogynous response:	ndrogynous
context: Fractal\Fractal\Fractal\Fractal\Fractal\Fractal\ndrogynous\ndrogynous response:	ndrogynous
context: Fractal\Fractal\Fractal\Fractal\Fractal\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: Fractal\Fractal\Fractal\Fractal\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: Fractal\Fractal\Fractal\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: Fractal\Fractal\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: Fractal\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	ndrogynous
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous response:	What's wrong?
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\What's wrong? response:	You're making a face, like you screwed up your yakisoba noodles,
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles, response:	and tossed them all into the sink.
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink. response:	I'd prefer you to say
context: ndrogynous\ndrogynous\ndrogynous\ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say response:	I look like someone who tried to use all their discount card stamps,
context: ndrogynous\ndrogynous\ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps, response:	but discovered the card had expired.
context: ndrogynous\ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired. response:	I guess you aren't so depressed, you can't make a joke.
context: ndrogynous\What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke. response:	Okarin! Mayushii is very disappointed in you!
context: What's wrong?\You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you! response:	Wh-What are you talking about?
context: You're making a face, like you screwed up your yakisoba noodles,\and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about? response:	Don't try and fool me!
context: and tossed them all into the sink.\I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me! response:	You made Ruka-chan cry, didn't you?
context: I'd prefer you to say\I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you? response:	H-How did you know...
context: I look like someone who tried to use all their discount card stamps,\but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know... response:	When I asked her to come to the lab,
context: but discovered the card had expired.\I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab, response:	she just started crying.
context: I guess you aren't so depressed, you can't make a joke.\Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab,\she just started crying. response:	And when I asked her about it,
context: Okarin! Mayushii is very disappointed in you!\Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab,\she just started crying.\And when I asked her about it, response:	she said you told her she's a guy!
context: Wh-What are you talking about?\Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab,\she just started crying.\And when I asked her about it,\she said you told her she's a guy! response:	You heard about the D-mail?
context: Don't try and fool me!\You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab,\she just started crying.\And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail? response:	D-mail?
context: You made Ruka-chan cry, didn't you?\H-How did you know...\When I asked her to come to the lab,\she just started crying.\And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail?\D-mail? response:	I told you not to try and fool me!
context: H-How did you know...\When I asked her to come to the lab,\she just started crying.\And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail?\D-mail?\I told you not to try and fool me! response:	You should apologize to her.
context: When I asked her to come to the lab,\she just started crying.\And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail?\D-mail?\I told you not to try and fool me!\You should apologize to her. response:	Okabe...
context: she just started crying.\And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail?\D-mail?\I told you not to try and fool me!\You should apologize to her.\Okabe... response:	You said something that awful to Urushibara-san?
context: And when I asked her about it,\she said you told her she's a guy!\You heard about the D-mail?\D-mail?\I told you not to try and fool me!\You should apologize to her.\Okabe...\You said something that awful to Urushibara-san? response:	Wait! It isn't what it seems.
context: she said you told her she's a guy!\You heard about the D-mail?\D-mail?\I told you not to try and fool me!\You should apologize to her.\Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems. response:	There's a reason for it...
context: You heard about the D-mail?\D-mail?\I told you not to try and fool me!\You should apologize to her.\Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it... response:	I don't care.
context: D-mail?\I told you not to try and fool me!\You should apologize to her.\Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it...\I don't care. response:	Come with me, assistant...
context: I told you not to try and fool me!\You should apologize to her.\Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it...\I don't care.\Come with me, assistant... response:	Come on!
context: You should apologize to her.\Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it...\I don't care.\Come with me, assistant...\Come on! response:	Wh-What is it?
context: Okabe...\You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it...\I don't care.\Come with me, assistant...\Come on!\Wh-What is it? response:	So the next D-mail I need to erase is the one
context: You said something that awful to Urushibara-san?\Wait! It isn't what it seems.\There's a reason for it...\I don't care.\Come with me, assistant...\Come on!\Wh-What is it?\So the next D-mail I need to erase is the one response:	Rukako sent to her mother's pager, before she was born.
context: Wait! It isn't what it seems.\There's a reason for it...\I don't care.\Come with me, assistant...\Come on!\Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born. response:	Urushibara-san actually was a guy?
context: There's a reason for it...\I don't care.\Come with me, assistant...\Come on!\Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy? response:	I can't believe it.
context: I don't care.\Come with me, assistant...\Come on!\Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it. response:	But it's true.
context: Come with me, assistant...\Come on!\Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it.\But it's true. response:	It was true...
context: Come on!\Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it.\But it's true.\It was true... response:	She was a guy...
context: Wh-What is it?\So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it.\But it's true.\It was true...\She was a guy... response:	Was she like Hashida?
context: So the next D-mail I need to erase is the one\Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it.\But it's true.\It was true...\She was a guy...\Was she like Hashida? response:	Fail.
context: Rukako sent to her mother's pager, before she was born.\Urushibara-san actually was a guy?\I can't believe it.\But it's true.\It was true...\She was a guy...\Was she like Hashida?\Fail. response:	No! She looked just like she does now.
context: Urushibara-san actually was a guy?\I can't believe it.\But it's true.\It was true...\She was a guy...\Was she like Hashida?\Fail.\No! She looked just like she does now. response:	Then it's okay.
context: I can't believe it.\But it's true.\It was true...\She was a guy...\Was she like Hashida?\Fail.\No! She looked just like she does now.\Then it's okay. response:	Anyway, to save Mayuri,
context: But it's true.\It was true...\She was a guy...\Was she like Hashida?\Fail.\No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri, response:	I have to get Rukako back to being a guy.
context: It was true...\She was a guy...\Was she like Hashida?\Fail.\No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy. response:	But you already know
context: She was a guy...\Was she like Hashida?\Fail.\No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know response:	what the D-mail she sent said, right?
context: Was she like Hashida?\Fail.\No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right? response:	Then you don't have to tell her.
context: Fail.\No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right?\Then you don't have to tell her. response:	You could just do it yourself.
context: No! She looked just like she does now.\Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself. response:	I don't know the number for her mom's pager.
context: Then it's okay.\Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager. response:	And I thought it would be better for her
context: Anyway, to save Mayuri,\I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her response:	if I told her the truth, instead of trying to lie.
context: I have to get Rukako back to being a guy.\But you already know\what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie. response:	Your guess at what's better made her cry, right?
context: But you already know\what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right? response:	That's just your usual thing, right?
context: what the D-mail she sent said, right?\Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right? response:	Some kind of joke...
context: Then you don't have to tell her.\You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke... response:	That's mean!
context: You could just do it yourself.\I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke...\That's mean! response:	I never expected you would say that to me.
context: I don't know the number for her mom's pager.\And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke...\That's mean!\I never expected you would say that to me. response:	Isn't that a flag there?
context: And I thought it would be better for her\if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke...\That's mean!\I never expected you would say that to me.\Isn't that a flag there? response:	A flag?
context: if I told her the truth, instead of trying to lie.\Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke...\That's mean!\I never expected you would say that to me.\Isn't that a flag there?\A flag? response:	I never said anything like,
context: Your guess at what's better made her cry, right?\That's just your usual thing, right?\Some kind of joke...\That's mean!\I never expected you would say that to me.\Isn't that a flag there?\A flag?\I never said anything like, response:	Once this battle is over, I'm getting married.
context: That's just your usual thing, right?\Some kind of joke...\That's mean!\I never expected you would say that to me.\Isn't that a flag there?\A flag?\I never said anything like,\Once this battle is over, I'm getting married. response:	That's a death flag!
context: Some kind of joke...\That's mean!\I never expected you would say that to me.\Isn't that a flag there?\A flag?\I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag! response:	I'm talking about a love flag.
context: That's mean!\I never expected you would say that to me.\Isn't that a flag there?\A flag?\I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag. response:	Love?
context: I never expected you would say that to me.\Isn't that a flag there?\A flag?\I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag.\Love? response:	Her beloved Okabe told her she's really a guy,
context: Isn't that a flag there?\A flag?\I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy, response:	and it damaged her maiden's heart.
context: A flag?\I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart. response:	No... But Rukako is a guy.
context: I never said anything like,\Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy. response:	That was in the last world line, right?
context: Once this battle is over, I'm getting married.\That's a death flag!\I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right? response:	Rukako
context: That's a death flag!\I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right?\Rukako response:	(No Subject)
context: I'm talking about a love flag.\Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right?\Rukako\(No Subject) response:	Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?
context: Love?\Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay? response:	Rukako
context: Her beloved Okabe told her she's really a guy,\and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako response:	(No Subject)
context: and it damaged her maiden's heart.\No... But Rukako is a guy.\That was in the last world line, right?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako\(No Subject) response:	Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?
context: No... But Rukako is a guy.\That was in the last world line, right?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay? response:	Rukako
context: That was in the last world line, right?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako response:	(No Subject)
context: Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako\(No Subject)\Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?\Rukako\(No Subject) response:	Dear Okabe-san, I've something important to say. Would you come to the shrine? I'm waiting. I'm waiting, okay?
