context: Hey, Kanna-san, Kanna-san. response:	Want to come play at my place next time?
context: She wants to have a chance to discuss being a maid.\So it's okay, right, Kanna-san?\All right.\This is the place?\The reckless person who dares challenge me as a maid lives here?\I'll crush her!\Why am I here, too?\Because you know a lot about maids. response:	And your maid, and... Uh...
context: So it's okay, right, Kanna-san?\All right.\This is the place?\The reckless person who dares challenge me as a maid lives here?\I'll crush her!\Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh... response:	This is Kobayashi. She's my guardian.
context: All right.\This is the place?\The reckless person who dares challenge me as a maid lives here?\I'll crush her!\Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian. response:	Oh, hello, Kanna-san's mother.
context: This is the place?\The reckless person who dares challenge me as a maid lives here?\I'll crush her!\Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother. response:	Moth?!
context: The reckless person who dares challenge me as a maid lives here?\I'll crush her!\Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?! response:	Do I look that old?
context: I'll crush her!\Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old? response:	Don't worry, Miss Kobayashi!
context: Why am I here, too?\Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old?\Don't worry, Miss Kobayashi! response:	Compared to me, all humans are practically babies.
context: Because you know a lot about maids.\And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies. response:	Young lady, I believe introductions are due.
context: And your maid, and... Uh...\This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due. response:	Oh, right.
context: This is Kobayashi. She's my guardian.\Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right. response:	Let me introduce you.
context: Oh, hello, Kanna-san's mother.\Moth?!\Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right.\Let me introduce you. response:	This is our family's maid.
context: Moth?!\Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right.\Let me introduce you.\This is our family's maid. response:	It's a pleasure to meet you.
context: Do I look that old?\Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right.\Let me introduce you.\This is our family's maid.\It's a pleasure to meet you. response:	I am Georgie, and I serve this family as their maid.
context: Don't worry, Miss Kobayashi!\Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right.\Let me introduce you.\This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid. response:	Georgie
context: Compared to me, all humans are practically babies.\Young lady, I believe introductions are due.\Oh, right.\Let me introduce you.\This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie response:	You don't seem to be dressed like much of a maid.
context: Young lady, I believe introductions are due.\Oh, right.\Let me introduce you.\This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid. response:	There's no black and white, for a start.
context: Oh, right.\Let me introduce you.\This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start. response:	No, there actually isn't a set uniform for maids in the first place.
context: Let me introduce you.\This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place. response:	As their role as servants grew larger over a long period of history,
context: This is our family's maid.\It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history, response:	their outfits evolved into what we know today.
context: It's a pleasure to meet you.\I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today. response:	Yes.
context: I am Georgie, and I serve this family as their maid.\Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes. response:	This maid outfit is as one created with a young girl's
context: Georgie\You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's response:	wages after entering the service.
context: You don't seem to be dressed like much of a maid.\There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's\wages after entering the service. response:	I'm humbled by your discerning eye.
context: There's no black and white, for a start.\No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye. response:	In other words...
context: No, there actually isn't a set uniform for maids in the first place.\As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye.\In other words... response:	You and I are...
context: As their role as servants grew larger over a long period of history,\their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye.\In other words...\You and I are... response:	Comrades!
context: their outfits evolved into what we know today.\Yes.\This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye.\In other words...\You and I are...\Comrades! response:	Huh?! Miss Kobayashi, please don't be swayed by this strange maid!
context: Yes.\This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye.\In other words...\You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid! response:	You must be Tohru-san.
context: This maid outfit is as one created with a young girl's\wages after entering the service.\I'm humbled by your discerning eye.\In other words...\You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san. response:	I've heard the rumors about you in the shopping district.
context: wages after entering the service.\I'm humbled by your discerning eye.\In other words...\You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district. response:	I've wanted to discuss maids with you for a while.
context: I'm humbled by your discerning eye.\In other words...\You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while. response:	That's great!
context: In other words...\You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great! response:	This way please!
context: You and I are...\Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great!\This way please! response:	Huh?!
context: Comrades!\Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great!\This way please!\Huh?! response:	Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.
context: Huh?! Miss Kobayashi, please don't be swayed by this strange maid!\You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great!\This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully. response:	Well, Kanna-san, do you want to play in my room?
context: You must be Tohru-san.\I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great!\This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room? response:	Wh-What should we play?
context: I've heard the rumors about you in the shopping district.\I've wanted to discuss maids with you for a while.\That's great!\This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play? response:	What's that?
context: I've wanted to discuss maids with you for a while.\That's great!\This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that? response:	Oh, this is twister. For kids.
context: That's great!\This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that?\Oh, this is twister. For kids. response:	I want to try.
context: This way please!\Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that?\Oh, this is twister. For kids.\I want to try. response:	Sure, let's give it a go.
context: Huh?!\Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that?\Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go. response:	Player one, left hand, yellow.
context: Oh, but this is the first time Miss Kobayashi's pulled me along so purposefully.\Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that?\Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go.\Player one, left hand, yellow. response:	So you follow the directions and place your hands and feet on the proper colors.
context: Well, Kanna-san, do you want to play in my room?\Wh-What should we play?\What's that?\Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors. response:	Player two, right hand, blue.
context: Wh-What should we play?\What's that?\Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue. response:	Your turn, Kanna-san.
context: What's that?\Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san. response:	Mm.
context: Oh, this is twister. For kids.\I want to try.\Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san.\Mm. response:	Player one, left foot, red.
context: I want to try.\Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san.\Mm.\Player one, left foot, red. response:	Oh, o-okay, red.
context: Sure, let's give it a go.\Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san.\Mm.\Player one, left foot, red.\Oh, o-okay, red. response:	Player two, right hand, blue.
context: Player one, left hand, yellow.\So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san.\Mm.\Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue. response:	Blue.
context: So you follow the directions and place your hands and feet on the proper colors.\Player two, right hand, blue.\Your turn, Kanna-san.\Mm.\Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue.\Blue. response:	Right foot, red.
context: Player two, right hand, blue.\Your turn, Kanna-san.\Mm.\Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue.\Blue.\Right foot, red. response:	Red.
context: Your turn, Kanna-san.\Mm.\Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue.\Blue.\Right foot, red.\Red. response:	Left foot, green
context: Mm.\Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue.\Blue.\Right foot, red.\Red.\Left foot, green response:	Green.
context: Player one, left foot, red.\Oh, o-okay, red.\Player two, right hand, blue.\Blue.\Right foot, red.\Red.\Left foot, green\Green. response:	Ah, K-Kanna-san's so...
context: Oh, o-okay, red.\Player two, right hand, blue.\Blue.\Right foot, red.\Red.\Left foot, green\Green.\Ah, K-Kanna-san's so... response:	soft!
context: Player two, right hand, blue.\Blue.\Right foot, red.\Red.\Left foot, green\Green.\Ah, K-Kanna-san's so...\soft! response:	I want to play a video game.
context: Blue.\Right foot, red.\Red.\Left foot, green\Green.\Ah, K-Kanna-san's so...\soft!\I want to play a video game. response:	I-I have plenty of video games.
context: Right foot, red.\Red.\Left foot, green\Green.\Ah, K-Kanna-san's so...\soft!\I want to play a video game.\I-I have plenty of video games. response:	A fun one.
context: Red.\Left foot, green\Green.\Ah, K-Kanna-san's so...\soft!\I want to play a video game.\I-I have plenty of video games.\A fun one. response:	A fun one, huh?
context: Left foot, green\Green.\Ah, K-Kanna-san's so...\soft!\I want to play a video game.\I-I have plenty of video games.\A fun one.\A fun one, huh? response:	What a nice smell.
context: Green.\Ah, K-Kanna-san's so...\soft!\I want to play a video game.\I-I have plenty of video games.\A fun one.\A fun one, huh?\What a nice smell. response:	Is it first flush?
context: Ah, K-Kanna-san's so...\soft!\I want to play a video game.\I-I have plenty of video games.\A fun one.\A fun one, huh?\What a nice smell.\Is it first flush? response:	Impressive.
context: soft!\I want to play a video game.\I-I have plenty of video games.\A fun one.\A fun one, huh?\What a nice smell.\Is it first flush?\Impressive. response:	I did manage to acquire some first flush Darjeeling.
context: I want to play a video game.\I-I have plenty of video games.\A fun one.\A fun one, huh?\What a nice smell.\Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling. response:	Oh! I know about that! It's a good, fresh tea, right?
context: I-I have plenty of video games.\A fun one.\A fun one, huh?\What a nice smell.\Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right? response:	I know that much!
context: A fun one.\A fun one, huh?\What a nice smell.\Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much! response:	Oh, this is an antique cup!
context: A fun one, huh?\What a nice smell.\Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup! response:	Is it from the Victorian era?
context: What a nice smell.\Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup!\Is it from the Victorian era? response:	Yes, I picked it up from a flea market.
context: Is it first flush?\Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market. response:	Georgie-san, what led you to like maids?
context: Impressive.\I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids? response:	At first it was a picture book.
context: I did manage to acquire some first flush Darjeeling.\Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book. response:	It was a story of a young lady becoming a maid...
context: Oh! I know about that! It's a good, fresh tea, right?\I know that much!\Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid... response:	I read that, too!
context: I know that much!\Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too! response:	You, too, Kobayashi-san?
context: Oh, this is an antique cup!\Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san? response:	They were professionals entrusted with the house!
context: Is it from the Victorian era?\Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house! response:	Their pride and dignified figures moved my heart!
context: Yes, I picked it up from a flea market.\Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart! response:	Changing clothes between morning and afternoon...
context: Georgie-san, what led you to like maids?\At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon... response:	Always paying attention to their appearance even when busy with work!
context: At first it was a picture book.\It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work! response:	Their beautiful deportment!
context: It was a story of a young lady becoming a maid...\I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment! response:	How about this game?
context: I read that, too!\You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game? response:	Riko
context: You, too, Kobayashi-san?\They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game?\Riko response:	Mm.
context: They were professionals entrusted with the house!\Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game?\Riko\Mm. response:	Okay.
context: Their pride and dignified figures moved my heart!\Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game?\Riko\Mm.\Okay. response:	Here.
context: Changing clothes between morning and afternoon...\Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game?\Riko\Mm.\Okay.\Here. response:	Sit there.
context: Always paying attention to their appearance even when busy with work!\Their beautiful deportment!\How about this game?\Riko\Mm.\Okay.\Here.\Sit there. response:	Huh? Oh, sure.
context: Their beautiful deportment!\How about this game?\Riko\Mm.\Okay.\Here.\Sit there.\Huh? Oh, sure. response:	Here, right?
context: How about this game?\Riko\Mm.\Okay.\Here.\Sit there.\Huh? Oh, sure.\Here, right? response:	Okay.
context: Riko\Mm.\Okay.\Here.\Sit there.\Huh? Oh, sure.\Here, right?\Okay. response:	Wait, huh?
context: Mm.\Okay.\Here.\Sit there.\Huh? Oh, sure.\Here, right?\Okay.\Wait, huh? response:	This spot's most comfortable.
context: Okay.\Here.\Sit there.\Huh? Oh, sure.\Here, right?\Okay.\Wait, huh?\This spot's most comfortable. response:	I-I-I'm so happy!
context: Here.\Sit there.\Huh? Oh, sure.\Here, right?\Okay.\Wait, huh?\This spot's most comfortable.\I-I-I'm so happy! response:	Saikawa, that's too tight.
context: Sit there.\Huh? Oh, sure.\Here, right?\Okay.\Wait, huh?\This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight. response:	Oh, I'm sorry. I couldn't help it...
context: Huh? Oh, sure.\Here, right?\Okay.\Wait, huh?\This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it... response:	Hey, Saikawa.
context: Here, right?\Okay.\Wait, huh?\This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa. response:	Yes?
context: Okay.\Wait, huh?\This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes? response:	Do you think I'm getting along with the kids in our class?
context: Wait, huh?\This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class? response:	Well, of course you are.
context: This spot's most comfortable.\I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are. response:	You can do everything, and everyone praises you.
context: I-I-I'm so happy!\Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you. response:	It feels different to me though.
context: Saikawa, that's too tight.\Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though. response:	I can't explain it well,
context: Oh, I'm sorry. I couldn't help it...\Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well, response:	but I want something like what Kobayashi and Tohru share.
context: Hey, Saikawa.\Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share. response:	Kanna-san...
context: Yes?\Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san... response:	I like you a lot, Kanna-san.
context: Do you think I'm getting along with the kids in our class?\Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san. response:	I want to be even closer to you.
context: Well, of course you are.\You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you. response:	Frankly, I'd love to marry you.
context: You can do everything, and everyone praises you.\It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you. response:	Then...
context: It feels different to me though.\I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you.\Then... response:	Let's be even closer, okay?
context: I can't explain it well,\but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you.\Then...\Let's be even closer, okay? response:	U-Uh, um, I need to prepare my heart.
context: but I want something like what Kobayashi and Tohru share.\Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you.\Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart. response:	Saikawa...
context: Kanna-san...\I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you.\Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa... response:	I can't take it!
context: I like you a lot, Kanna-san.\I want to be even closer to you.\Frankly, I'd love to marry you.\Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it! response:	Don't run!
context: I want to be even closer to you.\Frankly, I'd love to marry you.\Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it!\Don't run! response:	Join us in discussing maids!
context: Frankly, I'd love to marry you.\Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it!\Don't run!\Join us in discussing maids! response:	Save me, Kanna!
context: Then...\Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it!\Don't run!\Join us in discussing maids!\Save me, Kanna! response:	Mm.
context: Let's be even closer, okay?\U-Uh, um, I need to prepare my heart.\Saikawa...\I can't take it!\Don't run!\Join us in discussing maids!\Save me, Kanna!\Mm. response:	Huh?
