context: Mob Psycho 100 response:	Namu Amida Butsu
context: We will do our best to reduce the spirit possessing you\Option A Trial Course\A Mere 2,000 yen (Tax Excluded) Outside Offer Period: 3,980 yen.\Option A, the trial course, gets you 20,\Option B Serious Course\A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course response:	A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen
context: Option A Trial Course\A Mere 2,000 yen (Tax Excluded) Outside Offer Period: 3,980 yen.\Option A, the trial course, gets you 20,\Option B Serious Course\A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen response:	Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!
context: A Mere 2,000 yen (Tax Excluded) Outside Offer Period: 3,980 yen.\Option A, the trial course, gets you 20,\Option B Serious Course\A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!! response:	and Option C, the all-out course, gets you a 99...
context: Option A, the trial course, gets you 20,\Option B Serious Course\A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99... response:	reduction in spirit, guaranteed!
context: Option B Serious Course\A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed! response:	Reduction?
context: A Mere 5,000 yen (Tax Excluded) Outside of Offer Period: 8980 yen\Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction? response:	Well, spirits are sort of like carbon dioxide.
context: Option B, the serious course, gets you 50,\Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide. response:	They are?
context: Recommended Option C All-Out Course\A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide.\They are? response:	Yes, well... that's the kind of space they occupy,
context: A Mere 12,000 yen (Tax Excluded) Outside of Offer Period: 19880 yen\Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy, response:	Spirits and Such Consultation Office
context: Refer us to a friend now and get an extra 5 reduction!! Also get an add-on exorcism for 20 off!!\and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office response:	so it's a bit hard to completely get rid of one.
context: and Option C, the all-out course, gets you a 99...\reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one. response:	But have no fear.
context: reduction in spirit, guaranteed!\Reduction?\Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear. response:	If it appears again,
context: Reduction?\Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again, response:	I'll take care of it for 20 off!
context: Well, spirits are sort of like carbon dioxide.\They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again,\I'll take care of it for 20 off! response:	Oh, Reigen-sensei!
context: They are?\Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei! response:	Hold on a second!
context: Yes, well... that's the kind of space they occupy,\Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second! response:	Hm? Who might you be?
context: Spirits and Such Consultation Office\so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be? response:	This is my boyfriend, Taro.
context: so it's a bit hard to completely get rid of one.\But have no fear.\If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro. response:	Ah, what a benevolent fellow!
context: But have no fear.\If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow! response:	What's that supposed to mean?!
context: If it appears again,\I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?! response:	Boyfriend: Taro
context: I'll take care of it for 20 off!\Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro response:	Er, that aside...
context: Oh, Reigen-sensei!\Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro\Er, that aside... response:	Listen up, you!
context: Hold on a second!\Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro\Er, that aside...\Listen up, you! response:	This is super shady!
context: Hm? Who might you be?\This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro\Er, that aside...\Listen up, you!\This is super shady! response:	Hanako, you should really rethink this.
context: This is my boyfriend, Taro.\Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro\Er, that aside...\Listen up, you!\This is super shady!\Hanako, you should really rethink this. response:	This is super shady?!
context: Ah, what a benevolent fellow!\What's that supposed to mean?!\Boyfriend: Taro\Er, that aside...\Listen up, you!\This is super shady!\Hanako, you should really rethink this.\This is super shady?! response:	I guess I can't blame you for feeling that way.
context: What's that supposed to mean?!\Boyfriend: Taro\Er, that aside...\Listen up, you!\This is super shady!\Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way. response:	I mean, who would believe a stupid story like having nightmares about ghosts?
context: Boyfriend: Taro\Er, that aside...\Listen up, you!\This is super shady!\Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts? response:	I wasn't talking about her!
context: Er, that aside...\Listen up, you!\This is super shady!\Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her! response:	I was saying that I can't trust you!
context: Listen up, you!\This is super shady!\Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you! response:	Well, just leave it to me.
context: This is super shady!\Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me. response:	If I exorcise the spirit,
context: Hanako, you should really rethink this.\This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit, response:	I'm sure Hanako-san's face will return to normal, too.
context: This is super shady?!\I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too. response:	There's nothing wrong with her face!
context: I guess I can't blame you for feeling that way.\I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face! response:	I see.
context: I mean, who would believe a stupid story like having nightmares about ghosts?\I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see. response:	So you've been having those dreams ever since you did a test of courage last week.
context: I wasn't talking about her!\I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week. response:	Yes. They're so scary and creepy.
context: I was saying that I can't trust you!\Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy. response:	Ah, Reigen-sensei, it's that building over there!
context: Well, just leave it to me.\If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there! response:	What an incredible aura!
context: If I exorcise the spirit,\I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura! response:	This is gonna be the first big one I've had in a while!
context: I'm sure Hanako-san's face will return to normal, too.\There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while! response:	Sensei, it's this building over here.
context: There's nothing wrong with her face!\I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here. response:	Wait, you just pointed at the wrong building, didn't you?
context: I see.\So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you? response:	Huh? Ah, so it's that one!
context: So you've been having those dreams ever since you did a test of courage last week.\Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one! response:	There was such an immense aura emanating from over there, too.
context: Yes. They're so scary and creepy.\Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too. response:	I guess I got the wrong spirit!
context: Ah, Reigen-sensei, it's that building over there!\What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit! response:	There are way too many evil spirits in this world, you know?
context: What an incredible aura!\This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know? response:	Ah, I see.
context: This is gonna be the first big one I've had in a while!\Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see. response:	Please. There's no way there are ghosts everywhere
context: Sensei, it's this building over here.\Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere response:	Oh, no!
context: Wait, you just pointed at the wrong building, didn't you?\Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no! response:	That man who just walked past you, Taro-san...
context: Huh? Ah, so it's that one!\There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san... response:	What?
context: There was such an immense aura emanating from over there, too.\I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san...\What? response:	What a close shave. That was an evil spirit, too.
context: I guess I got the wrong spirit!\There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too. response:	The Buttchin Goblin.
context: There are way too many evil spirits in this world, you know?\Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin. response:	What are you, eight?!
context: Ah, I see.\Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?! response:	Hey, Taro, that's rude!
context: Please. There's no way there are ghosts everywhere\Oh, no!\That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude! response:	What? He's the one being rude to that random guy.
context: Oh, no!\That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy. response:	Now, now, Hanako-san.
context: That man who just walked past you, Taro-san...\What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san. response:	There are always people like him.
context: What?\What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him. response:	Anyway, shall we go?
context: What a close shave. That was an evil spirit, too.\The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go? response:	This bastard...
context: The Buttchin Goblin.\What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go?\This bastard... response:	They say this place is haunted by the spirit of a man who saw a cockroach
context: What are you, eight?!\Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach response:	and jumped so high, his head went through the ceiling and he died.
context: Hey, Taro, that's rude!\What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died. response:	I don't know how you actually believe that.
context: What? He's the one being rude to that random guy.\Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that. response:	I see.
context: Now, now, Hanako-san.\There are always people like him.\Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see. response:	So that's what is going on here...
context: There are always people like him.\Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see.\So that's what is going on here... response:	What? He suddenly looks all serious.
context: Anyway, shall we go?\This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see.\So that's what is going on here...\What? He suddenly looks all serious. response:	Could there really be...
context: This bastard...\They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see.\So that's what is going on here...\What? He suddenly looks all serious.\Could there really be... response:	If worst comes to worst, even I might not be able to handle it!
context: They say this place is haunted by the spirit of a man who saw a cockroach\and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see.\So that's what is going on here...\What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it! response:	This is too dangerous!
context: and jumped so high, his head went through the ceiling and he died.\I don't know how you actually believe that.\I see.\So that's what is going on here...\What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous! response:	Cockroaches are terrifying!
context: I don't know how you actually believe that.\I see.\So that's what is going on here...\What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying! response:	Huh?
context: I see.\So that's what is going on here...\What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying!\Huh? response:	There's no way this guy is a psychic!
context: So that's what is going on here...\What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic! response:	He's a total fake!
context: What? He suddenly looks all serious.\Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic!\He's a total fake! response:	Want me to haunt your dreams, too?
context: Could there really be...\If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too? response:	A ghost!
context: If worst comes to worst, even I might not be able to handle it!\This is too dangerous!\Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too?\A ghost! response:	Evil Spirit: Ceiling Crasher
context: This is too dangerous!\Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher response:	Want me to crash you through the ceiling with my curse?
context: Cockroaches are terrifying!\Huh?\There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse? response:	That's the same guy who keeps headbutting me in my dreams!
context: Huh?\There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams! response:	I can't believe he actually appeared.
context: There's no way this guy is a psychic!\He's a total fake!\Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared. response:	I've got this!
context: He's a total fake!\Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this! response:	Salt Splash!
context: Want me to haunt your dreams, too?\A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this!\Salt Splash! response:	Salt Splash
context: A ghost!\Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this!\Salt Splash!\Salt Splash response:	This is Reigen's special move
context: Evil Spirit: Ceiling Crasher\Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this!\Salt Splash!\Salt Splash\This is Reigen's special move response:	where he violently throws table salt everywhere.
context: Want me to crash you through the ceiling with my curse?\That's the same guy who keeps headbutting me in my dreams!\I can't believe he actually appeared.\I've got this!\Salt Splash!\Salt Splash\This is Reigen's special move\where he violently throws table salt everywhere. response:	This is just table salt you can buy in stores.
