context: Water. response:	Earth.
context: Good luck.\Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!? response:	What if you're caught?
context: Thank you, for your...\Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught? response:	I'm chasing the Avatar. My father will understand why I'm returning home.
context: Go!\Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home. response:	You give him too much credit. My brother is not the understanding type.
context: Having trouble sleeping? Seen the Avatar lately?\Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type. response:	There they are! Helmsman, full steam ahead!
context: Come on, boy! We've got a long way to go! Faster!\Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead! response:	Aang, we got trouble.
context: Sailing into Fire Nation waters...\I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble. response:	Yeah, and its gaining fast!
context: I have no choice, Uncle.\Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast! response:	Really, Prince Zuko, couldn't you shoot them down with something more fragrant?
context: Have you completely forgotten that the Fire Lord banished you?!?!?\What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant? response:	On my mark... Fire!
context: What if you're caught?\I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire! response:	Fire ball!
context: I'm chasing the Avatar. My father will understand why I'm returning home.\You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball! response:	I'm on it!
context: You give him too much credit. My brother is not the understanding type.\There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball!\I'm on it! response:	We have to get out of Zuko's range before he shoots another hot stinker at us!
context: There they are! Helmsman, full steam ahead!\Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us! response:	Can't you make Appa go any faster?
context: Aang, we got trouble.\Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster? response:	Yeah, but there's just one little problem.
context: Yeah, and its gaining fast!\Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem. response:	A blockade!
context: Really, Prince Zuko, couldn't you shoot them down with something more fragrant?\On my mark... Fire!\Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade! response:	Technically you are still in Earth Kingdom waters.
context: On my mark... Fire!\Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters. response:	Turn back now and they cannot arrest you.
context: Fire ball!\I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you. response:	If we fly north we can go around the Fire Nation ships and avoid the blockade.
context: I'm on it!\We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade. response:	It's the only way.
context: We have to get out of Zuko's range before he shoots another hot stinker at us!\Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way. response:	There's no time.
context: Can't you make Appa go any faster?\Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time. response:	This is exactly why I didn't want you to come. Its too dangerous.
context: Yeah, but there's just one little problem.\A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous. response:	And that's exactly why we're here.
context: A blockade!\Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here. response:	Let's run this blockade.
context: Technically you are still in Earth Kingdom waters.\Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade. response:	Appa! Yip! Yip!
context: Turn back now and they cannot arrest you.\If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip! response:	He's not turning around.
context: If we fly north we can go around the Fire Nation ships and avoid the blockade.\It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip!\He's not turning around. response:	Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.
context: It's the only way.\There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do. response:	Do not follow the Avatar.
context: There's no time.\This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar. response:	I'm sorry, Uncle. Run the blockade!
context: This is exactly why I didn't want you to come. Its too dangerous.\And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade! response:	The Avatar... and the banished Prince. This must be my lucky day.
context: And that's exactly why we're here.\Let's run this blockade.\Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day. response:	Commander Zhao, what are your orders?
context: Let's run this blockade.\Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders? response:	Shoot the Bison down, Captain.
context: Appa! Yip! Yip!\He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain. response:	But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?
context: He's not turning around.\Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit? response:	So be it. It belongs to a traitor. Ignite!
context: Please Prince Zuko, if the Fire Nation captures you, there is nothing I can do.\Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite! response:	Launch!!!
context: Do not follow the Avatar.\I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!! response:	Appa! Are you ok?
context: I'm sorry, Uncle. Run the blockade!\The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok? response:	Prince Zuko, the engines are damaged! We need to stop and make repairs!
context: The Avatar... and the banished Prince. This must be my lucky day.\Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs! response:	Do not stop this ship.
context: Commander Zhao, what are your orders?\Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship. response:	Launch!
context: Shoot the Bison down, Captain.\But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch! response:	Sokka...!
context: But there's a Fire Navy ship out there, Sir, one of our own. What if it's hit?\So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch!\Sokka...! response:	Ready...
context: So be it. It belongs to a traitor. Ignite!\Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch!\Sokka...!\Ready... response:	Fire!
context: Launch!!!\Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch!\Sokka...!\Ready...\Fire! response:	We made it!!!
context: Appa! Are you ok?\Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch!\Sokka...!\Ready...\Fire!\We made it!!! response:	We got into the Fire Nation... Great...
context: Prince Zuko, the engines are damaged! We need to stop and make repairs!\Do not stop this ship.\Launch!\Sokka...!\Ready...\Fire!\We made it!!!\We got into the Fire Nation... Great... response:	Where do you think the Avatar is headed, Sir?
context: Do not stop this ship.\Launch!\Sokka...!\Ready...\Fire!\We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir? response:	I'm not sure. But I bet a certain banished prince will know.
context: Launch!\Sokka...!\Ready...\Fire!\We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know. response:	We're on a collision course!
context: Sokka...!\Ready...\Fire!\We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course! response:	We can make it!
context: Ready...\Fire!\We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it! response:	The boarding party is ready to apprehend Prince Zuko, Sir.
context: Fire!\We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir. response:	Wait. Cut the engines. Let them pass.
context: We made it!!!\We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass. response:	Sir?
context: We got into the Fire Nation... Great...\Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir? response:	There it is! The island Roku's dragon took me to!
context: Where do you think the Avatar is headed, Sir?\I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to! response:	You did it buddy. Nice flying.
context: I'm not sure. But I bet a certain banished prince will know.\We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying. response:	Oh! You must be tired!
context: We're on a collision course!\We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired! response:	No. I'm good. Refreshed and ready to fight some firebenders.
context: We can make it!\The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders. response:	I was talking to Appa.
context: The boarding party is ready to apprehend Prince Zuko, Sir.\Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa. response:	Well, I was talking to Momo.
context: Wait. Cut the engines. Let them pass.\Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo. response:	I don't see any guards.
context: Sir?\There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards. response:	The Fire Nation must have abandoned the temple when Avatar Roku died.
context: There it is! The island Roku's dragon took me to!\You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died. response:	Its almost sundown. We'd better hurry.
context: You did it buddy. Nice flying.\Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry. response:	Wait... I think I heard something.
context: Oh! You must be tired!\No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something. response:	We are the Fire Sages. Guardians of the temple of the Avatar.
context: No. I'm good. Refreshed and ready to fight some firebenders.\I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar. response:	Great! I am the Avatar.
context: I was talking to Appa.\Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar. response:	We know.
context: Well, I was talking to Momo.\I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know. response:	I'll hold them off. Run!
context: I don't see any guards.\The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know.\I'll hold them off. Run! response:	If the Avatar contacts Roku, there's no telling how powerful the boy will become.
context: The Fire Nation must have abandoned the temple when Avatar Roku died.\Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know.\I'll hold them off. Run!\If the Avatar contacts Roku, there's no telling how powerful the boy will become. response:	Split up and find him!
context: Its almost sundown. We'd better hurry.\Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know.\I'll hold them off. Run!\If the Avatar contacts Roku, there's no telling how powerful the boy will become.\Split up and find him! response:	Follow me!
context: Wait... I think I heard something.\We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know.\I'll hold them off. Run!\If the Avatar contacts Roku, there's no telling how powerful the boy will become.\Split up and find him!\Follow me! response:	Do you know where you're going?
context: We are the Fire Sages. Guardians of the temple of the Avatar.\Great! I am the Avatar.\We know.\I'll hold them off. Run!\If the Avatar contacts Roku, there's no telling how powerful the boy will become.\Split up and find him!\Follow me!\Do you know where you're going? response:	Nope!
