context: Are you ready? response:	Start.
context: What's his deal, anyway?\Episode 8: Happiness\Episode 8: Happiness\Episode 8: Happiness\It's been three days since our notorious transfer student, Tsugumi Seishirou, started attending.\All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl. response:	I've heard that you two are friends of Mistress's.
context: Episode 8: Happiness\Episode 8: Happiness\Episode 8: Happiness\It's been three days since our notorious transfer student, Tsugumi Seishirou, started attending.\All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's. response:	Mistress?
context: Episode 8: Happiness\Episode 8: Happiness\It's been three days since our notorious transfer student, Tsugumi Seishirou, started attending.\All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress? response:	I realize that you've shown her much kindness,
context: Episode 8: Happiness\It's been three days since our notorious transfer student, Tsugumi Seishirou, started attending.\All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness, response:	and I apologize for not thanking you sooner.
context: It's been three days since our notorious transfer student, Tsugumi Seishirou, started attending.\All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner. response:	No, no, you're exaggerating.
context: All right, then. Allow me to introduce myself once more.\My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating. response:	That was a shock, though! I thought you were a boy too.
context: My name is Tsugumi Seishirou.\It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too. response:	You did? I could tell all along.
context: It may be masculine, but I'm a bona fide girl.\I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along. response:	You could?
context: I've heard that you two are friends of Mistress's.\Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could? response:	Morning, Kirisaki-san! Damn, why are you always so hot?!
context: Mistress?\I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?! response:	Who the hell are you? How dare you act over-familiar Mistress!
context: I realize that you've shown her much kindness,\and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress! response:	Hey, hey, hey! He's my friend too, kind of!
context: and I apologize for not thanking you sooner.\No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of! response:	So Tsugumi's a girl, huh?
context: No, no, you're exaggerating.\That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh? response:	Oh, well, at least all the girls going gaga over her will shut up.
context: That was a shock, though! I thought you were a boy too.\You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up. response:	Hey, hey... Why are you dressed like a boy, Tsugumi-san?
context: You did? I could tell all along.\You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san? response:	Why don't you come chat with us over here?
context: You could?\Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here? response:	As you can see, it didn't take her long to start fitting in.
context: Morning, Kirisaki-san! Damn, why are you always so hot?!\Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in. response:	And just when I'd thought my life would return to normal...
context: Who the hell are you? How dare you act over-familiar Mistress!\Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal... response:	Tsugumi started keeping a watchful eye over me.
context: Hey, hey, hey! He's my friend too, kind of!\So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me. response:	For the last few days, I haven't been able to get anywhere near Kirisaki.
context: So Tsugumi's a girl, huh?\Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki. response:	Well, not that it's all that bad, so it shouldn't bother me.
context: Oh, well, at least all the girls going gaga over her will shut up.\Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me. response:	Hey, honey. The teacher says we gotta go buy food for the animals.
context: Hey, hey... Why are you dressed like a boy, Tsugumi-san?\Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals. response:	Why do we have to do it?
context: Why don't you come chat with us over here?\As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it? response:	For God's sake...
context: As you can see, it didn't take her long to start fitting in.\And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake... response:	Don't people usually order that stuff and have it delivered?
context: And just when I'd thought my life would return to normal...\Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered? response:	Yeah, but we've got a lot of rare animals.
context: Tsugumi started keeping a watchful eye over me.\For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals. response:	Our only option is to buy it directly from the pet shop that's around here.
context: For the last few days, I haven't been able to get anywhere near Kirisaki.\Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here. response:	You go by yourself!
context: Well, not that it's all that bad, so it shouldn't bother me.\Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself! response:	But it's too heavy!
context: Hey, honey. The teacher says we gotta go buy food for the animals.\Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy! response:	Wait, Mistress!
context: Why do we have to do it?\For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy!\Wait, Mistress! response:	Mistress! Allow me to go shopping in your stead.
context: For God's sake...\Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead. response:	I can't allow you to take on such chores!
context: Don't people usually order that stuff and have it delivered?\Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores! response:	Tsugumi, where did you come from?
context: Yeah, but we've got a lot of rare animals.\Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from? response:	Come, Ichijou Raku. We can't waste any time!
context: Our only option is to buy it directly from the pet shop that's around here.\You go by yourself!\But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time! response:	Hold up, I'm not ready!
context: You go by yourself!\But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready! response:	This is my chance!
context: But it's too heavy!\Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance! response:	I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!
context: Wait, Mistress!\Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not! response:	If they turn out to be a fake couple like Claude-sama says,
context: Mistress! Allow me to go shopping in your stead.\I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says, response:	then I'll personally take care of him.
context: I can't allow you to take on such chores!\Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him. response:	Oh, that's right.
context: Tsugumi, where did you come from?\Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right. response:	Tsugumi! Hold on a second!
context: Come, Ichijou Raku. We can't waste any time!\Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second! response:	What?
context: Hold up, I'm not ready!\This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second!\What? response:	What's gotten into you?
context: This is my chance!\I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second!\What?\What's gotten into you? response:	Why...
context: I'll find out once and for all whether Ichijou Raku really is Mistress's boyfriend or not!\If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second!\What?\What's gotten into you?\Why... response:	Why is this happening to me?
context: If they turn out to be a fake couple like Claude-sama says,\then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second!\What?\What's gotten into you?\Why...\Why is this happening to me? response:	Didn't I tell you to act more feminine?
context: then I'll personally take care of him.\Oh, that's right.\Tsugumi! Hold on a second!\What?\What's gotten into you?\Why...\Why is this happening to me?\Didn't I tell you to act more feminine? response:	If you go in that outfit, people will mistake you for a boy again!
context: Oh, that's right.\Tsugumi! Hold on a second!\What?\What's gotten into you?\Why...\Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again! response:	B-But...
context: Tsugumi! Hold on a second!\What?\What's gotten into you?\Why...\Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But... response:	What am I gonna do? She took all of my weapons, too.
context: What?\What's gotten into you?\Why...\Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too. response:	I mean, never mind! This get-up is just too embarrassing!
context: What's gotten into you?\Why...\Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing! response:	I kind of feel like everybody has been staring at me since we got here.
context: Why...\Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here. response:	Do I look that strange in this outfit?
context: Why is this happening to me?\Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit? response:	No, strange isn't really the right word. It's more like...
context: Didn't I tell you to act more feminine?\If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like... response:	You're a knockout in that dress.
context: If you go in that outfit, people will mistake you for a boy again!\B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress. response:	Seriously...
context: B-But...\What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously... response:	Are you mocking me?
context: What am I gonna do? She took all of my weapons, too.\I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously...\Are you mocking me? response:	When she actually dresses like a girl...
context: I mean, never mind! This get-up is just too embarrassing!\I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously...\Are you mocking me?\When she actually dresses like a girl... response:	What the hell?
context: I kind of feel like everybody has been staring at me since we got here.\Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously...\Are you mocking me?\When she actually dresses like a girl...\What the hell? response:	not to mention that look on her face...
context: Do I look that strange in this outfit?\No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously...\Are you mocking me?\When she actually dresses like a girl...\What the hell?\not to mention that look on her face... response:	It's white.
context: No, strange isn't really the right word. It's more like...\You're a knockout in that dress.\Seriously...\Are you mocking me?\When she actually dresses like a girl...\What the hell?\not to mention that look on her face...\It's white. response:	It's like she's a totally different person.
context: You're a knockout in that dress.\Seriously...\Are you mocking me?\When she actually dresses like a girl...\What the hell?\not to mention that look on her face...\It's white.\It's like she's a totally different person. response:	These guys are so fluffy...
context: Seriously...\Are you mocking me?\When she actually dresses like a girl...\What the hell?\not to mention that look on her face...\It's white.\It's like she's a totally different person.\These guys are so fluffy... response:	What are you staring at, freak?
context: Are you mocking me?\When she actually dresses like a girl...\What the hell?\not to mention that look on her face...\It's white.\It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak? response:	I'll gouge out your eyeballs!
context: When she actually dresses like a girl...\What the hell?\not to mention that look on her face...\It's white.\It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs! response:	For God's sake, if we're all done here, then let's get...
context: What the hell?\not to mention that look on her face...\It's white.\It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get... response:	Watch out!
context: not to mention that look on her face...\It's white.\It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out! response:	Let go of me, imbecile!
context: It's white.\It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile! response:	Do you have a death wish?!
context: It's like she's a totally different person.\These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile!\Do you have a death wish?! response:	Sorry! I wasn't thinking!
context: These guys are so fluffy...\What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking! response:	What's the matter?
context: What are you staring at, freak?\I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter? response:	Your entire foot's chafing! You've never worn heels before, have you?
context: I'll gouge out your eyeballs!\For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you? response:	That must've been killing you for a while now!
context: For God's sake, if we're all done here, then let's get...\Watch out!\Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now! response:	Why didn't you say anything?
context: Watch out!\Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything? response:	You fool!
context: Let go of me, imbecile!\Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything?\You fool! response:	If I were to whine over such an insignificant degree of pain,
context: Do you have a death wish?!\Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain, response:	how could I ever serve as Mistress's bodyguard?
context: Sorry! I wasn't thinking!\What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard? response:	Only a fool would make herself endure unnecessary pain!
context: What's the matter?\Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain! response:	Jeez! Guess I'm gonna have to...
context: Your entire foot's chafing! You've never worn heels before, have you?\That must've been killing you for a while now!\Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to... response:	Hey, what are you
context: That must've been killing you for a while now!\Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you response:	There!
context: Why didn't you say anything?\You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you\There! response:	I-Idiot! Idiot! Idiot! Idiot! Put me down!
context: You fool!\If I were to whine over such an insignificant degree of pain,\how could I ever serve as Mistress's bodyguard?\Only a fool would make herself endure unnecessary pain!\Jeez! Guess I'm gonna have to...\Hey, what are you\There!\I-Idiot! Idiot! Idiot! Idiot! Put me down! response:	You don't have to do this! I can walk on my
