context: Shiina-san? response:	It's time to get up.
context: Shiina-san, get up.\Shiina-san.\You can't sleep in a boy's room!\Where's Kanda-kun? I need to scold him.\Sorata?\Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry. response:	A-Aoyama!
context: Shiina-san.\You can't sleep in a boy's room!\Where's Kanda-kun? I need to scold him.\Sorata?\Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama! response:	Uh, um...
context: You can't sleep in a boy's room!\Where's Kanda-kun? I need to scold him.\Sorata?\Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um... response:	Good morning, Kanda-kun.
context: Where's Kanda-kun? I need to scold him.\Sorata?\Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um...\Good morning, Kanda-kun. response:	Huh?
context: Sorata?\Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um...\Good morning, Kanda-kun.\Huh? response:	I didn't expect you to be sleeping in here.
context: Where's Sorata?\That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um...\Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here. response:	It's your fault for letting Shiina-san sleep in your room.
context: That's what I just asked you...\When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um...\Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room. response:	Well, I...
context: When you've finished eating that, we'll do your laundry.\A-Aoyama!\Uh, um...\Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I... response:	H-How about you, Aoyama?
context: A-Aoyama!\Uh, um...\Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama? response:	Did you get any sleep afterwards?
context: Uh, um...\Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards? response:	Don't worry about me.
context: Good morning, Kanda-kun.\Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me. response:	Anyway, Kanda-kun, aren't you busy writing your pitch?
context: Huh?\I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch? response:	Shouldn't you be sleeping in your bed?
context: I didn't expect you to be sleeping in here.\It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed? response:	Oh... I'm fine.
context: It's your fault for letting Shiina-san sleep in your room.\Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine. response:	Thanks to you, I'm making good progress on it.
context: Well, I...\H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it. response:	Really? That's good.
context: H-How about you, Aoyama?\Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good. response:	Shiina-san?
context: Did you get any sleep afterwards?\Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san? response:	It won't come out.
context: Don't worry about me.\Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san?\It won't come out. response:	That's because you haven't taken the cap off yet.
context: Anyway, Kanda-kun, aren't you busy writing your pitch?\Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet. response:	Huh?
context: Shouldn't you be sleeping in your bed?\Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet.\Huh? response:	What's wrong, Shiina?
context: Oh... I'm fine.\Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina? response:	Shiina-san?
context: Thanks to you, I'm making good progress on it.\Really? That's good.\Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina?\Shiina-san? response:	Shiina-san must prefer Kanda-kun...
context: Really? That's good.\Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun... response:	No! I'm the one on Mashiro Duty!
context: Shiina-san?\It won't come out.\That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty! response:	06 The Blue After the Rain
context: It won't come out.\That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain response:	But, O, what damned minutes tells he o'er,
context: That's because you haven't taken the cap off yet.\Huh?\What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er, response:	Midterm Presentation: August 10th
context: Huh?\What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th response:	William Shakespeare's Othello
context: What's wrong, Shiina?\Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello response:	Who dotes, yet doubts, suspects, yet strongly loves!
context: Shiina-san?\Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves! response:	The presentation's coming up. I'm starting to get butterflies.
context: Shiina-san must prefer Kanda-kun...\No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies. response:	Momoko, you've been practicing a lot, so it should be a cinch for you.
context: No! I'm the one on Mashiro Duty!\06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you. response:	But who knows what'll happen in the actual presentation...
context: 06 The Blue After the Rain\But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation... response:	Anyway, I'll be happy as long as we can have fun.
context: But, O, what damned minutes tells he o'er,\Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun. response:	That's my Momoko!
context: Midterm Presentation: August 10th\William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko! response:	Hey, Nanami, have you got your lines down?
context: William Shakespeare's Othello\Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down? response:	Nanami?
context: Who dotes, yet doubts, suspects, yet strongly loves!\The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami? response:	Huh? Uh, yeah... I guess.
context: The presentation's coming up. I'm starting to get butterflies.\Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess. response:	We're counting on you, Nanami.
context: Momoko, you've been practicing a lot, so it should be a cinch for you.\But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami. response:	Let's all work hard so that our whole group passes!
context: But who knows what'll happen in the actual presentation...\Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes! response:	S-Sure.
context: Anyway, I'll be happy as long as we can have fun.\That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure. response:	I need to work harder.
context: That's my Momoko!\Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder. response:	I'm home! I did a little shopping and ran late.
context: Hey, Nanami, have you got your lines down?\Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late. response:	We're having omelet rice tonight!
context: Nanami?\Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight! response:	Yeah, it's quick and easy.
context: Huh? Uh, yeah... I guess.\We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy. response:	You think omelet rice is easy, Nanamin?
context: We're counting on you, Nanami.\Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin? response:	Your womanly charm level must rank as high as the Himalayas!
context: Let's all work hard so that our whole group passes!\S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas! response:	You're exaggerating.
context: S-Sure.\I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating. response:	I'll go get kouhai-kun and Jin!
context: I need to work harder.\I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin! response:	It's my job, so I'll do it.
context: I'm home! I did a little shopping and ran late.\We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it. response:	Well, then...
context: We're having omelet rice tonight!\Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then... response:	It's too perfect.
context: Yeah, it's quick and easy.\You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then...\It's too perfect. response:	Shiina-san, dinner is...
context: You think omelet rice is easy, Nanamin?\Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then...\It's too perfect.\Shiina-san, dinner is... response:	Is this when her magazine goes on sale?
context: Your womanly charm level must rank as high as the Himalayas!\You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then...\It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale? response:	It's the same day as my presentation...
context: You're exaggerating.\I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then...\It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation... response:	It's not far off now.
context: I'll go get kouhai-kun and Jin!\It's my job, so I'll do it.\Well, then...\It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now. response:	Shiina-san, I fixed your button.
context: It's my job, so I'll do it.\Well, then...\It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button. response:	Can you put out your laundry, too?
context: Well, then...\It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too? response:	O, beware, my lord, of jealousy;
context: It's too perfect.\Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy; response:	It is the green-eyed monster which doth mock
context: Shiina-san, dinner is...\Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock response:	Which doth mock the meat it feeds on.
context: Is this when her magazine goes on sale?\It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on. response:	Nanami's on edge.
context: It's the same day as my presentation...\It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge. response:	Stressed because you haven't hit your chick magnet phase yet?
context: It's not far off now.\Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet? response:	No
context: Shiina-san, I fixed your button.\Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No response:	That's an urban legend anyway.
context: Can you put out your laundry, too?\O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway. response:	I just said no
context: O, beware, my lord, of jealousy;\It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway.\I just said no response:	Wait, seriously?! I really believed it.
context: It is the green-eyed monster which doth mock\Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it. response:	Well, in your case,
context: Which doth mock the meat it feeds on.\Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it.\Well, in your case, response:	it's more an issue of whether you realize it's happening.
context: Nanami's on edge.\Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening. response:	Um, Jin-san, do you have a minute?
context: Stressed because you haven't hit your chick magnet phase yet?\No\That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute? response:	So, what is it?
context: No\That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it? response:	It's about Aoyama.
context: That's an urban legend anyway.\I just said no\Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama. response:	Did she confess her feelings to you?
context: I just said no\Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama.\Did she confess her feelings to you? response:	Do you enjoy teasing me all the time?
context: Wait, seriously?! I really believed it.\Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time? response:	Yes.
context: Well, in your case,\it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes. response:	You're worried about Aoyama-san?
context: it's more an issue of whether you realize it's happening.\Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san? response:	Worried isn't the right word...
context: Um, Jin-san, do you have a minute?\So, what is it?\It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san?\Worried isn't the right word... response:	Aoyama's smart, and she's better than...
context: So, what is it?\It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than... response:	the average person at most things, but...
context: It's about Aoyama.\Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but... response:	But I think she should stop trying to do it all herself.
context: Did she confess her feelings to you?\Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself. response:	We're all living under the same roof,
context: Do you enjoy teasing me all the time?\Yes.\You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof, response:	so I think we should help each other out.
context: Yes.\You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out. response:	That's totally different from my impression of Aoyama-san.
context: You're worried about Aoyama-san?\Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san. response:	Never mind.
context: Worried isn't the right word...\Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind. response:	But Aoyama-san must have her own feelings on the matter too, right?
context: Aoyama's smart, and she's better than...\the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right? response:	She's found her goal, and had to face her parents' opposition.
context: the average person at most things, but...\But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition. response:	She's been alone since she left home,
context: But I think she should stop trying to do it all herself.\We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home, response:	so she probably thinks she needs to handle...
context: We're all living under the same roof,\so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle... response:	everything by herself.
context: so I think we should help each other out.\That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself. response:	Besides, there's Mashiro-chan, too.
context: That's totally different from my impression of Aoyama-san.\Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too. response:	What? Shiina?
context: Never mind.\But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina? response:	She has to come to terms with that herself.
context: But Aoyama-san must have her own feelings on the matter too, right?\She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself. response:	Are you telling me to leave her alone?
context: She's found her goal, and had to face her parents' opposition.\She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone? response:	That's what I would do.
context: She's been alone since she left home,\so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do. response:	I don't know what you'd do, though.
context: so she probably thinks she needs to handle...\everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though. response:	Thinking is good for you, kouhai-kun.
context: everything by herself.\Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun. response:	Please don't call me that.
context: Besides, there's Mashiro-chan, too.\What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that. response:	Sorry...
context: What? Shiina?\She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry... response:	Osaka Art Colleges
context: She has to come to terms with that herself.\Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry...\Osaka Art Colleges response:	Osaka?
context: Are you telling me to leave her alone?\That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry...\Osaka Art Colleges\Osaka? response:	Jin-san, what's this about?
context: That's what I would do.\I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry...\Osaka Art Colleges\Osaka?\Jin-san, what's this about? response:	Exactly what it looks like.
context: I don't know what you'd do, though.\Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry...\Osaka Art Colleges\Osaka?\Jin-san, what's this about?\Exactly what it looks like. response:	I'm not going to Suimei.
context: Thinking is good for you, kouhai-kun.\Please don't call me that.\Sorry...\Osaka Art Colleges\Osaka?\Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei. response:	I'm going to an art school in Osaka.
context: Please don't call me that.\Sorry...\Osaka Art Colleges\Osaka?\Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka. response:	What? What about Misaki-senpai?
context: Sorry...\Osaka Art Colleges\Osaka?\Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai? response:	It's not as though we're dating.
context: Osaka Art Colleges\Osaka?\Jin-san, what's this about?\Exactly what it looks like.\I'm not going to Suimei.\I'm going to an art school in Osaka.\What? What about Misaki-senpai?\It's not as though we're dating. response:	But...
