context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Wanna say goodbye to the confusion of yesterday\I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness response:	Can't see anything, don't know anything, but I'll still go
context: I try reaching out, as if to resist\We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go response:	To the place of shining light in which you wait
context: We cry millions of times and then get born again\Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait response:	Episode Nine
context: Let's go with these red eyes\to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine response:	Kaishou Rinroku's Crime
context: to that pictured future\Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime response:	Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap
context: Come here right by me, I'm clapping my hands\Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap response:	I recommend turning comments off.
context: Where are you? Who are you?\Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off. response:	Why doesn't the mainstream press report this?
context: Strain my eyes in the darkness\Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this? response:	They went and shot him!
context: Can't see anything, don't know anything, but I'll still go\To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him! response:	Ouch! Better not fuck with the guys upstairs, eh?
context: To the place of shining light in which you wait\Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh? response:	This is gonna get taken down ASAP...
context: Episode Nine\Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP... response:	Leaked Company Profit Report Poster: Full Circle
context: Kaishou Rinroku's Crime\Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle response:	Suspicious of a Lover? Poster: Full Circle
context: Inspired by Ango Sakaguchi's Meijikaika Ango Torimonochou (Meiji-era Detective Stories) Sneering Demon and Red Trap\I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle response:	It seems there are a lot of uploads like this.
context: I recommend turning comments off.\Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this. response:	This one and this one and this one...
context: Why doesn't the mainstream press report this?\They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one... response:	The posters are Full Circle.
context: They went and shot him!\Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle. response:	They say the whole world is one circle.
context: Ouch! Better not fuck with the guys upstairs, eh?\This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle. response:	I-I don't know anything about it.
context: This is gonna get taken down ASAP...\Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it. response:	Lately, these crackers have started targeting JJ Systems.
context: Leaked Company Profit Report Poster: Full Circle\Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems. response:	They're on a roll, leaking everything from in-house accounting documents
context: Suspicious of a Lover? Poster: Full Circle\It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents response:	to info on Chairman Kaishou Rinroku's private affairs.
context: It seems there are a lot of uploads like this.\This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs. response:	So cute
context: This one and this one and this one...\The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute response:	Shes Kaishou's daughter?!
context: The posters are Full Circle.\They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?! response:	My waifu
context: They say the whole world is one circle.\I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?!\My waifu response:	Hot damn...
context: I-I don't know anything about it.\Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?!\My waifu\Hot damn... response:	The daughter of the upper crust, indeed...
context: Lately, these crackers have started targeting JJ Systems.\They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?!\My waifu\Hot damn...\The daughter of the upper crust, indeed... response:	The horse is so cool!!!www
context: They're on a roll, leaking everything from in-house accounting documents\to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?!\My waifu\Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www response:	Cute...
context: to info on Chairman Kaishou Rinroku's private affairs.\So cute\Shes Kaishou's daughter?!\My waifu\Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute... response:	This kind of stuff can be taken down quickly with automated monitoring, right?
context: So cute\Shes Kaishou's daughter?!\My waifu\Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right? response:	But there are those who can get around that.
context: Shes Kaishou's daughter?!\My waifu\Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that. response:	Like they did with a certain song...
context: My waifu\Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song... response:	Koyama Izumi
context: Hot damn...\The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi response:	Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office
context: The daughter of the upper crust, indeed...\The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office response:	Oyamada Arata
context: The horse is so cool!!!www\Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata response:	Underground Software Dealer
context: Cute...\This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer response:	Do you think nobody noticed?
context: This kind of stuff can be taken down quickly with automated monitoring, right?\But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer\Do you think nobody noticed? response:	In the Joint Coordinating Department...
context: But there are those who can get around that.\Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department... response:	Even you must realize it.
context: Like they did with a certain song...\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it. response:	Bettenou is dangerous.
context: Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous. response:	She turns the words of a certain person into reality...
context: Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\Oyamada Arata\Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality... response:	Or at the very least, she has the ability to make it seem that way.
context: Oyamada Arata\Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way. response:	It seems that Bettenou escaped?
context: Underground Software Dealer\Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped? response:	Why have you come all the way here?
context: Do you think nobody noticed?\In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here? response:	Don't tell me you intend to acquire Bettenou yourself?
context: In the Joint Coordinating Department...\Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself? response:	The police and Kaishou are searching for her whereabouts, too.
context: Even you must realize it.\Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too. response:	We have to find her before they do...
context: Bettenou is dangerous.\She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do... response:	And what do we do when we find her?
context: She turns the words of a certain person into reality...\Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her? response:	Sasa Kazamori
context: Or at the very least, she has the ability to make it seem that way.\It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori response:	Artificial Intelligence (R.A.I.)
context: It seems that Bettenou escaped?\Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.) response:	Well...
context: Why have you come all the way here?\Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well... response:	If what you say is true, Bettenou isn't human.
context: Don't tell me you intend to acquire Bettenou yourself?\The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human. response:	And besides, she hasn't committed any crimes.
context: The police and Kaishou are searching for her whereabouts, too.\We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes. response:	Yuuki Shinjurou
context: We have to find her before they do...\And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou response:	Detective
context: And what do we do when we find her?\Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective response:	Of course she's committed crimes!
context: Sasa Kazamori\Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective\Of course she's committed crimes! response:	I mean...
context: Artificial Intelligence (R.A.I.)\Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective\Of course she's committed crimes!\I mean... response:	Shinjurou, it's not a good idea to get too close to her...
context: Well...\If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective\Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her... response:	Inga
context: If what you say is true, Bettenou isn't human.\And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective\Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga response:	Detective's Assistant
context: And besides, she hasn't committed any crimes.\Yuuki Shinjurou\Detective\Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant response:	Inga...
context: Yuuki Shinjurou\Detective\Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant\Inga... response:	Shinjurou-sama, you've got mail.
context: Detective\Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant\Inga...\Shinjurou-sama, you've got mail. response:	Are you kidding me?!
context: Of course she's committed crimes!\I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant\Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?! response:	We already put out the breaking announcement,
context: I mean...\Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant\Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement, response:	and now Professor Kaishou doesn't show?!
context: Shinjurou, it's not a good idea to get too close to her...\Inga\Detective's Assistant\Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?! response:	Motoyama Minami
context: Inga\Detective's Assistant\Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami response:	Television Producer
context: Detective's Assistant\Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer response:	Um, it's Full Circle again...
context: Inga...\Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer\Um, it's Full Circle again... response:	AD
context: Shinjurou-sama, you've got mail.\Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer\Um, it's Full Circle again...\AD response:	Motoyama's Assistant
context: Are you kidding me?!\We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer\Um, it's Full Circle again...\AD\Motoyama's Assistant response:	Can I watch anime?
context: We already put out the breaking announcement,\and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer\Um, it's Full Circle again...\AD\Motoyama's Assistant\Can I watch anime? response:	Apparently, Kaishou Rinroku is going to be on TV right now.
context: and now Professor Kaishou doesn't show?!\Motoyama Minami\Television Producer\Um, it's Full Circle again...\AD\Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now. response:	A person that everyone knows
context: Motoyama Minami\Television Producer\Um, it's Full Circle again...\AD\Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows response:	is going to make a last second appearance live on our show.
context: Television Producer\Um, it's Full Circle again...\AD\Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show. response:	The Roundtable
context: Um, it's Full Circle again...\AD\Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable response:	The Chairman of JJ Systems, Kaishou Rinroku.
context: AD\Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku. response:	This is the man who is working hard to quickly reconstruct
context: Motoyama's Assistant\Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct response:	the telephone and internet systems that were targeted during the war,
context: Can I watch anime?\Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war, response:	while at the same time solving a great number of criminal cases
context: Apparently, Kaishou Rinroku is going to be on TV right now.\A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases response:	as an adviser to the police.
context: A person that everyone knows\is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police. response:	Mr. Kaishou has requested the opportunity to speak about today's theme,
context: is going to make a last second appearance live on our show.\The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme, response:	legislation to nationalize the energy industry.
context: The Roundtable\The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry. response:	And we're in commercial!
context: The Chairman of JJ Systems, Kaishou Rinroku.\This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial! response:	Just a few moments ago, an odd post claiming to be from Full Circle
context: This is the man who is working hard to quickly reconstruct\the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle response:	has appeared on various bulletin boards and major social networks!
context: the telephone and internet systems that were targeted during the war,\while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks! response:	Oh, this. I see.
context: while at the same time solving a great number of criminal cases\as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see. response:	It seems our lives are in danger.
context: as an adviser to the police.\Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger. response:	Why is Kaishou Rinroku going to appear on that TV program?
context: Mr. Kaishou has requested the opportunity to speak about today's theme,\legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program? response:	Actually, the other participants
context: legislation to nationalize the energy industry.\And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants response:	are a politician who's been critical of JJ Systems,
context: And we're in commercial!\Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems, response:	the owner of a rival company, and a critic who released a tell-all book...
context: Just a few moments ago, an odd post claiming to be from Full Circle\has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book... response:	In other words, all enemies of Kaishou Rinroku.
context: has appeared on various bulletin boards and major social networks!\Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku. response:	C-Could Chairman Kaishou's sudden request to be on the show be because of that?!
context: Oh, this. I see.\It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?! response:	Oh, come on!
context: It seems our lives are in danger.\Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on! response:	Are you saying that Chairman Kaishou of all people
context: Why is Kaishou Rinroku going to appear on that TV program?\Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people response:	would murder us on a public TV program?
context: Actually, the other participants\are a politician who's been critical of JJ Systems,\the owner of a rival company, and a critic who released a tell-all book...\In other words, all enemies of Kaishou Rinroku.\C-Could Chairman Kaishou's sudden request to be on the show be because of that?!\Oh, come on!\Are you saying that Chairman Kaishou of all people\would murder us on a public TV program? response:	Speaking of Full Circle...
