context: OP response:	ED
context: Sayaka-chan!\Don't worry. She's only unconscious.\Who the hell are you?\Whose side are you on?\I am the ally of rationality and the enemy of needless conflict.\Which might you be?\Sakura Kyoko...\Huh response:	Have we met?
context: Don't worry. She's only unconscious.\Who the hell are you?\Whose side are you on?\I am the ally of rationality and the enemy of needless conflict.\Which might you be?\Sakura Kyoko...\Huh\Have we met? response:	Who knows?
context: Who the hell are you?\Whose side are you on?\I am the ally of rationality and the enemy of needless conflict.\Which might you be?\Sakura Kyoko...\Huh\Have we met?\Who knows? response:	I have no idea what you're trying to pull.
context: Whose side are you on?\I am the ally of rationality and the enemy of needless conflict.\Which might you be?\Sakura Kyoko...\Huh\Have we met?\Who knows?\I have no idea what you're trying to pull. response:	I'll take my leave for now.
context: I am the ally of rationality and the enemy of needless conflict.\Which might you be?\Sakura Kyoko...\Huh\Have we met?\Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now. response:	A wise choice.
context: Which might you be?\Sakura Kyoko...\Huh\Have we met?\Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice. response:	Did you come here to save us?
context: Sakura Kyoko...\Huh\Have we met?\Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice.\Did you come here to save us? response:	How many times must I tell you before you understand?
context: Huh\Have we met?\Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice.\Did you come here to save us?\How many times must I tell you before you understand? response:	How foolish can you be?
context: Have we met?\Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice.\Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be? response:	I've already warned you countless times...
context: Who knows?\I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice.\Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times... response:	If you intend to continue acting foolish...
context: I have no idea what you're trying to pull.\I'll take my leave for now.\A wise choice.\Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish... response:	Homura-chan, why?
context: I'll take my leave for now.\A wise choice.\Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why? response:	Don't mind her. She's surely planning something.
context: A wise choice.\Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something. response:	You must exercise caution.
context: Did you come here to save us?\How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution. response:	Akemi Homura. Are you...
context: How many times must I tell you before you understand?\How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you... response:	We should be okay for a little longer.
context: How foolish can you be?\I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer. response:	Whoa, it's completely black.
context: I've already warned you countless times...\If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black. response:	That's bad. If it continues to collect taint...
context: If you intend to continue acting foolish...\Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint... response:	Don't worry. Let me see it.
context: Homura-chan, why?\Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it. response:	It should be fine, now.
context: Don't mind her. She's surely planning something.\You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now. response:	Did you eat it?
context: You must exercise caution.\Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now.\Did you eat it? response:	This is my job as well.
context: Akemi Homura. Are you...\We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now.\Did you eat it?\This is my job as well. response:	However, in order to purify your Soul Gem any further,
context: We should be okay for a little longer.\Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now.\Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further, response:	you'll need to find another Grief Seed.
context: Whoa, it's completely black.\That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now.\Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed. response:	Is it really that important to keep this thing purified?
context: That's bad. If it continues to collect taint...\Don't worry. Let me see it.\It should be fine, now.\Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified? response:	Sakura Kyoko is powerful.
context: Don't worry. Let me see it.\It should be fine, now.\Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful. response:	By keeping your Soul Gem pure, you can use as much magic as you please.
context: It should be fine, now.\Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please. response:	That's how Kyoko remains so powerful.
context: Did you eat it?\This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful. response:	Still, I can't just sacrifice a human being for the sake of a Grief Seed.
context: This is my job as well.\However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed. response:	The more magic you use, the more your Grief Seed will become tainted.
context: However, in order to purify your Soul Gem any further,\you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted. response:	Sayaka, if you don't collect any more Grief Seeds,
context: you'll need to find another Grief Seed.\Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds, response:	then there's no way you'll defeat Kyoko.
context: Is it really that important to keep this thing purified?\Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko. response:	Sheesh... Is that really the only way?
context: Sakura Kyoko is powerful.\By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way? response:	Mami-san didn't have that many Grief Seeds, did she?
context: By keeping your Soul Gem pure, you can use as much magic as you please.\That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she? response:	But she was still able to fight.
context: That's how Kyoko remains so powerful.\Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight. response:	That's the big difference between myself and her.
context: Still, I can't just sacrifice a human being for the sake of a Grief Seed.\The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her. response:	Well, that's true.
context: The more magic you use, the more your Grief Seed will become tainted.\Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her.\Well, that's true. response:	That sucks! It's so unfair!
context: Sayaka, if you don't collect any more Grief Seeds,\then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair! response:	There's nothing we can do about it.
context: then there's no way you'll defeat Kyoko.\Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it. response:	Kyoko is not only talented, but also a veteran.
context: Sheesh... Is that really the only way?\Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran. response:	You, on the other hand, have no experience.
context: Mami-san didn't have that many Grief Seeds, did she?\But she was still able to fight.\That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience. response:	However, if we were to compare talent, then there is someone who's more talented than Kyoko.
context: But she was still able to fight.\That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko. response:	Oh? And who's that?
context: That's the big difference between myself and her.\Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that? response:	Kaname Madoka-san.
context: Well, that's true.\That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san. response:	Madoka...?
context: That sucks! It's so unfair!\There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san.\Madoka...? response:	Are you serious?
context: There's nothing we can do about it.\Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san.\Madoka...?\Are you serious? response:	Yes. So if you truly wish to defeat Kyoko,
context: Kyoko is not only talented, but also a veteran.\You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san.\Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko, response:	you would need to bring Madoka into the picture.
context: You, on the other hand, have no experience.\However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san.\Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture. response:	All she needs to do is form a contract with me.
context: However, if we were to compare talent, then there is someone who's more talented than Kyoko.\Oh? And who's that?\Kaname Madoka-san.\Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me. response:	No. I can't do that.
context: Oh? And who's that?\Kaname Madoka-san.\Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that. response:	This is my fight.
context: Kaname Madoka-san.\Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that.\This is my fight. response:	I couldn't possibly drag her into this.
context: Madoka...?\Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that.\This is my fight.\I couldn't possibly drag her into this. response:	Yo. What is it this time?
context: Are you serious?\Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that.\This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time? response:	I want you to take this city.
context: Yes. So if you truly wish to defeat Kyoko,\you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that.\This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city. response:	The heck are you talking about?
context: you would need to bring Madoka into the picture.\All she needs to do is form a contract with me.\No. I can't do that.\This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city.\The heck are you talking about? response:	Only you are worthy of the title Magical Girl.
context: All she needs to do is form a contract with me.\No. I can't do that.\This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl. response:	Miki Sayaka won't be able to.
context: No. I can't do that.\This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to. response:	Well, that was according to plan.
context: This is my fight.\I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan. response:	But how should we deal with Sayaka?
context: I couldn't possibly drag her into this.\Yo. What is it this time?\I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka? response:	If we leave her alone, she'll just start another fight with me.
context: Yo. What is it this time?\I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me. response:	I'm trying to think of a peaceful method.
context: I want you to take this city.\The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method. response:	Just stay put and leave the rest to me.
context: The heck are you talking about?\Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me. response:	I have one last question for you.
context: Only you are worthy of the title Magical Girl.\Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you. response:	Who are you?
context: Miki Sayaka won't be able to.\Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you.\Who are you? response:	What's your motive?
context: Well, that was according to plan.\But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you.\Who are you?\What's your motive? response:	In two weeks Walpurgis Night will come to this city.
context: But how should we deal with Sayaka?\If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you.\Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city. response:	How do you know that?
context: If we leave her alone, she'll just start another fight with me.\I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you.\Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that? response:	That's a secret.
context: I'm trying to think of a peaceful method.\Just stay put and leave the rest to me.\I have one last question for you.\Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret. response:	In any case, we just need to defeat her; then, I can leave this city.
context: Just stay put and leave the rest to me.\I have one last question for you.\Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city. response:	After that, it's all on you.
context: I have one last question for you.\Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you. response:	Walpurgis Night, eh?
context: Who are you?\What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh? response:	That's going to be difficult to handle on your own.
context: What's your motive?\In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own. response:	If we team up, we may have a chance.
context: In two weeks Walpurgis Night will come to this city.\How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance. response:	Want one?
context: How do you know that?\That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one? response:	It's no use. We've spent too much time here.
context: That's a secret.\In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here. response:	There's no way we can catch that familiar.
context: In any case, we just need to defeat her; then, I can leave this city.\After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar. response:	I see.
context: After that, it's all on you.\Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see. response:	Hey, Sayaka-chan.
context: Walpurgis Night, eh?\That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan. response:	If you continue to search for Witches,
context: That's going to be difficult to handle on your own.\If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan.\If you continue to search for Witches, response:	we'll meet that girl again, won't we?
context: If we team up, we may have a chance.\Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we? response:	Yeah, we will.
context: Want one?\It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will. response:	So, if we do meet with her again,
context: It's no use. We've spent too much time here.\There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again, response:	could you two talk things over?
context: There's no way we can catch that familiar.\I see.\Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again,\could you two talk things over? response:	If not, you two will end up arguing again.
context: I see.\Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again. response:	Arguing?
context: Hey, Sayaka-chan.\If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again.\Arguing? response:	Is that really what you thought last night?
context: If you continue to search for Witches,\we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night? response:	That was a fight to the death.
context: we'll meet that girl again, won't we?\Yeah, we will.\So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night?\That was a fight to the death. response:	It wasn't that serious at the start.
context: Yeah, we will.\So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start. response:	But by the end, we just wanted to kill each other.
context: So, if we do meet with her again,\could you two talk things over?\If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other. response:	Don't do that again...
context: could you two talk things over?\If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again... response:	So you expect me to talk things over?
context: If not, you two will end up arguing again.\Arguing?\Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over? response:	Don't be so dense.
context: Arguing?\Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over?\Don't be so dense. response:	She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.
context: Is that really what you thought last night?\That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds. response:	How do you expect us to calmly talk things over?
context: That was a fight to the death.\It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over? response:	Sayaka-chan, you became a Magical Girl to hunt Witches, right?
context: It wasn't that serious at the start.\But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right? response:	She's not a Witch, but a Magical Girl like you.
context: But by the end, we just wanted to kill each other.\Don't do that again...\So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you. response:	If you two try, I know we can all be friends.
context: Don't do that again...\So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends. response:	You may have different methods than she does, but you both want to hunt Witches.
context: So you expect me to talk things over?\Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends.\You may have different methods than she does, but you both want to hunt Witches. response:	The same goes for Homura-chan.
context: Don't be so dense.\She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends.\You may have different methods than she does, but you both want to hunt Witches.\The same goes for Homura-chan. response:	And Mami-san, too. If she hadn't argued with Homura-chan...
context: She's someone who thinks of human beings as nothing more than a nest for Grief Seeds.\How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends.\You may have different methods than she does, but you both want to hunt Witches.\The same goes for Homura-chan.\And Mami-san, too. If she hadn't argued with Homura-chan... response:	That's wrong!
context: How do you expect us to calmly talk things over?\Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends.\You may have different methods than she does, but you both want to hunt Witches.\The same goes for Homura-chan.\And Mami-san, too. If she hadn't argued with Homura-chan...\That's wrong! response:	You saw what happened, Madoka.
context: Sayaka-chan, you became a Magical Girl to hunt Witches, right?\She's not a Witch, but a Magical Girl like you.\If you two try, I know we can all be friends.\You may have different methods than she does, but you both want to hunt Witches.\The same goes for Homura-chan.\And Mami-san, too. If she hadn't argued with Homura-chan...\That's wrong!\You saw what happened, Madoka. response:	She waited until Mami-san died before coming to defeat the Witch.
