context: Biba-sama! response:	Lord Liberator!
context: That's impressive.\Biba Amatori-sama, I presume.\I am Ayame, heir to the Yomokawa family.\Yomokawa?\Then you are the elder's...\Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal. response:	I had no idea she was your sister.
context: Biba Amatori-sama, I presume.\I am Ayame, heir to the Yomokawa family.\Yomokawa?\Then you are the elder's...\Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister. response:	Oh, she is not my sister.
context: I am Ayame, heir to the Yomokawa family.\Yomokawa?\Then you are the elder's...\Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister. response:	Huh?
context: Yomokawa?\Then you are the elder's...\Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister.\Huh? response:	He just lets me call him brother.
context: Then you are the elder's...\Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister.\Huh?\He just lets me call him brother. response:	Ikoma!
context: Elder Dogen Makino is my uncle.\They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister.\Huh?\He just lets me call him brother.\Ikoma! response:	Brother, this is the guy.
context: They're all going to Diamond Citadel too, brother.\We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister.\Huh?\He just lets me call him brother.\Ikoma!\Brother, this is the guy. response:	He's my shield.
context: We owe Nameless -san a great deal.\I had no idea she was your sister.\Oh, she is not my sister.\Huh?\He just lets me call him brother.\Ikoma!\Brother, this is the guy.\He's my shield. response:	So you are the Iron Fortress's Corpseless.
context: I had no idea she was your sister.\Oh, she is not my sister.\Huh?\He just lets me call him brother.\Ikoma!\Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless. response:	I am
context: Oh, she is not my sister.\Huh?\He just lets me call him brother.\Ikoma!\Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless.\I am response:	I know who you are.
context: Huh?\He just lets me call him brother.\Ikoma!\Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless.\I am\I know who you are. response:	You are the one who taught Nameless... that the weak are expected to die.
context: He just lets me call him brother.\Ikoma!\Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless.\I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die. response:	Hey, Ikoma!
context: Ikoma!\Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless.\I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma! response:	Nameless, why don't you visit the Sickbay?
context: Brother, this is the guy.\He's my shield.\So you are the Iron Fortress's Corpseless.\I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay? response:	Have your body inspected.
context: He's my shield.\So you are the Iron Fortress's Corpseless.\I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected. response:	Okay.
context: So you are the Iron Fortress's Corpseless.\I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay. response:	It is a bit loud here.
context: I am\I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay.\It is a bit loud here. response:	Would you like to talk inside?
context: I know who you are.\You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay.\It is a bit loud here.\Would you like to talk inside? response:	Ikoma-kun, you as well.
context: You are the one who taught Nameless... that the weak are expected to die.\Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay.\It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well. response:	Are you human or a Corpse?!
context: Hey, Ikoma!\Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay.\It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?! response:	I'm neither!
context: Nameless, why don't you visit the Sickbay?\Have your body inspected.\Okay.\It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither! response:	I'm a Corpseless!
context: Have your body inspected.\Okay.\It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless! response:	I am humbled.
context: Okay.\It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I am humbled. response:	To have the Warlord's son guide us himself...
context: It is a bit loud here.\Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself... response:	I have already been disowned.
context: Would you like to talk inside?\Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned. response:	I am no longer my father's son.
context: Ikoma-kun, you as well.\Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son. response:	Oh, but...
context: Are you human or a Corpse?!\I'm neither!\I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son.\Oh, but... response:	Stay back.
context: I'm neither!\I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son.\Oh, but...\Stay back. response:	What is it?
context: I'm a Corpseless!\I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son.\Oh, but...\Stay back.\What is it? response:	Biba-sama.
context: I am humbled.\To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son.\Oh, but...\Stay back.\What is it?\Biba-sama. response:	Well, there is a leak, and we're unable to build pressure.
context: To have the Warlord's son guide us himself...\I have already been disowned.\I am no longer my father's son.\Oh, but...\Stay back.\What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure. response:	We have been fighting constantly after all...
context: I have already been disowned.\I am no longer my father's son.\Oh, but...\Stay back.\What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all... response:	I'm sure it must have come loose.
context: I am no longer my father's son.\Oh, but...\Stay back.\What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose. response:	Do you have a wrench?
context: Oh, but...\Stay back.\What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench? response:	No, you mustn't, you will get dirty.
context: Stay back.\What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty. response:	Fighting Corpses is dirty work.
context: What is it?\Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work. response:	Udo, you shovel the coal.
context: Biba-sama.\Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal. response:	Yes, sir.
context: Well, there is a leak, and we're unable to build pressure.\We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir. response:	Fireless, please go on ahead with Ayame-sama.
context: We have been fighting constantly after all...\I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama. response:	Yes, sir.
context: I'm sure it must have come loose.\Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir. response:	This way, please.
context: Do you have a wrench?\No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please. response:	Shall I help?
context: No, you mustn't, you will get dirty.\Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please.\Shall I help? response:	You might need filler.
context: Fighting Corpses is dirty work.\Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please.\Shall I help?\You might need filler. response:	I have some on me.
context: Udo, you shovel the coal.\Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please.\Shall I help?\You might need filler.\I have some on me. response:	Yes, I'd appreciate it.
context: Yes, sir.\Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please.\Shall I help?\You might need filler.\I have some on me.\Yes, I'd appreciate it. response:	Please wait here.
context: Fireless, please go on ahead with Ayame-sama.\Yes, sir.\This way, please.\Shall I help?\You might need filler.\I have some on me.\Yes, I'd appreciate it.\Please wait here. response:	Okay.
context: Yes, sir.\This way, please.\Shall I help?\You might need filler.\I have some on me.\Yes, I'd appreciate it.\Please wait here.\Okay. response:	What's this?
context: This way, please.\Shall I help?\You might need filler.\I have some on me.\Yes, I'd appreciate it.\Please wait here.\Okay.\What's this? response:	This is no place for a princess.
context: Shall I help?\You might need filler.\I have some on me.\Yes, I'd appreciate it.\Please wait here.\Okay.\What's this?\This is no place for a princess. response:	I'll take your sword.
context: You might need filler.\I have some on me.\Yes, I'd appreciate it.\Please wait here.\Okay.\What's this?\This is no place for a princess.\I'll take your sword. response:	We have been invited by your lord.
context: I have some on me.\Yes, I'd appreciate it.\Please wait here.\Okay.\What's this?\This is no place for a princess.\I'll take your sword.\We have been invited by your lord. response:	I have no reason to hand over my sword.
context: Yes, I'd appreciate it.\Please wait here.\Okay.\What's this?\This is no place for a princess.\I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword. response:	I wasn't going to need it for long.
context: Please wait here.\Okay.\What's this?\This is no place for a princess.\I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long. response:	What?
context: Okay.\What's this?\This is no place for a princess.\I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long.\What? response:	What is the meaning of this?!
context: What's this?\This is no place for a princess.\I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long.\What?\What is the meaning of this?! response:	Don't get me wrong.
context: This is no place for a princess.\I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long.\What?\What is the meaning of this?!\Don't get me wrong. response:	Let's all be friends here.
context: I'll take your sword.\We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long.\What?\What is the meaning of this?!\Don't get me wrong.\Let's all be friends here. response:	Friends.
context: We have been invited by your lord.\I have no reason to hand over my sword.\I wasn't going to need it for long.\What?\What is the meaning of this?!\Don't get me wrong.\Let's all be friends here.\Friends. response:	Ikoma-kun...
context: I have no reason to hand over my sword.\I wasn't going to need it for long.\What?\What is the meaning of this?!\Don't get me wrong.\Let's all be friends here.\Friends.\Ikoma-kun... response:	The strong survive and the weak die.
context: I wasn't going to need it for long.\What?\What is the meaning of this?!\Don't get me wrong.\Let's all be friends here.\Friends.\Ikoma-kun...\The strong survive and the weak die. response:	Do you not believe that this is how the world works?
context: What?\What is the meaning of this?!\Don't get me wrong.\Let's all be friends here.\Friends.\Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works? response:	But...
context: What is the meaning of this?!\Don't get me wrong.\Let's all be friends here.\Friends.\Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works?\But... response:	I fully understand that.
context: Don't get me wrong.\Let's all be friends here.\Friends.\Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works?\But...\I fully understand that. response:	However...
context: Let's all be friends here.\Friends.\Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works?\But...\I fully understand that.\However... response:	I'm talking about saving them.
context: Friends.\Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works?\But...\I fully understand that.\However...\I'm talking about saving them. response:	Nameless saved herself by choosing to fight.
context: Ikoma-kun...\The strong survive and the weak die.\Do you not believe that this is how the world works?\But...\I fully understand that.\However...\I'm talking about saving them.\Nameless saved herself by choosing to fight. response:	What do you mean?!
context: The strong survive and the weak die.\Do you not believe that this is how the world works?\But...\I fully understand that.\However...\I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?! response:	What is important for survival...
context: Do you not believe that this is how the world works?\But...\I fully understand that.\However...\I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival... response:	It is to stand up and fight the Corpses.
context: But...\I fully understand that.\However...\I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses. response:	Am I wrong, Ikoma-kun?
context: I fully understand that.\However...\I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun? response:	Look at those numbers...
context: However...\I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers... response:	Can we really stop... all of them?!
context: I'm talking about saving them.\Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?! response:	They brought the Corpses here on purpose to put our people in danger...
context: Nameless saved herself by choosing to fight.\What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger... response:	Do not worry.
context: What do you mean?!\What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry. response:	The Beaters will take care of the Corpses.
context: What is important for survival...\It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses. response:	I'm sure the Liberator himself will join the battle.
context: It is to stand up and fight the Corpses.\Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle. response:	And when he does...
context: Am I wrong, Ikoma-kun?\Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does... response:	The west gate!
context: Look at those numbers...\Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does...\The west gate! response:	Hurry!
context: Can we really stop... all of them?!\They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does...\The west gate!\Hurry! response:	What will you do, Ikoma-kun?
context: They brought the Corpses here on purpose to put our people in danger...\Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does...\The west gate!\Hurry!\What will you do, Ikoma-kun? response:	I will fight!
context: Do not worry.\The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does...\The west gate!\Hurry!\What will you do, Ikoma-kun?\I will fight! response:	I see.
context: The Beaters will take care of the Corpses.\I'm sure the Liberator himself will join the battle.\And when he does...\The west gate!\Hurry!\What will you do, Ikoma-kun?\I will fight!\I see. response:	Then I shall see you out on the battlefield.
context: I'm sure the Liberator himself will join the battle.\And when he does...\The west gate!\Hurry!\What will you do, Ikoma-kun?\I will fight!\I see.\Then I shall see you out on the battlefield. response:	Yes!
context: And when he does...\The west gate!\Hurry!\What will you do, Ikoma-kun?\I will fight!\I see.\Then I shall see you out on the battlefield.\Yes! response:	So they've come.
context: The west gate!\Hurry!\What will you do, Ikoma-kun?\I will fight!\I see.\Then I shall see you out on the battlefield.\Yes!\So they've come. response:	How many?
context: Hurry!\What will you do, Ikoma-kun?\I will fight!\I see.\Then I shall see you out on the battlefield.\Yes!\So they've come.\How many? response:	Seven hordes.
context: What will you do, Ikoma-kun?\I will fight!\I see.\Then I shall see you out on the battlefield.\Yes!\So they've come.\How many?\Seven hordes. response:	They have spread out in front of the wall.
context: I will fight!\I see.\Then I shall see you out on the battlefield.\Yes!\So they've come.\How many?\Seven hordes.\They have spread out in front of the wall. response:	There's no danger of a hybrid colony here.
context: I see.\Then I shall see you out on the battlefield.\Yes!\So they've come.\How many?\Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here. response:	Fifteen minutes is all we need.
context: Then I shall see you out on the battlefield.\Yes!\So they've come.\How many?\Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need. response:	Just enough for one canister.
context: Yes!\So they've come.\How many?\Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister. response:	We will deploy with light arms.
context: So they've come.\How many?\Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms. response:	After you slow them with cannon fire, we will clean them up.
context: How many?\Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up. response:	Understood.
context: Seven hordes.\They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood. response:	Forge by fire, prove in combat!
context: They have spread out in front of the wall.\There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat! response:	We can't use the Guardian Cannon because they're too close!
context: There's no danger of a hybrid colony here.\Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close! response:	Be careful!
context: Fifteen minutes is all we need.\Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful! response:	I will!
context: Just enough for one canister.\We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful!\I will! response:	In the end...
context: We will deploy with light arms.\After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful!\I will!\In the end... response:	That's Biba's Railfort!
context: After you slow them with cannon fire, we will clean them up.\Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful!\I will!\In the end...\That's Biba's Railfort! response:	Incendiary bomb!
context: Understood.\Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful!\I will!\In the end...\That's Biba's Railfort!\Incendiary bomb! response:	Fire!
context: Forge by fire, prove in combat!\We can't use the Guardian Cannon because they're too close!\Be careful!\I will!\In the end...\That's Biba's Railfort!\Incendiary bomb!\Fire! response:	All hands... charge!
context: We can't use the Guardian Cannon because they're too close!\Be careful!\I will!\In the end...\That's Biba's Railfort!\Incendiary bomb!\Fire!\All hands... charge! response:	Amazing...
context: Be careful!\I will!\In the end...\That's Biba's Railfort!\Incendiary bomb!\Fire!\All hands... charge!\Amazing... response:	They went to face them outside the walls...!
context: I will!\In the end...\That's Biba's Railfort!\Incendiary bomb!\Fire!\All hands... charge!\Amazing...\They went to face them outside the walls...! response:	That's right.
context: In the end...\That's Biba's Railfort!\Incendiary bomb!\Fire!\All hands... charge!\Amazing...\They went to face them outside the walls...!\That's right. response:	If you want to defeat the Corpses...
context: That's Biba's Railfort!\Incendiary bomb!\Fire!\All hands... charge!\Amazing...\They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses... response:	A stray Corpseless?
context: Incendiary bomb!\Fire!\All hands... charge!\Amazing...\They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses...\A stray Corpseless? response:	My guess would be that he has a high pain threshold.
context: Fire!\All hands... charge!\Amazing...\They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold. response:	Take care of everyone...
context: All hands... charge!\Amazing...\They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone... response:	Brother, let me!
context: Amazing...\They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me! response:	Okay, take care of it Nameless.
context: They went to face them outside the walls...!\That's right.\If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me!\Okay, take care of it Nameless. response:	Fireless, give her a hand.
context: That's right.\If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand. response:	Yes, sir.
context: If you want to defeat the Corpses...\A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir. response:	Another Corpseless?!
context: A stray Corpseless?\My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir.\Another Corpseless?! response:	Enoku, huh?
context: My guess would be that he has a high pain threshold.\Take care of everyone...\Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir.\Another Corpseless?!\Enoku, huh? response:	It's begun.
context: Take care of everyone...\Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir.\Another Corpseless?!\Enoku, huh?\It's begun. response:	You do not know...
context: Brother, let me!\Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir.\Another Corpseless?!\Enoku, huh?\It's begun.\You do not know... response:	I am here after having met some of them face-to-face.
context: Okay, take care of it Nameless.\Fireless, give her a hand.\Yes, sir.\Another Corpseless?!\Enoku, huh?\It's begun.\You do not know...\I am here after having met some of them face-to-face. response:	I am to kill you at the first opportunity!
context: Fireless, give her a hand.\Yes, sir.\Another Corpseless?!\Enoku, huh?\It's begun.\You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity! response:	I see.
context: Yes, sir.\Another Corpseless?!\Enoku, huh?\It's begun.\You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see. response:	I can tell you where they are.
context: Another Corpseless?!\Enoku, huh?\It's begun.\You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see.\I can tell you where they are. response:	All you must do... is ask it of me.
context: Enoku, huh?\It's begun.\You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see.\I can tell you where they are.\All you must do... is ask it of me. response:	Give me the order here... and I shall do as you bid!
context: It's begun.\You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see.\I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid! response:	I have no need of you.
context: You do not know...\I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see.\I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you. response:	Be gone.
context: I am here after having met some of them face-to-face.\I am to kill you at the first opportunity!\I see.\I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone. response:	Is that...
context: I am to kill you at the first opportunity!\I see.\I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone.\Is that... response:	H-Help me!
context: I see.\I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone.\Is that...\H-Help me! response:	You lied to me.
context: I can tell you where they are.\All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone.\Is that...\H-Help me!\You lied to me. response:	You already decided you would betray me.
context: All you must do... is ask it of me.\Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone.\Is that...\H-Help me!\You lied to me.\You already decided you would betray me. response:	You are weak.
context: Give me the order here... and I shall do as you bid!\I have no need of you.\Be gone.\Is that...\H-Help me!\You lied to me.\You already decided you would betray me.\You are weak. response:	Stop!
context: I have no need of you.\Be gone.\Is that...\H-Help me!\You lied to me.\You already decided you would betray me.\You are weak.\Stop! response:	Why... did you kill him?!
