context: I had lost my way during my journey. response:	Only my soul was wandering, while I stood still.
context: I will go ahead.\Please catch up with me as soon as possible.\U-Um...\It's okay.\He just doesn't know how dangerous it is for a shepherd to travel at night.\He's shouldering Remerio's future.\So it's natural.\The stars are pretty. response:	They're okay.
context: Please catch up with me as soon as possible.\U-Um...\It's okay.\He just doesn't know how dangerous it is for a shepherd to travel at night.\He's shouldering Remerio's future.\So it's natural.\The stars are pretty.\They're okay. response:	They're prettier where I was born.
context: U-Um...\It's okay.\He just doesn't know how dangerous it is for a shepherd to travel at night.\He's shouldering Remerio's future.\So it's natural.\The stars are pretty.\They're okay.\They're prettier where I was born. response:	I didn't think we could be having such a normal conversation under these circumstances.
context: It's okay.\He just doesn't know how dangerous it is for a shepherd to travel at night.\He's shouldering Remerio's future.\So it's natural.\The stars are pretty.\They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances. response:	We won't be able to hold out if we're pressured all day and night.
context: He just doesn't know how dangerous it is for a shepherd to travel at night.\He's shouldering Remerio's future.\So it's natural.\The stars are pretty.\They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night. response:	Well, I guess you're right.
context: He's shouldering Remerio's future.\So it's natural.\The stars are pretty.\They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right. response:	Tomorrow we'll be facing the problematic road.
context: So it's natural.\The stars are pretty.\They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road. response:	It feels like it wouldn't be strange if something just appeared.
context: The stars are pretty.\They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared. response:	Please don't panic if wolves appear.
context: They're okay.\They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear. response:	I will guide you safely to the city for sure.
context: They're prettier where I was born.\I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure. response:	May God protect us.
context: I didn't think we could be having such a normal conversation under these circumstances.\We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us. response:	Hey.
context: We won't be able to hold out if we're pressured all day and night.\Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us.\Hey. response:	Do you think we'll be okay with the wolves?
context: Well, I guess you're right.\Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us.\Hey.\Do you think we'll be okay with the wolves? response:	No, we're already surrounded.
context: Tomorrow we'll be facing the problematic road.\It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us.\Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded. response:	What'd you say?
context: It feels like it wouldn't be strange if something just appeared.\Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us.\Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say? response:	If that happened, I would guarantee your safety.
context: Please don't panic if wolves appear.\I will guide you safely to the city for sure.\May God protect us.\Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety. response:	I can't say the same for anyone else, though.
context: I will guide you safely to the city for sure.\May God protect us.\Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though. response:	It'll be problematic if everyone isn't safe.
context: May God protect us.\Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe. response:	I'm not really sure about that.
context: Hey.\Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that. response:	The wind is blowing in from the forest.
context: Do you think we'll be okay with the wolves?\No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest. response:	If there were wolves in the forest,
context: No, we're already surrounded.\What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest, response:	they would have bared their fangs and the sheep would have realized it already
context: What'd you say?\If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already response:	That's a smart dog.
context: If that happened, I would guarantee your safety.\I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog. response:	That makes me angry.
context: I can't say the same for anyone else, though.\It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry. response:	What do you mean?
context: It'll be problematic if everyone isn't safe.\I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry.\What do you mean? response:	That dog knows about me and is hiding it.
context: I'm not really sure about that.\The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry.\What do you mean?\That dog knows about me and is hiding it. response:	Really?
context: The wind is blowing in from the forest.\If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry.\What do you mean?\That dog knows about me and is hiding it.\Really? response:	Geez, he should know his place.
context: If there were wolves in the forest,\they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry.\What do you mean?\That dog knows about me and is hiding it.\Really?\Geez, he should know his place. response:	I wonder if Nora knows?
context: they would have bared their fangs and the sheep would have realized it already\That's a smart dog.\That makes me angry.\What do you mean?\That dog knows about me and is hiding it.\Really?\Geez, he should know his place.\I wonder if Nora knows? response:	If we fail at smuggling, then Nora is the one who is least able to justify her actions.
context: That's a smart dog.\That makes me angry.\What do you mean?\That dog knows about me and is hiding it.\Really?\Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions. response:	We could keep quiet about it and escape, but...
context: That makes me angry.\What do you mean?\That dog knows about me and is hiding it.\Really?\Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but... response:	Geez, you're so weak against blonde girls.
context: What do you mean?\That dog knows about me and is hiding it.\Really?\Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls. response:	I told you what punishments we could receive, right?
context: That dog knows about me and is hiding it.\Really?\Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right? response:	She won't be able to stand them with that small body of hers.
context: Really?\Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers. response:	Then you should protect her with all your might so that it doesn't happen.
context: Geez, he should know his place.\I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen. response:	Horo?
context: I wonder if Nora knows?\If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo? response:	It'd be great if they don't appear from here on out.
context: If we fail at smuggling, then Nora is the one who is least able to justify her actions.\We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out. response:	Eh? Ah, yes, really great.
context: We could keep quiet about it and escape, but...\Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great. response:	If we set off at dawn, we'll reach Ramtra by noon.
context: Geez, you're so weak against blonde girls.\I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon. response:	And then it'll finally be my turn.
context: I told you what punishments we could receive, right?\She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn. response:	I'll go and sleep to prepare myself.
context: She won't be able to stand them with that small body of hers.\Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself. response:	May you sleep well.
context: Then you should protect her with all your might so that it doesn't happen.\Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well. response:	Stay back, Lawrence.
context: Horo?\It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence. response:	There's nothing to panic about.
context: It'd be great if they don't appear from here on out.\Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence.\There's nothing to panic about. response:	Please wake up and be careful.
context: Eh? Ah, yes, really great.\If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful. response:	Did you drive them away?
context: If we set off at dawn, we'll reach Ramtra by noon.\And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful.\Did you drive them away? response:	At the very least, they've gone further away.
context: And then it'll finally be my turn.\I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away. response:	The wolves here are always like this.
context: I'll go and sleep to prepare myself.\May you sleep well.\Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this. response:	They don't howl or show any signs of attacking.
context: May you sleep well.\Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking. response:	They just watch and stare at us.
context: Stay back, Lawrence.\There's nothing to panic about.\Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us. response:	It certainly is strange that they don't howl.
context: There's nothing to panic about.\Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl. response:	I hope it goes well.
context: Please wake up and be careful.\Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well. response:	You're right.
context: Did you drive them away?\At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well.\You're right. response:	Um...
context: At the very least, they've gone further away.\The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well.\You're right.\Um... response:	Are you familiar with wolves, Horo?
context: The wolves here are always like this.\They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well.\You're right.\Um...\Are you familiar with wolves, Horo? response:	Ah, no, um...
context: They don't howl or show any signs of attacking.\They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well.\You're right.\Um...\Are you familiar with wolves, Horo?\Ah, no, um... response:	You seemed to have noticed the wolves quite quickly last night.
context: They just watch and stare at us.\It certainly is strange that they don't howl.\I hope it goes well.\You're right.\Um...\Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night. response:	It's nothing, just something like instinct.
context: It certainly is strange that they don't howl.\I hope it goes well.\You're right.\Um...\Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct. response:	Is that so?
context: I hope it goes well.\You're right.\Um...\Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so? response:	I might have been on guard to some extent.
context: You're right.\Um...\Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent. response:	You just can't rely on men.
context: Um...\Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent.\You just can't rely on men. response:	Don't you think so?
context: Are you familiar with wolves, Horo?\Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent.\You just can't rely on men.\Don't you think so? response:	Eh? Ah, no, that's not...
context: Ah, no, um...\You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent.\You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not... response:	Okay, then what do you think about him?
context: You seemed to have noticed the wolves quite quickly last night.\It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent.\You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him? response:	You don't need to worry, so just say what you think.
context: It's nothing, just something like instinct.\Is that so?\I might have been on guard to some extent.\You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think. response:	You have a pretty good eye for people!
context: Is that so?\I might have been on guard to some extent.\You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people! response:	In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.
context: I might have been on guard to some extent.\You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves. response:	Why's that?
context: You just can't rely on men.\Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that? response:	By the time night sets, the wolves will have already appeared.
context: Don't you think so?\Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared. response:	There's a cute rabbit like you right before them, after all.
context: Eh? Ah, no, that's not...\Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all. response:	There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.
context: Okay, then what do you think about him?\You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them. response:	Ah, um, that's because...
context: You don't need to worry, so just say what you think.\You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because... response:	That's a nice reaction!
context: You have a pretty good eye for people!\In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction! response:	Well, it's the opposite for me.
context: In the first place, it's strange to ask someone who's travelling with a man if they're familiar with wolves.\Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me. response:	My companion is a rabbit who would die from loneliness if I didn't care for him.
context: Why's that?\By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him. response:	Either way,
context: By the time night sets, the wolves will have already appeared.\There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him.\Either way, response:	it was just a coincidence that I noticed the wolves quickly.
context: There's a cute rabbit like you right before them, after all.\There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him.\Either way,\it was just a coincidence that I noticed the wolves quickly. response:	I had thought you were a shepherd.
context: There's no way a rabbit who's about to be eaten by wolves every night wouldn't be familiar with them.\Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him.\Either way,\it was just a coincidence that I noticed the wolves quickly.\I had thought you were a shepherd. response:	That's a real surprise.
context: Ah, um, that's because...\That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him.\Either way,\it was just a coincidence that I noticed the wolves quickly.\I had thought you were a shepherd.\That's a real surprise. response:	Enik seems to be very conscious of you, Horo.
context: That's a nice reaction!\Well, it's the opposite for me.\My companion is a rabbit who would die from loneliness if I didn't care for him.\Either way,\it was just a coincidence that I noticed the wolves quickly.\I had thought you were a shepherd.\That's a real surprise.\Enik seems to be very conscious of you, Horo. response:	Ah, that's probably because he's fallen for me.
