context: TS response:	SCRIPT
context: Because I want to protect that smile of yours\soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Sacrificial\Necrosis\Sacrificial response:	Sacrificial
context: soshite mata kanashimi no nai jikan no ruupu e to\And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Sacrificial\Necrosis\Sacrificial\Sacrificial response:	Sacrificial
context: And a loop in time without sadness will once again\nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Sacrificial\Necrosis\Sacrificial\Sacrificial\Sacrificial response:	Sacrificial
context: nomikomarete yuku kodoku no kansokusha\Engulf me, a lonely observer\Sacrificial\Necrosis\Sacrificial\Sacrificial\Sacrificial\Sacrificial response:	Sacrificial
context: Engulf me, a lonely observer\Sacrificial\Necrosis\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial response:	Sacrificial
context: Sacrificial\Necrosis\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial response:	Sacrificial
context: Necrosis\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial response:	Sacrificial
context: Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial response:	Necrosis
context: Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Necrosis response:	Necrosis
context: Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Necrosis\Necrosis response:	Necrosis
context: Sacrificial\Sacrificial\Sacrificial\Sacrificial\Sacrificial\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Sacrificial\Sacrificial\Sacrificial\Sacrificial\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Sacrificial\Sacrificial\Sacrificial\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Sacrificial\Sacrificial\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Sacrificial\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Necrosis
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis response:	Where's Suzuha?
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Where's Suzuha? response:	Didn't she just leave?
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Where's Suzuha?\Didn't she just leave? response:	Why are you asking?
context: Necrosis\Necrosis\Necrosis\Necrosis\Necrosis\Where's Suzuha?\Didn't she just leave?\Why are you asking? response:	I'll explain later!
context: Necrosis\Necrosis\Necrosis\Necrosis\Where's Suzuha?\Didn't she just leave?\Why are you asking?\I'll explain later! response:	Damn.
context: Necrosis\Necrosis\Necrosis\Where's Suzuha?\Didn't she just leave?\Why are you asking?\I'll explain later!\Damn. response:	I forgot to ask when the man was coming.
context: Necrosis\Necrosis\Where's Suzuha?\Didn't she just leave?\Why are you asking?\I'll explain later!\Damn.\I forgot to ask when the man was coming. response:	Is that him?
context: Necrosis\Where's Suzuha?\Didn't she just leave?\Why are you asking?\I'll explain later!\Damn.\I forgot to ask when the man was coming.\Is that him? response:	He was right. The silhouette is like a barrel or a balloon.
context: Where's Suzuha?\Didn't she just leave?\Why are you asking?\I'll explain later!\Damn.\I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon. response:	Daru?
context: Didn't she just leave?\Why are you asking?\I'll explain later!\Damn.\I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru? response:	Okarin...
context: Why are you asking?\I'll explain later!\Damn.\I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin... response:	Jeez.
context: I'll explain later!\Damn.\I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin...\Jeez. response:	Why did you decide to get a fake pin badge?
context: Damn.\I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin...\Jeez.\Why did you decide to get a fake pin badge? response:	Wouldn't it suck if she couldn't find her dad?
context: I forgot to ask when the man was coming.\Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin...\Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad? response:	So I figured I'd show her the badge
context: Is that him?\He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin...\Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge response:	and make a fake Titor.
context: He was right. The silhouette is like a barrel or a balloon.\Daru?\Okarin...\Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor. response:	So you wanted to get her excited over nothing?
context: Daru?\Okarin...\Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing? response:	There are two types of lies.
context: Okarin...\Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies. response:	Lies that hurt, and lies that don't
context: Jeez.\Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't response:	Do you really think Suzuha would want that?
context: Why did you decide to get a fake pin badge?\Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that? response:	Miss Amane told me not to tell anyone this, but...
context: Wouldn't it suck if she couldn't find her dad?\So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but... response:	That time machine can only travel backward.
context: So I figured I'd show her the badge\and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward. response:	Once you go, you can't return.
context: and make a fake Titor.\So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return. response:	How's it going?
context: So you wanted to get her excited over nothing?\There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return.\How's it going? response:	Something to drink.
context: There are two types of lies.\Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return.\How's it going?\Something to drink. response:	Oh, you brought me an ice-cold zero-calorie cola!
context: Lies that hurt, and lies that don't\Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return.\How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola! response:	You're too kind.
context: Do you really think Suzuha would want that?\Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return.\How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind. response:	Well?
context: Miss Amane told me not to tell anyone this, but...\That time machine can only travel backward.\Once you go, you can't return.\How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well? response:	Can we fix the time machine?
context: That time machine can only travel backward.\Once you go, you can't return.\How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well?\Can we fix the time machine? response:	Probably by tomorrow.
context: Once you go, you can't return.\How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well?\Can we fix the time machine?\Probably by tomorrow. response:	Even working this whole time, that's still amazing!
context: How's it going?\Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well?\Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing! response:	Daru's the real thing.
context: Something to drink.\Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well?\Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing. response:	I told you not to judge him by his looks.
context: Oh, you brought me an ice-cold zero-calorie cola!\You're too kind.\Well?\Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks. response:	Did you say that?
context: You're too kind.\Well?\Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks.\Did you say that? response:	Even if he looks unhealthy and kind of dim...
context: Well?\Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim... response:	Yeah. I've changed my mind about him.
context: Can we fix the time machine?\Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him. response:	Then you help me, too.
context: Probably by tomorrow.\Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too. response:	And then, in the steaming hot confines of the time machine,
context: Even working this whole time, that's still amazing!\Daru's the real thing.\I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine, response:	we can forget our shame and take off our clothes...
context: Daru's the real thing.\I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes... response:	Shut up, pervert!
context: I told you not to judge him by his looks.\Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert! response:	Daru-kun and Suzu-san look good together.
context: Did you say that?\Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together. response:	Hey, I'm saying this because
context: Even if he looks unhealthy and kind of dim...\Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because response:	I don't think I'll ever have the chance to say it again.
context: Yeah. I've changed my mind about him.\Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again. response:	I'm really grateful to you all.
context: Then you help me, too.\And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all. response:	When I first came here, I didn't know anyone.
context: And then, in the steaming hot confines of the time machine,\we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone. response:	Even though this era is much more peaceful,
context: we can forget our shame and take off our clothes...\Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful, response:	somehow, to me, it was really scary.
context: Shut up, pervert!\Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful,\somehow, to me, it was really scary. response:	But now I have lots of friends.
context: Daru-kun and Suzu-san look good together.\Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful,\somehow, to me, it was really scary.\But now I have lots of friends. response:	I'm really happy that I could come here...
context: Hey, I'm saying this because\I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful,\somehow, to me, it was really scary.\But now I have lots of friends.\I'm really happy that I could come here... response:	That I could spend time with you guys.
context: I don't think I'll ever have the chance to say it again.\I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful,\somehow, to me, it was really scary.\But now I have lots of friends.\I'm really happy that I could come here...\That I could spend time with you guys. response:	I really had fun.
context: I'm really grateful to you all.\When I first came here, I didn't know anyone.\Even though this era is much more peaceful,\somehow, to me, it was really scary.\But now I have lots of friends.\I'm really happy that I could come here...\That I could spend time with you guys.\I really had fun. response:	I'm glad I could be a lab member,
