context: Damn! response:	Found some sake, Chief.
context: Hurry and serve the Chief!\Are you afraid, woman?\I like your face.\He is a demon.\Every woman the Chief had disappeared mysteriously.\We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?! response:	Hang on!
context: Are you afraid, woman?\I like your face.\He is a demon.\Every woman the Chief had disappeared mysteriously.\We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?!\Hang on! response:	The poison has traveled throughout your body.
context: I like your face.\He is a demon.\Every woman the Chief had disappeared mysteriously.\We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body. response:	You can watch me until you die, half-demon!
context: He is a demon.\Every woman the Chief had disappeared mysteriously.\We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon! response:	As I devour these women... one by one.
context: Every woman the Chief had disappeared mysteriously.\We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one. response:	If he gets the sword, we will all be saved.
context: We used to wonder about that.\Why you... bastard!\Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved. response:	Huh?!
context: Why you... bastard!\Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?! response:	Hey, old man!
context: Are you all right, Inuyasha?!\Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?!\Hey, old man! response:	Tetsusaiga!
context: Hang on!\The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?!\Hey, old man!\Tetsusaiga! response:	Please... save the women!
context: The poison has traveled throughout your body.\You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?!\Hey, old man!\Tetsusaiga!\Please... save the women! response:	Huh?!
context: You can watch me until you die, half-demon!\As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?!\Hey, old man!\Tetsusaiga!\Please... save the women!\Huh?! response:	What do you think you're doing?!
context: As I devour these women... one by one.\If he gets the sword, we will all be saved.\Huh?!\Hey, old man!\Tetsusaiga!\Please... save the women!\Huh?!\What do you think you're doing?! response:	Stupid old fool!
context: If he gets the sword, we will all be saved.\Huh?!\Hey, old man!\Tetsusaiga!\Please... save the women!\Huh?!\What do you think you're doing?!\Stupid old fool! response:	It's over for all of you!
context: Huh?!\Hey, old man!\Tetsusaiga!\Please... save the women!\Huh?!\What do you think you're doing?!\Stupid old fool!\It's over for all of you! response:	Damn...!
context: Hey, old man!\Tetsusaiga!\Please... save the women!\Huh?!\What do you think you're doing?!\Stupid old fool!\It's over for all of you!\Damn...! response:	Old geezer... trying to act smart.
context: Tetsusaiga!\Please... save the women!\Huh?!\What do you think you're doing?!\Stupid old fool!\It's over for all of you!\Damn...!\Old geezer... trying to act smart. response:	Gramps!
context: Please... save the women!\Huh?!\What do you think you're doing?!\Stupid old fool!\It's over for all of you!\Damn...!\Old geezer... trying to act smart.\Gramps! response:	Huh?
context: Huh?!\What do you think you're doing?!\Stupid old fool!\It's over for all of you!\Damn...!\Old geezer... trying to act smart.\Gramps!\Huh? response:	Gramps!
context: What do you think you're doing?!\Stupid old fool!\It's over for all of you!\Damn...!\Old geezer... trying to act smart.\Gramps!\Huh?\Gramps! response:	Noisy kid!
context: Stupid old fool!\It's over for all of you!\Damn...!\Old geezer... trying to act smart.\Gramps!\Huh?\Gramps!\Noisy kid! response:	Gramps!
context: It's over for all of you!\Damn...!\Old geezer... trying to act smart.\Gramps!\Huh?\Gramps!\Noisy kid!\Gramps! response:	The sword...
context: Damn...!\Old geezer... trying to act smart.\Gramps!\Huh?\Gramps!\Noisy kid!\Gramps!\The sword... response:	Huh?
context: Old geezer... trying to act smart.\Gramps!\Huh?\Gramps!\Noisy kid!\Gramps!\The sword...\Huh? response:	Please give it to him!
context: Gramps!\Huh?\Gramps!\Noisy kid!\Gramps!\The sword...\Huh?\Please give it to him! response:	Tetsusaiga?
context: Huh?\Gramps!\Noisy kid!\Gramps!\The sword...\Huh?\Please give it to him!\Tetsusaiga? response:	Where is Inuyasha?!
context: Gramps!\Noisy kid!\Gramps!\The sword...\Huh?\Please give it to him!\Tetsusaiga?\Where is Inuyasha?! response:	Where is he?!
context: Noisy kid!\Gramps!\The sword...\Huh?\Please give it to him!\Tetsusaiga?\Where is Inuyasha?!\Where is he?! response:	Hmm... a delicious-Iooking woman.
context: Gramps!\The sword...\Huh?\Please give it to him!\Tetsusaiga?\Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman. response:	Get her.
context: The sword...\Huh?\Please give it to him!\Tetsusaiga?\Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman.\Get her. response:	Yes sir!
context: Huh?\Please give it to him!\Tetsusaiga?\Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman.\Get her.\Yes sir! response:	You bandits!
context: Please give it to him!\Tetsusaiga?\Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman.\Get her.\Yes sir!\You bandits! response:	Don't resist!
context: Tetsusaiga?\Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman.\Get her.\Yes sir!\You bandits!\Don't resist! response:	Are you all right, Inuyasha?!
context: Where is Inuyasha?!\Where is he?!\Hmm... a delicious-Iooking woman.\Get her.\Yes sir!\You bandits!\Don't resist!\Are you all right, Inuyasha?! response:	No! The barrier is!
context: Where is he?!\Hmm... a delicious-Iooking woman.\Get her.\Yes sir!\You bandits!\Don't resist!\Are you all right, Inuyasha?!\No! The barrier is! response:	What's with you?!
context: Hmm... a delicious-Iooking woman.\Get her.\Yes sir!\You bandits!\Don't resist!\Are you all right, Inuyasha?!\No! The barrier is!\What's with you?! response:	It's the Chief's orders! Come here!
context: Get her.\Yes sir!\You bandits!\Don't resist!\Are you all right, Inuyasha?!\No! The barrier is!\What's with you?!\It's the Chief's orders! Come here! response:	No way! You won't touch a hair on Kagome's head!
context: Yes sir!\You bandits!\Don't resist!\Are you all right, Inuyasha?!\No! The barrier is!\What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head! response:	Sango!
context: You bandits!\Don't resist!\Are you all right, Inuyasha?!\No! The barrier is!\What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango! response:	You ain't getting away!
context: Don't resist!\Are you all right, Inuyasha?!\No! The barrier is!\What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away! response:	Darn... there's too many of them!
context: Are you all right, Inuyasha?!\No! The barrier is!\What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away!\Darn... there's too many of them! response:	Get'em!
context: No! The barrier is!\What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away!\Darn... there's too many of them!\Get'em! response:	The barrier won't hold... anymore.
context: What's with you?!\It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away!\Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore. response:	Inuyasha, are you all right?!
context: It's the Chief's orders! Come here!\No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away!\Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?! response:	Hang on!
context: No way! You won't touch a hair on Kagome's head!\Sango!\You ain't getting away!\Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on! response:	Inuyasha... what's?!
context: Sango!\You ain't getting away!\Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?! response:	What's this?!
context: You ain't getting away!\Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?!\What's this?! response:	Inuyasha!
context: Darn... there's too many of them!\Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?!\What's this?!\Inuyasha! response:	He ripped through my poison cocoon.
context: Get'em!\The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?!\What's this?!\Inuyasha!\He ripped through my poison cocoon. response:	Inuyasha...
context: The barrier won't hold... anymore.\Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?!\What's this?!\Inuyasha!\He ripped through my poison cocoon.\Inuyasha... response:	Inuyasha's face!
context: Inuyasha, are you all right?!\Hang on!\Inuyasha... what's?!\What's this?!\Inuyasha!\He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face! response:	He's transformed!
context: Hang on!\Inuyasha... what's?!\What's this?!\Inuyasha!\He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face!\He's transformed! response:	Kid...
context: Inuyasha... what's?!\What's this?!\Inuyasha!\He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face!\He's transformed!\Kid... response:	Don't make me laugh!
context: What's this?!\Inuyasha!\He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face!\He's transformed!\Kid...\Don't make me laugh! response:	You're only a half-demon.
context: Inuyasha!\He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face!\He's transformed!\Kid...\Don't make me laugh!\You're only a half-demon. response:	No way can you beat the demon Gatenmaru!
context: He ripped through my poison cocoon.\Inuyasha...\Inuyasha's face!\He's transformed!\Kid...\Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru! response:	Take this, kid!
context: Inuyasha...\Inuyasha's face!\He's transformed!\Kid...\Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid! response:	Why does he carry the scent of demon blood?
context: Inuyasha's face!\He's transformed!\Kid...\Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood? response:	So he's melted. After all, he was just a half-demon.
context: He's transformed!\Kid...\Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon. response:	Did you say something?!
context: Kid...\Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?! response:	You pesky moth!
context: Don't make me laugh!\You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth! response:	You ain't getting away!
context: You're only a half-demon.\No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth!\You ain't getting away! response:	Inuyasha...
context: No way can you beat the demon Gatenmaru!\Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth!\You ain't getting away!\Inuyasha... response:	Lord Sesshomaru...
context: Take this, kid!\Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth!\You ain't getting away!\Inuyasha...\Lord Sesshomaru... response:	Lord Sesshomaru, have you gone away again?
context: Why does he carry the scent of demon blood?\So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth!\You ain't getting away!\Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again? response:	Lord Sesshomaru, where are you?
context: So he's melted. After all, he was just a half-demon.\Did you say something?!\You pesky moth!\You ain't getting away!\Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you? response:	Lord Sesshomaru...
context: Did you say something?!\You pesky moth!\You ain't getting away!\Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru... response:	How could you leave your vassal and go?!
context: You pesky moth!\You ain't getting away!\Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?! response:	It's all because of that Rin!
context: You ain't getting away!\Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin! response:	Damn! He should just abandon that human child somewhere.
context: Inuyasha...\Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere. response:	Huh?! Could it be that...
context: Lord Sesshomaru...\Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that... response:	Lord Sesshomaru...
context: Lord Sesshomaru, have you gone away again?\Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru... response:	in order to confirm what Bokusen-Oh said...
context: Lord Sesshomaru, where are you?\Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said... response:	has gone to Inuyasha!
context: Lord Sesshomaru...\How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha! response:	Hmm? What kind of person is Inuyasha?
context: How could you leave your vassal and go?!\It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha? response:	Hmm, thanks for asking.
context: It's all because of that Rin!\Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking. response:	It's a long story, but one which must be told in order to understand.
context: Damn! He should just abandon that human child somewhere.\Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand. response:	Ahem!
context: Huh?! Could it be that...\Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem! response:	Inuyasha is Lord Sesshomaru's younger brother.
context: Lord Sesshomaru...\in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother. response:	However, in demon rank... in demon dignity...
context: in order to confirm what Bokusen-Oh said...\has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity... response:	there's no comparison.
context: has gone to Inuyasha!\Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison. response:	And that is because...
context: Hmm? What kind of person is Inuyasha?\Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison.\And that is because... response:	Huh?!
context: Hmm, thanks for asking.\It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison.\And that is because...\Huh?! response:	What?
context: It's a long story, but one which must be told in order to understand.\Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison.\And that is because...\Huh?!\What? response:	Hey!
context: Ahem!\Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison.\And that is because...\Huh?!\What?\Hey! response:	Wait! Where are you going?
context: Inuyasha is Lord Sesshomaru's younger brother.\However, in demon rank... in demon dignity...\there's no comparison.\And that is because...\Huh?!\What?\Hey!\Wait! Where are you going? response:	It sounds like a long story.
context: However, in demon rank... in demon dignity...\there's no comparison.\And that is because...\Huh?!\What?\Hey!\Wait! Where are you going?\It sounds like a long story. response:	Let's go, A-Un!
context: there's no comparison.\And that is because...\Huh?!\What?\Hey!\Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un! response:	There's nice juicy grass over there.
context: And that is because...\Huh?!\What?\Hey!\Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there. response:	A-Un?!
context: Huh?!\What?\Hey!\Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there.\A-Un?! response:	Why be so mean to me?
context: What?\Hey!\Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there.\A-Un?!\Why be so mean to me? response:	You ain't getting away!
context: Hey!\Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there.\A-Un?!\Why be so mean to me?\You ain't getting away! response:	Kagome!
context: Wait! Where are you going?\It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there.\A-Un?!\Why be so mean to me?\You ain't getting away!\Kagome! response:	Kirara! Protect those people!
context: It sounds like a long story.\Let's go, A-Un!\There's nice juicy grass over there.\A-Un?!\Why be so mean to me?\You ain't getting away!\Kagome!\Kirara! Protect those people! response:	Inuyasha!
context: Let's go, A-Un!\There's nice juicy grass over there.\A-Un?!\Why be so mean to me?\You ain't getting away!\Kagome!\Kirara! Protect those people!\Inuyasha! response:	H-help!
context: There's nice juicy grass over there.\A-Un?!\Why be so mean to me?\You ain't getting away!\Kagome!\Kirara! Protect those people!\Inuyasha!\H-help! response:	W-we were just following the Chief's orders!
context: A-Un?!\Why be so mean to me?\You ain't getting away!\Kagome!\Kirara! Protect those people!\Inuyasha!\H-help!\W-we were just following the Chief's orders! response:	Spare us!
context: Why be so mean to me?\You ain't getting away!\Kagome!\Kirara! Protect those people!\Inuyasha!\H-help!\W-we were just following the Chief's orders!\Spare us! response:	Stop, Inuyasha!
context: You ain't getting away!\Kagome!\Kirara! Protect those people!\Inuyasha!\H-help!\W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha! response:	They're begging for mercy!
context: Kagome!\Kirara! Protect those people!\Inuyasha!\H-help!\W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha!\They're begging for mercy! response:	Even Kagome can't reach him.
context: Kirara! Protect those people!\Inuyasha!\H-help!\W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him. response:	He's laughing...
context: Inuyasha!\H-help!\W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him.\He's laughing... response:	as he's about to kill!
context: H-help!\W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him.\He's laughing...\as he's about to kill! response:	Kagome, give Tetsusaiga to Inuyasha...
context: W-we were just following the Chief's orders!\Spare us!\Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him.\He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha... response:	and calm him down.
context: Spare us!\Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him.\He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down. response:	I can't stand to see his face like that!
context: Stop, Inuyasha!\They're begging for mercy!\Even Kagome can't reach him.\He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that! response:	Uh-huh...
context: They're begging for mercy!\Even Kagome can't reach him.\He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that!\Uh-huh... response:	Inuyasha, take Tetsusaiga!
context: Even Kagome can't reach him.\He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga! response:	Return to your old self, Inuyasha!
context: He's laughing...\as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha! response:	- Huh?! - Sesshomaru!
context: as he's about to kill!\Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru! response:	Why is he?!
context: Kagome, give Tetsusaiga to Inuyasha...\and calm him down.\I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?! response:	Hmm... A monster who only knows to fight.
context: and calm him down.\I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight. response:	But...
context: I can't stand to see his face like that!\Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight.\But... response:	the pure demon blood of his father is too strong for a half-demon.
context: Uh-huh...\Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon. response:	After repeated transformation...
context: Inuyasha, take Tetsusaiga!\Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation... response:	Inuyasha will eventually lose his soul...
context: Return to your old self, Inuyasha!\- Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul... response:	Come at me, Inuyasha.
context: - Huh?! - Sesshomaru!\Why is he?!\Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha. response:	I'll test you...
context: Why is he?!\Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you... response:	to see just how strong you are when you transform.
context: Hmm... A monster who only knows to fight.\But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform. response:	Inuyasha!
context: But...\the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform.\Inuyasha! response:	No, Inuyasha!
context: the pure demon blood of his father is too strong for a half-demon.\After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha! response:	Sesshomaru's Tokijin can slay an enemy with the slightest pressure.
context: After repeated transformation...\Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure. response:	You will be killed before you even reach him!
context: Inuyasha will eventually lose his soul...\Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him! response:	He punched away the sword!
context: Come at me, Inuyasha.\I'll test you...\to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword! response:	Huh... Pointless!
context: I'll test you...\to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless! response:	He's full of lacerations!
context: to see just how strong you are when you transform.\Inuyasha!\No, Inuyasha!\Sesshomaru's Tokijin can slay an enemy with the slightest pressure.\You will be killed before you even reach him!\He punched away the sword!\Huh... Pointless!\He's full of lacerations! response:	Stop already! Inuyasha!
