context: Erza... response:	I apologize.
context: Good, Gildarts!\Let's have a fight where we can fly even higher!\How about we fight seriously now?\Black Hole!\What the...\An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly! response:	Come forth, Dimguil's Tower!
context: Let's have a fight where we can fly even higher!\How about we fight seriously now?\Black Hole!\What the...\An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly!\Come forth, Dimguil's Tower! response:	Blast these foolish Fairies with all that sadness, and return them to dust!
context: How about we fight seriously now?\Black Hole!\What the...\An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust! response:	What is this?
context: Black Hole!\What the...\An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this? response:	I can't move!
context: What the...\An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move! response:	Damn it!
context: An infinite gravity well that sucks in everything!\Why, you...\Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Damn it! response:	Even we are caught up!
context: Why, you...\Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Damn it!\Even we are caught up! response:	Crap...
context: Fly! Fly!\Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Damn it!\Even we are caught up!\Crap... response:	I don't have a choice.
context: Come forth, Dimguil's Tower!\Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Damn it!\Even we are caught up!\Crap...\I don't have a choice. response:	I'll use my Figure Eyes.
context: Blast these foolish Fairies with all that sadness, and return them to dust!\What is this?\I can't move!\Damn it!\Even we are caught up!\Crap...\I don't have a choice.\I'll use my Figure Eyes. response:	But it won't work on someone with glasses...
context: What is this?\I can't move!\Damn it!\Even we are caught up!\Crap...\I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses... response:	Actually...
context: I can't move!\Damn it!\Even we are caught up!\Crap...\I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually... response:	There's a man I can count on with his eyes wide open!
context: Damn it!\Even we are caught up!\Crap...\I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open! response:	I'll be controlling you for a bit!
context: Even we are caught up!\Crap...\I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit! response:	Do it!
context: Crap...\I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it! response:	Countin' on you!
context: I don't have a choice.\I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it!\Countin' on you! response:	What?
context: I'll use my Figure Eyes.\But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it!\Countin' on you!\What? response:	The spell is broken!
context: But it won't work on someone with glasses...\Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it!\Countin' on you!\What?\The spell is broken! response:	Fried!
context: Actually...\There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it!\Countin' on you!\What?\The spell is broken!\Fried! response:	Please!
context: There's a man I can count on with his eyes wide open!\I'll be controlling you for a bit!\Do it!\Countin' on you!\What?\The spell is broken!\Fried!\Please! response:	Right!
context: I'll be controlling you for a bit!\Do it!\Countin' on you!\What?\The spell is broken!\Fried!\Please!\Right! response:	Cracks?
context: Do it!\Countin' on you!\What?\The spell is broken!\Fried!\Please!\Right!\Cracks? response:	If you wanna fly so bad, how about I send you flying?
context: Countin' on you!\What?\The spell is broken!\Fried!\Please!\Right!\Cracks?\If you wanna fly so bad, how about I send you flying? response:	You broke my spell to pieces?
context: What?\The spell is broken!\Fried!\Please!\Right!\Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces? response:	Eh?
context: The spell is broken!\Fried!\Please!\Right!\Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh? response:	Fight for what's right!
context: Fried!\Please!\Right!\Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh?\Fight for what's right! response:	The heavens!
context: Please!\Right!\Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh?\Fight for what's right!\The heavens! response:	Ecriture of Darkness!
context: Right!\Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh?\Fight for what's right!\The heavens!\Ecriture of Darkness! response:	Perish!
context: Cracks?\If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh?\Fight for what's right!\The heavens!\Ecriture of Darkness!\Perish! response:	Looks like your magic power is back to normal...
context: If you wanna fly so bad, how about I send you flying?\You broke my spell to pieces?\Eh?\Fight for what's right!\The heavens!\Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal... response:	Ul's... will?
context: You broke my spell to pieces?\Eh?\Fight for what's right!\The heavens!\Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal...\Ul's... will? response:	You're free to believe me or not...
context: Eh?\Fight for what's right!\The heavens!\Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not... response:	I'm taking Zeref and leaving this island.
context: Fight for what's right!\The heavens!\Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island. response:	You... defeat Hades.
context: The heavens!\Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades. response:	With Ul's spell, Iced Shell, you should be able to defeat him.
context: Ecriture of Darkness!\Perish!\Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him. response:	Please...
context: Perish!\Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please... response:	You're the only one who can carry out what Ul and I have wished for!
context: Looks like your magic power is back to normal...\Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for! response:	Hurry, hurry!
context: Ul's... will?\You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry! response:	It's like that weakness from before was just some bad dream...
context: You're free to believe me or not...\I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream... response:	Just'cause things are a little easier, it's not like we're fully recovered...
context: I'm taking Zeref and leaving this island.\You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered... response:	Natsu, don't you think you're going a little fast?
context: You... defeat Hades.\With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast? response:	We gotta! I have to think of Gramps here!
context: With Ul's spell, Iced Shell, you should be able to defeat him.\Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here! response:	And I won't know what's happened to everyone else unless we get back to the camp!
context: Please...\You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp! response:	I'm so hungry I can't walk!
context: You're the only one who can carry out what Ul and I have wished for!\Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk! response:	Look here, li'l kitty. You do understand the situation we're in when you said that, right?
context: Hurry, hurry!\It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right? response:	Like they say, care killed the cat.
context: It's like that weakness from before was just some bad dream...\Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat. response:	Actually, I am hungry.
context: Just'cause things are a little easier, it's not like we're fully recovered...\Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry. response:	The only thing I ate was the fire from that God Slayer,
context: Natsu, don't you think you're going a little fast?\We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer, response:	and then I beat the crap out of him...
context: We gotta! I have to think of Gramps here!\And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him... response:	Well, me too. Cana's heavier than you'd think...
context: And I won't know what's happened to everyone else unless we get back to the camp!\I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think... response:	Cana's unconscious, but that's still a terrible thing to say...
context: I'm so hungry I can't walk!\Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say... response:	See? It's not always me!
context: Look here, li'l kitty. You do understand the situation we're in when you said that, right?\Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me! response:	Everyone, we're in trouble!
context: Like they say, care killed the cat.\Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble! response:	I was curious, so I climbed way up high.
context: Actually, I am hungry.\The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high. response:	The giant tree growing on the island has collapsed down to the roots!
context: The only thing I ate was the fire from that God Slayer,\and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots! response:	Then that means the felling of the tree was the cause of our magic power drying up?
context: and then I beat the crap out of him...\Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up? response:	It is called the Tenrou Tree.
context: Well, me too. Cana's heavier than you'd think...\Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree. response:	I hear it gives divine protection to those in the guild.
context: Cana's unconscious, but that's still a terrible thing to say...\See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild. response:	I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.
context: See? It's not always me!\Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something. response:	Then that's why all the injured people made it.
context: Everyone, we're in trouble!\I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it. response:	But then, why did our magic power return?
context: I was curious, so I climbed way up high.\The giant tree growing on the island has collapsed down to the roots!\Then that means the felling of the tree was the cause of our magic power drying up?\It is called the Tenrou Tree.\I hear it gives divine protection to those in the guild.\I dunno the details, but anyone who's got a Fairy Tail mark can't die or something.\Then that's why all the injured people made it.\But then, why did our magic power return? response:	The tree is still toppled...
