context: *Episode 1 response:	*Prologue
context: I heard she's got a really strong psychic aura. She's attracting something.\I mean, even her name is Sadako, like from Ringu.\Her parents gave her a pretty blunt name, huh?\Go ahead, I'm done.\I don't mean to burst your bubble, but I can't see ghosts or anything.\And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me. response:	I wish I could just fit in.
context: I mean, even her name is Sadako, like from Ringu.\Her parents gave her a pretty blunt name, huh?\Go ahead, I'm done.\I don't mean to burst your bubble, but I can't see ghosts or anything.\And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in. response:	This time, for sure.
context: Her parents gave her a pretty blunt name, huh?\Go ahead, I'm done.\I don't mean to burst your bubble, but I can't see ghosts or anything.\And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure. response:	I heard they get lots of celebrities.
context: Go ahead, I'm done.\I don't mean to burst your bubble, but I can't see ghosts or anything.\And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities. response:	H-Hirano-san, Endo-san.
context: I don't mean to burst your bubble, but I can't see ghosts or anything.\And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san. response:	Good morning.
context: And my name's not Sadako, it's Sawako.\It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning. response:	I think that was a cheerful hello.
context: It's written as breezy child. Sawako.\For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello. response:	Morning.
context: For some reason, everyone's afraid of me.\I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello.\Morning. response:	Walking?
context: I wish I could just fit in.\This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello.\Morning.\Walking? response:	Kazehaya-kun.
context: This time, for sure.\I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello.\Morning.\Walking?\Kazehaya-kun. response:	Wow.
context: I heard they get lots of celebrities.\H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello.\Morning.\Walking?\Kazehaya-kun.\Wow. response:	He's always the center of attention
context: H-Hirano-san, Endo-san.\Good morning.\I think that was a cheerful hello.\Morning.\Walking?\Kazehaya-kun.\Wow.\He's always the center of attention response:	and he's cheerful and cool.
context: Good morning.\I think that was a cheerful hello.\Morning.\Walking?\Kazehaya-kun.\Wow.\He's always the center of attention\and he's cheerful and cool. response:	Morning, Kuronuma.
context: I think that was a cheerful hello.\Morning.\Walking?\Kazehaya-kun.\Wow.\He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma. response:	He's so nice!
context: Morning.\Walking?\Kazehaya-kun.\Wow.\He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma.\He's so nice! response:	He doesn't treat me differently!
context: Walking?\Kazehaya-kun.\Wow.\He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma.\He's so nice!\He doesn't treat me differently! response:	Kazehaya-kun is the exact opposite of me.
context: Kazehaya-kun.\Wow.\He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma.\He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me. response:	Everyone flocks around him
context: Wow.\He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma.\He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him response:	and forms a clique.
context: He's always the center of attention\and he's cheerful and cool.\Morning, Kuronuma.\He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique. response:	At the opening ceremony when I came to high school...
context: and he's cheerful and cool.\Morning, Kuronuma.\He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school... response:	H-Hey...
context: Morning, Kuronuma.\He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school...\H-Hey... response:	If you're heading to Kitahoro High School, it's that way.
context: He's so nice!\He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way. response:	Thanks.
context: He doesn't treat me differently!\Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks. response:	People only ever apologize to me.
context: Kazehaya-kun is the exact opposite of me.\Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me. response:	But he smiled and thanked me.
context: Everyone flocks around him\and forms a clique.\At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me.\But he smiled and thanked me. response:	Kazehaya-kun's been my idol ever since.
context: and forms a clique.\At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since. response:	I want to become like him someday.
context: At the opening ceremony when I came to high school...\H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday. response:	So...
context: H-Hey...\If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So... response:	we're going to have a test of courage on the day before the closing ceremony.
context: If you're heading to Kitahoro High School, it's that way.\Thanks.\People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony. response:	Wanna go?
context: Thanks.\People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go? response:	I'll post this on the bulletin board. Write your name down if you're coming.
context: People only ever apologize to me.\But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming. response:	Be sure to come if you can.
context: But he smiled and thanked me.\Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can. response:	Everyone? Then that means...
context: Kazehaya-kun's been my idol ever since.\I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means... response:	I wonder if Sadako's coming.
context: I want to become like him someday.\So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming. response:	I bet we'll see real ghosts if she does.
context: So...\we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does. response:	I can't live up to that!
context: we're going to have a test of courage on the day before the closing ceremony.\Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that! response:	I might let everyone down if nothing happens.
context: Wanna go?\I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens. response:	Summer break starts after the closing ceremony.
context: I'll post this on the bulletin board. Write your name down if you're coming.\Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony. response:	And summer break means...
context: Be sure to come if you can.\Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means... response:	study sessions.
context: Everyone? Then that means...\I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means...\study sessions. response:	Anyone want to come to school before the sessions and help me out?
context: I wonder if Sadako's coming.\I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out? response:	It's just once.
context: I bet we'll see real ghosts if she does.\I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once. response:	If no one volunteers, I'll choose myself.
context: I can't live up to that!\I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself. response:	N-No one wants to.
context: I might let everyone down if nothing happens.\Summer break starts after the closing ceremony.\And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to. response:	Um...
context: Summer break starts after the closing ceremony.\And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to.\Um... response:	Will I do?
context: And summer break means...\study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to.\Um...\Will I do? response:	Oh, sure.
context: study sessions.\Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to.\Um...\Will I do?\Oh, sure. response:	Kuronuma, then.
context: Anyone want to come to school before the sessions and help me out?\It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to.\Um...\Will I do?\Oh, sure.\Kuronuma, then. response:	Sensei,
context: It's just once.\If no one volunteers, I'll choose myself.\N-No one wants to.\Um...\Will I do?\Oh, sure.\Kuronuma, then.\Sensei, response:	Kuronuma's always doing that sort of stuff.
context: If no one volunteers, I'll choose myself.\N-No one wants to.\Um...\Will I do?\Oh, sure.\Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff. response:	No way.
context: N-No one wants to.\Um...\Will I do?\Oh, sure.\Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff.\No way. response:	I'm not sure we should make her keep picking up tasks.
context: Um...\Will I do?\Oh, sure.\Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks. response:	You want to do it then, Kazehaya?
context: Will I do?\Oh, sure.\Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya? response:	Whatever. Sure.
context: Oh, sure.\Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure. response:	He knew.
context: Kuronuma, then.\Sensei,\Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure.\He knew. response:	He knew what I've been doing.
context: Sensei,\Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure.\He knew.\He knew what I've been doing. response:	Um...
context: Kuronuma's always doing that sort of stuff.\No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure.\He knew.\He knew what I've been doing.\Um... response:	Let me do it.
context: No way.\I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure.\He knew.\He knew what I've been doing.\Um...\Let me do it. response:	I don't have much to do during the summer.
context: I'm not sure we should make her keep picking up tasks.\You want to do it then, Kazehaya?\Whatever. Sure.\He knew.\He knew what I've been doing.\Um...\Let me do it.\I don't have much to do during the summer. response:	I'm bored.
context: You want to do it then, Kazehaya?\Whatever. Sure.\He knew.\He knew what I've been doing.\Um...\Let me do it.\I don't have much to do during the summer.\I'm bored. response:	And I live nearby.
context: Whatever. Sure.\He knew.\He knew what I've been doing.\Um...\Let me do it.\I don't have much to do during the summer.\I'm bored.\And I live nearby. response:	And I'm really bored.
context: He knew.\He knew what I've been doing.\Um...\Let me do it.\I don't have much to do during the summer.\I'm bored.\And I live nearby.\And I'm really bored. response:	Well, if you insist...
context: He knew what I've been doing.\Um...\Let me do it.\I don't have much to do during the summer.\I'm bored.\And I live nearby.\And I'm really bored.\Well, if you insist... response:	That was close, Kazehaya.
context: Um...\Let me do it.\I don't have much to do during the summer.\I'm bored.\And I live nearby.\And I'm really bored.\Well, if you insist...\That was close, Kazehaya. response:	He knew.
context: Let me do it.\I don't have much to do during the summer.\I'm bored.\And I live nearby.\And I'm really bored.\Well, if you insist...\That was close, Kazehaya.\He knew. response:	I'm so dull, yet he knew what I've been doing.
context: I don't have much to do during the summer.\I'm bored.\And I live nearby.\And I'm really bored.\Well, if you insist...\That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing. response:	He's such a good guy.
context: I'm bored.\And I live nearby.\And I'm really bored.\Well, if you insist...\That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy. response:	I'm so happy.
context: And I live nearby.\And I'm really bored.\Well, if you insist...\That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy. response:	Sadako.
context: And I'm really bored.\Well, if you insist...\That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy.\Sadako. response:	Shino-chan.
context: Well, if you insist...\That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy.\Sadako.\Shino-chan. response:	Long time no see.
context: That was close, Kazehaya.\He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy.\Sadako.\Shino-chan.\Long time no see. response:	Yeah, now that we're in different classes.
context: He knew.\I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy.\Sadako.\Shino-chan.\Long time no see.\Yeah, now that we're in different classes. response:	How's class?
context: I'm so dull, yet he knew what I've been doing.\He's such a good guy.\I'm so happy.\Sadako.\Shino-chan.\Long time no see.\Yeah, now that we're in different classes.\How's class? response:	No one from grade school or middle school, is there?
context: He's such a good guy.\I'm so happy.\Sadako.\Shino-chan.\Long time no see.\Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there? response:	Yeah,
context: I'm so happy.\Sadako.\Shino-chan.\Long time no see.\Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there?\Yeah, response:	but there's this guy named Kazehaya-kun.
context: Sadako.\Shino-chan.\Long time no see.\Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun. response:	Oh, that cool guy.
context: Shino-chan.\Long time no see.\Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy. response:	He's not just cool,
context: Long time no see.\Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool, response:	he's 100 cool.
context: Yeah, now that we're in different classes.\How's class?\No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool,\he's 100 cool. response:	More like, he's made of cool.
context: How's class?\No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool,\he's 100 cool.\More like, he's made of cool. response:	Kazehaya-kun.
context: No one from grade school or middle school, is there?\Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool,\he's 100 cool.\More like, he's made of cool.\Kazehaya-kun. response:	That was bad, he heard you.
context: Yeah,\but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool,\he's 100 cool.\More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you. response:	You should apologize.
context: but there's this guy named Kazehaya-kun.\Oh, that cool guy.\He's not just cool,\he's 100 cool.\More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you.\You should apologize. response:	Apologize?
context: Oh, that cool guy.\He's not just cool,\he's 100 cool.\More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you.\You should apologize.\Apologize? response:	I was complimenting him. Did he take it the wrong way?
context: He's not just cool,\he's 100 cool.\More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you.\You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way? response:	Hey,
context: he's 100 cool.\More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you.\You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way?\Hey, response:	what am I supposed to make of what you just said?
context: More like, he's made of cool.\Kazehaya-kun.\That was bad, he heard you.\You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said? response:	It was a compliment.
context: Kazehaya-kun.\That was bad, he heard you.\You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said?\It was a compliment. response:	Gotcha.
context: That was bad, he heard you.\You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said?\It was a compliment.\Gotcha. response:	I'm coming over there, just a second.
context: You should apologize.\Apologize?\I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said?\It was a compliment.\Gotcha.\I'm coming over there, just a second. response:	I haven't really had a chance to talk to you yet.
context: Apologize?\I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said?\It was a compliment.\Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet. response:	That's awesome, Sadako.
context: I was complimenting him. Did he take it the wrong way?\Hey,\what am I supposed to make of what you just said?\It was a compliment.\Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako. response:	I heard he likes to talk to people who don't fit in.
context: Hey,\what am I supposed to make of what you just said?\It was a compliment.\Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in. response:	I'm relieved.
context: what am I supposed to make of what you just said?\It was a compliment.\Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved. response:	See you.
context: It was a compliment.\Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved.\See you. response:	Kazehaya-kun's such a nice person.
context: Gotcha.\I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved.\See you.\Kazehaya-kun's such a nice person. response:	He understood what I meant to say.
context: I'm coming over there, just a second.\I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved.\See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say. response:	He took me seriously.
context: I haven't really had a chance to talk to you yet.\That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved.\See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously. response:	Thank god.
context: That's awesome, Sadako.\I heard he likes to talk to people who don't fit in.\I'm relieved.\See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously.\Thank god. response:	I thought you might have hated me.
context: I heard he likes to talk to people who don't fit in.\I'm relieved.\See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously.\Thank god.\I thought you might have hated me. response:	H-Hate you?
context: I'm relieved.\See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously.\Thank god.\I thought you might have hated me.\H-Hate you? response:	N-No way.
context: See you.\Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously.\Thank god.\I thought you might have hated me.\H-Hate you?\N-No way. response:	All the time, I've wished I could be cool like you.
context: Kazehaya-kun's such a nice person.\He understood what I meant to say.\He took me seriously.\Thank god.\I thought you might have hated me.\H-Hate you?\N-No way.\All the time, I've wished I could be cool like you. response:	But yeah, I'm not particularly cool.
context: He understood what I meant to say.\He took me seriously.\Thank god.\I thought you might have hated me.\H-Hate you?\N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool. response:	No,
context: He took me seriously.\Thank god.\I thought you might have hated me.\H-Hate you?\N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No, response:	you are.
context: Thank god.\I thought you might have hated me.\H-Hate you?\N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No,\you are. response:	Even your name.
context: I thought you might have hated me.\H-Hate you?\N-No way.\All the time, I've wished I could be cool like you.\But yeah, I'm not particularly cool.\No,\you are.\Even your name. response:	What about your name?
