context: And we broke response:	Everything that was right
context: They have their own needs and wants, after all.\Well, I'm in awe.\But you only whistle during the day, right?\Yeah.\At night, these guys disappear back to their nests or something.\Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do. response:	A gift for someone?
context: Well, I'm in awe.\But you only whistle during the day, right?\Yeah.\At night, these guys disappear back to their nests or something.\Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do.\A gift for someone? response:	Yeah. But it looks really expensive, so I probably can't afford it.
context: But you only whistle during the day, right?\Yeah.\At night, these guys disappear back to their nests or something.\Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it. response:	Well, you'll be able to eventually.
context: Yeah.\At night, these guys disappear back to their nests or something.\Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually. response:	See ya.
context: At night, these guys disappear back to their nests or something.\Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya. response:	Take care.
context: Good. You must never whistle like that at night.\Why not?\It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya.\Take care. response:	Hey, Ibuki!
context: Why not?\It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya.\Take care.\Hey, Ibuki! response:	Come over here for a bit.
context: It's likely something bad will happen if you do.\A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya.\Take care.\Hey, Ibuki!\Come over here for a bit. response:	You know, I got kind of worried out there today,
context: A gift for someone?\Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya.\Take care.\Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today, response:	but look at that. We got here long before everyone else.
context: Yeah. But it looks really expensive, so I probably can't afford it.\Well, you'll be able to eventually.\See ya.\Take care.\Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else. response:	You're really starting to pull your weight around here.
context: Well, you'll be able to eventually.\See ya.\Take care.\Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here. response:	I plan to talk to the owner about bringing you on as a full-time sailor.
context: See ya.\Take care.\Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor. response:	Thank you, sir!
context: Take care.\Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir! response:	Anyway, our next stop is near your hometown, right?
context: Hey, Ibuki!\Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right? response:	If we get there early enough, you can go home and get some rest.
context: Come over here for a bit.\You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest. response:	Yes, sir!
context: You know, I got kind of worried out there today,\but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir! response:	If I tell her I've become a full-fledged sailor,
context: but look at that. We got here long before everyone else.\You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor, response:	she'll be proud, won't she?
context: You're really starting to pull your weight around here.\I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she? response:	Like I thought, they're not around.
context: I plan to talk to the owner about bringing you on as a full-time sailor.\Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around. response:	Oh.
context: Thank you, sir!\Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around.\Oh. response:	Damn, I forgot.
context: Anyway, our next stop is near your hometown, right?\If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around.\Oh.\Damn, I forgot. response:	Nothing's happening, though.
context: If we get there early enough, you can go home and get some rest.\Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around.\Oh.\Damn, I forgot.\Nothing's happening, though. response:	Keep it down, Ibuki!
context: Yes, sir!\If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around.\Oh.\Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki! response:	It was you earlier too, wasn't it?!
context: If I tell her I've become a full-fledged sailor,\she'll be proud, won't she?\Like I thought, they're not around.\Oh.\Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?! response:	Come on. Cut him some slack today.
context: she'll be proud, won't she?\Like I thought, they're not around.\Oh.\Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today. response:	I'm sure he's just excited to be aboard.
context: Like I thought, they're not around.\Oh.\Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard. response:	Y-Yes, sir.
context: Oh.\Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir. response:	Huh?
context: Damn, I forgot.\Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh? response:	What are those?
context: Nothing's happening, though.\Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh?\What are those? response:	Hey, wake up!
context: Keep it down, Ibuki!\It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh?\What are those?\Hey, wake up! response:	The hold is getting flooded!
context: It was you earlier too, wasn't it?!\Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh?\What are those?\Hey, wake up!\The hold is getting flooded! response:	Where did all these holes come from?!
context: Come on. Cut him some slack today.\I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh?\What are those?\Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?! response:	Hurry and plug them up!
context: I'm sure he's just excited to be aboard.\Y-Yes, sir.\Huh?\What are those?\Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up! response:	Scoop up the water and throw it overboard!
context: Y-Yes, sir.\Huh?\What are those?\Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard! response:	It's no use! There are too many holes!
context: Huh?\What are those?\Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes! response:	Ibuki!
context: What are those?\Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki! response:	You made it back alive.
context: Hey, wake up!\The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki!\You made it back alive. response:	So, we heard that the ship sank.
context: The hold is getting flooded!\Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki!\You made it back alive.\So, we heard that the ship sank. response:	Yes.
context: Where did all these holes come from?!\Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki!\You made it back alive.\So, we heard that the ship sank.\Yes. response:	We all managed to make it back on the lifeboat.
context: Hurry and plug them up!\Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki!\You made it back alive.\So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat. response:	I see.
context: Scoop up the water and throw it overboard!\It's no use! There are too many holes!\Ibuki!\You made it back alive.\So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat.\I see. response:	But what will we do now that the ship's sunk?
context: It's no use! There are too many holes!\Ibuki!\You made it back alive.\So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk? response:	Were you able to get paid?
context: Ibuki!\You made it back alive.\So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk?\Were you able to get paid? response:	I only have this left.
context: You made it back alive.\So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left. response:	What's this?
context: So, we heard that the ship sank.\Yes.\We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left.\What's this? response:	Why would you waste money on something like this?
context: Yes.\We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left.\What's this?\Why would you waste money on something like this? response:	You should take it to the pawnshop and sell it back.
context: We all managed to make it back on the lifeboat.\I see.\But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left.\What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back. response:	My goodness, this is trouble.
context: I see.\But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left.\What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble. response:	What am I going to feed the children?
context: But what will we do now that the ship's sunk?\Were you able to get paid?\I only have this left.\What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children? response:	Huh? What happened to this pot?
context: Were you able to get paid?\I only have this left.\What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot? response:	Oh no...
context: I only have this left.\What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot?\Oh no... response:	And it was fine just this morning, too.
context: What's this?\Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too. response:	Huh?
context: Why would you waste money on something like this?\You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too.\Huh? response:	Hm?
context: You should take it to the pawnshop and sell it back.\My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too.\Huh?\Hm? response:	And just what do you think you're doing?
context: My goodness, this is trouble.\What am I going to feed the children?\Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too.\Huh?\Hm?\And just what do you think you're doing? response:	Hey.
context: What am I going to feed the children?\Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too.\Huh?\Hm?\And just what do you think you're doing?\Hey. response:	Don't act innocent now.
context: Huh? What happened to this pot?\Oh no...\And it was fine just this morning, too.\Huh?\Hm?\And just what do you think you're doing?\Hey.\Don't act innocent now. response:	Well...
context: Oh no...\And it was fine just this morning, too.\Huh?\Hm?\And just what do you think you're doing?\Hey.\Don't act innocent now.\Well... response:	the stuff you bring is always a hodgepodge in terms of quality.
context: And it was fine just this morning, too.\Huh?\Hm?\And just what do you think you're doing?\Hey.\Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality. response:	So I figured you must have the really rare things tucked away somewhere.
context: Huh?\Hm?\And just what do you think you're doing?\Hey.\Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere. response:	Those really rare things are the tools of my trade.
context: Hm?\And just what do you think you're doing?\Hey.\Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade. response:	Of course I can't sell them.
context: And just what do you think you're doing?\Hey.\Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them. response:	He's gotten less trusting.
context: Hey.\Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting. response:	I can at least take a look, can't I?
context: Don't act innocent now.\Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I? response:	That's not a good idea, Adashino!
context: Well...\the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino! response:	You're jumbling up all the contents!
context: the stuff you bring is always a hodgepodge in terms of quality.\So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents! response:	Pardon me!
context: So I figured you must have the really rare things tucked away somewhere.\Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me! response:	Doctor! Are you in?
context: Those really rare things are the tools of my trade.\Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me!\Doctor! Are you in? response:	Doctor!
context: Of course I can't sell them.\He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me!\Doctor! Are you in?\Doctor! response:	Please come take a look at my wife!
context: He's gotten less trusting.\I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me!\Doctor! Are you in?\Doctor!\Please come take a look at my wife! response:	She's fallen ill with a strange sickness.
context: I can at least take a look, can't I?\That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me!\Doctor! Are you in?\Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness. response:	The village doctor can't make heads or tails of it.
context: That's not a good idea, Adashino!\You're jumbling up all the contents!\Pardon me!\Doctor! Are you in?\Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it. response:	A strange sickness, you say?
context: You're jumbling up all the contents!\Pardon me!\Doctor! Are you in?\Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it.\A strange sickness, you say? response:	As you can see,
context: Pardon me!\Doctor! Are you in?\Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it.\A strange sickness, you say?\As you can see, response:	her skin turned darker yesterday,
context: Doctor! Are you in?\Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it.\A strange sickness, you say?\As you can see,\her skin turned darker yesterday, response:	and she's getting colder by the hour.
context: Doctor!\Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it.\A strange sickness, you say?\As you can see,\her skin turned darker yesterday,\and she's getting colder by the hour. response:	Hmm...
context: Please come take a look at my wife!\She's fallen ill with a strange sickness.\The village doctor can't make heads or tails of it.\A strange sickness, you say?\As you can see,\her skin turned darker yesterday,\and she's getting colder by the hour.\Hmm... response:	Hey, do you know what caused this?
