context: There, there... response:	Y- Yamucha...
context: l shudder to think about him becoming my enemy again someday.\Thank you, Piccolo- san.\Don't get the wrong idea. You think I would save you?\I was just warming up for the marvelous battle that is about to get underway.\Assuming that's the kind of fight it turns out to be...\Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all! response:	They were hit dead-on!
context: Thank you, Piccolo- san.\Don't get the wrong idea. You think I would save you?\I was just warming up for the marvelous battle that is about to get underway.\Assuming that's the kind of fight it turns out to be...\Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on! response:	I- I did that at full power!
context: Don't get the wrong idea. You think I would save you?\I was just warming up for the marvelous battle that is about to get underway.\Assuming that's the kind of fight it turns out to be...\Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power! response:	So that's what a Saiyan is, is it?
context: I was just warming up for the marvelous battle that is about to get underway.\Assuming that's the kind of fight it turns out to be...\Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it? response:	Please let me handle them. I'll put all five of them away in the blink of an eye.
context: Assuming that's the kind of fight it turns out to be...\Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye. response:	Do as you like.
context: Well then, as you wish, how about we put an end to the games?\This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like. response:	However...
context: This means it's time for the real thing!\lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However... response:	We'll need to get him to tell us about the Dragon Balls afterward.
context: lmpossible! lt had hardly any effect on him at all!\They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward. response:	Yes, understood.
context: They were hit dead-on!\I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood. response:	Now then, entertain me the best that you can. First off...
context: I- I did that at full power!\So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off... response:	I'll start with you!
context: So that's what a Saiyan is, is it?\Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you! response:	Let me handle this!
context: Please let me handle them. I'll put all five of them away in the blink of an eye.\Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this! response:	Piccolo- san!
context: Do as you like.\However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this!\Piccolo- san! response:	Looks like this is going to be somewhat fun!
context: However...\We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun! response:	What?
context: We'll need to get him to tell us about the Dragon Balls afterward.\Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun!\What? response:	T- the ground is shaking!
context: Yes, understood.\Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun!\What?\T- the ground is shaking! response:	I- it's no use!
context: Now then, entertain me the best that you can. First off...\I'll start with you!\Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun!\What?\T- the ground is shaking!\I- it's no use! response:	Ten- san!
context: I'll start with you!\Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun!\What?\T- the ground is shaking!\I- it's no use!\Ten- san! response:	M- my telekinetic powers aren't working!
context: Let me handle this!\Piccolo- san!\Looks like this is going to be somewhat fun!\What?\T- the ground is shaking!\I- it's no use!\Ten- san!\M- my telekinetic powers aren't working! response:	T- this can't be!
context: Piccolo- san!\Looks like this is going to be somewhat fun!\What?\T- the ground is shaking!\I- it's no use!\Ten- san!\M- my telekinetic powers aren't working!\T- this can't be! response:	Piccolo- san!
context: Looks like this is going to be somewhat fun!\What?\T- the ground is shaking!\I- it's no use!\Ten- san!\M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san! response:	Stand firm, Gohan!
context: What?\T- the ground is shaking!\I- it's no use!\Ten- san!\M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san!\Stand firm, Gohan! response:	B- but!
context: T- the ground is shaking!\I- it's no use!\Ten- san!\M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san!\Stand firm, Gohan!\B- but! response:	Control your Ki!
context: I- it's no use!\Ten- san!\M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san!\Stand firm, Gohan!\B- but!\Control your Ki! response:	Don't let yourself be browbeaten by this level of Ki!
context: Ten- san!\M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san!\Stand firm, Gohan!\B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki! response:	R- right!
context: M- my telekinetic powers aren't working!\T- this can't be!\Piccolo- san!\Stand firm, Gohan!\B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right! response:	S - still, I had no idea it would be this bad...
context: T- this can't be!\Piccolo- san!\Stand firm, Gohan!\B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad... response:	Hmm? Is that-?
context: Piccolo- san!\Stand firm, Gohan!\B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-? response:	The Snake Princess' palace.
context: Stand firm, Gohan!\B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace. response:	W- what was that just now?
context: B- but!\Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now? response:	Beats me.
context: Control your Ki!\Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now?\Beats me. response:	If memory serves, that was the midpoint of the Serpentine Road.
context: Don't let yourself be browbeaten by this level of Ki!\R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road. response:	All right, everyone, just you wait!
context: R- right!\S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait! response:	Chaozu! Be careful!
context: S - still, I had no idea it would be this bad...\Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful! response:	H- here he comes!
context: Hmm? Is that-?\The Snake Princess' palace.\W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes! response:	Now then, which one of you shall I take care of first?
context: The Snake Princess' palace.\W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first? response:	Tenshinhan!
context: W- what was that just now?\Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan! response:	Get out of there!
context: Beats me.\If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there! response:	Ten- san!
context: If memory serves, that was the midpoint of the Serpentine Road.\All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there!\Ten- san! response:	Hmph! What fragile folk.
context: All right, everyone, just you wait!\Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there!\Ten- san!\Hmph! What fragile folk. response:	Now to finish you!
context: Chaozu! Be careful!\H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there!\Ten- san!\Hmph! What fragile folk.\Now to finish you! response:	You filthy bastard!
context: H- here he comes!\Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there!\Ten- san!\Hmph! What fragile folk.\Now to finish you!\You filthy bastard! response:	Tenshinhan- san!
context: Now then, which one of you shall I take care of first?\Tenshinhan!\Get out of there!\Ten- san!\Hmph! What fragile folk.\Now to finish you!\You filthy bastard!\Tenshinhan- san! response:	That's one tough bastard. He's still alive.
context: Tenshinhan!\Get out of there!\Ten- san!\Hmph! What fragile folk.\Now to finish you!\You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive. response:	W- what power he has!
context: Get out of there!\Ten- san!\Hmph! What fragile folk.\Now to finish you!\You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has! response:	Dammit! Tenshinhan!
context: Ten- san!\Hmph! What fragile folk.\Now to finish you!\You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan! response:	Wait!
context: Hmph! What fragile folk.\Now to finish you!\You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan!\Wait! response:	He's had it! Leave him alone!
context: Now to finish you!\You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone! response:	Don't interrupt!
context: You filthy bastard!\Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone!\Don't interrupt! response:	I can't see the bottom of the hole! Unbelievable!
context: Tenshinhan- san!\That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable! response:	What an incredible energy wave!
context: That's one tough bastard. He's still alive.\W- what power he has!\Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave! response:	C- Chaozu!
context: W- what power he has!\Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu! response:	Was he done in just now!?
context: Dammit! Tenshinhan!\Wait!\He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu!\Was he done in just now!? response:	Chaozu!
context: Wait!\He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu!\Was he done in just now!?\Chaozu! response:	Don't worry!
context: He's had it! Leave him alone!\Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu!\Was he done in just now!?\Chaozu!\Don't worry! response:	I'll send you to him soon enough- in the next world!
context: Don't interrupt!\I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu!\Was he done in just now!?\Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world! response:	D - damn...
context: I can't see the bottom of the hole! Unbelievable!\What an incredible energy wave!\C- Chaozu!\Was he done in just now!?\Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world!\D - damn... response:	Nappa! Look behind you!
context: What an incredible energy wave!\C- Chaozu!\Was he done in just now!?\Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you! response:	Chaozu!
context: C- Chaozu!\Was he done in just now!?\Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you!\Chaozu! response:	Why, you!
context: Was he done in just now!?\Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you!\Chaozu!\Why, you! response:	When did you get back there!? Come on, let go!
context: Chaozu!\Don't worry!\I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you!\Chaozu!\Why, you!\When did you get back there!? Come on, let go! response:	Why, you... why, you... runt!
context: Don't worry!\I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you!\Chaozu!\Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt! response:	Come on!
context: I'll send you to him soon enough- in the next world!\D - damn...\Nappa! Look behind you!\Chaozu!\Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on! response:	Come on!
context: D - damn...\Nappa! Look behind you!\Chaozu!\Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on!\Come on! response:	Chaozu! Get away from him!
context: Nappa! Look behind you!\Chaozu!\Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on!\Come on!\Chaozu! Get away from him! response:	Chaozu- san!
context: Chaozu!\Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on!\Come on!\Chaozu! Get away from him!\Chaozu- san! response:	Look at him.
context: Why, you!\When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on!\Come on!\Chaozu! Get away from him!\Chaozu- san!\Look at him. response:	Look at him! Don't turn away.
context: When did you get back there!? Come on, let go!\Why, you... why, you... runt!\Come on!\Come on!\Chaozu! Get away from him!\Chaozu- san!\Look at him.\Look at him! Don't turn away. response:	This is what fighting is.
context: Why, you... why, you... runt!\Come on!\Come on!\Chaozu! Get away from him!\Chaozu- san!\Look at him.\Look at him! Don't turn away.\This is what fighting is. response:	You're a persistent one!
context: Come on!\Come on!\Chaozu! Get away from him!\Chaozu- san!\Look at him.\Look at him! Don't turn away.\This is what fighting is.\You're a persistent one! response:	Chaozu! That's enough! Get away from him!
context: Come on!\Chaozu! Get away from him!\Chaozu- san!\Look at him.\Look at him! Don't turn away.\This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him! response:	T- Ten- san...
context: Chaozu! Get away from him!\Chaozu- san!\Look at him.\Look at him! Don't turn away.\This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san... response:	Thank you.
context: Chaozu- san!\Look at him.\Look at him! Don't turn away.\This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you. response:	W- what are you saying... Chaozu?
context: Look at him.\Look at him! Don't turn away.\This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you.\W- what are you saying... Chaozu? response:	Get away from there! Get away from there, now!
context: Look at him! Don't turn away.\This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now! response:	I enjoyed... being together... with you...
context: This is what fighting is.\You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you... response:	Chaozu! What are you thinking!?
context: You're a persistent one!\Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!? response:	Farewell, Ten- san. Please don't die.
context: Chaozu! That's enough! Get away from him!\T- Ten- san...\Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die. response:	D- don't tell me... you're-!
context: T- Ten- san...\Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-! response:	Farewell. Farewell!
context: Thank you.\W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-!\Farewell. Farewell! response:	Stop! Chaozu!
context: W- what are you saying... Chaozu?\Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-!\Farewell. Farewell!\Stop! Chaozu! response:	Farewell!
context: Get away from there! Get away from there, now!\I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-!\Farewell. Farewell!\Stop! Chaozu!\Farewell! response:	Chaozu!!
context: I enjoyed... being together... with you...\Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-!\Farewell. Farewell!\Stop! Chaozu!\Farewell!\Chaozu!! response:	Blowing himself up and taking them both out-
context: Chaozu! What are you thinking!?\Farewell, Ten- san. Please don't die.\D- don't tell me... you're-!\Farewell. Farewell!\Stop! Chaozu!\Farewell!\Chaozu!!\Blowing himself up and taking them both out- response:	that was a pretty drastic thing to do.
