context: /** TS by scol **/ response:	/** Full box motion **/
context: Are you making fun of him?\I'm respecting him.\Take one out and have a look at what's behind it.\Ooh, Jack!\TL note: Jack is a parody of Jump the magazine the Bakuman manga is serialized in.\'96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized. response:	Now then, on the other side of this door is the real workplace.
context: I'm respecting him.\Take one out and have a look at what's behind it.\Ooh, Jack!\TL note: Jack is a parody of Jump the magazine the Bakuman manga is serialized in.\'96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace. response:	What an incredible library of manga volumes!
context: Take one out and have a look at what's behind it.\Ooh, Jack!\TL note: Jack is a parody of Jump the magazine the Bakuman manga is serialized in.\'96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes! response:	I thought I had a collection, but this is a hundred times the size of it!
context: Ooh, Jack!\TL note: Jack is a parody of Jump the magazine the Bakuman manga is serialized in.\'96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it! response:	It sure takes me back.
context: TL note: Jack is a parody of Jump the magazine the Bakuman manga is serialized in.\'96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back. response:	Just how much did I use to come here?
context: '96, they sure are old!\But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here? response:	How much did I talk with Uncle?
context: But I'm gonna read'em later.\It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle? response:	They're in the room over there, too!
context: It looks like he got all the Jacks from when he was serialized.\Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too! response:	Uncle used to say that the best data for manga is manga.
context: Now then, on the other side of this door is the real workplace.\What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga. response:	Though with his crappy drawings, maybe he was the only one who said that.
context: What an incredible library of manga volumes!\I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that. response:	Hey, there are raw manuscripts and stuff here too, right?
context: I thought I had a collection, but this is a hundred times the size of it!\It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right? response:	Could I see them?
context: It sure takes me back.\Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them? response:	Yeah.
context: Just how much did I use to come here?\How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah. response:	I'm pretty sure they were in that closet.
context: How much did I talk with Uncle?\They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah.\I'm pretty sure they were in that closet. response:	Names
context: They're in the room over there, too!\Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah.\I'm pretty sure they were in that closet.\Names response:	Names
context: Uncle used to say that the best data for manga is manga.\Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah.\I'm pretty sure they were in that closet.\Names\Names response:	Names
context: Though with his crappy drawings, maybe he was the only one who said that.\Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah.\I'm pretty sure they were in that closet.\Names\Names\Names response:	Figures
context: Hey, there are raw manuscripts and stuff here too, right?\Could I see them?\Yeah.\I'm pretty sure they were in that closet.\Names\Names\Names\Figures response:	Figures
context: Could I see them?\Yeah.\I'm pretty sure they were in that closet.\Names\Names\Names\Figures\Figures response:	Figures
context: Yeah.\I'm pretty sure they were in that closet.\Names\Names\Names\Figures\Figures\Figures response:	Names
context: I'm pretty sure they were in that closet.\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Figures
context: Names\Figures\Figures\Figures\Names\Names\Names\Figures response:	Figures
context: Figures\Figures\Figures\Names\Names\Names\Figures\Figures response:	Figures
context: Figures\Figures\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Figures\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Figures
context: Names\Figures\Figures\Figures\Names\Names\Names\Figures response:	Figures
context: Figures\Figures\Figures\Names\Names\Names\Figures\Figures response:	Figures
context: Figures\Figures\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Figures\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Figures
context: Names\Figures\Figures\Figures\Names\Names\Names\Figures response:	Figures
context: Figures\Figures\Figures\Names\Names\Names\Figures\Figures response:	Figures
context: Figures\Figures\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Figures\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Figures
context: Names\Figures\Figures\Figures\Names\Names\Names\Figures response:	Figures
context: Figures\Figures\Figures\Names\Names\Names\Figures\Figures response:	Figures
context: Figures\Figures\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Figures\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Names
context: Names\Figures\Figures\Figures\Names\Names\Names\Names response:	Figures
context: Figures\Figures\Figures\Names\Names\Names\Names\Figures response:	Figures
context: Figures\Figures\Names\Names\Names\Names\Figures\Figures response:	Figures
context: Figures\Names\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Names\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Names
context: Names\Names\Figures\Figures\Figures\Names\Names\Names response:	Names
context: Names\Figures\Figures\Figures\Names\Names\Names\Names response:	Names
context: Figures\Figures\Figures\Names\Names\Names\Names\Names response:	Figures
context: Figures\Figures\Names\Names\Names\Names\Names\Figures response:	Figures
context: Figures\Names\Names\Names\Names\Names\Figures\Figures response:	Figures
context: Names\Names\Names\Names\Names\Figures\Figures\Figures response:	Names
context: Names\Names\Names\Names\Figures\Figures\Figures\Names response:	Names
context: Names\Names\Names\Figures\Figures\Figures\Names\Names response:	Figures
context: Names\Names\Figures\Figures\Figures\Names\Names\Figures response:	He sure sorted them nicely.
context: Names\Figures\Figures\Figures\Names\Names\Figures\He sure sorted them nicely. response:	Figures
context: Figures\Figures\Figures\Names\Names\Figures\He sure sorted them nicely.\Figures response:	Manuscripts
context: Figures\Figures\Names\Names\Figures\He sure sorted them nicely.\Figures\Manuscripts response:	Manuscripts
context: Figures\Names\Names\Figures\He sure sorted them nicely.\Figures\Manuscripts\Manuscripts response:	Data Materials
context: Names\Names\Figures\He sure sorted them nicely.\Figures\Manuscripts\Manuscripts\Data Materials response:	Manuscripts
context: Names\Figures\He sure sorted them nicely.\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts response:	Manuscripts
context: Figures\He sure sorted them nicely.\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts response:	Figures
context: He sure sorted them nicely.\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures response:	Manuscripts
context: Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts response:	Data Materials
context: Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials response:	Manuscripts
context: Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts response:	Data Materials
context: Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Data Materials response:	Manuscripts
context: Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Data Materials\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts response:	Figures
context: Manuscripts\Data Materials\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures response:	Manuscripts
context: Data Materials\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts response:	Data Materials
context: Manuscripts\Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials response:	Manuscripts
context: Data Materials\Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts response:	Manuscripts
context: Manuscripts\Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Manuscripts response:	Manuscripts
context: Figures\Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts response:	Data Materials
context: Manuscripts\Manuscripts\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials response:	Data Materials
context: Manuscripts\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Data Materials response:	Manuscripts
context: Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Data Materials\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Data Materials\Manuscripts\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Manuscripts\Data Materials\Data Materials\Manuscripts\Manuscripts\Manuscripts response:	Manuscripts
context: Manuscripts\Manuscripts\Data Materials\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts response:	Data Materials
context: Manuscripts\Data Materials\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials response:	Hey, is it really okay for me to look at them?
context: Data Materials\Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Hey, is it really okay for me to look at them? response:	Yeah.
context: Data Materials\Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Hey, is it really okay for me to look at them?\Yeah. response:	Which one should I pick?
context: Manuscripts\Manuscripts\Manuscripts\Manuscripts\Data Materials\Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick? response:	Might as well go with chapter one.
context: Manuscripts\Manuscripts\Manuscripts\Data Materials\Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick?\Might as well go with chapter one. response:	This is the first time I've ever seen a raw manuscript.
context: Manuscripts\Manuscripts\Data Materials\Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript. response:	Manuscripts are fine, but you should take a look at these first.
context: Manuscripts\Data Materials\Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first. response:	Names.
context: Data Materials\Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names. response:	Drafts showing where the panels split with rough drawings and the lines put in.
context: Hey, is it really okay for me to look at them?\Yeah.\Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in. response:	So this is a name?
context: Yeah.\Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name? response:	It's like a rough draft of a manga.
context: Which one should I pick?\Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga. response:	I've seen these on the application pages for manga awards.
context: Might as well go with chapter one.\This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards. response:	Name
context: This is the first time I've ever seen a raw manuscript.\Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name response:	First, the name is written and it's shown to the editor.
context: Manuscripts are fine, but you should take a look at these first.\Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor. response:	Editor Check
context: Names.\Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor.\Editor Check response:	Then it's rewritten until he gives the OK.
context: Drafts showing where the panels split with rough drawings and the lines put in.\So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK. response:	Once he gives the OK, you can start making it into a manuscript.
context: So this is a name?\It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript. response:	Manuscript
context: It's like a rough draft of a manga.\I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript response:	Most people who can just show a name
context: I've seen these on the application pages for manga awards.\Name\First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name response:	are mangakas whose talent has already been recognized.
context: Name\First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized. response:	We'll be bringing in a completed manuscript because we need to be recognized first.
context: First, the name is written and it's shown to the editor.\Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first. response:	Yeah, I know that much already.
context: Editor Check\Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already. response:	Hey, Saikou, do you plan on having me do all this?
context: Then it's rewritten until he gives the OK.\Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this? response:	You mean I can't just write it as text?
context: Once he gives the OK, you can start making it into a manuscript.\Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text? response:	Of course.
context: Manuscript\Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course. response:	Speaking of which, you can't just mimic that name either.
context: Most people who can just show a name\are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either. response:	Uncle did a gag manga, so the panels were small.
context: are mangakas whose talent has already been recognized.\We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small. response:	And it's too simple.
context: We'll be bringing in a completed manuscript because we need to be recognized first.\Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple. response:	Write a name that fits your own story.
context: Yeah, I know that much already.\Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story. response:	I told you, didn't I?
context: Hey, Saikou, do you plan on having me do all this?\You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story.\I told you, didn't I? response:	Unless you can write a name I approve of, I won't team up with you.
context: You mean I can't just write it as text?\Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you. response:	Of course, when it comes to the point of doing the art,
context: Of course.\Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art, response:	I'll think of the composition and fix the panel splits too.
context: Speaking of which, you can't just mimic that name either.\Uncle did a gag manga, so the panels were small.\And it's too simple.\Write a name that fits your own story.\I told you, didn't I?\Unless you can write a name I approve of, I won't team up with you.\Of course, when it comes to the point of doing the art,\I'll think of the composition and fix the panel splits too. response:	So Shuujin, please think of a story that would make me want to draw it.
