context: Water. response:	Earth.
context: Hey, where's the campfire? And what happened to the tent?\Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs. response:	Here it is, guys, The Great Divide.
context: Why don't you ask Miss Know It All? Queen of the Twigs!\Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide. response:	Wow! I could just stare at it forever.
context: Oh yeah? Well you're Mister Lazy Bum, King of the... Tents!\Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever. response:	Okay. I've seen enough.
context: Okay, listen guys. Harsh words won't solve problems, action will.\Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough. response:	How can you not be fascinated, Sokka? This is the largest canyon in the entire world.
context: Why don't you just switch jobs?\- Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world. response:	Then I'm sure we'll be able to see it very clearly from the air while we fly away.
context: - Sounds good. - Whatever.\You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away. response:	Hey! If you're looking for the Canyon Guide, I was here first!
context: You see that? Settling feuds and making peace. All in a days work for the Avatar.\Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first! response:	OOO... canyon guide. Sounds informative.
context: Come on Momo, that's fair. Appa's got five stomachs.\Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative. response:	Believe me, he's more than a tour guide, he's an earthbender.
context: Here it is, guys, The Great Divide.\Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender. response:	And the only way in and out of the canyon is with his help.
context: Wow! I could just stare at it forever.\Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help. response:	And he's takin' my tribe across next!
context: Okay. I've seen enough.\How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next! response:	Calm down, we know you're next.
context: How can you not be fascinated, Sokka? This is the largest canyon in the entire world.\Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next. response:	You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.
context: Then I'm sure we'll be able to see it very clearly from the air while we fly away.\Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee. response:	My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!
context: Hey! If you're looking for the Canyon Guide, I was here first!\OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se! response:	You're a refugee.
context: OOO... canyon guide. Sounds informative.\Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee. response:	Humph. Tell me somethin' I don't know.
context: Believe me, he's more than a tour guide, he's an earthbender.\And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know. response:	Is that your tribe?
context: And the only way in and out of the canyon is with his help.\And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe? response:	It most certainly is not.
context: And he's takin' my tribe across next!\Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not. response:	That's the Zhang tribe. A bunch of low-life thieves.
context: Calm down, we know you're next.\You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves. response:	They've been the enemies of my tribe for hundred years.
context: You wouldn't be calm if the Fire Nation destroyed your home and forced you to flee.\My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years. response:	Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!
context: My whole tribe has to walk thousands of miles to the capital city of Ba Sing Se!\You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it! response:	Where are the rest of the Gan Jin? Still tidying up their campsite?
context: You're a refugee.\Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite? response:	Yes! But they sent me ahead of them to hold a spot.
context: Humph. Tell me somethin' I don't know.\Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot. response:	I didn't know the canyon Guide took reservations.
context: Is that your tribe?\It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations. response:	Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!
context: It most certainly is not.\That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang! response:	So unorganized and ill prepared for a journey.
context: That's the Zhang tribe. A bunch of low-life thieves.\They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey. response:	Sorry about the wait, youngsters. Who's ready to cross this here canyon?
context: They've been the enemies of my tribe for hundred years.\Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon? response:	Um... one of them I think.
context: Hey Zhangs! I'm savin' a spot for my tribe so don't even think of stealing it!\Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think. response:	I was here first! My party's on their way!
context: Where are the rest of the Gan Jin? Still tidying up their campsite?\Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way! response:	I can't guide people who aren't here.
context: Yes! But they sent me ahead of them to hold a spot.\I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here. response:	Guess you guys'll have to make the trip tomorrow.
context: I didn't know the canyon Guide took reservations.\Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow. response:	Wait! Here they come!
context: Heh! Of course you didn't. That's the ignorance I'd expect from a messy Zhang!\So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come! response:	You're not seriously going to cave into these spoiled Gan Jins!
context: So unorganized and ill prepared for a journey.\Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins! response:	I mean, we're refugees too! And we've got sick people that need shelter.
context: Sorry about the wait, youngsters. Who's ready to cross this here canyon?\Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter. response:	We've got old people who are weary from traveling.
context: Um... one of them I think.\I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling. response:	Sick people get priority over old people.
context: I was here first! My party's on their way!\I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people. response:	Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.
context: I can't guide people who aren't here.\Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs. response:	If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.
context: Guess you guys'll have to make the trip tomorrow.\Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old. response:	I could smell your stink a mile away.
context: Wait! Here they come!\You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away. response:	Well Aang, ready to put your peace...
context: You're not seriously going to cave into these spoiled Gan Jins!\I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace... response:	These people have been feuding for hundred years.
context: I mean, we're refugees too! And we've got sick people that need shelter.\We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years. response:	Everyone, listen up! This is the Avatar! And if you give him a chance,...
context: We've got old people who are weary from traveling.\Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,... response:	Uh... you could share the earthbender and travel together?
context: Sick people get priority over old people.\Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together? response:	Absolutely not!
context: Maybe you Zhang's wouldn't have so many sick people if you weren't such slobs.\If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not! response:	We'd rather be taken by the Fire Nation than travel with those stinking thieves.
context: If you Gan Jins weren't so clean, maybe you wouldn't live to be so old.\I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves. response:	We wouldn't travel with you pompous fools anyway!
context: I could smell your stink a mile away.\Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway! response:	I am not pompous!
context: Well Aang, ready to put your peace...\These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous! response:	Alright! Here's the deal!
context: These people have been feuding for hundred years.\Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous!\Alright! Here's the deal! response:	We're all going down together and Appa here will fly your sick and elderly across.
context: Everyone, listen up! This is the Avatar! And if you give him a chance,...\Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous!\Alright! Here's the deal!\We're all going down together and Appa here will fly your sick and elderly across. response:	Does that seem fair?
context: Uh... you could share the earthbender and travel together?\Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous!\Alright! Here's the deal!\We're all going down together and Appa here will fly your sick and elderly across.\Does that seem fair? response:	Sorry Appa. You'll have to do this on your own.
context: Absolutely not!\We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous!\Alright! Here's the deal!\We're all going down together and Appa here will fly your sick and elderly across.\Does that seem fair?\Sorry Appa. You'll have to do this on your own. response:	And this feuding tribe stuff is serious business.
context: We'd rather be taken by the Fire Nation than travel with those stinking thieves.\We wouldn't travel with you pompous fools anyway!\I am not pompous!\Alright! Here's the deal!\We're all going down together and Appa here will fly your sick and elderly across.\Does that seem fair?\Sorry Appa. You'll have to do this on your own.\And this feuding tribe stuff is serious business. response:	Are you sure it's a good idea getting involved in this?
