context: Kimi ni Todoke response:	Episode 11 TL
context: gikochinaku hajimatta bakkari\just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath response:	aa yawarakakute atatakai kimi no te
context: just barely begun\gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te response:	Your hand is so warm held within mine;
context: gikochinaku hajimatta bakkari\just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine; response:	nigiri shimete sono kokoro no oku made todoku you ni
context: just barely begun\shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni response:	it reaches all the way to my heart.
context: shinkokyuu wo mou ikkai\I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart. response:	hohoenmi de kureta nara nigirikaeshite kuretara
context: I take a deep breath\shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara response:	I can't see a brighter future
context: shinkokyuu wo mou ikkai\I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future response:	boku wa tada mae wo miteru
context: I take a deep breath\aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru response:	than you smiling and taking my hand as well
context: aa yawarakakute atatakai kimi no te\Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well response:	After the Festival
context: Your hand is so warm held within mine;\nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival response:	Where's Sawako?
context: nigiri shimete sono kokoro no oku made todoku you ni\it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival\Where's Sawako? response:	She's at the festival after party.
context: it reaches all the way to my heart.\hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival\Where's Sawako?\She's at the festival after party. response:	Oh...
context: hohoenmi de kureta nara nigirikaeshite kuretara\I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival\Where's Sawako?\She's at the festival after party.\Oh... response:	Sawako goes out a lot now, doesn't she?
context: I can't see a brighter future\boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival\Where's Sawako?\She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she? response:	If she gets a boyfriend, she'll be out even more than this!
context: boku wa tada mae wo miteru\than you smiling and taking my hand as well\After the Festival\Where's Sawako?\She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this! response:	Here.
context: than you smiling and taking my hand as well\After the Festival\Where's Sawako?\She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here. response:	Th-That's right. When Sawako gets married, she'll...!
context: After the Festival\Where's Sawako?\She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...! response:	We're not talking about some far off event like marriage.
context: Where's Sawako?\She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage. response:	I wonder if they're on their way yet.
context: She's at the festival after party.\Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet. response:	I wonder!
context: Oh...\Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder! response:	Until they get to the party, it's just the two of them! All by themselves...
context: Sawako goes out a lot now, doesn't she?\If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves... response:	Did you wait long?
context: If she gets a boyfriend, she'll be out even more than this!\Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long? response:	I just got here.
context: Here.\Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here. response:	That's probably exactly what they said!
context: Th-That's right. When Sawako gets married, she'll...!\We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here.\That's probably exactly what they said! response:	I can't wait to make fun of them.
context: We're not talking about some far off event like marriage.\I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here.\That's probably exactly what they said!\I can't wait to make fun of them. response:	What if the two of them don't show up??
context: I wonder if they're on their way yet.\I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here.\That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up?? response:	Oh, man. I would so punch Kazehaya.
context: I wonder!\Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here.\That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya. response:	I meant to take a peek at him in secret but he totally looked at me!!
context: Until they get to the party, it's just the two of them! All by themselves...\Did you wait long?\I just got here.\That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!! response:	W-Why are you so upset? That hurts!
context: Did you wait long?\I just got here.\That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts! response:	I-I'm sorry!
context: I just got here.\That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry! response:	I'm just so nervous, I
context: That's probably exactly what they said!\I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I response:	Yeah, it's really nerve wracking.
context: I can't wait to make fun of them.\What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking. response:	And embarrassing.
context: What if the two of them don't show up??\Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing. response:	He feels the same way!
context: Oh, man. I would so punch Kazehaya.\I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way! response:	I like you!
context: I meant to take a peek at him in secret but he totally looked at me!!\W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way!\I like you! response:	You feel the same way too, right?
context: W-Why are you so upset? That hurts!\I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way!\I like you!\You feel the same way too, right? response:	I want all of you!
context: I-I'm sorry!\I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way!\I like you!\You feel the same way too, right?\I want all of you! response:	It's like a dream!
context: I'm just so nervous, I\Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way!\I like you!\You feel the same way too, right?\I want all of you!\It's like a dream! response:	Sawako!
context: Yeah, it's really nerve wracking.\And embarrassing.\He feels the same way!\I like you!\You feel the same way too, right?\I want all of you!\It's like a dream!\Sawako! response:	No, he only touched her with his hand!
context: And embarrassing.\He feels the same way!\I like you!\You feel the same way too, right?\I want all of you!\It's like a dream!\Sawako!\No, he only touched her with his hand! response:	No way, he didn't hug her?
context: He feels the same way!\I like you!\You feel the same way too, right?\I want all of you!\It's like a dream!\Sawako!\No, he only touched her with his hand!\No way, he didn't hug her? response:	No, barely touched her!
context: I like you!\You feel the same way too, right?\I want all of you!\It's like a dream!\Sawako!\No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her! response:	I see!
context: You feel the same way too, right?\I want all of you!\It's like a dream!\Sawako!\No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her!\I see! response:	No way!
context: I want all of you!\It's like a dream!\Sawako!\No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her!\I see!\No way! response:	I wish I had seen that!
context: It's like a dream!\Sawako!\No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her!\I see!\No way!\I wish I had seen that! response:	Wow...
context: Sawako!\No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her!\I see!\No way!\I wish I had seen that!\Wow... response:	No, still wrong! You guys are too close!
context: No, he only touched her with his hand!\No way, he didn't hug her?\No, barely touched her!\I see!\No way!\I wish I had seen that!\Wow...\No, still wrong! You guys are too close! response:	Kazehaya!
context: No way, he didn't hug her?\No, barely touched her!\I see!\No way!\I wish I had seen that!\Wow...\No, still wrong! You guys are too close!\Kazehaya! response:	Oh Kazehaya!
context: No, barely touched her!\I see!\No way!\I wish I had seen that!\Wow...\No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya! response:	Some people weren't lucky enough to see so we were reenacting it for them!
context: I see!\No way!\I wish I had seen that!\Wow...\No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them! response:	Oh right! Yesterday, in the classroom
context: No way!\I wish I had seen that!\Wow...\No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom response:	Joe...
context: I wish I had seen that!\Wow...\No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe... response:	Can I punch you now?
context: Wow...\No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe...\Can I punch you now? response:	Was what we just saw real?
context: No, still wrong! You guys are too close!\Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe...\Can I punch you now?\Was what we just saw real? response:	Do you really like Sadako, Kazehaya?
context: Kazehaya!\Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe...\Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya? response:	What did you mean by same here?
context: Oh Kazehaya!\Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe...\Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here? response:	When you said it was like a dream, did you mean a good dream? A bad dream?
context: Some people weren't lucky enough to see so we were reenacting it for them!\Oh right! Yesterday, in the classroom\Joe...\Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream? response:	Wait, did you two just come together?
context: Oh right! Yesterday, in the classroom\Joe...\Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together? response:	Are you two dating?
context: Joe...\Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating? response:	Where should I start from? Oh gosh!
context: Can I punch you now?\Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh! response:	In a word,
context: Was what we just saw real?\Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh!\In a word, response:	yes.
context: Do you really like Sadako, Kazehaya?\What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh!\In a word,\yes. response:	Are you serious?
context: What did you mean by same here?\When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh!\In a word,\yes.\Are you serious? response:	Why?
context: When you said it was like a dream, did you mean a good dream? A bad dream?\Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh!\In a word,\yes.\Are you serious?\Why? response:	You mean it?
context: Wait, did you two just come together?\Are you two dating?\Where should I start from? Oh gosh!\In a word,\yes.\Are you serious?\Why?\You mean it? response:	How did Sadako manage to get with Kazehaya?
context: Are you two dating?\Where should I start from? Oh gosh!\In a word,\yes.\Are you serious?\Why?\You mean it?\How did Sadako manage to get with Kazehaya? response:	Magic?
context: Where should I start from? Oh gosh!\In a word,\yes.\Are you serious?\Why?\You mean it?\How did Sadako manage to get with Kazehaya?\Magic? response:	No!
context: In a word,\yes.\Are you serious?\Why?\You mean it?\How did Sadako manage to get with Kazehaya?\Magic?\No! response:	I fell for her.
context: yes.\Are you serious?\Why?\You mean it?\How did Sadako manage to get with Kazehaya?\Magic?\No!\I fell for her. response:	What?!
context: Are you serious?\Why?\You mean it?\How did Sadako manage to get with Kazehaya?\Magic?\No!\I fell for her.\What?! response:	What??
context: Why?\You mean it?\How did Sadako manage to get with Kazehaya?\Magic?\No!\I fell for her.\What?!\What?? response:	You didn't know either?! Poor Kazehaya.
context: You mean it?\How did Sadako manage to get with Kazehaya?\Magic?\No!\I fell for her.\What?!\What??\You didn't know either?! Poor Kazehaya. response:	You understand, don't you?
context: How did Sadako manage to get with Kazehaya?\Magic?\No!\I fell for her.\What?!\What??\You didn't know either?! Poor Kazehaya.\You understand, don't you? response:	Y-Yes.
context: Magic?\No!\I fell for her.\What?!\What??\You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes. response:	This is really okay, right?
context: No!\I fell for her.\What?!\What??\You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes.\This is really okay, right? response:	Man, you make me so nervous!
context: I fell for her.\What?!\What??\You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes.\This is really okay, right?\Man, you make me so nervous! response:	Thank goodness.
context: What?!\What??\You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes.\This is really okay, right?\Man, you make me so nervous!\Thank goodness. response:	They look like they're for real!
context: What??\You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes.\This is really okay, right?\Man, you make me so nervous!\Thank goodness.\They look like they're for real! response:	It's not just looks!
context: You didn't know either?! Poor Kazehaya.\You understand, don't you?\Y-Yes.\This is really okay, right?\Man, you make me so nervous!\Thank goodness.\They look like they're for real!\It's not just looks! response:	Wow!
context: You understand, don't you?\Y-Yes.\This is really okay, right?\Man, you make me so nervous!\Thank goodness.\They look like they're for real!\It's not just looks!\Wow! response:	Sadako, you're amazing!
context: Y-Yes.\This is really okay, right?\Man, you make me so nervous!\Thank goodness.\They look like they're for real!\It's not just looks!\Wow!\Sadako, you're amazing! response:	I can't believe you managed to win over Kazehaya!
context: This is really okay, right?\Man, you make me so nervous!\Thank goodness.\They look like they're for real!\It's not just looks!\Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya! response:	You weren't just faking it.
context: Man, you make me so nervous!\Thank goodness.\They look like they're for real!\It's not just looks!\Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it. response:	Where do we pray?
context: Thank goodness.\They look like they're for real!\It's not just looks!\Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray? response:	I want to pray too!
context: They look like they're for real!\It's not just looks!\Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray?\I want to pray too! response:	Please let us get significant others too!
context: It's not just looks!\Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray?\I want to pray too!\Please let us get significant others too! response:	Don't say that!
context: Wow!\Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray?\I want to pray too!\Please let us get significant others too!\Don't say that! response:	Why did things turn out like this?
context: Sadako, you're amazing!\I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray?\I want to pray too!\Please let us get significant others too!\Don't say that!\Why did things turn out like this? response:	It's okay, they both look pretty happy.
context: I can't believe you managed to win over Kazehaya!\You weren't just faking it.\Where do we pray?\I want to pray too!\Please let us get significant others too!\Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy. response:	I can't do magic!
context: You weren't just faking it.\Where do we pray?\I want to pray too!\Please let us get significant others too!\Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic! response:	Second year, class D, congratulations on sixth place in the school festival!
context: Where do we pray?\I want to pray too!\Please let us get significant others too!\Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival! response:	Cheers!
context: I want to pray too!\Please let us get significant others too!\Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers! response:	I still can't believe it...
context: Please let us get significant others too!\Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it... response:	No,
context: Don't say that!\Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it...\No, response:	I want to believe it.
context: Why did things turn out like this?\It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it...\No,\I want to believe it. response:	Sawako!
context: It's okay, they both look pretty happy.\I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it...\No,\I want to believe it.\Sawako! response:	It's okay.
context: I can't do magic!\Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it...\No,\I want to believe it.\Sawako!\It's okay. response:	No one...
context: Second year, class D, congratulations on sixth place in the school festival!\Cheers!\I still can't believe it...\No,\I want to believe it.\Sawako!\It's okay.\No one... response:	thinks I'm an annoyance.
context: Cheers!\I still can't believe it...\No,\I want to believe it.\Sawako!\It's okay.\No one...\thinks I'm an annoyance. response:	Dammit! Women!
context: I still can't believe it...\No,\I want to believe it.\Sawako!\It's okay.\No one...\thinks I'm an annoyance.\Dammit! Women! response:	So cute!
context: No,\I want to believe it.\Sawako!\It's okay.\No one...\thinks I'm an annoyance.\Dammit! Women!\So cute! response:	What do we have here?
context: I want to believe it.\Sawako!\It's okay.\No one...\thinks I'm an annoyance.\Dammit! Women!\So cute!\What do we have here? response:	What? Aren't you Miura?
context: Sawako!\It's okay.\No one...\thinks I'm an annoyance.\Dammit! Women!\So cute!\What do we have here?\What? Aren't you Miura? response:	It's Pin!
context: It's okay.\No one...\thinks I'm an annoyance.\Dammit! Women!\So cute!\What do we have here?\What? Aren't you Miura?\It's Pin! response:	What are you doing here? And with girls from another class!
context: No one...\thinks I'm an annoyance.\Dammit! Women!\So cute!\What do we have here?\What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class! response:	Isn't our class having their party right now?
context: thinks I'm an annoyance.\Dammit! Women!\So cute!\What do we have here?\What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now? response:	I was going to go, but these girls invited me out first.
context: Dammit! Women!\So cute!\What do we have here?\What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first. response:	Aren't you lonely, drinking all the way out here by yourself?
context: So cute!\What do we have here?\What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself? response:	So lonely!
context: What do we have here?\What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely! response:	Shut up!
context: What? Aren't you Miura?\It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up! response:	Oh, it's our class.
context: It's Pin!\What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up!\Oh, it's our class. response:	What?
context: What are you doing here? And with girls from another class!\Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up!\Oh, it's our class.\What? response:	Strawberry time?
context: Isn't our class having their party right now?\I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up!\Oh, it's our class.\What?\Strawberry time? response:	Now he's a confessed and successful Kazehaya!
context: I was going to go, but these girls invited me out first.\Aren't you lonely, drinking all the way out here by yourself?\So lonely!\Shut up!\Oh, it's our class.\What?\Strawberry time?\Now he's a confessed and successful Kazehaya! response:	Sadako!
