context: Ichika likes you. response:	What do you want?
context: Damn elite cabals.\I can't imagine you'd have the time to be tutoring right now, though.\Now that you've fallen from the top of our grade,\there've been discussions that I ought to take over.\I've finally taken the top position in our grade from you!\Yes!\I win! I win!\Yes! Oh, yes! response:	Yes! Yes! Yes!
context: I can't imagine you'd have the time to be tutoring right now, though.\Now that you've fallen from the top of our grade,\there've been discussions that I ought to take over.\I've finally taken the top position in our grade from you!\Yes!\I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes! response:	Uesugi-kun,
context: Now that you've fallen from the top of our grade,\there've been discussions that I ought to take over.\I've finally taken the top position in our grade from you!\Yes!\I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun, response:	our long-standing rivalry has come to an end!
context: there've been discussions that I ought to take over.\I've finally taken the top position in our grade from you!\Yes!\I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end! response:	It began two years ago, when I was pursuing the top of the grade, and you appeared...
context: I've finally taken the top position in our grade from you!\Yes!\I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared... response:	Wait, who are you?
context: Yes!\I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you? response:	Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.
context: I win! I win!\Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time. response:	Never heard of you.
context: Yes! Oh, yes!\Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you. response:	I've only ever gotten full marks. I've never thought about anyone second or below.
context: Yes! Yes! Yes!\Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below. response:	Second or below?!
context: Uesugi-kun,\our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?! response:	All right.
context: our long-standing rivalry has come to an end!\It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right. response:	Let's begin our study session.
context: It began two years ago, when I was pursuing the top of the grade, and you appeared...\Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right.\Let's begin our study session. response:	Um...
context: Wait, who are you?\Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right.\Let's begin our study session.\Um... response:	Is Takeda-kun joining us?
context: Y'know, I'm Takeda Yusuke. I've been on your heels in grades this whole time.\Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right.\Let's begin our study session.\Um...\Is Takeda-kun joining us? response:	Why are you following me?
context: Never heard of you.\I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right.\Let's begin our study session.\Um...\Is Takeda-kun joining us?\Why are you following me? response:	You don't have time to be doing this, do you?
context: I've only ever gotten full marks. I've never thought about anyone second or below.\Second or below?!\All right.\Let's begin our study session.\Um...\Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you? response:	There's something more important for you to be doing.
context: Second or below?!\All right.\Let's begin our study session.\Um...\Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing. response:	What are you talking about?
context: All right.\Let's begin our study session.\Um...\Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about? response:	To be frank,
context: Let's begin our study session.\Um...\Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about?\To be frank, response:	these girls are holding you back.
context: Um...\Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about?\To be frank,\these girls are holding you back. response:	Holding him back?!
context: Is Takeda-kun joining us?\Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about?\To be frank,\these girls are holding you back.\Holding him back?! response:	For him to quit tutoring would be in his best interest, above all else.
context: Why are you following me?\You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about?\To be frank,\these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else. response:	It's your fault.
context: You don't have time to be doing this, do you?\There's something more important for you to be doing.\What are you talking about?\To be frank,\these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault. response:	You turned him into a mediocre man.
context: There's something more important for you to be doing.\What are you talking about?\To be frank,\these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man. response:	I'd appreciate if you'd free him already.
context: What are you talking about?\To be frank,\these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already. response:	You're right.
context: To be frank,\these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right. response:	But until last summer, or rather, if I hadn't taken this job,
context: these girls are holding you back.\Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job, response:	I would have failed to even be a mediocre man.
context: Holding him back?!\For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man. response:	I'd thought I knew it all just from memorizing textbooks cover to cover.
context: For him to quit tutoring would be in his best interest, above all else.\It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover. response:	I never knew that there were such idiots in the world.
context: It's your fault.\You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world. response:	I'm going to stick with them for as long as they want.
context: You turned him into a mediocre man.\I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want. response:	Futaro.
context: I'd appreciate if you'd free him already.\You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro. response:	If you insist, I'd like to see you prove it with results.
context: You're right.\But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results. response:	If you don't make it in, say, the top one hundred of the coming national mock exams,
context: But until last summer, or rather, if I hadn't taken this job,\I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams, response:	I'll have you accept my conditions.
context: I would have failed to even be a mediocre man.\I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions. response:	Top hundred?
context: I'd thought I knew it all just from memorizing textbooks cover to cover.\I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred? response:	Forget about it.
context: I never knew that there were such idiots in the world.\I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred?\Forget about it. response:	Top ten.
context: I'm going to stick with them for as long as they want.\Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred?\Forget about it.\Top ten. response:	I'm going to continue tutoring them
context: Futaro.\If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred?\Forget about it.\Top ten.\I'm going to continue tutoring them response:	and make it into the top ten of the national mock exams.
context: If you insist, I'd like to see you prove it with results.\If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred?\Forget about it.\Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams. response:	And I'm going to prove that they aren't holding me back.
context: If you don't make it in, say, the top one hundred of the coming national mock exams,\I'll have you accept my conditions.\Top hundred?\Forget about it.\Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back. response:	Uesugi-san!
context: I'll have you accept my conditions.\Top hundred?\Forget about it.\Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san! response:	You're going big.
context: Top hundred?\Forget about it.\Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big. response:	You don't stand a chance.
context: Forget about it.\Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big.\You don't stand a chance. response:	Especially if you're teaching the five of them at the same time.
context: Top ten.\I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time. response:	Five Cranes in Return
context: I'm going to continue tutoring them\and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return response:	Nakano Quintuplets
context: and make it into the top ten of the national mock exams.\And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets response:	Futaro's birthday is coming up in three days, right?
context: And I'm going to prove that they aren't holding me back.\Uesugi-san!\You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right? response:	We've been thinking about what to get him
context: Uesugi-san!\You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him response:	But do you think it might get
context: You're going big.\You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get response:	in the way of his exam studies?
context: You don't stand a chance.\Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get\in the way of his exam studies? response:	Let's scrap the idea for now
context: Especially if you're teaching the five of them at the same time.\Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now response:	Sorry, I'm going to go get some fresh air.
context: Five Cranes in Return\Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air. response:	I need to get their grades up so they can graduate.
context: Nakano Quintuplets\Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate. response:	I'd like to focus on my own mock exam, but...
context: Futaro's birthday is coming up in three days, right?\We've been thinking about what to get him\But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but... response:	No, I need to make both happen.
context: We've been thinking about what to get him\But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen. response:	They aren't holding me back.
context: But do you think it might get\in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back. response:	Futaro.
context: in the way of his exam studies?\Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back.\Futaro. response:	Miku.
context: Let's scrap the idea for now\Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back.\Futaro.\Miku. response:	Oh, I am very serious.
context: Sorry, I'm going to go get some fresh air.\I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back.\Futaro.\Miku.\Oh, I am very serious. response:	About the day after tomorrow...
context: I need to get their grades up so they can graduate.\I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back.\Futaro.\Miku.\Oh, I am very serious.\About the day after tomorrow... response:	About the day before yesterday...
context: I'd like to focus on my own mock exam, but...\No, I need to make both happen.\They aren't holding me back.\Futaro.\Miku.\Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday... response:	Go ahead.
context: No, I need to make both happen.\They aren't holding me back.\Futaro.\Miku.\Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday...\Go ahead. response:	You go.
context: They aren't holding me back.\Futaro.\Miku.\Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday...\Go ahead.\You go. response:	What are you guys talking about?
context: Futaro.\Miku.\Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday...\Go ahead.\You go.\What are you guys talking about? response:	Wh-What does it matter?
context: Miku.\Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday...\Go ahead.\You go.\What are you guys talking about?\Wh-What does it matter? response:	Do you think Futaro will be okay?
context: Oh, I am very serious.\About the day after tomorrow...\About the day before yesterday...\Go ahead.\You go.\What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay? response:	He'll be fine.
context: About the day after tomorrow...\About the day before yesterday...\Go ahead.\You go.\What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine. response:	All we can do is lighten his burden as much as we can.
context: About the day before yesterday...\Go ahead.\You go.\What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can. response:	So let's forget about the birthday thing for now.
context: Go ahead.\You go.\What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now. response:	Okay.
context: You go.\What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay. response:	I can't regret what I did.
context: What are you guys talking about?\Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay.\I can't regret what I did. response:	This is how I decided I was going to fight.
context: Wh-What does it matter?\Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay.\I can't regret what I did.\This is how I decided I was going to fight. response:	I've put the brakes on the others, so this is my chance!
context: Do you think Futaro will be okay?\He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay.\I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance! response:	I'm going to be the only one giving him a gift.
context: He'll be fine.\All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay.\I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift. response:	I can't be having second thoughts now.
context: All we can do is lighten his burden as much as we can.\So let's forget about the birthday thing for now.\Okay.\I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now. response:	I spent too long choosing, and now I'm late.
context: So let's forget about the birthday thing for now.\Okay.\I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late. response:	Nino.
context: Okay.\I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino. response:	What's that?
context: I can't regret what I did.\This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino.\What's that? response:	Oh, these?
context: This is how I decided I was going to fight.\I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino.\What's that?\Oh, these? response:	Stress-relieving candles.
context: I've put the brakes on the others, so this is my chance!\I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino.\What's that?\Oh, these?\Stress-relieving candles. response:	His birthday's almost here.
context: I'm going to be the only one giving him a gift.\I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino.\What's that?\Oh, these?\Stress-relieving candles.\His birthday's almost here. response:	Oh, shoot.
context: I can't be having second thoughts now.\I spent too long choosing, and now I'm late.\Nino.\What's that?\Oh, these?\Stress-relieving candles.\His birthday's almost here.\Oh, shoot. response:	I was supposed to keep it a secret until the day of.
context: I spent too long choosing, and now I'm late.\Nino.\What's that?\Oh, these?\Stress-relieving candles.\His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of. response:	Didn't you see my message last night?
context: Nino.\What's that?\Oh, these?\Stress-relieving candles.\His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night? response:	Oh, that?
context: What's that?\Oh, these?\Stress-relieving candles.\His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that? response:	I did, but I want to give him a gift, so I will.
context: Oh, these?\Stress-relieving candles.\His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will. response:	Hang on, does that mean I'm the only one giving him a gift?
context: Stress-relieving candles.\His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift? response:	It'll work even better, then.
context: His birthday's almost here.\Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then. response:	I forgot.
context: Oh, shoot.\I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot. response:	Nino's brakes are busted!
context: I was supposed to keep it a secret until the day of.\Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot.\Nino's brakes are busted! response:	So?
context: Didn't you see my message last night?\Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot.\Nino's brakes are busted!\So? response:	Huh? So what?
context: Oh, that?\I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot.\Nino's brakes are busted!\So?\Huh? So what? response:	You have a gift for him too, don't you?
context: I did, but I want to give him a gift, so I will.\Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot.\Nino's brakes are busted!\So?\Huh? So what?\You have a gift for him too, don't you? response:	We're going to have to make one thing clear.
context: Hang on, does that mean I'm the only one giving him a gift?\It'll work even better, then.\I forgot.\Nino's brakes are busted!\So?\Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear. response:	I asked you to stop Dad on the last day of our spring break vacation.
context: It'll work even better, then.\I forgot.\Nino's brakes are busted!\So?\Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation. response:	And yet, he arrived where we were supposed to meet up.
context: I forgot.\Nino's brakes are busted!\So?\Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up. response:	Do you have an explanation?
context: Nino's brakes are busted!\So?\Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation? response:	We all have different tastes for quintuplets, right?
context: So?\Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right? response:	Yeah, and that always makes doing the cooking a real pain.
context: Huh? So what?\You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain. response:	Nino, do you like Futaro-kun?
context: You have a gift for him too, don't you?\We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun? response:	I love him.
context: We're going to have to make one thing clear.\I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him. response:	So do I.
context: I asked you to stop Dad on the last day of our spring break vacation.\And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him.\So do I. response:	Why does this have to be the one thing we agree on?
context: And yet, he arrived where we were supposed to meet up.\Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him.\So do I.\Why does this have to be the one thing we agree on? response:	Sorry, Nino, but I don't plan on letting you have him.
context: Do you have an explanation?\We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him.\So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him. response:	How condescending, just because you're technically the oldest sister.
context: We all have different tastes for quintuplets, right?\Yeah, and that always makes doing the cooking a real pain.\Nino, do you like Futaro-kun?\I love him.\So do I.\Why does this have to be the one thing we agree on?\Sorry, Nino, but I don't plan on letting you have him.\How condescending, just because you're technically the oldest sister. response:	Who even gives a guy aromatherapy candles?
