context: What are you thinking?! response:	You won't get your way!
context: Use the signs I told you about. We're changing our plan.\Thanks!\Did Sugawara-san tell you about the signs?\I heard it in between sets.\All right!\Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh! response:	Episode 22: Evolution
context: Thanks!\Did Sugawara-san tell you about the signs?\I heard it in between sets.\All right!\Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution response:	Don't look so amazed. I was pretty nervous.
context: Did Sugawara-san tell you about the signs?\I heard it in between sets.\All right!\Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous. response:	Really?
context: I heard it in between sets.\All right!\Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really? response:	Of course, there were third-years that played at last year's Inter-High,
context: All right!\Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High, response:	so I wasn't able to play in a lot of official matches.
context: Let's keep it going!\Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches. response:	I hate to say it,
context: Heck yeah!\Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it, response:	but it's likely that Kageyama's had his feet on the court more than I have.
context: Go, go, go! Go, go, Seijoh!\Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have. response:	Despite that, Kageyama was freaking out quite a bit.
context: Episode 22: Evolution\Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit. response:	Speaking of, the King's going right into a serve.
context: Don't look so amazed. I was pretty nervous.\Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve. response:	Do you think he'll be all right?
context: Really?\Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right? response:	Kageyama, nice serve!
context: Of course, there were third-years that played at last year's Inter-High,\so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve! response:	Nice serve! One point!
context: so I wasn't able to play in a lot of official matches.\I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point! response:	Kageyama looks pretty happy.
context: I hate to say it,\but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy. response:	Yeah.
context: but it's likely that Kageyama's had his feet on the court more than I have.\Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy.\Yeah. response:	It sort of puts me at ease.
context: Despite that, Kageyama was freaking out quite a bit.\Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease. response:	What does?
context: Speaking of, the King's going right into a serve.\Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease.\What does? response:	Apparently every player feels the same pride about the fact
context: Do you think he'll be all right?\Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact response:	that they're going to be on the court.
context: Kageyama, nice serve!\Nice serve! One point!\Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court. response:	No matter whether they're some genius or just a regular guy.
context: Nice serve! One point!\Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy. response:	Kageyama-kun, relax!
context: Kageyama looks pretty happy.\Yeah.\It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax! response:	Oh. Apparently, he's fine.
context: Yeah.\It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine. response:	We're ending this the first time!
context: It sort of puts me at ease.\What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time! response:	Yeah!
context: What does?\Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time!\Yeah! response:	Watari!
context: Apparently every player feels the same pride about the fact\that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time!\Yeah!\Watari! response:	Service ace!
context: that they're going to be on the court.\No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time!\Yeah!\Watari!\Service ace! response:	He even got it from the libero!
context: No matter whether they're some genius or just a regular guy.\Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time!\Yeah!\Watari!\Service ace!\He even got it from the libero! response:	Karasuno Aoba Johsai
context: Kageyama-kun, relax!\Oh. Apparently, he's fine.\We're ending this the first time!\Yeah!\Watari!\Service ace!\He even got it from the libero!\Karasuno Aoba Johsai response:	And now they're tied.
context: Oh. Apparently, he's fine.\We're ending this the first time!\Yeah!\Watari!\Service ace!\He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied. response:	Yes!
context: We're ending this the first time!\Yeah!\Watari!\Service ace!\He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied.\Yes! response:	I'm sorry!
context: Yeah!\Watari!\Service ace!\He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied.\Yes!\I'm sorry! response:	It's all right! We'll get the next one!
context: Watari!\Service ace!\He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied.\Yes!\I'm sorry!\It's all right! We'll get the next one! response:	Yeah!
context: Service ace!\He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied.\Yes!\I'm sorry!\It's all right! We'll get the next one!\Yeah! response:	Yeah!
context: He even got it from the libero!\Karasuno Aoba Johsai\And now they're tied.\Yes!\I'm sorry!\It's all right! We'll get the next one!\Yeah!\Yeah! response:	He's asking for a high five, you idiot!
context: Karasuno Aoba Johsai\And now they're tied.\Yes!\I'm sorry!\It's all right! We'll get the next one!\Yeah!\Yeah!\He's asking for a high five, you idiot! response:	Yeah!
context: And now they're tied.\Yes!\I'm sorry!\It's all right! We'll get the next one!\Yeah!\Yeah!\He's asking for a high five, you idiot!\Yeah! response:	Yeah...
context: Yes!\I'm sorry!\It's all right! We'll get the next one!\Yeah!\Yeah!\He's asking for a high five, you idiot!\Yeah!\Yeah... response:	Kageyama just gave someone a high five.
context: I'm sorry!\It's all right! We'll get the next one!\Yeah!\Yeah!\He's asking for a high five, you idiot!\Yeah!\Yeah...\Kageyama just gave someone a high five. response:	Yeah...
context: It's all right! We'll get the next one!\Yeah!\Yeah!\He's asking for a high five, you idiot!\Yeah!\Yeah...\Kageyama just gave someone a high five.\Yeah... response:	Sorry! Cover!
context: Yeah!\Yeah!\He's asking for a high five, you idiot!\Yeah!\Yeah...\Kageyama just gave someone a high five.\Yeah...\Sorry! Cover! response:	Right!
context: Yeah!\He's asking for a high five, you idiot!\Yeah!\Yeah...\Kageyama just gave someone a high five.\Yeah...\Sorry! Cover!\Right! response:	They broke it! It's coming back!
context: He's asking for a high five, you idiot!\Yeah!\Yeah...\Kageyama just gave someone a high five.\Yeah...\Sorry! Cover!\Right!\They broke it! It's coming back! response:	Chance ball!
context: Yeah!\Yeah...\Kageyama just gave someone a high five.\Yeah...\Sorry! Cover!\Right!\They broke it! It's coming back!\Chance ball! response:	Bring it...
context: Yeah...\Kageyama just gave someone a high five.\Yeah...\Sorry! Cover!\Right!\They broke it! It's coming back!\Chance ball!\Bring it... response:	Which will it be?
context: Kageyama just gave someone a high five.\Yeah...\Sorry! Cover!\Right!\They broke it! It's coming back!\Chance ball!\Bring it...\Which will it be? response:	They didn't say anything?!
context: Yeah...\Sorry! Cover!\Right!\They broke it! It's coming back!\Chance ball!\Bring it...\Which will it be?\They didn't say anything?! response:	There it is!
context: Sorry! Cover!\Right!\They broke it! It's coming back!\Chance ball!\Bring it...\Which will it be?\They didn't say anything?!\There it is! response:	That quick is so insane!
context: Right!\They broke it! It's coming back!\Chance ball!\Bring it...\Which will it be?\They didn't say anything?!\There it is!\That quick is so insane! response:	All right! Now Karasuno's turning things around!
context: They broke it! It's coming back!\Chance ball!\Bring it...\Which will it be?\They didn't say anything?!\There it is!\That quick is so insane!\All right! Now Karasuno's turning things around! response:	Karasuno Aoba Johsai
context: Chance ball!\Bring it...\Which will it be?\They didn't say anything?!\There it is!\That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai response:	Sugawara-san compliments me a lot if I make it!
context: Bring it...\Which will it be?\They didn't say anything?!\There it is!\That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it! response:	Hey, Hinata.
context: Which will it be?\They didn't say anything?!\There it is!\That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata. response:	Well done...
context: They didn't say anything?!\There it is!\That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done... response:	Are you my boss?
context: There it is!\That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done...\Are you my boss? response:	Hinata's so sharp! Damn!
context: That quick is so insane!\All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done...\Are you my boss?\Hinata's so sharp! Damn! response:	And Kageyama's playing like a fish in water.
context: All right! Now Karasuno's turning things around!\Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done...\Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water. response:	Kageyama...
context: Karasuno Aoba Johsai\Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done...\Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama... response:	(Tobiuo = flying fish)
context: Sugawara-san compliments me a lot if I make it!\Hey, Hinata.\Well done...\Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish) response:	Damn it.
context: Hey, Hinata.\Well done...\Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish)\Damn it. response:	All right, calm down.
context: Well done...\Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish)\Damn it.\All right, calm down. response:	There's no need for us to panic and break down for them.
context: Are you my boss?\Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish)\Damn it.\All right, calm down.\There's no need for us to panic and break down for them. response:	We just have to get one back, and we'll be fine.
context: Hinata's so sharp! Damn!\And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish)\Damn it.\All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine. response:	Right!
context: And Kageyama's playing like a fish in water.\Kageyama...\(Tobiuo = flying fish)\Damn it.\All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right! response:	Hey, that facial expression and pose piss me off, so stop.
context: Kageyama...\(Tobiuo = flying fish)\Damn it.\All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop. response:	So rude!
context: (Tobiuo = flying fish)\Damn it.\All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop.\So rude! response:	Iwaizumi-san, nice receive!
context: Damn it.\All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive! response:	Kageyama has apparently regained his usual rhythm.
context: All right, calm down.\There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm. response:	I'm sorry...
context: There's no need for us to panic and break down for them.\We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry... response:	Don't mind!
context: We just have to get one back, and we'll be fine.\Right!\Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind! response:	No, that's not all...
context: Right!\Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind!\No, that's not all... response:	He was only concerned about the opponent's block.
context: Hey, that facial expression and pose piss me off, so stop.\So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind!\No, that's not all...\He was only concerned about the opponent's block. response:	I should have made it go towards the side a little.
context: So rude!\Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind!\No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little. response:	Don't worry. They were all good serves.
context: Iwaizumi-san, nice receive!\Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind!\No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves. response:	Now, just slightly, his concern is for his teammates as well.
context: Kageyama has apparently regained his usual rhythm.\I'm sorry...\Don't mind!\No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well. response:	Thank you.
context: I'm sorry...\Don't mind!\No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you. response:	All right... Don't hold back.
context: Don't mind!\No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back. response:	If we don't get this set, it's hopeless.
context: No, that's not all...\He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless. response:	Make sure you use that freak quick as much as possible!
context: He was only concerned about the opponent's block.\I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible! response:	Kunimi, nice serve!
context: I should have made it go towards the side a little.\Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve! response:	All right!
context: Don't worry. They were all good serves.\Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right! response:	Nice receive!
context: Now, just slightly, his concern is for his teammates as well.\Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right!\Nice receive! response:	Kageyama told Hinata that if he's around, Hinata would be the best...
context: Thank you.\All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best... response:	But even with you...
context: All right... Don't hold back.\If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you... response:	You, with Hinata's attacks...
context: If we don't get this set, it's hopeless.\Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks... response:	You're the best.
context: Make sure you use that freak quick as much as possible!\Kunimi, nice serve!\All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks...\You're the best. response:	All right! They broke 20 points first!
context: Kunimi, nice serve!\All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first! response:	Karasuno Aoba Johsai
context: All right!\Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai response:	Now it's the final scene...
context: Nice receive!\Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene... response:	That hurt, you idiot!
context: Kageyama told Hinata that if he's around, Hinata would be the best...\But even with you...\You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot! response:	All right, we're in the 20's.
context: But even with you...\You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's. response:	I'm driving some spirit into you!
context: You, with Hinata's attacks...\You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you! response:	I guess our issue might be over there.
context: You're the best.\All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there. response:	Why did it turn into Tsukishima versus Kageyama?!
context: All right! They broke 20 points first!\Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?! response:	One more!
context: Karasuno Aoba Johsai\Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more! response:	Hinata, nice serve!
context: Now it's the final scene...\That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve! response:	Net in!
context: That hurt, you idiot!\All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve!\Net in! response:	Chance ball!
context: All right, we're in the 20's.\I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve!\Net in!\Chance ball! response:	Mattsun, nice cover!
context: I'm driving some spirit into you!\I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve!\Net in!\Chance ball!\Mattsun, nice cover! response:	Kageyama!
context: I guess our issue might be over there.\Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve!\Net in!\Chance ball!\Mattsun, nice cover!\Kageyama! response:	All right!
context: Why did it turn into Tsukishima versus Kageyama?!\One more!\Hinata, nice serve!\Net in!\Chance ball!\Mattsun, nice cover!\Kageyama!\All right! response:	How would you like the toss?
context: One more!\Hinata, nice serve!\Net in!\Chance ball!\Mattsun, nice cover!\Kageyama!\All right!\How would you like the toss? response:	A bit higher would be great.
context: Hinata, nice serve!\Net in!\Chance ball!\Mattsun, nice cover!\Kageyama!\All right!\How would you like the toss?\A bit higher would be great. response:	Got it!
context: Net in!\Chance ball!\Mattsun, nice cover!\Kageyama!\All right!\How would you like the toss?\A bit higher would be great.\Got it! response:	Karasuno Aoba Johsai
context: Chance ball!\Mattsun, nice cover!\Kageyama!\All right!\How would you like the toss?\A bit higher would be great.\Got it!\Karasuno Aoba Johsai response:	All right!
context: Mattsun, nice cover!\Kageyama!\All right!\How would you like the toss?\A bit higher would be great.\Got it!\Karasuno Aoba Johsai\All right! response:	I guess even Seijoh would call a time-out after that.
context: Kageyama!\All right!\How would you like the toss?\A bit higher would be great.\Got it!\Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that. response:	When 10 falls back and when 11 moves up,
context: All right!\How would you like the toss?\A bit higher would be great.\Got it!\Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up, response:	the number of times Karasuno uses the center decreases, doesn't it?
context: How would you like the toss?\A bit higher would be great.\Got it!\Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it? response:	Yeah. Simply put, I think that Tobio doesn't get along with the giant.
context: A bit higher would be great.\Got it!\Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant. response:	In yesterday's match,
context: Got it!\Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match, response:	as well as today's, they don't seem to be communicating very well.
context: Karasuno Aoba Johsai\All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well. response:	I think that out of all of Karasuno's spikers,
context: All right!\I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers, response:	Tobio has the hardest time accommodating that giant.
context: I guess even Seijoh would call a time-out after that.\When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant. response:	I really don't want to be friends with you.
context: When 10 falls back and when 11 moves up,\the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you. response:	Why?!
context: the number of times Karasuno uses the center decreases, doesn't it?\Yeah. Simply put, I think that Tobio doesn't get along with the giant.\In yesterday's match,\as well as today's, they don't seem to be communicating very well.\I think that out of all of Karasuno's spikers,\Tobio has the hardest time accommodating that giant.\I really don't want to be friends with you.\Why?! response:	You seem like you'd use our weaknesses against us.
