context: Shepherd 2, you're going too fast. Where are you right now? response:	I can't find Hound 4... Sasayama.
context: Yes, Chief.\You Inspectors have very demanding jobs.\But you must keep a firm and unyielding spirit to pursue your duties,\even up against the distorted minds of criminals and Enforcers.\You should be on your guard too, Ginoza.\Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father. response:	I hope it from the bottom of my heart.
context: You Inspectors have very demanding jobs.\But you must keep a firm and unyielding spirit to pursue your duties,\even up against the distorted minds of criminals and Enforcers.\You should be on your guard too, Ginoza.\Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart. response:	I'll keep that in mind.
context: But you must keep a firm and unyielding spirit to pursue your duties,\even up against the distorted minds of criminals and Enforcers.\You should be on your guard too, Ginoza.\Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind. response:	In faith, they are as true of heart as we.
context: even up against the distorted minds of criminals and Enforcers.\You should be on your guard too, Ginoza.\Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we. response:	We men may say more, swear more, but indeed
context: You should be on your guard too, Ginoza.\Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed response:	Our shows are more than will, for still we prove
context: Science has yet to prove a causal relationship between genetics and Crime Coefficients.\However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove response:	Much in our vows, but little in our love.
context: However, science has also yet to prove that there is no relationship.\I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love. response:	Stop there.
context: I hope that you won't make the same mistake as your father.\I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there. response:	Yes, ma'am.
context: I hope it from the bottom of my heart.\I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there.\Yes, ma'am. response:	The first performance of Twelfth Night took place in 1601.
context: I'll keep that in mind.\In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601. response:	In the sentences Kagami just read,
context: In faith, they are as true of heart as we.\We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read, response:	you can get a glimpse of the astonishing universality of Shakespeare.
context: We men may say more, swear more, but indeed\Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare. response:	Ar e you in literature class right now?
context: Our shows are more than will, for still we prove\Much in our vows, but little in our love.\Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now? response:	Are you in literature class right now?
context: Much in our vows, but little in our love.\Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now? response:	Yes. We're studying Twelfth Night by Shakespeare.
context: Stop there.\Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare. response:	hhhhYes. We're studying Twelfth Night by Shak espeare.
context: Yes, ma'am.\The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare. response:	hhhhYes. We're studying Twelfth Night by Shak espeare.
context: The first performance of Twelfth Night took place in 1601.\In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare. response:	Shakespeare's comedies are boring.
context: In the sentences Kagami just read,\you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring. response:	You don't like his work?
context: you can get a glimpse of the astonishing universality of Shakespeare.\Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work? response:	I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.
context: Ar e you in literature class right now?\Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus. response:	I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.
context: Are you in literature class right now?\Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus. response:	I do like his tragedies, especially Macbeth and Titus Andronicus.
context: Yes. We're studying Twelfth Night by Shakespeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus. response:	So those two are the inte res ting ones, huh?
context: hhhhYes. We're studying Twelfth Night by Shak espeare.\hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh? response:	So those two are the inte res ting ones, huh?
context: hhhhYes. We're studying Twelfth Night by Shak espeare.\Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh? response:	So those two are the interesting ones, huh?
context: Shakespeare's comedies are boring.\You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh? response:	So those two are the interesting ones, huh?
context: You don't like his work?\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh? response:	I do like his tragedies, especially Macbeth and Titus Andronicus.
context: I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus. response:	You don't like his work?
context: I do like his trage dies, espe cially Mac beth and Ti tus Andro nicus.\I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work? response:	Shakespeare's comedies are boring.
context: I do like his tragedies, especially Macbeth and Titus Andronicus.\So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring. response:	Not only are they interesting, but they're especially cruel.
context: So those two are the inte res ting ones, huh?\So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel. response:	Not only are they interesting, but they're especially cruel.
context: So those two are the inte res ting ones, huh?\So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel. response:	cruel
context: So those two are the interesting ones, huh?\So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel response:	cruel
context: So those two are the interesting ones, huh?\I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel\cruel response:	cruel
context: I do like his tragedies, especially Macbeth and Titus Andronicus.\You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel\cruel\cruel response:	But why aren't you looking it up in the database?
context: You don't like his work?\Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel\cruel\cruel\But why aren't you looking it up in the database? response:	You're an Inspector. You have authorization, right?
context: Shakespeare's comedies are boring.\Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel\cruel\cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right? response:	If I access those files, Kougami will know.
context: Not only are they interesting, but they're especially cruel.\Not only are they interesting, but they're especially cruel.\cruel\cruel\cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know. response:	You don't want him to know?
context: Not only are they interesting, but they're especially cruel.\cruel\cruel\cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know? response:	Or are you that concerned about Ko?
context: cruel\cruel\cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko? response:	Could this be love?
context: cruel\cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko?\Could this be love? response:	Have you even been in love, Kagari?
context: cruel\But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari? response:	Listen, Akane. I'm more experienced in life than you are.
context: But why aren't you looking it up in the database?\You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are. response:	Not only love. I've done all sorts of bad things.
context: You're an Inspector. You have authorization, right?\If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things. response:	I've glimpsed into a world that a wholesome girl like you can't even imagine.
context: If I access those files, Kougami will know.\You don't want him to know?\Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine. response:	Really?
context: You don't want him to know?\Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really? response:	For example, this one.
context: Or are you that concerned about Ko?\Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one. response:	Juice?
context: Could this be love?\Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one.\Juice? response:	No! It's alcohol. Real alcohol.
context: Have you even been in love, Kagari?\Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one.\Juice?\No! It's alcohol. Real alcohol. response:	Ol' Masaoka shared it with me.
context: Listen, Akane. I'm more experienced in life than you are.\Not only love. I've done all sorts of bad things.\I've glimpsed into a world that a wholesome girl like you can't even imagine.\Really?\For example, this one.\Juice?\No! It's alcohol. Real alcohol.\Ol' Masaoka shared it with me. response:	These days, people are afraid of getting addicted to it,
