context: Shigeo, wait! Remain calm! response:	Look into my eyes!
context: Is that your ideal? Is that your mind?\It all begins when it hits 100.\The MOB is alive. The MOB is high.\The MOB is staying frustrated, aren't you?\Is that your ideal? Is that your mind? Right now...\Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho response:	(Get ready, dig your anger up, MOB!)
context: It all begins when it hits 100.\The MOB is alive. The MOB is high.\The MOB is staying frustrated, aren't you?\Is that your ideal? Is that your mind? Right now...\Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!) response:	(Get ready, wake your psyche up, MOB!)
context: The MOB is alive. The MOB is high.\The MOB is staying frustrated, aren't you?\Is that your ideal? Is that your mind? Right now...\Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!) response:	(Get ready!)
context: The MOB is staying frustrated, aren't you?\Is that your ideal? Is that your mind? Right now...\Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!) response:	Show Me What You've Got Band Together
context: Is that your ideal? Is that your mind? Right now...\Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together response:	You're Hanazawa Teruki... aren't you?
context: Your life is your own.\(Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you? response:	Hanazawa? Oh, the guy that lives downsta
context: (Get ready, wake your psyche up, MOB!)\Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta response:	Telekinetic Explosion!
context: Mob Psycho\(Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion! response:	I know you.
context: (Get ready, dig your anger up, MOB!)\(Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you. response:	You're our target.
context: (Get ready, wake your psyche up, MOB!)\(Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you.\You're our target. response:	How the hell did you find out about us?
context: (Get ready!)\Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you.\You're our target.\How the hell did you find out about us? response:	Well, whatever. You can die here.
context: Show Me What You've Got Band Together\You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you.\You're our target.\How the hell did you find out about us?\Well, whatever. You can die here. response:	Wow, looks like you're somewhat resilient.
context: You're Hanazawa Teruki... aren't you?\Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you.\You're our target.\How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient. response:	Where'd you take my family?
context: Hanazawa? Oh, the guy that lives downsta\Telekinetic Explosion!\I know you.\You're our target.\How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family? response:	This is great.
context: Telekinetic Explosion!\I know you.\You're our target.\How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great. response:	Let's see if you die from electrocution first or I just bite it!
context: I know you.\You're our target.\How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it! response:	I'm not interested. Use something other than electricity.
context: You're our target.\How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity. response:	Wait, is that all you can do?
context: How the hell did you find out about us?\Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do? response:	You're free to go.
context: Well, whatever. You can die here.\Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go. response:	Maybe you're the guy, then.
context: Wow, looks like you're somewhat resilient.\Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then. response:	Show me your powers!
context: Where'd you take my family?\This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then.\Show me your powers! response:	You've got a lousy attitude, kid.
context: This is great.\Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid. response:	If you want to see my powers so badly, I'll show you!
context: Let's see if you die from electrocution first or I just bite it!\I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you! response:	They're fighting! Some old guy and a middle school kid!
context: I'm not interested. Use something other than electricity.\Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid! response:	I have impregnable armor made out of energy.
context: Wait, is that all you can do?\You're free to go.\Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy. response:	And I beat the crap out of my enemies. That's my style.
context: You're free to go.\Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style. response:	Seriously...
context: Maybe you're the guy, then.\Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously... response:	Could you guys quit wasting my time?
context: Show me your powers!\You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time? response:	Looks like you have a decent barrier.
context: You've got a lousy attitude, kid.\If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier. response:	Is that your power?!
context: If you want to see my powers so badly, I'll show you!\They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?! response:	Quit messing with me!
context: They're fighting! Some old guy and a middle school kid!\I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?!\Quit messing with me! response:	I want to see this power that can create dummies!
context: I have impregnable armor made out of energy.\And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?!\Quit messing with me!\I want to see this power that can create dummies! response:	Why did you attack my house?!
context: And I beat the crap out of my enemies. That's my style.\Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?!\Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?! response:	Someone call an ambulance and the police!
context: Seriously...\Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?!\Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police! response:	You've got the wrong idea...
context: Could you guys quit wasting my time?\Looks like you have a decent barrier.\Is that your power?!\Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea... response:	We were on our way to attack your house...
context: Looks like you have a decent barrier.\Is that your power?!\Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house... response:	What?
context: Is that your power?!\Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house...\What? response:	Hey! Who said you could pass out?!
context: Quit messing with me!\I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house...\What?\Hey! Who said you could pass out?! response:	Hey!
context: I want to see this power that can create dummies!\Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house...\What?\Hey! Who said you could pass out?!\Hey! response:	Damn it...
context: Why did you attack my house?!\Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house...\What?\Hey! Who said you could pass out?!\Hey!\Damn it... response:	I've contacted the upper echelon.
context: Someone call an ambulance and the police!\You've got the wrong idea...\We were on our way to attack your house...\What?\Hey! Who said you could pass out?!\Hey!\Damn it...\I've contacted the upper echelon. response:	Now you're totally screw... ed.
context: You've got the wrong idea...\We were on our way to attack your house...\What?\Hey! Who said you could pass out?!\Hey!\Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed. response:	This isn't good, Shigeo. Seems there're more espers on the way.
context: We were on our way to attack your house...\What?\Hey! Who said you could pass out?!\Hey!\Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way. response:	We need to
context: What?\Hey! Who said you could pass out?!\Hey!\Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to response:	I haven't gotten any information yet, though.
context: Hey! Who said you could pass out?!\Hey!\Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though. response:	If they have more friends coming, I'll just have to ask them.
context: Hey!\Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them. response:	An umbrella?
context: Damn it...\I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella? response:	Hey, you little shit. You in trouble?
context: I've contacted the upper echelon.\Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble? response:	Chill with the murderous vibe back there.
context: Now you're totally screw... ed.\This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there. response:	Former Claw 7th Division Member Koyama
context: This isn't good, Shigeo. Seems there're more espers on the way.\We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama response:	We're not trying to start any trouble with you.
context: We need to\I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you. response:	Right?
context: I haven't gotten any information yet, though.\If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right? response:	Former Claw 7th Division Member
context: If they have more friends coming, I'll just have to ask them.\An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member response:	Sakurai
context: An umbrella?\Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member\Sakurai response:	If you have any questions, I'll answer them for you, kid.
context: Hey, you little shit. You in trouble?\Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid. response:	My family's wherever you're taking me, aren't they?
context: Chill with the murderous vibe back there.\Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they? response:	Your family? No, they aren't.
context: Former Claw 7th Division Member Koyama\We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't. response:	Then I have no reason to go. Let me out.
context: We're not trying to start any trouble with you.\Right?\Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out. response:	Hang on! Your friends and master are waiting there!
context: Right?\Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there! response:	Reigen's there?
context: Former Claw 7th Division Member\Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there? response:	In that case, we need to hurry!
context: Sakurai\If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry! response:	Yo, yo, wait, wait!
context: If you have any questions, I'll answer them for you, kid.\My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait! response:	Don't be crazy!
context: My family's wherever you're taking me, aren't they?\Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy! response:	Ugh, I'm going to throw up...
context: Your family? No, they aren't.\Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up... response:	But we managed to shake anyone who was tailing us.
context: Then I have no reason to go. Let me out.\Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us. response:	We brought him.
context: Hang on! Your friends and master are waiting there!\Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him. response:	Here's Kageyama Shigeo.
context: Reigen's there?\In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo. response:	Long time no see, kid.
context: In that case, we need to hurry!\Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo.\Long time no see, kid. response:	You haven't let yourself go, have you?
context: Yo, yo, wait, wait!\Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you? response:	I know we used to be rivals, but I look forward to working with you...
context: Don't be crazy!\Ugh, I'm going to throw up...\But we managed to shake anyone who was tailing us.\We brought him.\Here's Kageyama Shigeo.\Long time no see, kid.\You haven't let yourself go, have you?\I know we used to be rivals, but I look forward to working with you... response:	What the hell kind of gathering is this?
