context: Water. response:	Earth.
context: Hey!\Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed! response:	You know how dangerous that is!
context: Hi, mom.\Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is! response:	You know what would happen if they caught you earthbending!
context: Where have you been, Haru? You're late! Get started on your chores.\Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending! response:	Open up!
context: Hey, you're that kid! Why did you run away before?\Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up! response:	Fire Nation! Act natural!
context: Uh, you must have me confused with some other kid.\No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural! response:	What do you want? I've already paid you this week.
context: No she doesn't, we saw you earthbending.\They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week. response:	The tax just doubled. Wouldn't want an accident, would we?
context: They saw you doing what?\They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we? response:	Fire is sometimes so hard to control.
context: They're crazy, mom, I mean, look at how they're dressed!\You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control. response:	You can keep the copper ones.
context: You know how dangerous that is!\You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones. response:	Nice guy. How long has the Fire Nation been here?
context: You know what would happen if they caught you earthbending!\Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here? response:	Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.
context: Open up!\Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships. response:	They're thugs, they steal from us,...
context: Fire Nation! Act natural!\What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,... response:	Quiet, Haru. Don't talk like that.
context: What do you want? I've already paid you this week.\The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that. response:	But, Haru's an earthbender, he can help.
context: The tax just doubled. Wouldn't want an accident, would we?\Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help. response:	Earthbending is forbidden.
context: Fire is sometimes so hard to control.\You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden. response:	It's caused nothing but misery for this village. He must never use his abilities.
context: You can keep the copper ones.\Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities. response:	How can you say that? Haru has a gift.
context: Nice guy. How long has the Fire Nation been here?\Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift. response:	Asking him not to earthbend is like asking me not to waterbend.
context: Five years. Fire Lord Ozai uses our town's coal mines to fuel his ships.\They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend. response:	It's a part of who we are.
context: They're thugs, they steal from us,...\Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are. response:	You don't understand.
context: Quiet, Haru. Don't talk like that.\But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand. response:	I understand that Haru can help you fight back.
context: But, Haru's an earthbender, he can help.\Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back. response:	What can the Fire Nation do to you that they haven't done already?
context: Earthbending is forbidden.\It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already? response:	They could take Haru away! Like they took his father.
context: It's caused nothing but misery for this village. He must never use his abilities.\How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father. response:	My mom said you can sleep here tonight, but you should leave in the morning.
context: How can you say that? Haru has a gift.\Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning. response:	Thanks. I'll make sure Appa doesn't eat all your hay.
context: Asking him not to earthbend is like asking me not to waterbend.\It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay. response:	I'm sorry about what I said earlier. I didn't know about your father.
context: It's a part of who we are.\You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father. response:	That's ok.
context: You don't understand.\I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok. response:	It's funny, the way you were talking back in the store, it reminded me of him.
context: I understand that Haru can help you fight back.\What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him. response:	Thanks.
context: What can the Fire Nation do to you that they haven't done already?\They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks. response:	My father was very courageous.
context: They could take Haru away! Like they took his father.\My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous. response:	When the Fire Nation invaded,...
context: My mom said you can sleep here tonight, but you should leave in the morning.\Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous.\When the Fire Nation invaded,... response:	He sounds like a great man.
context: Thanks. I'll make sure Appa doesn't eat all your hay.\I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man. response:	After the attack,...
context: I'm sorry about what I said earlier. I didn't know about your father.\That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man.\After the attack,... response:	We haven't seen them since.
context: That's ok.\It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man.\After the attack,...\We haven't seen them since. response:	So, that's why you hide your earthbending?
context: It's funny, the way you were talking back in the store, it reminded me of him.\Thanks.\My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man.\After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending? response:	Yeh. The problem is that the only way I can feel close to my father now...
context: Thanks.\My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man.\After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now... response:	See this necklace? My mother gave it to me.
context: My father was very courageous.\When the Fire Nation invaded,...\He sounds like a great man.\After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me. response:	It's beautiful.
context: When the Fire Nation invaded,...\He sounds like a great man.\After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful. response:	I lost my mother in a Fire Nation raid. This necklace is all I have left of her.
context: He sounds like a great man.\After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her. response:	It's not enough, is it?
context: After the attack,...\We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it? response:	No.
context: We haven't seen them since.\So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No. response:	Help!
context: So, that's why you hide your earthbending?\Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No.\Help! response:	The mine!
context: Yeh. The problem is that the only way I can feel close to my father now...\See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No.\Help!\The mine! response:	Help me!
context: See this necklace? My mother gave it to me.\It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No.\Help!\The mine!\Help me! response:	It's not working, we have to get help.
context: It's beautiful.\I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No.\Help!\The mine!\Help me!\It's not working, we have to get help. response:	There's no time... pull harder.
context: I lost my mother in a Fire Nation raid. This necklace is all I have left of her.\It's not enough, is it?\No.\Help!\The mine!\Help me!\It's not working, we have to get help.\There's no time... pull harder. response:	Haru, there's a way you can help him.
context: It's not enough, is it?\No.\Help!\The mine!\Help me!\It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him. response:	I can't.
context: No.\Help!\The mine!\Help me!\It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him.\I can't. response:	Please, there's no one around to see you, it's the only way.
context: Help!\The mine!\Help me!\It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way. response:	Haru, you did it!
context: The mine!\Help me!\It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it! response:	It was so brave of Haru to use his earthbending to help that old man.
context: Help me!\It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man. response:	You must have really inspired him.
context: It's not working, we have to get help.\There's no time... pull harder.\Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him. response:	I guess so.
context: There's no time... pull harder.\Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so. response:	Everyone should get some sleep. We're leaving at dawn.
context: Haru, there's a way you can help him.\I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn. response:	Dawn? Can't we sleep in for once?
context: I can't.\Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once? response:	Absolutely not! This village is crawling with Fire Nation troops.
context: Please, there's no one around to see you, it's the only way.\Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops. response:	If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.
context: Haru, you did it!\It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night. response:	I'd rather eat fireballs than nuts.
context: It was so brave of Haru to use his earthbending to help that old man.\You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts. response:	Good night.
context: You must have really inspired him.\I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night. response:	That's him! That's the earthbender!
context: I guess so.\Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender! response:	They took him! They took Haru away!
context: Everyone should get some sleep. We're leaving at dawn.\Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender!\They took him! They took Haru away! response:	What?
context: Dawn? Can't we sleep in for once?\Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender!\They took him! They took Haru away!\What? response:	The old man turned him in to the Fire Nation.
context: Absolutely not! This village is crawling with Fire Nation troops.\If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender!\They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation. response:	It's all my fault, I forced him into earthbending.
context: If they discover you're here, Aang, we'll be eating fireballs for breakfast. Good night.\I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender!\They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending. response:	Slow down, Katara, when did this happen?
context: I'd rather eat fireballs than nuts.\Good night.\That's him! That's the earthbender!\They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending.\Slow down, Katara, when did this happen? response:	Haru's mother said they came for him at midnight.
context: Good night.\That's him! That's the earthbender!\They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending.\Slow down, Katara, when did this happen?\Haru's mother said they came for him at midnight. response:	Then it's too late to track him, he's long gone.
context: That's him! That's the earthbender!\They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending.\Slow down, Katara, when did this happen?\Haru's mother said they came for him at midnight.\Then it's too late to track him, he's long gone. response:	We don't need to track him. The Fire Nation is going to take me right to Haru.
context: They took him! They took Haru away!\What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending.\Slow down, Katara, when did this happen?\Haru's mother said they came for him at midnight.\Then it's too late to track him, he's long gone.\We don't need to track him. The Fire Nation is going to take me right to Haru. response:	Because they're going to arrest me for earthbending.
context: What?\The old man turned him in to the Fire Nation.\It's all my fault, I forced him into earthbending.\Slow down, Katara, when did this happen?\Haru's mother said they came for him at midnight.\Then it's too late to track him, he's long gone.\We don't need to track him. The Fire Nation is going to take me right to Haru.\Because they're going to arrest me for earthbending. response:	I thought you were crazy at first, Katara, but this might work.
