context: Inferior Terran scum! Don't think that you'll get away with this! response:	The Kataphrakt that defeated Sir Vlad was orange in color, correct?
context: Are you okay?! Lt. Marito!\Don't push!\Try not to breathe in the smoke!\Evacuating the noncombatants has top priority!\Then the wounded! Leave no one behind!\Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon? response:	Inko and the others aren't on the deck!
context: Don't push!\Try not to breathe in the smoke!\Evacuating the noncombatants has top priority!\Then the wounded! Leave no one behind!\Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck! response:	They're still fighting out there.
context: Try not to breathe in the smoke!\Evacuating the noncombatants has top priority!\Then the wounded! Leave no one behind!\Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there. response:	They're using themselves as decoys to give us time to escape.
context: Evacuating the noncombatants has top priority!\Then the wounded! Leave no one behind!\Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape. response:	No way...!
context: Then the wounded! Leave no one behind!\Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...! response:	Direct hit! Next, right 3 mil!
context: Yes, sir!\Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil! response:	Roger.
context: Matsuribi-senpai!\Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil!\Roger. response:	To attack the assault ship, it has to break through all that rock.
context: Where's Mustang Platoon?\Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock. response:	To increase their impact, they have to increase their speed.
context: Inko and the others aren't on the deck!\They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed. response:	To accelerate using a rocket, you have to have distance.
context: They're still fighting out there.\They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance. response:	If the distance is far enough,
context: They're using themselves as decoys to give us time to escape.\No way...!\Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough, response:	throw off the angle just a little, and it'll miss its mark by a lot.
context: No way...!\Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot. response:	Enemy unit, 4 o'clock!
context: Direct hit! Next, right 3 mil!\Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock! response:	Heading this way!
context: Roger.\To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way! response:	That's not a problem.
context: To attack the assault ship, it has to break through all that rock.\To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way!\That's not a problem. response:	That Martian attack craft will cover us.
context: To increase their impact, they have to increase their speed.\To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way!\That's not a problem.\That Martian attack craft will cover us. response:	You dare?!
context: To accelerate using a rocket, you have to have distance.\If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way!\That's not a problem.\That Martian attack craft will cover us.\You dare?! response:	What the hell is going on around here?!
context: If the distance is far enough,\throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way!\That's not a problem.\That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?! response:	Yuki. Let's attack the enemy Kat directly.
context: throw off the angle just a little, and it'll miss its mark by a lot.\Enemy unit, 4 o'clock!\Heading this way!\That's not a problem.\That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly. response:	What are you saying?! We're no match for that thing!
context: Enemy unit, 4 o'clock!\Heading this way!\That's not a problem.\That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing! response:	I'm not so sure.
context: Heading this way!\That's not a problem.\That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure. response:	It might be all bark and no bite.
context: That's not a problem.\That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite. response:	Inko. I need to borrow your handgun.
context: That Martian attack craft will cover us.\You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun. response:	Okay!
context: You dare?!\What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay! response:	Blocks 11 and 12, evacuation confirmed.
context: What the hell is going on around here?!\Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed. response:	Evacuation of Block 8 is also complete.
context: Yuki. Let's attack the enemy Kat directly.\What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete. response:	So that's everyone.
context: What are you saying?! We're no match for that thing!\I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone. response:	Yes, ma'am. We should get going, too.
context: I'm not so sure.\It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too. response:	Any word from Mustang Platoon?
context: It might be all bark and no bite.\Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon? response:	No, ma'am.
context: Inko. I need to borrow your handgun.\Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am. response:	All we can do is pray, I suppose.
context: Okay!\Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose. response:	Captain Magbaredge!
context: Blocks 11 and 12, evacuation confirmed.\Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge! response:	Mizusaki? Why aren't you leading the refugees away?
context: Evacuation of Block 8 is also complete.\So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away? response:	I've had them take shelter in a cargo room up ahead for the time being.
context: So that's everyone.\Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being. response:	The thing is...
context: Yes, ma'am. We should get going, too.\Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is... response:	Milady...
context: Any word from Mustang Platoon?\No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady... response:	Is this my fault?
context: No, ma'am.\All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady...\Is this my fault? response:	Did this happen... because I came to Earth?
context: All we can do is pray, I suppose.\Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady...\Is this my fault?\Did this happen... because I came to Earth? response:	Milady!
context: Captain Magbaredge!\Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady...\Is this my fault?\Did this happen... because I came to Earth?\Milady! response:	If I hadn't come, there would have been no assassination.
context: Mizusaki? Why aren't you leading the refugees away?\I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady...\Is this my fault?\Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination. response:	If there had been no assassination, this war never would have...
context: I've had them take shelter in a cargo room up ahead for the time being.\The thing is...\Milady...\Is this my fault?\Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have... response:	People would not have been made to suffer unjustly...
context: The thing is...\Milady...\Is this my fault?\Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly... response:	You're right.
context: Milady...\Is this my fault?\Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right. response:	Remember that. Because to these people, all Martians are the enemy.
context: Is this my fault?\Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy. response:	How is that even possible?!
context: Did this happen... because I came to Earth?\Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?! response:	I haven't the slightest, ma'am.
context: Milady!\If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am. response:	What kind of installation is this?!
context: If I hadn't come, there would have been no assassination.\If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?! response:	M-Milady!
context: If there had been no assassination, this war never would have...\People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady! response:	Where are you going?!
context: People would not have been made to suffer unjustly...\You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady!\Where are you going?! response:	This is... a Martian Kataphrakt!
context: You're right.\Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady!\Where are you going?!\This is... a Martian Kataphrakt! response:	How did it-
context: Remember that. Because to these people, all Martians are the enemy.\How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady!\Where are you going?!\This is... a Martian Kataphrakt!\How did it- response:	It's a crater.
context: How is that even possible?!\I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady!\Where are you going?!\This is... a Martian Kataphrakt!\How did it-\It's a crater. response:	There wasn't just one meteor that fell here.
context: I haven't the slightest, ma'am.\What kind of installation is this?!\M-Milady!\Where are you going?!\This is... a Martian Kataphrakt!\How did it-\It's a crater.\There wasn't just one meteor that fell here. response:	One hit the shore and formed the bay.
context: What kind of installation is this?!\M-Milady!\Where are you going?!\This is... a Martian Kataphrakt!\How did it-\It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay. response:	And the other... ended up here.
context: M-Milady!\Where are you going?!\This is... a Martian Kataphrakt!\How did it-\It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here. response:	Then this machine was-
context: Where are you going?!\This is... a Martian Kataphrakt!\How did it-\It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was- response:	Yeah. The demon we saw 15 years ago.
context: This is... a Martian Kataphrakt!\How did it-\It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago. response:	I always figured it had been annihilated in the damage of Heaven's Fall.
context: How did it-\It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall. response:	Talk about a touching reunion.
context: It's a crater.\There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion. response:	Are you telling me that we seized it?
context: There wasn't just one meteor that fell here.\One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it? response:	Then does that mean that Lt. Marito's Tanegashima Report
context: One hit the shore and formed the bay.\And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report response:	was buried so they could keep this a secret?
context: And the other... ended up here.\Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret? response:	But...
context: Then this machine was-\Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But... response:	Capt. Magbaredge!
context: Yeah. The demon we saw 15 years ago.\I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But...\Capt. Magbaredge! response:	Look at that!
context: I always figured it had been annihilated in the damage of Heaven's Fall.\Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But...\Capt. Magbaredge!\Look at that! response:	What in the world... is that?
context: Talk about a touching reunion.\Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But...\Capt. Magbaredge!\Look at that!\What in the world... is that? response:	Orange...
context: Are you telling me that we seized it?\Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But...\Capt. Magbaredge!\Look at that!\What in the world... is that?\Orange... response:	What are you doing, Nao?
context: Then does that mean that Lt. Marito's Tanegashima Report\was buried so they could keep this a secret?\But...\Capt. Magbaredge!\Look at that!\What in the world... is that?\Orange...\What are you doing, Nao? response:	The Ashura over there hasn't budged from that spot.
context: was buried so they could keep this a secret?\But...\Capt. Magbaredge!\Look at that!\What in the world... is that?\Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot. response:	All it does is repeat the same attack.
context: But...\Capt. Magbaredge!\Look at that!\What in the world... is that?\Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack. response:	I'm sure that they're its only weapons.
context: Capt. Magbaredge!\Look at that!\What in the world... is that?\Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons. response:	All I need now is...
context: Look at that!\What in the world... is that?\Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is... response:	Cover us.
context: What in the world... is that?\Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is...\Cover us. response:	Darn it, Nao!
context: Orange...\What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is...\Cover us.\Darn it, Nao! response:	Inaho!
context: What are you doing, Nao?\The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is...\Cover us.\Darn it, Nao!\Inaho! response:	Are you kidding me?
context: The Ashura over there hasn't budged from that spot.\All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is...\Cover us.\Darn it, Nao!\Inaho!\Are you kidding me? response:	Opening contact channel.
context: All it does is repeat the same attack.\I'm sure that they're its only weapons.\All I need now is...\Cover us.\Darn it, Nao!\Inaho!\Are you kidding me?\Opening contact channel. response:	I'll be quick. What are you armed with?
context: I'm sure that they're its only weapons.\All I need now is...\Cover us.\Darn it, Nao!\Inaho!\Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with? response:	I have about 20 howitzer rounds. And you?
context: All I need now is...\Cover us.\Darn it, Nao!\Inaho!\Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you? response:	HE rounds, 9. Then I'm dry.
context: Cover us.\Darn it, Nao!\Inaho!\Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry. response:	Don't do it, Nao! That's a Martian-
context: Darn it, Nao!\Inaho!\Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian- response:	Sorry, Yuki. We'll talk later.
context: Inaho!\Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later. response:	The Hellas' fists increase their hardness by becoming a single, giant molecule.
context: Are you kidding me?\Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule. response:	No bullet can destroy them.
context: Opening contact channel.\I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them. response:	No, one of the fists was destroyed.
context: I'll be quick. What are you armed with?\I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed. response:	Their molecular structure probably reverts when their fingers move.
context: I have about 20 howitzer rounds. And you?\HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move. response:	Patch me into the signal from your stabilizers.
context: HE rounds, 9. Then I'm dry.\Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers. response:	We use a different standard.
context: Don't do it, Nao! That's a Martian-\Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard. response:	That's all right. I'll convert it.
context: Sorry, Yuki. We'll talk later.\The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it. response:	Here it comes, Bat!
context: The Hellas' fists increase their hardness by becoming a single, giant molecule.\No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat! response:	Bat?
context: No bullet can destroy them.\No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat!\Bat? response:	I thought so.
context: No, one of the fists was destroyed.\Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat!\Bat?\I thought so. response:	Marax!
context: Their molecular structure probably reverts when their fingers move.\Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat!\Bat?\I thought so.\Marax! response:	Why, you...!
context: Patch me into the signal from your stabilizers.\We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat!\Bat?\I thought so.\Marax!\Why, you...! response:	Him and his crazy stunts...
context: We use a different standard.\That's all right. I'll convert it.\Here it comes, Bat!\Bat?\I thought so.\Marax!\Why, you...!\Him and his crazy stunts... response:	We're moving up.
context: That's all right. I'll convert it.\Here it comes, Bat!\Bat?\I thought so.\Marax!\Why, you...!\Him and his crazy stunts...\We're moving up. response:	Is that a good idea?
context: Here it comes, Bat!\Bat?\I thought so.\Marax!\Why, you...!\Him and his crazy stunts...\We're moving up.\Is that a good idea? response:	It's okay. His crazy stunts tend to be the right move.
context: Bat?\I thought so.\Marax!\Why, you...!\Him and his crazy stunts...\We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move. response:	Pull them closer!
context: I thought so.\Marax!\Why, you...!\Him and his crazy stunts...\We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer! response:	One left! Get directly behind it!
context: Marax!\Why, you...!\Him and his crazy stunts...\We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it! response:	Their tails have no armor, which means their engines are also vulnerable.
context: Why, you...!\Him and his crazy stunts...\We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable. response:	Two more coming in from aft!
context: Him and his crazy stunts...\We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft! response:	Course one-seven-five. Fly parallel to the coast.
context: We're moving up.\Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast. response:	Yuki, do you copy?
context: Is that a good idea?\It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy? response:	You only remember you have teammates when you need help!
context: It's okay. His crazy stunts tend to be the right move.\Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help! response:	Hold that course!
context: Pull them closer!\One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course! response:	Botis... Marax...
context: One left! Get directly behind it!\Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course!\Botis... Marax... response:	Ronove... Halphas...
context: Their tails have no armor, which means their engines are also vulnerable.\Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course!\Botis... Marax...\Ronove... Halphas... response:	Raum... Vine...
context: Two more coming in from aft!\Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course!\Botis... Marax...\Ronove... Halphas...\Raum... Vine... response:	How dare you harm my children?!
context: Course one-seven-five. Fly parallel to the coast.\Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course!\Botis... Marax...\Ronove... Halphas...\Raum... Vine...\How dare you harm my children?! response:	We'll attack it simultaneously.
context: Yuki, do you copy?\You only remember you have teammates when you need help!\Hold that course!\Botis... Marax...\Ronove... Halphas...\Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously. response:	Roger.
context: You only remember you have teammates when you need help!\Hold that course!\Botis... Marax...\Ronove... Halphas...\Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously.\Roger. response:	You leave me no choice, then!
context: Hold that course!\Botis... Marax...\Ronove... Halphas...\Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously.\Roger.\You leave me no choice, then! response:	It flew away!
context: Botis... Marax...\Ronove... Halphas...\Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously.\Roger.\You leave me no choice, then!\It flew away! response:	Crap!
context: Ronove... Halphas...\Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously.\Roger.\You leave me no choice, then!\It flew away!\Crap! response:	What is that?!
context: Raum... Vine...\How dare you harm my children?!\We'll attack it simultaneously.\Roger.\You leave me no choice, then!\It flew away!\Crap!\What is that?! response:	I don't know, either!
context: How dare you harm my children?!\We'll attack it simultaneously.\Roger.\You leave me no choice, then!\It flew away!\Crap!\What is that?!\I don't know, either! response:	It's gained distance! It's accelerating this way!
context: We'll attack it simultaneously.\Roger.\You leave me no choice, then!\It flew away!\Crap!\What is that?!\I don't know, either!\It's gained distance! It's accelerating this way! response:	Use your rifle to throw off its trajectory!
context: Roger.\You leave me no choice, then!\It flew away!\Crap!\What is that?!\I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory! response:	It's too big for a rifle!
context: You leave me no choice, then!\It flew away!\Crap!\What is that?!\I don't know, either!\It's gained distance! It's accelerating this way!\Use your rifle to throw off its trajectory!\It's too big for a rifle! response:	I'm too heavy with you aboard! I can't dodge it!
