context: Count Cruhteo? response:	Yes, his eldest son inherited his title.
context: I apologize for the delay.\As I understand it, you have come all this way\to offer your condolences over my father, Count Saazbaum.\We are quite a long way from Vers, after all.\That, as well as congratulations for your succession,\are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo. response:	Klancain is fine. I am still unaccustomed to the title.
context: As I understand it, you have come all this way\to offer your condolences over my father, Count Saazbaum.\We are quite a long way from Vers, after all.\That, as well as congratulations for your succession,\are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title. response:	As you wish, then.
context: to offer your condolences over my father, Count Saazbaum.\We are quite a long way from Vers, after all.\That, as well as congratulations for your succession,\are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then. response:	Princess Asseylum was looking forward to seeing you again after so long, but...
context: We are quite a long way from Vers, after all.\That, as well as congratulations for your succession,\are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but... response:	I hear that she has been feeling unwell.
context: That, as well as congratulations for your succession,\are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell. response:	It is nothing serious, but one cannot be too careful.
context: are long overdue, Lord Troyard.\No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful. response:	I am most indebted to your late father.
context: No, it is I who must apologize\for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father. response:	He was not hard on you? He was a man who was stern to a fault.
context: for failing to congratulate you on your own succession to the peerage, Count Cruhteo.\Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault. response:	I learned a great many lessons from him.
context: Klancain is fine. I am still unaccustomed to the title.\As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him. response:	I would not be the man I am today were it not for him.
context: As you wish, then.\Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him. response:	I saw the Tharsis.
context: Princess Asseylum was looking forward to seeing you again after so long, but...\I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis. response:	I am glad that it appears to be of some use to you, Lord Troyard.
context: I hear that she has been feeling unwell.\It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard. response:	I heard while en route here.
context: It is nothing serious, but one cannot be too careful.\I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here. response:	Something to the effect that you were going to found a new kingdom here?
context: I am most indebted to your late father.\He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here? response:	It was Princess Asseylum's wish.
context: He was not hard on you? He was a man who was stern to a fault.\I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish. response:	Was it also His Majesty's?
context: I learned a great many lessons from him.\I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's? response:	It is my understanding that he is not well.
context: I would not be the man I am today were it not for him.\I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well. response:	Our top medical staff are tending to him with our latest medical equipment.
context: I saw the Tharsis.\I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment. response:	There is no cause for concern.
context: I am glad that it appears to be of some use to you, Lord Troyard.\I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern. response:	That is good news.
context: I heard while en route here.\Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news. response:	I am sure that when Princess Asseylum's wish comes true,
context: Something to the effect that you were going to found a new kingdom here?\It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true, response:	His Majesty will also be overjoyed.
context: It was Princess Asseylum's wish.\Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed. response:	One would hope so.
context: Was it also His Majesty's?\It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so. response:	If you were to lend us your support, Lord Klancain,
context: It is my understanding that he is not well.\Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain, response:	it would be most reassuring.
context: Our top medical staff are tending to him with our latest medical equipment.\There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring. response:	I look forward to it.
context: There is no cause for concern.\That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it. response:	To seeing this new kingdom alter Vers' future.
context: That is good news.\I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future. response:	Examination of rock clusters exhibiting unnatural behavior
context: I am sure that when Princess Asseylum's wish comes true,\His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior response:	suggests objects of different mass behind them.
context: His Majesty will also be overjoyed.\One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them. response:	Camouflage, eh?
context: One would hope so.\If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh? response:	The Stygis Squadron?
context: If you were to lend us your support, Lord Klancain,\it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron? response:	Ready for launch.
context: it would be most reassuring.\I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron?\Ready for launch. response:	See Count Klancain to a safe location.
context: I look forward to it.\To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location. response:	Enemy force will be in firing range in 7 minutes.
context: To seeing this new kingdom alter Vers' future.\Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes. response:	We'll gradually move the line back as we engage them
context: Examination of rock clusters exhibiting unnatural behavior\suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them response:	and separate the enemy force from the moonbase.
context: suggests objects of different mass behind them.\Camouflage, eh?\The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase. response:	All hands to battle stations.
context: Camouflage, eh?\The Stygis Squadron?\Ready for launch.\See Count Klancain to a safe location.\Enemy force will be in firing range in 7 minutes.\We'll gradually move the line back as we engage them\and separate the enemy force from the moonbase.\All hands to battle stations. response:	Now beginning launch sequence.
