context: Uesugi-san! response:	Y-Yotsuba!
context: Okay.\The usual deal?\What is Miku up to?\Ichika?\Didn't she just leave?\No way...\M-Miku?!\She took Ichika's place! response:	The Quintessential Quintuplets
context: The usual deal?\What is Miku up to?\Ichika?\Didn't she just leave?\No way...\M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets response:	The Quintessential Quintuplets
context: What is Miku up to?\Ichika?\Didn't she just leave?\No way...\M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets response:	The Quint es sen tial Quin tup lets
context: Ichika?\Didn't she just leave?\No way...\M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets response:	The Quintessential Quintuplets
context: Didn't she just leave?\No way...\M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets response:	Thanks for coming, Nakano-san.
context: No way...\M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san. response:	Um...
context: M-Miku?!\She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um... response:	Maeda-kun, was it?
context: She took Ichika's place!\The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it? response:	Where are the others?
context: The Quintessential Quintuplets\The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it?\Where are the others? response:	Sorry, I lied to get you to come here.
context: The Quintessential Quintuplets\The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here. response:	Huh?
context: The Quint es sen tial Quin tup lets\The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here.\Huh? response:	P-Please dance with me at the campfire.
context: The Quintessential Quintuplets\Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire. response:	With me? Why?
context: Thanks for coming, Nakano-san.\Um...\Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire.\With me? Why? response:	W-Well, you know...
context: Um...\Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire.\With me? Why?\W-Well, you know... response:	Because I like you.
context: Maeda-kun, was it?\Where are the others?\Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire.\With me? Why?\W-Well, you know...\Because I like you. response:	Really?
context: Where are the others?\Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire.\With me? Why?\W-Well, you know...\Because I like you.\Really? response:	Ichika's cute. I wonder if she gets it a lot.
context: Sorry, I lied to get you to come here.\Huh?\P-Please dance with me at the campfire.\With me? Why?\W-Well, you know...\Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot. response:	Thanks.
context: Huh?\P-Please dance with me at the campfire.\With me? Why?\W-Well, you know...\Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks. response:	I'll let you know later.
context: P-Please dance with me at the campfire.\With me? Why?\W-Well, you know...\Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later. response:	I want an answer now.
context: With me? Why?\W-Well, you know...\Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later.\I want an answer now. response:	Nakano-san, please!
context: W-Well, you know...\Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later.\I want an answer now.\Nakano-san, please! response:	Tell a cheap lie, and you get hurt.
context: Because I like you.\Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later.\I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt. response:	Um...
context: Really?\Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later.\I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um... response:	Well, you reap what you sow.
context: Ichika's cute. I wonder if she gets it a lot.\Thanks.\I'll let you know later.\I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow. response:	Huh?
context: Thanks.\I'll let you know later.\I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow.\Huh? response:	You have a different vibe today, Nakano-san.
context: I'll let you know later.\I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san. response:	Is it your hair?
context: I want an answer now.\Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san.\Is it your hair? response:	Weird...
context: Nakano-san, please!\Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san.\Is it your hair?\Weird... response:	Um...
context: Tell a cheap lie, and you get hurt.\Um...\Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san.\Is it your hair?\Weird...\Um... response:	You're a quintuplet, aren't you?
context: Um...\Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san.\Is it your hair?\Weird...\Um...\You're a quintuplet, aren't you? response:	You and one of your four sisters...
context: Well, you reap what you sow.\Huh?\You have a different vibe today, Nakano-san.\Is it your hair?\Weird...\Um...\You're a quintuplet, aren't you?\You and one of your four sisters... response:	haven't switched places or anything, right?
context: Huh?\You have a different vibe today, Nakano-san.\Is it your hair?\Weird...\Um...\You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right? response:	Ichika, there you are.
context: You have a different vibe today, Nakano-san.\Is it your hair?\Weird...\Um...\You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are. response:	Your sisters were calling.
context: Is it your hair?\Weird...\Um...\You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling. response:	Go meet up with them.
context: Weird...\Um...\You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling.\Go meet up with them. response:	Futaro...
context: Um...\You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling.\Go meet up with them.\Futaro... response:	Hey, who asked you to be here, punk?
context: You're a quintuplet, aren't you?\You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling.\Go meet up with them.\Futaro...\Hey, who asked you to be here, punk? response:	Don't go thinking you get to call Nakano-san by her first name.
context: You and one of your four sisters...\haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling.\Go meet up with them.\Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name. response:	Give her some time to decide.
context: haven't switched places or anything, right?\Ichika, there you are.\Your sisters were calling.\Go meet up with them.\Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide. response:	Think about how other people feel for once.
context: Ichika, there you are.\Your sisters were calling.\Go meet up with them.\Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once. response:	It's not very convincing when Futaro says that.
context: Your sisters were calling.\Go meet up with them.\Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that. response:	Who gave you the right to eavesdrop?
context: Go meet up with them.\Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop? response:	This ain't any of your business!
context: Futaro...\Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business! response:	It is, technically.
context: Hey, who asked you to be here, punk?\Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically. response:	Um...
context: Don't go thinking you get to call Nakano-san by her first name.\Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically.\Um... response:	What?
context: Give her some time to decide.\Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically.\Um...\What? response:	You bastard...
context: Think about how other people feel for once.\It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically.\Um...\What?\You bastard... response:	Calm down!
context: It's not very convincing when Futaro says that.\Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically.\Um...\What?\You bastard...\Calm down! response:	Get lost!
context: Who gave you the right to eavesdrop?\This ain't any of your business!\It is, technically.\Um...\What?\You bastard...\Calm down!\Get lost! response:	I've already promised to dance with him.
context: This ain't any of your business!\It is, technically.\Um...\What?\You bastard...\Calm down!\Get lost!\I've already promised to dance with him. response:	Wait, no...
context: It is, technically.\Um...\What?\You bastard...\Calm down!\Get lost!\I've already promised to dance with him.\Wait, no... response:	You're lying!
context: Um...\What?\You bastard...\Calm down!\Get lost!\I've already promised to dance with him.\Wait, no...\You're lying! response:	You're way out of this guy's league!
context: What?\You bastard...\Calm down!\Get lost!\I've already promised to dance with him.\Wait, no...\You're lying!\You're way out of this guy's league! response:	Th-That's not true.
context: You bastard...\Calm down!\Get lost!\I've already promised to dance with him.\Wait, no...\You're lying!\You're way out of this guy's league!\Th-That's not true. response:	Futaro is...
context: Calm down!\Get lost!\I've already promised to dance with him.\Wait, no...\You're lying!\You're way out of this guy's league!\Th-That's not true.\Futaro is... response:	Futaro is...
context: Get lost!\I've already promised to dance with him.\Wait, no...\You're lying!\You're way out of this guy's league!\Th-That's not true.\Futaro is...\Futaro is... response:	Cool and handsome.
context: I've already promised to dance with him.\Wait, no...\You're lying!\You're way out of this guy's league!\Th-That's not true.\Futaro is...\Futaro is...\Cool and handsome. response:	A-Are you dating?
context: Wait, no...\You're lying!\You're way out of this guy's league!\Th-That's not true.\Futaro is...\Futaro is...\Cool and handsome.\A-Are you dating? response:	W-We're all over each other!
context: You're lying!\You're way out of this guy's league!\Th-That's not true.\Futaro is...\Futaro is...\Cool and handsome.\A-Are you dating?\W-We're all over each other! response:	Let's go walk home together.
context: You're way out of this guy's league!\Th-That's not true.\Futaro is...\Futaro is...\Cool and handsome.\A-Are you dating?\W-We're all over each other!\Let's go walk home together. response:	Yeah, whatever. Let's go with that.
context: Th-That's not true.\Futaro is...\Futaro is...\Cool and handsome.\A-Are you dating?\W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that. response:	Hold it!
context: Futaro is...\Futaro is...\Cool and handsome.\A-Are you dating?\W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it! response:	If you're really dating, you could hold hands, couldn't you?
context: Futaro is...\Cool and handsome.\A-Are you dating?\W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you? response:	Or what? You can't do it?
context: Cool and handsome.\A-Are you dating?\W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it? response:	That's definitely suspicious.
context: A-Are you dating?\W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious. response:	Now look here.
context: W-We're all over each other!\Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious.\Now look here. response:	Not every couple works the same way.
context: Let's go walk home together.\Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious.\Now look here.\Not every couple works the same way. response:	Mi
context: Yeah, whatever. Let's go with that.\Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious.\Now look here.\Not every couple works the same way.\Mi response:	Ichika!
context: Hold it!\If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious.\Now look here.\Not every couple works the same way.\Mi\Ichika! response:	This is, uh...
context: If you're really dating, you could hold hands, couldn't you?\Or what? You can't do it?\That's definitely suspicious.\Now look here.\Not every couple works the same way.\Mi\Ichika!\This is, uh... response:	It's not that I wanted to hold hands again, but, uh...
context: Or what? You can't do it?\That's definitely suspicious.\Now look here.\Not every couple works the same way.\Mi\Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh... response:	This isn't our first time.
context: That's definitely suspicious.\Now look here.\Not every couple works the same way.\Mi\Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time. response:	Damn it!
context: Now look here.\Not every couple works the same way.\Mi\Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it! response:	All right, fine.
context: Not every couple works the same way.\Mi\Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it!\All right, fine. response:	Hey, I know this isn't a great time to ask,
context: Mi\Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it!\All right, fine.\Hey, I know this isn't a great time to ask, response:	but what made you want to confess to the person you like?
context: Ichika!\This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it!\All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like? response:	How could you ask me that, Nakano-san?
context: This is, uh...\It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it!\All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san? response:	Sorry.
context: It's not that I wanted to hold hands again, but, uh...\This isn't our first time.\Damn it!\All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry. response:	Well, you know...
context: This isn't our first time.\Damn it!\All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry.\Well, you know... response:	Anyone who does it wants that person all to themselves.
context: Damn it!\All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry.\Well, you know...\Anyone who does it wants that person all to themselves. response:	That's what it boils down to.
context: All right, fine.\Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry.\Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to. response:	You want that person all to yourself?
context: Hey, I know this isn't a great time to ask,\but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry.\Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself? response:	What the hell am I saying?
context: but what made you want to confess to the person you like?\How could you ask me that, Nakano-san?\Sorry.\Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself?\What the hell am I saying? response:	Oy!
context: How could you ask me that, Nakano-san?\Sorry.\Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself?\What the hell am I saying?\Oy! response:	You better not give Nakano-san any trouble.
context: Sorry.\Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself?\What the hell am I saying?\Oy!\You better not give Nakano-san any trouble. response:	She's giving me plenty of trouble right now.
context: Well, you know...\Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself?\What the hell am I saying?\Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now. response:	Oh, come on.
context: Anyone who does it wants that person all to themselves.\That's what it boils down to.\You want that person all to yourself?\What the hell am I saying?\Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on. response:	Let's go, Futaro.
context: That's what it boils down to.\You want that person all to yourself?\What the hell am I saying?\Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro. response:	You don't need to cling to me.
context: You want that person all to yourself?\What the hell am I saying?\Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro.\You don't need to cling to me. response:	I'm Ichika right now.
context: What the hell am I saying?\Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now. response:	This is what she would do.
context: Oy!\You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now.\This is what she would do. response:	I'll be okay.
context: You better not give Nakano-san any trouble.\She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now.\This is what she would do.\I'll be okay. response:	Really, though...
context: She's giving me plenty of trouble right now.\Oh, come on.\Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now.\This is what she would do.\I'll be okay.\Really, though... response:	Are you sure it's a good idea to turn him down without asking her?
context: Oh, come on.\Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now.\This is what she would do.\I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her? response:	Ichika said work is her priority.
context: Let's go, Futaro.\You don't need to cling to me.\I'm Ichika right now.\This is what she would do.\I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority. response:	Still, what about the campfire?
context: You don't need to cling to me.\I'm Ichika right now.\This is what she would do.\I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire? response:	There you are!
context: I'm Ichika right now.\This is what she would do.\I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire?\There you are! response:	All right, let's go.
context: This is what she would do.\I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire?\There you are!\All right, let's go. response:	We're going to pick out clothes for Uesugi-san to wear at the school camp.
context: I'll be okay.\Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire?\There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp. response:	I'll go first.
context: Really, though...\Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire?\There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first. response:	I chose something really loud.
context: Are you sure it's a good idea to turn him down without asking her?\Ichika said work is her priority.\Still, what about the campfire?\There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud. response:	I can't help but think you're messing with me.
context: Ichika said work is her priority.\Still, what about the campfire?\There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud.\I can't help but think you're messing with me. response:	A hint of Japanese style would suit Futaro the best.
context: Still, what about the campfire?\There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best. response:	This is way more than a hint!
context: There you are!\All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint! response:	I've chosen a manly outfit for you.
context: All right, let's go.\We're going to pick out clothes for Uesugi-san to wear at the school camp.\I'll go first.\I chose something really loud.\I can't help but think you're messing with me.\A hint of Japanese style would suit Futaro the best.\This is way more than a hint!\I've chosen a manly outfit for you. response:	What the hell is your idea of manliness?!
