context: Water. response:	Earth.
context: There's a reason they've survived a hundred years of war.\The frozen tundra is treacherous. The landscape itself is an icy fortress.\We'll need a massive invasion force.\There it is!\The Northern Water Tribe...\We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem! response:	This place is beautiful.
context: The frozen tundra is treacherous. The landscape itself is an icy fortress.\We'll need a massive invasion force.\There it is!\The Northern Water Tribe...\We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful. response:	Yeh, she is.
context: We'll need a massive invasion force.\There it is!\The Northern Water Tribe...\We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is. response:	Winter, spring, summer and fall. Winter, spring, summer and fall.
context: There it is!\The Northern Water Tribe...\We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall. response:	Four seasons, four loves. Four seasons, four loves.
context: The Northern Water Tribe...\We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves. response:	Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...
context: We're finally here...\I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,... response:	The Avatar!
context: I can't believe how many waterbenders live up here!\We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar! response:	We also celebrate my daughter's 16th birthday.
context: We'll find a master to teach us, no problem!\This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday. response:	Princess Yue is now of marrying age.
context: This place is beautiful.\Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age. response:	Thank you, father.
context: Yeh, she is.\Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father. response:	May the great Ocean and Moon Spirits watch over us during these troubled times.
context: Winter, spring, summer and fall. Winter, spring, summer and fall.\Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times. response:	Now, Master Pakku and his students will perform!
context: Four seasons, four loves. Four seasons, four loves.\Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform! response:	Hi, there. Sokka, Southern Water Tribe.
context: Tonight, we celebrate the arrival of our brother and sister from the Southern Tribe,...\The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe. response:	Very nice to meet you.
context: The Avatar!\We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you. response:	So... uh... you're a Princess, huh?!
context: We also celebrate my daughter's 16th birthday.\Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?! response:	You know, back in my tribe, I'm kinda like a Prince myself!
context: Princess Yue is now of marrying age.\Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself! response:	A lot of things! Uh, do you mind? I'm trying to have a conversation here!
context: Thank you, father.\May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here! response:	My apologies, Prince Sokka.
context: May the great Ocean and Moon Spirits watch over us during these troubled times.\Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka. response:	So it looks like I'm gonna be in town for awhile.
context: Now, Master Pakku and his students will perform!\Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile. response:	I'm thinking maybe we could... do an activity together?
context: Hi, there. Sokka, Southern Water Tribe.\Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together? response:	Do an activity?
context: Very nice to meet you.\So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity? response:	Very smooth.
context: So... uh... you're a Princess, huh?!\You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth. response:	Master Pakku, meet your newest student, the Avatar.
context: You know, back in my tribe, I'm kinda like a Prince myself!\A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar. response:	Just because you're destined to save the world, don't expect any special treatment.
context: A lot of things! Uh, do you mind? I'm trying to have a conversation here!\My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment. response:	My friend and I can't wait to start training with you...
context: My apologies, Prince Sokka.\So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you... response:	If you want to relax, then I suggest visiting a tropical island.
context: So it looks like I'm gonna be in town for awhile.\I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island. response:	If not, I'll see you both at sunrise. Good night.
context: I'm thinking maybe we could... do an activity together?\Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night. response:	For the last time, I'm not playing the sumki horn.
context: Do an activity?\Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn. response:	No, it's about our plans. There's a bit of a problem.
context: Very smooth.\Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem. response:	I'm taking your crew.
context: Master Pakku, meet your newest student, the Avatar.\Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew. response:	What!?
context: Just because you're destined to save the world, don't expect any special treatment.\My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!? response:	I've recruited them for a little expedition to the North Pole.
context: My friend and I can't wait to start training with you...\If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole. response:	Uncle, is that true?
context: If you want to relax, then I suggest visiting a tropical island.\If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true? response:	I'm afraid so. He's taking everyone. Even the cook!
context: If not, I'll see you both at sunrise. Good night.\For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook! response:	Sorry you won't be there to watch me capture the Avatar.
context: For the last time, I'm not playing the sumki horn.\No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar. response:	But I can't have you getting in my way again.
context: No, it's about our plans. There's a bit of a problem.\I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again. response:	I didn't know you were skilled with broadswords, Prince Zuko.
context: I'm taking your crew.\What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko. response:	I'm not. They're antiques. Just decorative.
context: What!?\I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative. response:	Have you heard of the Blue Spirit, General Iroh?
context: I've recruited them for a little expedition to the North Pole.\Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh? response:	Just rumors. I don't think he is real.
context: Uncle, is that true?\I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real. response:	He's real all right. He's a criminal, an enemy of the Fire Nation.
context: I'm afraid so. He's taking everyone. Even the cook!\Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation. response:	But I have a feeling that justice will catch up with him soon.
context: Sorry you won't be there to watch me capture the Avatar.\But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon. response:	General Iroh, the offer to join my mission still stands if you change your mind.
context: But I can't have you getting in my way again.\I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind. response:	I've waited for this day my whole life!
context: I didn't know you were skilled with broadswords, Prince Zuko.\I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life! response:	I finally get to learn from a real waterbending master!
context: I'm not. They're antiques. Just decorative.\Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master! response:	Good morning, Master Pakku!
context: Have you heard of the Blue Spirit, General Iroh?\Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku! response:	No, please, march right in, I'm not concentrating or anything.
context: Just rumors. I don't think he is real.\He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything. response:	Uhh... this is my friend, Katara, the one I told you about?
context: He's real all right. He's a criminal, an enemy of the Fire Nation.\But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about? response:	I'm sorry. I think there's been a misunderstanding.
context: But I have a feeling that justice will catch up with him soon.\General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding. response:	You didn't tell me your friend was a girl.
context: General Iroh, the offer to join my mission still stands if you change your mind.\I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl. response:	In our tribe, it is forbidden for women to learn waterbending.
context: I've waited for this day my whole life!\I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending. response:	What do you mean you won't teach me?
context: I finally get to learn from a real waterbending master!\Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me? response:	I didn't travel across the entire world so you could tell me no!
context: Good morning, Master Pakku!\No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no! response:	No.
context: No, please, march right in, I'm not concentrating or anything.\Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No. response:	But there must be other female waterbenders in your tribe!
context: Uhh... this is my friend, Katara, the one I told you about?\I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No.\But there must be other female waterbenders in your tribe! response:	Here the women learn from Yugoda to use their waterbending to heal.
context: I'm sorry. I think there's been a misunderstanding.\You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No.\But there must be other female waterbenders in your tribe!\Here the women learn from Yugoda to use their waterbending to heal. response:	I'm sure she would be happy to take you as her student despite your bad attitude.
context: You didn't tell me your friend was a girl.\In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No.\But there must be other female waterbenders in your tribe!\Here the women learn from Yugoda to use their waterbending to heal.\I'm sure she would be happy to take you as her student despite your bad attitude. response:	I don't want to heal, I want to fight!
context: In our tribe, it is forbidden for women to learn waterbending.\What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No.\But there must be other female waterbenders in your tribe!\Here the women learn from Yugoda to use their waterbending to heal.\I'm sure she would be happy to take you as her student despite your bad attitude.\I don't want to heal, I want to fight! response:	I can see that. But our tribe has customs, rules.
context: What do you mean you won't teach me?\I didn't travel across the entire world so you could tell me no!\No.\But there must be other female waterbenders in your tribe!\Here the women learn from Yugoda to use their waterbending to heal.\I'm sure she would be happy to take you as her student despite your bad attitude.\I don't want to heal, I want to fight!\I can see that. But our tribe has customs, rules. response:	Well your rules stink!
