context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: Oh, no! The Council is angry!\Well of course they'd be angry after we keep running amuck all the time.\Thank you very much...\The master has been called before the Council!\What'll we do?\Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times. response:	I believe your every tomorrow will be shining.
context: Well of course they'd be angry after we keep running amuck all the time.\Thank you very much...\The master has been called before the Council!\What'll we do?\Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining. response:	The intersection of all people
context: Thank you very much...\The master has been called before the Council!\What'll we do?\Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people response:	Never giving up. And that's why we're not gonna lose!
context: The master has been called before the Council!\What'll we do?\Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose! response:	When it seems like you'll be blown away by the headwinds,
context: What'll we do?\Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds, response:	grasp this hand, try to take a chance.
context: Thank you very much!\And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance. response:	Because you're not alone anymore, got it?
context: And wait... Who are you?\It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it? response:	Go forward, more and more!
context: It'll be all right! I'll yell it out countless times.\I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more! response:	Don't give up on your awesome dream!
context: I believe your every tomorrow will be shining.\The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream! response:	That's right, don't cry!
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	Um... Makarov, sir?
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir? response:	Yes?
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir?\Yes? response:	We are in the middle of the trial... I presume you are not sleeping, correct?
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct? response:	But of course not!
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not! response:	Phantom Lord has been disbanded.
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded. response:	And Jose has been stripped of his place among the 10 Wizard Saints.
context: Your eyes, always looking straight ahead,\can surely see the light!\Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints. response:	So far, that's as I expected.
context: can surely see the light!\Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected. response:	But to judge Fairy Tail as completely innocent?
context: Um... Makarov, sir?\Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent? response:	I wouldn't have expected that.
context: Yes?\We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that. response:	You should be grateful, Macky.
context: We are in the middle of the trial... I presume you are not sleeping, correct?\But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky. response:	I argued on your behalf, you know.
context: But of course not!\Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know. response:	I'm in your debt, Yaji.
context: Phantom Lord has been disbanded.\And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji. response:	When the guild's fixed up, come over for a visit.
context: And Jose has been stripped of his place among the 10 Wizard Saints.\So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit. response:	I'll treat you to some ramen.
context: So far, that's as I expected.\But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen. response:	I'd like a Fairy Ramen with 12 pork slices.
context: But to judge Fairy Tail as completely innocent?\I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices. response:	12 slices is a bit much, you think?
context: I wouldn't have expected that.\You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think? response:	Remember you violated the ban on inter-guild conflict in Paragraph 4!
context: You should be grateful, Macky.\I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4! response:	Oh, fine!
context: I argued on your behalf, you know.\I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine! response:	I'll put in 20 or 30 slices if you want!
context: I'm in your debt, Yaji.\When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want! response:	12 pork slices.
context: When the guild's fixed up, come over for a visit.\I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices. response:	Macky... Don't push yourself.
context: I'll treat you to some ramen.\I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself. response:	We're no longer young.
context: I'd like a Fairy Ramen with 12 pork slices.\12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself.\We're no longer young. response:	You still haven't forgotten, yes?
context: 12 slices is a bit much, you think?\Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes? response:	About what?
context: Remember you violated the ban on inter-guild conflict in Paragraph 4!\Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes?\About what? response:	About Rob.
context: Oh, fine!\I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes?\About what?\About Rob. response:	Rob... Rob, huh?
context: I'll put in 20 or 30 slices if you want!\12 pork slices.\Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes?\About what?\About Rob.\Rob... Rob, huh? response:	Me and you and Poluchka...
context: 12 pork slices.\Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes?\About what?\About Rob.\Rob... Rob, huh?\Me and you and Poluchka... response:	And Rob too...
context: Macky... Don't push yourself.\We're no longer young.\You still haven't forgotten, yes?\About what?\About Rob.\Rob... Rob, huh?\Me and you and Poluchka...\And Rob too... response:	We were all so young.
context: We're no longer young.\You still haven't forgotten, yes?\About what?\About Rob.\Rob... Rob, huh?\Me and you and Poluchka...\And Rob too...\We were all so young. response:	We overdid it, but every day sure was a fun.
context: You still haven't forgotten, yes?\About what?\About Rob.\Rob... Rob, huh?\Me and you and Poluchka...\And Rob too...\We were all so young.\We overdid it, but every day sure was a fun. response:	Then Rob quit Fairy Tail... Erza tells me stories once in a while.
context: About what?\About Rob.\Rob... Rob, huh?\Me and you and Poluchka...\And Rob too...\We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while. response:	Lately many people are of the opinion that Fairy Tail has gone too far too often.
context: About Rob.\Rob... Rob, huh?\Me and you and Poluchka...\And Rob too...\We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often. response:	Indeed, Michello and Org have requested you be disbanded.
context: Rob... Rob, huh?\Me and you and Poluchka...\And Rob too...\We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded. response:	At this rate you will be facing serious punishment, Macky.
context: Me and you and Poluchka...\And Rob too...\We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky. response:	Dead, you're no good to anybody.
context: And Rob too...\We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody. response:	Like Rob...
context: We were all so young.\We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob... response:	Macky, hurry up and retire. For the sake of your health.
context: We overdid it, but every day sure was a fun.\Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health. response:	Next Generation!
context: Then Rob quit Fairy Tail... Erza tells me stories once in a while.\Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation! response:	Everyone! You can all take jobs again starting today!
context: Lately many people are of the opinion that Fairy Tail has gone too far too often.\Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today! response:	It's just a temporary counter, but do all the jobs you can!
context: Indeed, Michello and Org have requested you be disbanded.\At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can! response:	What's with them?
context: At this rate you will be facing serious punishment, Macky.\Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them? response:	Usually they're just hanging around not taking any jobs.
context: Dead, you're no good to anybody.\Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs. response:	Oh, yeah, I haven't seen Loke around...
context: Like Rob...\Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around... response:	I see you've finally fallen for Loke's magic touch then, Lucy...
context: Macky, hurry up and retire. For the sake of your health.\Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy... response:	That's not it!
context: Next Generation!\Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it! response:	I just heard that he found my keys, so I wanted to thank him.
context: Everyone! You can all take jobs again starting today!\It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him. response:	Sure. I'll tell him if I see him around.
context: It's just a temporary counter, but do all the jobs you can!\What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around. response:	By the way, weren't your Spirits angry?
context: What's with them?\Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry? response:	About you dropping your keys?
context: Usually they're just hanging around not taking any jobs.\Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys? response:	Oh, it wasn't anything enough for them to get that mad about...
context: Oh, yeah, I haven't seen Loke around...\I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about... response:	I told you not to drop it, girl!
context: I see you've finally fallen for Loke's magic touch then, Lucy...\That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl! response:	Just remembering makes my butt sting...
context: That's not it!\I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting... response:	Oh, my...
context: I just heard that he found my keys, so I wanted to thank him.\Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my... response:	Shall I chill it for you?
context: Sure. I'll tell him if I see him around.\By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you? response:	I don't need innuendo-style sexual harassment.
context: By the way, weren't your Spirits angry?\About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment. response:	Lucy, let me see your bright red butt!
context: About you dropping your keys?\Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt! response:	And no overt sexual harassment either!
context: Oh, it wasn't anything enough for them to get that mad about...\I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either! response:	I wonder what she'll look like if I make it sting even more!
context: I told you not to drop it, girl!\Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more! response:	And you're just the devil!
context: Just remembering makes my butt sting...\Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil! response:	Try saying that again!
context: Oh, my...\Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again! response:	Erza?
context: Shall I chill it for you?\I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again!\Erza? response:	This time I'll tell you straight out.
context: I don't need innuendo-style sexual harassment.\Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again!\Erza?\This time I'll tell you straight out. response:	We don't need weaklings in this guild!
context: Lucy, let me see your bright red butt!\And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again!\Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild! response:	You guys are pitiful.
context: And no overt sexual harassment either!\I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again!\Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful. response:	Getting humiliated by Phantom like that...
context: I wonder what she'll look like if I make it sting even more!\And you're just the devil!\Try saying that again!\Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that... response:	And wait, I don't even know your names.
context: And you're just the devil!\Try saying that again!\Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names. response:	And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.
context: Try saying that again!\Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault. response:	Laxus!
context: Erza?\This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus! response:	It's all over now.
context: This time I'll tell you straight out.\We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now. response:	No one has been talking about who to blame for it.
context: We don't need weaklings in this guild!\You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now.\No one has been talking about who to blame for it. response:	You have no right to say anything when you didn't even help us fight!
context: You guys are pitiful.\Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight! response:	That's what the master says.
context: Getting humiliated by Phantom like that...\And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says. response:	Well, yeah! It had nothing to do with me!
context: And wait, I don't even know your names.\And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me! response:	Although if I had been there, you wouldn't have had all that trouble.
context: And you there, the main culprit, the debutant Celestial Spirit user... It was your fault.\Laxus!\It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble. response:	Why, you...
context: Laxus!\It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you... response:	Hold it right there!
context: It's all over now.\No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there! response:	Natsu!
context: No one has been talking about who to blame for it.\You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there!\Natsu! response:	Laxus! Fight me!
context: You have no right to say anything when you didn't even help us fight!\That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there!\Natsu!\Laxus! Fight me! response:	You heartless bastard!
context: That's what the master says.\Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there!\Natsu!\Laxus! Fight me!\You heartless bastard! response:	What kind of fight would it be when you can't even catch me?
context: Well, yeah! It had nothing to do with me!\Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there!\Natsu!\Laxus! Fight me!\You heartless bastard!\What kind of fight would it be when you can't even catch me? response:	When I inherit the guild, I'll get rid of all the weaklings.
context: Although if I had been there, you wouldn't have had all that trouble.\Why, you...\Hold it right there!\Natsu!\Laxus! Fight me!\You heartless bastard!\What kind of fight would it be when you can't even catch me?\When I inherit the guild, I'll get rid of all the weaklings. response:	As well as anyone who stands against me!
