context: watashi ga umareta asa no machi yuki no naka ni umoreta response:	sore wa sore wa chiisai te de aozora wo aoida
context: fugainai ya iya\tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone. response:	It's so difficult. No, I hate it.
context: tsurai naa iya iya\My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it. response:	Tears and sorrow caused me to miss my chance.
context: My hometown lay buried in snow the morning I was born.\I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance. response:	Autumn passed, winter came again, and I became a year older.
context: I looked up at the blue sky with my tiny hands.\The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older. response:	You think you've run far away, but your story never ends.
context: The face of the girl next door that I've known so well...\It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends. response:	And yet, you're smirking.
context: It's as familiar as the graduation canon.\Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking. response:	It's so cowardly. I hate it.
context: Thriving in solitude has been mistaken as my life story.\I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it. response:	Even if I have to cling to you, chase after you, and get kicked down...
context: I want to blame it on someone.\It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down... response:	It's so cowardly. No...
context: It's so difficult. No, I hate it.\Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No... response:	It's so difficult. I hate it. I hate it.
context: Tears and sorrow caused me to miss my chance.\Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it. response:	Good afternoon, Dr. Satsuki.
context: Autumn passed, winter came again, and I became a year older.\You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki. response:	Rehab Room
context: You think you've run far away, but your story never ends.\And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room response:	Oh, you're Hagumi-chan's...
context: And yet, you're smirking.\It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's... response:	Yamada-san, was it?
context: It's so cowardly. I hate it.\Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it? response:	Yes...
context: Even if I have to cling to you, chase after you, and get kicked down...\It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes... response:	I brought some food for her...
context: It's so cowardly. No...\It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes...\I brought some food for her... response:	Oh, about that. She just finished up her rehab...
context: It's so difficult. I hate it. I hate it.\Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab... response:	No! That person isn't her father!
context: Good afternoon, Dr. Satsuki.\Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father! response:	Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.
context: Rehab Room\Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down. response:	Doctor, um... about Hagu-chan's condition...
context: Oh, you're Hagumi-chan's...\Yamada-san, was it?\Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition... response:	It hurts!
context: Yamada-san, was it?\Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts! response:	I'm sick of this!
context: Yes...\I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this! response:	Ryo, please bear with it.
context: I brought some food for her...\Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this!\Ryo, please bear with it. response:	I'm sick of doing this every day!
context: Oh, about that. She just finished up her rehab...\No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day! response:	I wanna play soccer!
context: No! That person isn't her father!\Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer! response:	That boy was in a car accident.
context: Contrast bath is a medical term where you alternately dip your limb in warm and cold water to keep the swelling down.\Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident. response:	He's been in rehab here since last month.
context: Doctor, um... about Hagu-chan's condition...\It hurts!\I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month. response:	It's difficult for young children.
context: It hurts!\I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children. response:	Rehab is also a battle against pain.
context: I'm sick of this!\Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain. response:	Even a grown man would be in pain and afraid.
context: Ryo, please bear with it.\I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid. response:	People will often give up once they've healed to a certain degree.
context: I'm sick of doing this every day!\I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree. response:	But Hagumi-san must regain something more than routine movements.
context: I wanna play soccer!\That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements. response:	Whether she can return to being an artist hinges on this.
context: That boy was in a car accident.\He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this. response:	On top of that, her injury is on her dominant hand.
context: He's been in rehab here since last month.\It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand. response:	But she's strong.
context: It's difficult for young children.\Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong. response:	She's not afraid of pain...
context: Rehab is also a battle against pain.\Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain... response:	No, I'm sure she must be afraid, but...
context: Even a grown man would be in pain and afraid.\People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but... response:	Hagu-chan...
context: People will often give up once they've healed to a certain degree.\But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan... response:	Oh, Ayu!
context: But Hagumi-san must regain something more than routine movements.\Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu! response:	Ah, you came again, Yamada-san?
context: Whether she can return to being an artist hinges on this.\On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san? response:	Have you been taking care of yourself?
context: On top of that, her injury is on her dominant hand.\But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself? response:	I have! I'm all right!
context: But she's strong.\She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right! response:	I've been going all-out and giving everything my best, just like you, Sensei!
context: She's not afraid of pain...\No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei! response:	And I've got a lot of confidence in today's menu!
context: No, I'm sure she must be afraid, but...\Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu! response:	What is it, Ayu?
context: Hagu-chan...\Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu? response:	Ta-da!
context: Oh, Ayu!\Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da! response:	odor
context: Ah, you came again, Yamada-san?\Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da!\odor response:	It's sweet-boiled beef tendons and kumquat!
context: Have you been taking care of yourself?\I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da!\odor\It's sweet-boiled beef tendons and kumquat! response:	Now this is...
context: I have! I'm all right!\I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da!\odor\It's sweet-boiled beef tendons and kumquat!\Now this is... response:	The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...
context: I've been going all-out and giving everything my best, just like you, Sensei!\And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da!\odor\It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say... response:	I thought she might be needing some collagen...
context: And I've got a lot of confidence in today's menu!\What is it, Ayu?\Ta-da!\odor\It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen... response:	This should, like, also keep her from catching a cold!
context: What is it, Ayu?\Ta-da!\odor\It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold! response:	It's tasty!
context: Ta-da!\odor\It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty! response:	Isn't it?
context: odor\It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty!\Isn't it? response:	What is it?
context: It's sweet-boiled beef tendons and kumquat!\Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty!\Isn't it?\What is it? response:	Oh, please have some also if you'd like, Dr. Satsuki.
context: Now this is...\The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty!\Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki. response:	Oh, my, thank you.
context: The hearty scent of beef fat is mixing with the fruity scent of the kumquat and... man, I don't even know what to say...\I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty!\Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you. response:	Dr. Satsuki, hold on a sec!
context: I thought she might be needing some collagen...\This should, like, also keep her from catching a cold!\It's tasty!\Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec! response:	See? Delicious, no?
context: This should, like, also keep her from catching a cold!\It's tasty!\Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no? response:	Y-Yamada-san...
context: It's tasty!\Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san... response:	I'd like to make a comment from a medical perspective...
context: Isn't it?\What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective... response:	Dr. Satsuki!
context: What is it?\Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki! response:	Nutrition is important, but there's absolutely no need for you to put everything into one dish...
context: Oh, please have some also if you'd like, Dr. Satsuki.\Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish... response:	Oh, you're the boy from earlier. Would you like some as well?
context: Oh, my, thank you.\Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well? response:	This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...
context: Dr. Satsuki, hold on a sec!\See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes... response:	Yeah!
context: See? Delicious, no?\Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah! response:	Would you like some too, ma'am?
context: Y-Yamada-san...\I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am? response:	My, is it all right?
context: I'd like to make a comment from a medical perspective...\Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am?\My, is it all right? response:	Crap! Even more victims!
context: Dr. Satsuki!\Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims! response:	Someone call an ambulance... Oh, this is the hospital!
context: Nutrition is important, but there's absolutely no need for you to put everything into one dish...\Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital! response:	Delish! This is so good!
context: Oh, you're the boy from earlier. Would you like some as well?\This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good! response:	Gosh, it's already gone.
context: This is why traditional Japanese cuisine involves one soup dish and three vegetable dishes...\Yeah!\Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone. response:	My cooking is totally popular!
context: Yeah!\Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular! response:	I'll make more and bring it again!
context: Would you like some too, ma'am?\My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again! response:	No!
context: My, is it all right?\Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again!\No! response:	Yamada genocide!
context: Crap! Even more victims!\Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again!\No!\Yamada genocide! response:	Thank you very much!
context: Someone call an ambulance... Oh, this is the hospital!\Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again!\No!\Yamada genocide!\Thank you very much! response:	Okay then...
context: Delish! This is so good!\Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again!\No!\Yamada genocide!\Thank you very much!\Okay then... response:	I'm glad I made everyone happy today.
context: Gosh, it's already gone.\My cooking is totally popular!\I'll make more and bring it again!\No!\Yamada genocide!\Thank you very much!\Okay then...\I'm glad I made everyone happy today. response:	H-Hey, wait a second! Where on earth did you get an idea like that?!
context: My cooking is totally popular!\I'll make more and bring it again!\No!\Yamada genocide!\Thank you very much!\Okay then...\I'm glad I made everyone happy today.\H-Hey, wait a second! Where on earth did you get an idea like that?! response:	It turned into a bit of a commotion, but that must mean they're looking forward to the next time, right?
