context: Pre! Preparation! response:	I'm not strong
context: P-re-prepare, p-re-prepare, p-re-prepare, cracking apart\P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff response:	I'm only worrying about things that don't matter
context: P-re-prepare, p-re-prepare, p-re-prepare\If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter response:	How does it feel? It feels like that
context: If you're not paying attention, be prepared for a poking attack from my fingers\I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that response:	You're gentle and sincere yet eccentric
context: I'm little, but I'll squish you; you're as tiny as a flea to me\What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric response:	I pretend to be strong all over and compete against you
context: What I want is a plastic heart (plus, plus, but it's a minus)\But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you response:	Just by being honest, it's so stimulating and I feel dizzy
context: But that's boring; when I'd notice it, I'd have won against you\Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy response:	I get hurt, I hurt you, in a preparation of pure feelings
context: Love is something that's bittersweet\Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings response:	In my head, there's always a pre-parade of pure feelings all by myself
context: Simple and clear yet complex and strange stuff\I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself response:	ba ni ra
context: I'm only worrying about things that don't matter\How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra response:	With vanilla salt
context: How does it feel? It feels like that\You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt response:	vanilla
context: You're gentle and sincere yet eccentric\I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla response:	If it's just sweet
context: I pretend to be strong all over and compete against you\Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet response:	Then let's put salt on
context: Just by being honest, it's so stimulating and I feel dizzy\I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on response:	Because I want you to know more about me
context: I get hurt, I hurt you, in a preparation of pure feelings\In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me response:	More than anyone else, I want to bare my self
context: In my head, there's always a pre-parade of pure feelings all by myself\ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self response:	But I can't do it, I've got nothing for experience
context: ba ni ra\With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience response:	It's too frustrating
context: With vanilla salt\vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating response:	But a love that's just sweet
context: vanilla\If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet response:	Is slightly different from what I'm seeking
context: If it's just sweet\Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking response:	If I'm told it's white
context: Then let's put salt on\Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white response:	I'd say it's black
context: Because I want you to know more about me\More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black response:	I can't be honest
context: More than anyone else, I want to bare my self\But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest response:	I say one thing but do another
context: But I can't do it, I've got nothing for experience\It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another response:	If I'm told, I love you
context: It's too frustrating\But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you response:	I'd say, I hate you
context: But a love that's just sweet\Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you response:	I'm happy, but what am I saying?
context: Is slightly different from what I'm seeking\If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying? response:	Like putting salt
context: If I'm told it's white\I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt response:	Into sweet vanilla...
context: I'd say it's black\I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla... response:	True Colours
context: I can't be honest\I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\True Colours response:	Next Episode Preview
context: I say one thing but do another\If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\True Colours\Next Episode Preview response:	Pool Opening Day
context: If I'm told, I love you\I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\True Colours\Next Episode Preview\Pool Opening Day response:	What? How to lose weight?
context: I'd say, I hate you\I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\True Colours\Next Episode Preview\Pool Opening Day\What? How to lose weight? response:	I wouldn't know, since I really haven't done any dieting.
context: I'm happy, but what am I saying?\Like putting salt\Into sweet vanilla...\True Colours\Next Episode Preview\Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting. response:	No way! How come? You're so thin!
context: Like putting salt\Into sweet vanilla...\True Colours\Next Episode Preview\Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin! response:	Let's do this.
context: Into sweet vanilla...\True Colours\Next Episode Preview\Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this. response:	Yeah.
context: True Colours\Next Episode Preview\Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this.\Yeah. response:	I guess I just have a good metabolism.
context: Next Episode Preview\Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this.\Yeah.\I guess I just have a good metabolism. response:	Wow, metabolism...
context: Pool Opening Day\What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this.\Yeah.\I guess I just have a good metabolism.\Wow, metabolism... response:	I'm so jealous.
context: What? How to lose weight?\I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this.\Yeah.\I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous. response:	Kawashima has really become the centre of attention among the girls.
context: I wouldn't know, since I really haven't done any dieting.\No way! How come? You're so thin!\Let's do this.\Yeah.\I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls. response:	Yeah.
context: No way! How come? You're so thin!\Let's do this.\Yeah.\I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah. response:	If you push yourself too hard, you'll just be piling up stress.
context: Let's do this.\Yeah.\I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress. response:	Maintaining a good balance between eating what you want and eating healthily is probably the best.
context: Yeah.\I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best. response:	Now that I just can't ignore!
context: I guess I just have a good metabolism.\Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore! response:	What's going on?!
context: Wow, metabolism...\I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?! response:	What are you -
context: I'm so jealous.\Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?!\What are you - response:	H-Hey! Let me go!
context: Kawashima has really become the centre of attention among the girls.\Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?!\What are you -\H-Hey! Let me go! response:	What's going on?
context: Yeah.\If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?!\What are you -\H-Hey! Let me go!\What's going on? response:	Take that, and that! And some of this!
context: If you push yourself too hard, you'll just be piling up stress.\Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?!\What are you -\H-Hey! Let me go!\What's going on?\Take that, and that! And some of this! response:	Teacher! Kawashima-san's hiding her flab!
context: Maintaining a good balance between eating what you want and eating healthily is probably the best.\Now that I just can't ignore!\What's going on?!\What are you -\H-Hey! Let me go!\What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab! response:	It's customary to bring only up to 300 yen's worth of meat for trips!
context: Now that I just can't ignore!\What's going on?!\What are you -\H-Hey! Let me go!\What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips! response:	Is this only 300 yen's worth of excess flab?
context: What's going on?!\What are you -\H-Hey! Let me go!\What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab? response:	Bananas like these don't fit in the meat category!
context: What are you -\H-Hey! Let me go!\What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category! response:	This here is from meat buns!
context: H-Hey! Let me go!\What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns! response:	Here is the expensive ice cream!
context: What's going on?\Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream! response:	And here's the American dark cherry!
context: Take that, and that! And some of this!\Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry! response:	Take this! Divine fist of convenience stores!
context: Teacher! Kawashima-san's hiding her flab!\It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores! response:	High...!
context: It's customary to bring only up to 300 yen's worth of meat for trips!\Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...! response:	I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.
context: Is this only 300 yen's worth of excess flab?\Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust. response:	Bye, then.
context: Bananas like these don't fit in the meat category!\This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then. response:	Bye, then.
context: This here is from meat buns!\Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then. response:	We really did it! The divine fist of convenience stores!
context: Here is the expensive ice cream!\And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores! response:	My, she was quite an admirable foe.
context: And here's the American dark cherry!\Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe. response:	Those bastards!
context: Take this! Divine fist of convenience stores!\High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards! response:	A-Are you okay, Ami-chan?
context: High...!\I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan? response:	That was really mean of them.
context: I dedicate this to the tears of the dieting warriors that have vanished along with the stardust.\Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them. response:	You poor thing.
context: Bye, then.\Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing. response:	Ah, um...
context: Bye, then.\We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing.\Ah, um... response:	That was the first of many storms to come.
context: We really did it! The divine fist of convenience stores!\My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing.\Ah, um...\That was the first of many storms to come. response:	I see...
context: My, she was quite an admirable foe.\Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing.\Ah, um...\That was the first of many storms to come.\I see... response:	Coming out of nowhere, those two were so mean!
context: Those bastards!\A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing.\Ah, um...\That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean! response:	If you go about it like that, Ami ends up like this, huh?
context: A-Are you okay, Ami-chan?\That was really mean of them.\You poor thing.\Ah, um...\That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh? response:	Huh?
context: That was really mean of them.\You poor thing.\Ah, um...\That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh? response:	That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!
context: You poor thing.\Ah, um...\That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb! response:	Girls are way too scary.
context: Ah, um...\That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary. response:	As a dieting warrior, I wasn't able to hold myself back.
context: That was the first of many storms to come.\I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back. response:	As long as you face the fat head on,
context: I see...\Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on, response:	you will obtain the grace of the god of weight loss.
context: Coming out of nowhere, those two were so mean!\If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss. response:	I'm sure she'll understand this someday too.
context: If you go about it like that, Ami ends up like this, huh?\Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too. response:	Is that really how it works?
context: Huh?\That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works? response:	What's that guy doing here?
context: That felt so good! Just what I'd expect from you, Minorin. Your performance was superb!\Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here? response:	Oh, right.
context: Girls are way too scary.\As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here?\Oh, right. response:	Ryuuji, want me to make some salad for dinner tonight?
context: As a dieting warrior, I wasn't able to hold myself back.\As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight? response:	You make salad?
context: As long as you face the fat head on,\you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad? response:	I learned how in primary school.
context: you will obtain the grace of the god of weight loss.\I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school. response:	I can even make the dressing on my own.
context: I'm sure she'll understand this someday too.\Is that really how it works?\What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school.\I can even make the dressing on my own. response:	First you buy the lettuce, right?
context: Is that really how it works?\What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right? response:	Then you separate the leaves and slice them up, right?
context: What's that guy doing here?\Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right? response:	And then you put it on a plate. Pow, and it's done!
context: Oh, right.\Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done! response:	You didn't wash the lettuce, you didn't put it under running water,
context: Ryuuji, want me to make some salad for dinner tonight?\You make salad?\I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water, response:	and where did the dressing go?
context: You make salad?\I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go? response:	Shut up about the trivial things, you nosy sister-in-law.
context: I learned how in primary school.\I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law. response:	Sister-in-la - !
context: I can even make the dressing on my own.\First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - ! response:	Takasu-kun!
context: First you buy the lettuce, right?\Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun! response:	What's wrong, Kawashima?
context: Then you separate the leaves and slice them up, right?\And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima? response:	Please, can I stay with you for a moment?
context: And then you put it on a plate. Pow, and it's done!\You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment? response:	That's the guy from earlier.
context: You didn't wash the lettuce, you didn't put it under running water,\and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier. response:	Hey, Kawashi -
context: and where did the dressing go?\Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi - response:	You're -
context: Shut up about the trivial things, you nosy sister-in-law.\Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi -\You're - response:	Hey, how long do you intend to cling to him?
context: Sister-in-la - !\Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him? response:	Completely ignoring my existence, sticking closely to him,
context: Takasu-kun!\What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him, response:	clinging onto him...!
context: What's wrong, Kawashima?\Please, can I stay with you for a moment?\That's the guy from earlier.\Hey, Kawashi -\You're -\Hey, how long do you intend to cling to him?\Completely ignoring my existence, sticking closely to him,\clinging onto him...! response:	Wait, Taiga! Now is not a - !
