context: My brother, my brother... response:	My brother, my brother...
context: Starting Station: Harajuku -> Shinjuku, Yoyogi, Shibuya Fare Quota: 160 Yen\I don't have time to babysit...\Let's Make a Game! Pitch Train Train (Temp): Original Puzzle Game Downloadable Mobile Phone Content\The results haven't been announced yet...\Sorata.\Who is this woman?\She's my little sister, Yuko!\Who's she, Bro? response:	Don't you act like this is the scene of an affair, too!
context: I don't have time to babysit...\Let's Make a Game! Pitch Train Train (Temp): Original Puzzle Game Downloadable Mobile Phone Content\The results haven't been announced yet...\Sorata.\Who is this woman?\She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too! response:	Who are you to Sorata?
context: Let's Make a Game! Pitch Train Train (Temp): Original Puzzle Game Downloadable Mobile Phone Content\The results haven't been announced yet...\Sorata.\Who is this woman?\She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata? response:	Shiina's just a classmate...
context: The results haven't been announced yet...\Sorata.\Who is this woman?\She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate... response:	Didn't I just say that she's my sister?!
context: Sorata.\Who is this woman?\She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?! response:	Wh-Who are you?!
context: Who is this woman?\She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?! response:	What's your relationship with my brother?!
context: She's my little sister, Yuko!\Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?! response:	Why don't you just listen to what I'm saying?!
context: Who's she, Bro?\Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?! response:	Sorata is my owner.
context: Don't you act like this is the scene of an affair, too!\Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner. response:	Sit.
context: Who are you to Sorata?\Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit. response:	Why would you say that?!
context: Shiina's just a classmate...\Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit.\Why would you say that?! response:	Master.
context: Didn't I just say that she's my sister?!\Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit.\Why would you say that?!\Master. response:	My beloved.
context: Wh-Who are you?!\What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit.\Why would you say that?!\Master.\My beloved. response:	Shiina! You're out of control today!
context: What's your relationship with my brother?!\Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit.\Why would you say that?!\Master.\My beloved.\Shiina! You're out of control today! response:	Let's hit the brakes, shall we?!
context: Why don't you just listen to what I'm saying?!\Sorata is my owner.\Sit.\Why would you say that?!\Master.\My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?! response:	The brakes! The brakes, Kamiigusa-san!
context: Sorata is my owner.\Sit.\Why would you say that?!\Master.\My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san! response:	Let's accelerate instead!
context: Sit.\Why would you say that?!\Master.\My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead! response:	No, no, no! Hit the brakes!
context: Why would you say that?!\Master.\My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes! response:	I beg you!
context: Master.\My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you! response:	I'm home.
context: My beloved.\Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you!\I'm home. response:	Hey, Kanda-kun, they gave me two free ice creams at work.
context: Shiina! You're out of control today!\Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work. response:	If you want, we could...
context: Let's hit the brakes, shall we?!\The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could... response:	K-Kanda-kun has a lolita complex.
context: The brakes! The brakes, Kamiigusa-san!\Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex. response:	No, I don't!
context: Let's accelerate instead!\No, no, no! Hit the brakes!\I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't! response:	That's my sister! My real sister, Yuko!
context: No, no, no! Hit the brakes!\I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko! response:	Oh, she's just your sister.
context: I beg you!\I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister. response:	I knew I could count on you.
context: I'm home.\Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you. response:	I'm glad you listen to me...
context: Hey, Kanda-kun, they gave me two free ice creams at work.\If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me... response:	Nice to meet you! I'm...
context: If you want, we could...\K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm... response:	What are we going to do, Kumakichi?!
context: K-Kanda-kun has a lolita complex.\No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?! response:	A second woman has appeared!
context: No, I don't!\That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared! response:	Kanda-kun has been helping me out a lot.
context: That's my sister! My real sister, Yuko!\Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot. response:	Helping you with what?!
context: Oh, she's just your sister.\I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?! response:	What? Uh, well...
context: I knew I could count on you.\I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well... response:	Have you been doing...
context: I'm glad you listen to me...\Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well...\Have you been doing... response:	things like that to her?!
context: Nice to meet you! I'm...\What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well...\Have you been doing...\things like that to her?! response:	Y-You idiot. She just said that to be polite!
context: What are we going to do, Kumakichi?!\A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well...\Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite! response:	Suspicious...
context: A second woman has appeared!\Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well...\Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious... response:	It's not suspicious!
context: Kanda-kun has been helping me out a lot.\Helping you with what?!\What? Uh, well...\Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious! response:	I can't leave you in this Oh! There's Women Everywhere harem dorm!
context: Helping you with what?!\What? Uh, well...\Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm! response:	Come back home to Fukuoka with me!
context: What? Uh, well...\Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me! response:	There are guys here, too!
context: Have you been doing...\things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too! response:	Hey, Akasaka.
context: things like that to her?!\Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka. response:	I know you can hear us through the wall.
context: Y-You idiot. She just said that to be polite!\Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall. response:	Help me out.
context: Suspicious...\It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall.\Help me out. response:	Shut up!
context: It's not suspicious!\I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall.\Help me out.\Shut up! response:	I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.
context: I can't leave you in this Oh! There's Women Everywhere harem dorm!\Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall.\Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses. response:	From: Maid-chan.
context: Come back home to Fukuoka with me!\There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall.\Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan. response:	A third woman!
context: There are guys here, too!\Hey, Akasaka.\I know you can hear us through the wall.\Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman! response:	Wait!
context: Hey, Akasaka.\I know you can hear us through the wall.\Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman!\Wait! response:	I can't wait another second!
context: I know you can hear us through the wall.\Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman!\Wait!\I can't wait another second! response:	Calm down!
context: Help me out.\Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman!\Wait!\I can't wait another second!\Calm down! response:	Come home with me right now!
context: Shut up!\I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman!\Wait!\I can't wait another second!\Calm down!\Come home with me right now! response:	Why has our hallway turned into a river?!
context: I'll sew a zipper on your mouth. Parentheses, heart, end parentheses.\From: Maid-chan.\A third woman!\Wait!\I can't wait another second!\Calm down!\Come home with me right now!\Why has our hallway turned into a river?! response:	Sorata.
context: From: Maid-chan.\A third woman!\Wait!\I can't wait another second!\Calm down!\Come home with me right now!\Why has our hallway turned into a river?!\Sorata. response:	The bath just broke.
context: A third woman!\Wait!\I can't wait another second!\Calm down!\Come home with me right now!\Why has our hallway turned into a river?!\Sorata.\The bath just broke. response:	What?!
context: Wait!\I can't wait another second!\Calm down!\Come home with me right now!\Why has our hallway turned into a river?!\Sorata.\The bath just broke.\What?! response:	It finally stopped.
context: I can't wait another second!\Calm down!\Come home with me right now!\Why has our hallway turned into a river?!\Sorata.\The bath just broke.\What?!\It finally stopped. response:	Come on, let's go home.
context: Calm down!\Come home with me right now!\Why has our hallway turned into a river?!\Sorata.\The bath just broke.\What?!\It finally stopped.\Come on, let's go home. response:	Listen, I'm not living here just for the hell of it.
context: Come home with me right now!\Why has our hallway turned into a river?!\Sorata.\The bath just broke.\What?!\It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it. response:	I'm living in a dorm because there's something I need to do.
context: Why has our hallway turned into a river?!\Sorata.\The bath just broke.\What?!\It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do. response:	You're lying.
context: Sorata.\The bath just broke.\What?!\It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying. response:	When we lived near here,
context: The bath just broke.\What?!\It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here, response:	you said you wanted to go to Suimei High...
context: What?!\It finally stopped.\Come on, let's go home.\Listen, I'm not living here just for the hell of it.\I'm living in a dorm because there's something I need to do.\You're lying.\When we lived near here,\you said you wanted to go to Suimei High... response:	because it was the closest school to our house.
