context: It's short! response:	Nice cover.
context: Sugawara-kun, give it your all!\This isn't the first time I'm going in during a pinch.\Suga-san, give me a whole bunch of tosses!\Karasuno\Shiratorizawa!\Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa! response:	Shiratorizawa!
context: This isn't the first time I'm going in during a pinch.\Suga-san, give me a whole bunch of tosses!\Karasuno\Shiratorizawa!\Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa! response:	Shiratorizawa!
context: Suga-san, give me a whole bunch of tosses!\Karasuno\Shiratorizawa!\Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa!\Shiratorizawa! response:	P-Please wait a while to marry me!
context: Karasuno\Shiratorizawa!\Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me! response:	Don't worry. I don't plan on marrying you, Sugawara.
context: Shiratorizawa!\Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara. response:	You don't know that!
context: Damn it...\My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that! response:	I'll hold your hand for you.
context: My body's warmed up, but my hands are cold.\Shiratorizawa!\Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you. response:	No, I'll do it.
context: Shiratorizawa!\Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you.\No, I'll do it. response:	No! Stop! Shimizu's scent's gonna go away!
context: Shiratorizawa!\Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away! response:	Shut up! It's not fair that you're the only one!
context: Shiratorizawa!\P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one! response:	Don't touch me!
context: P-Please wait a while to marry me!\Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me! response:	They look like they're going to be just fine.
context: Don't worry. I don't plan on marrying you, Sugawara.\You don't know that!\I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine. response:	Stop!
context: You don't know that!\I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine.\Stop! response:	It's finally the final set.
context: I'll hold your hand for you.\No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine.\Stop!\It's finally the final set. response:	Sugawara's starting?
context: No, I'll do it.\No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine.\Stop!\It's finally the final set.\Sugawara's starting? response:	I-I'm even more nervous now.
context: No! Stop! Shimizu's scent's gonna go away!\Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine.\Stop!\It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now. response:	Kageyama was getting pretty exhausted.
context: Shut up! It's not fair that you're the only one!\Don't touch me!\They look like they're going to be just fine.\Stop!\It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted. response:	They're probably going to let him rest
context: Don't touch me!\They look like they're going to be just fine.\Stop!\It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest response:	and put him back in when they need him the most.
context: They look like they're going to be just fine.\Stop!\It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most. response:	That's only if they can make it that far.
context: Stop!\It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far. response:	This might be a bit much for Mr. Refreshing, don't you think?
context: It's finally the final set.\Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think? response:	Huh? You're changing your setter?
context: Sugawara's starting?\I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter? response:	That's lame.
context: I-I'm even more nervous now.\Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame. response:	If you get lost, just toss them to me.
context: Kageyama was getting pretty exhausted.\They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me. response:	Well, aren't you reliable! What are you, the ace?
context: They're probably going to let him rest\and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace? response:	I am the ace!
context: and put him back in when they need him the most.\That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace! response:	We're counting on you, Tsutomu.
context: That's only if they can make it that far.\This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu. response:	You can do it, future ace!
context: This might be a bit much for Mr. Refreshing, don't you think?\Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace! response:	Right!
context: Huh? You're changing your setter?\That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace!\Right! response:	We're going to cut them off at one!
context: That's lame.\If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace!\Right!\We're going to cut them off at one! response:	Yeah!
context: If you get lost, just toss them to me.\Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace!\Right!\We're going to cut them off at one!\Yeah! response:	Fly
context: Well, aren't you reliable! What are you, the ace?\I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace!\Right!\We're going to cut them off at one!\Yeah!\Fly response:	Sorry!
context: I am the ace!\We're counting on you, Tsutomu.\You can do it, future ace!\Right!\We're going to cut them off at one!\Yeah!\Fly\Sorry! response:	Asahi!
context: We're counting on you, Tsutomu.\You can do it, future ace!\Right!\We're going to cut them off at one!\Yeah!\Fly\Sorry!\Asahi! response:	All right!
context: You can do it, future ace!\Right!\We're going to cut them off at one!\Yeah!\Fly\Sorry!\Asahi!\All right! response:	Yes!
context: Right!\We're going to cut them off at one!\Yeah!\Fly\Sorry!\Asahi!\All right!\Yes! response:	Yeah!
context: We're going to cut them off at one!\Yeah!\Fly\Sorry!\Asahi!\All right!\Yes!\Yeah! response:	Karasuno Shiratorizawa
context: Yeah!\Fly\Sorry!\Asahi!\All right!\Yes!\Yeah!\Karasuno Shiratorizawa response:	The fifth set only goes up to 15 points, right?
context: Fly\Sorry!\Asahi!\All right!\Yes!\Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right? response:	It does?
context: Sorry!\Asahi!\All right!\Yes!\Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does? response:	Yeah. It goes really quick.
context: Asahi!\All right!\Yes!\Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick. response:	Hopefully they can make it without them catching up.
context: All right!\Yes!\Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up. response:	Sugawara is a dependable setter. He won't fall apart.
context: Yes!\Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart. response:	Yeah!
context: Yeah!\Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah! response:	At least, we hope...
context: Karasuno Shiratorizawa\The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope... response:	It's Ushiwaka!
context: The fifth set only goes up to 15 points, right?\It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope...\It's Ushiwaka! response:	All right!
context: It does?\Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope...\It's Ushiwaka!\All right! response:	Karasuno Shiratorizawa
context: Yeah. It goes really quick.\Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope...\It's Ushiwaka!\All right!\Karasuno Shiratorizawa response:	Damn it... This pressure is insane.
context: Hopefully they can make it without them catching up.\Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope...\It's Ushiwaka!\All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane. response:	Taichi, nice serve!
context: Sugawara is a dependable setter. He won't fall apart.\Yeah!\At least, we hope...\It's Ushiwaka!\All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve! response:	Front!
context: Yeah!\At least, we hope...\It's Ushiwaka!\All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve!\Front! response:	Got it!
context: At least, we hope...\It's Ushiwaka!\All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve!\Front!\Got it! response:	Sorry!
context: It's Ushiwaka!\All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve!\Front!\Got it!\Sorry! response:	That toss was low... Stop panicking!
context: All right!\Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve!\Front!\Got it!\Sorry!\That toss was low... Stop panicking! response:	It's definitely going to be the left.
context: Karasuno Shiratorizawa\Damn it... This pressure is insane.\Taichi, nice serve!\Front!\Got it!\Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left. response:	Out!
context: Damn it... This pressure is insane.\Taichi, nice serve!\Front!\Got it!\Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left.\Out! response:	D'oh.
context: Taichi, nice serve!\Front!\Got it!\Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left.\Out!\D'oh. response:	The middle was blocked, so you went for the safe left the second time.
context: Front!\Got it!\Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left.\Out!\D'oh.\The middle was blocked, so you went for the safe left the second time. response:	You're so easy to read.
context: Got it!\Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left.\Out!\D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read. response:	Well, our left is pretty efficient, so...
context: Sorry!\That toss was low... Stop panicking!\It's definitely going to be the left.\Out!\D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so... response:	I want to break your heart in two!
context: That toss was low... Stop panicking!\It's definitely going to be the left.\Out!\D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two! response:	Our spikers are strong. I know that more than anyone.
context: It's definitely going to be the left.\Out!\D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone. response:	Asahi, nice serve!
context: Out!\D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve! response:	Got it!
context: D'oh.\The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it! response:	Our team is plenty strong.
context: The middle was blocked, so you went for the safe left the second time.\You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it!\Our team is plenty strong. response:	But...
context: You're so easy to read.\Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it!\Our team is plenty strong.\But... response:	Nishinoya!
context: Well, our left is pretty efficient, so...\I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it!\Our team is plenty strong.\But...\Nishinoya! response:	we don't stop there!
context: I want to break your heart in two!\Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it!\Our team is plenty strong.\But...\Nishinoya!\we don't stop there! response:	From a libero setting
context: Our spikers are strong. I know that more than anyone.\Asahi, nice serve!\Got it!\Our team is plenty strong.\But...\Nishinoya!\we don't stop there!\From a libero setting response:	to a synchronized attack with everyone other than the libero?
context: Asahi, nice serve!\Got it!\Our team is plenty strong.\But...\Nishinoya!\we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero? response:	Asahi-san! There's still time, so will you hit one of my tosses?
context: Got it!\Our team is plenty strong.\But...\Nishinoya!\we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses? response:	Noya-san! Let me hit one, too!
context: Our team is plenty strong.\But...\Nishinoya!\we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too! response:	Heck, yeah! Of course, Ryu!
context: But...\Nishinoya!\we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu! response:	Hey, me, too!
context: Nishinoya!\we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too! response:	Oh, are you going to set some up for us, Suga-san? Thanks!
context: we don't stop there!\From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks! response:	Oh, no, no.
context: From a libero setting\to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no. response:	I'm going to spike!
context: to a synchronized attack with everyone other than the libero?\Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike! response:	All right!
context: Asahi-san! There's still time, so will you hit one of my tosses?\Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike!\All right! response:	All of them...
context: Noya-san! Let me hit one, too!\Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike!\All right!\All of them... response:	No one to follow up and block?
context: Heck, yeah! Of course, Ryu!\Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike!\All right!\All of them...\No one to follow up and block? response:	Yeah! I love ya, Suga-kun!
context: Hey, me, too!\Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike!\All right!\All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun! response:	Looks like we didn't have to worry about him falling apart.
context: Oh, are you going to set some up for us, Suga-san? Thanks!\Oh, no, no.\I'm going to spike!\All right!\All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart. response:	Looks like our minds were a bit closed.
context: Oh, no, no.\I'm going to spike!\All right!\All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed. response:	My weapon is my reliability.
context: I'm going to spike!\All right!\All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability. response:	But...
context: All right!\All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability.\But... response:	I can do new things, too.
context: All of them...\No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability.\But...\I can do new things, too. response:	Karasuno Shiratorizawa
context: No one to follow up and block?\Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability.\But...\I can do new things, too.\Karasuno Shiratorizawa response:	All right! It's a break!
context: Yeah! I love ya, Suga-kun!\Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability.\But...\I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break! response:	Nice kill, Suga!
context: Looks like we didn't have to worry about him falling apart.\Looks like our minds were a bit closed.\My weapon is my reliability.\But...\I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga! response:	Yeah!
context: Looks like our minds were a bit closed.\My weapon is my reliability.\But...\I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga!\Yeah! response:	We did it!
context: My weapon is my reliability.\But...\I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga!\Yeah!\We did it! response:	Satori!
context: But...\I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga!\Yeah!\We did it!\Satori! response:	How many times do I have to tell you? Don't jump just on your hunch!
context: I can do new things, too.\Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga!\Yeah!\We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch! response:	But I've scored a ton of points just on my hunches.
context: Karasuno Shiratorizawa\All right! It's a break!\Nice kill, Suga!\Yeah!\We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches. response:	That's not going to happen all the time.
context: All right! It's a break!\Nice kill, Suga!\Yeah!\We did it!\Satori!\How many times do I have to tell you? Don't jump just on your hunch!\But I've scored a ton of points just on my hunches.\That's not going to happen all the time. response:	There are limits to individual skills.
