context: 4:51 response:	11:40
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\From: Azuki Miho Sub: Mashiro I read Hirameki! Tanto-kun. It'll definitely be a big hit with the kids!\Kaya is still 19.\I know. Sorry.\Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him. response:	You should be glad! This is him!
context: Dream of life\From: Azuki Miho Sub: Mashiro I read Hirameki! Tanto-kun. It'll definitely be a big hit with the kids!\Kaya is still 19.\I know. Sorry.\Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him! response:	Just look at him! He's pretty handsome, right?
context: From: Azuki Miho Sub: Mashiro I read Hirameki! Tanto-kun. It'll definitely be a big hit with the kids!\Kaya is still 19.\I know. Sorry.\Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right? response:	Sorry.
context: Kaya is still 19.\I know. Sorry.\Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry. response:	He wants to be a manga author, huh?
context: I know. Sorry.\Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh? response:	Sorry.
context: Why are you apologizing?\You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh?\Sorry. response:	He already is one! He's been serialized before!
context: You're always saying, No one will ever take an abrasive woman like you as a bride.\If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before! response:	And he's got a new one starting in February.
context: If a guy like that exists, I'd like to meet him.\You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February. response:	Your friend was a manga author, wasn't he?
context: You should be glad! This is him!\Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he? response:	Don't bring that up now.
context: Just look at him! He's pretty handsome, right?\Sorry.\He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now. response:	He literally put his life on the line to draw manga, and ended up dying because of it.
context: Sorry.\He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it. response:	He died?
context: He wants to be a manga author, huh?\Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died? response:	Was that friend of yours Kawaguchi Tarou, by any chance?
context: Sorry.\He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance? response:	That's right.
context: He already is one! He's been serialized before!\And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right. response:	Mashiro Nobuhiro.
context: And he's got a new one starting in February.\Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro. response:	Pen name: Kawaguchi Tarou.
context: Your friend was a manga author, wasn't he?\Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou. response:	He was my best friend.
context: Don't bring that up now.\He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend. response:	Shujin's probably being told something like
context: He literally put his life on the line to draw manga, and ended up dying because of it.\He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like response:	I won't hand my daughter over to a manga author with such an unstable future by now.
context: He died?\Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now. response:	I see. So you're working with his nephew.
context: Was that friend of yours Kawaguchi Tarou, by any chance?\That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew. response:	Y-Yes.
context: That's right.\Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes. response:	It's like fate, isn't it?
context: Mashiro Nobuhiro.\Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it? response:	Can you call this Mashiro Moritaka here?
context: Pen name: Kawaguchi Tarou.\He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here? response:	Why?
context: He was my best friend.\Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why? response:	If they're a team, then I want to test the team's determination, not just Akito's.
context: Shujin's probably being told something like\I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's. response:	Test their determination?
context: I won't hand my daughter over to a manga author with such an unstable future by now.\I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination? response:	Shujin!
context: I see. So you're working with his nephew.\Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin! response:	Did it not work out after all?
context: Y-Yes.\It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin!\Did it not work out after all? response:	Hello?
context: It's like fate, isn't it?\Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin!\Did it not work out after all?\Hello? response:	Saiko!
context: Can you call this Mashiro Moritaka here?\Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin!\Did it not work out after all?\Hello?\Saiko! response:	Team up with me for a karate match against Miyoshi's dad!
context: Why?\If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin!\Did it not work out after all?\Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad! response:	Huh?! What are you on about?!
context: If they're a team, then I want to test the team's determination, not just Akito's.\Test their determination?\Shujin!\Did it not work out after all?\Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?! response:	He wants to test our determination as a team!
context: Test their determination?\Shujin!\Did it not work out after all?\Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team! response:	Please!
context: Shujin!\Did it not work out after all?\Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team!\Please! response:	But I have nothing to do with this!
context: Did it not work out after all?\Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team!\Please!\But I have nothing to do with this! response:	But you do!
context: Hello?\Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team!\Please!\But I have nothing to do with this!\But you do! response:	Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!
context: Saiko!\Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team!\Please!\But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends! response:	Once that came to light, it seemed like things were looking up,
context: Team up with me for a karate match against Miyoshi's dad!\Huh?! What are you on about?!\He wants to test our determination as a team!\Please!\But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up, response:	but then he said he wanted to test our determination.
context: Huh?! What are you on about?!\He wants to test our determination as a team!\Please!\But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination. response:	Okay. I'll be right there.
context: He wants to test our determination as a team!\Please!\But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there. response:	There he is. Mashiro!
context: Please!\But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro! response:	Sorry to call you here while you were working.
context: But I have nothing to do with this!\But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working. response:	Sorry, Saiko.
context: But you do!\Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko. response:	Nice to meet you. I'm Mashiro Moritaka.
context: Apparently, Miyoshi's dad and Kawaguchi Tarou were old friends!\Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka. response:	You've grown.
context: Once that came to light, it seemed like things were looking up,\but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown. response:	I saw you briefly at the funeral.
context: but then he said he wanted to test our determination.\Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral. response:	Well, let's get to the dojo.
context: Okay. I'll be right there.\There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo. response:	I-I'll try my best.
context: There he is. Mashiro!\Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best. response:	R-Right.
context: Sorry to call you here while you were working.\Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best.\R-Right. response:	Hang in there, Akito...
context: Sorry, Saiko.\Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best.\R-Right.\Hang in there, Akito... response:	Please take your time.
context: Nice to meet you. I'm Mashiro Moritaka.\You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best.\R-Right.\Hang in there, Akito...\Please take your time. response:	Um...
context: You've grown.\I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best.\R-Right.\Hang in there, Akito...\Please take your time.\Um... response:	That karate match thing was just an excuse to get you two away.
context: I saw you briefly at the funeral.\Well, let's get to the dojo.\I-I'll try my best.\R-Right.\Hang in there, Akito...\Please take your time.\Um...\That karate match thing was just an excuse to get you two away. response:	Huh?
context: Well, let's get to the dojo.\I-I'll try my best.\R-Right.\Hang in there, Akito...\Please take your time.\Um...\That karate match thing was just an excuse to get you two away.\Huh? response:	Some things are difficult to say in front of my wife and daughter.
context: I-I'll try my best.\R-Right.\Hang in there, Akito...\Please take your time.\Um...\That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter. response:	Mashiro Nobuhiro.
context: R-Right.\Hang in there, Akito...\Please take your time.\Um...\That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro. response:	Nobu was my best friend... and my rival in love.
context: Hang in there, Akito...\Please take your time.\Um...\That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love. response:	Rival in love?
context: Please take your time.\Um...\That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love? response:	Was it Haruno Miyuki?
context: Um...\That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki? response:	How do you know about her?
context: That karate match thing was just an excuse to get you two away.\Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki?\How do you know about her? response:	Some letters from her were left in my uncle's office.
context: Huh?\Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office. response:	We got a general idea from those.
context: Some things are difficult to say in front of my wife and daughter.\Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those. response:	I see. The letters, huh?
context: Mashiro Nobuhiro.\Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh? response:	Hey, Nobu, why'd you bring me out here?
context: Nobu was my best friend... and my rival in love.\Rival in love?\Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here? response:	You gonna confess your love to me, or something?
context: Rival in love?\Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something? response:	Yosshi...
context: Was it Haruno Miyuki?\How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi... response:	What, seriously?
context: How do you know about her?\Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi...\What, seriously? response:	I'll say this only to you.
context: Some letters from her were left in my uncle's office.\We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi...\What, seriously?\I'll say this only to you. response:	Wait! Don't be too hasty!
context: We got a general idea from those.\I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi...\What, seriously?\I'll say this only to you.\Wait! Don't be too hasty! response:	I don't swing that way
context: I see. The letters, huh?\Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi...\What, seriously?\I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way response:	I just got a letter from Haruno.
context: Hey, Nobu, why'd you bring me out here?\You gonna confess your love to me, or something?\Yosshi...\What, seriously?\I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno. response:	What?!
context: You gonna confess your love to me, or something?\Yosshi...\What, seriously?\I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno.\What?! response:	But this isn't a love letter.
context: Yosshi...\What, seriously?\I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno.\What?!\But this isn't a love letter. response:	It just says, Let's do our best in high school.
context: What, seriously?\I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno.\What?!\But this isn't a love letter.\It just says, Let's do our best in high school. response:	She's just shy!
context: I'll say this only to you.\Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno.\What?!\But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy! response:	A girl as shy as her sending you a letter is pretty much the confession of a lifetime!
context: Wait! Don't be too hasty!\I don't swing that way\I just got a letter from Haruno.\What?!\But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime! response:	R-Really?
context: I don't swing that way\I just got a letter from Haruno.\What?!\But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really? response:	Definitely!
context: I just got a letter from Haruno.\What?!\But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely! response:	I'm super jealous,
context: What?!\But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely!\I'm super jealous, response:	but I'll be fine, since it's you.
context: But this isn't a love letter.\It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely!\I'm super jealous,\but I'll be fine, since it's you. response:	Then can I write a reply?
context: It just says, Let's do our best in high school.\She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely!\I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply? response:	Yeah, go for it!
context: She's just shy!\A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely!\I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it! response:	I know the rest from reading the letters.
context: A girl as shy as her sending you a letter is pretty much the confession of a lifetime!\R-Really?\Definitely!\I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters. response:	In the end, they never told each other their feelings, and Miyuki married someone else.
context: R-Really?\Definitely!\I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else. response:	He was an idiot. If he had just told her back then, who knows how things could've turned out?
context: Definitely!\I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out? response:	Um...
context: I'm super jealous,\but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um... response:	What is it?
context: but I'll be fine, since it's you.\Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it? response:	Miyuki's daughter went to our middle school,
context: Then can I write a reply?\Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it?\Miyuki's daughter went to our middle school, response:	and she's dating Mashiro right now!
context: Yeah, go for it!\I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now! response:	And this girl... well, her name's Azuki Miho.
context: I know the rest from reading the letters.\In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho. response:	She's Kaya's best friend.
context: In the end, they never told each other their feelings, and Miyuki married someone else.\He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend. response:	Miho?
context: He was an idiot. If he had just told her back then, who knows how things could've turned out?\Um...\What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho? response:	I hear Kaya talking about her sometimes, but I didn't...
context: Um...\What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't... response:	About that!
context: What is it?\Miyuki's daughter went to our middle school,\and she's dating Mashiro right now!\And this girl... well, her name's Azuki Miho.\She's Kaya's best friend.\Miho?\I hear Kaya talking about her sometimes, but I didn't...\About that! response:	Her dream's been to become a voice actress ever since middle school.
