context: Gonna getcha, gonna getcha! response:	You're under arrest!
context: Oh ho, having a secret meeting, are we?\Down you go!\As if I'd let myself be arrested, dooofus!\Wh...What a jerk...\Go arrest Hitoha! Why're you chasing me?!\'Cuz I love running!\You're such a dope!\This is great! response:	Micchan!
context: Down you go!\As if I'd let myself be arrested, dooofus!\Wh...What a jerk...\Go arrest Hitoha! Why're you chasing me?!\'Cuz I love running!\You're such a dope!\This is great!\Micchan! response:	Come out...
context: As if I'd let myself be arrested, dooofus!\Wh...What a jerk...\Go arrest Hitoha! Why're you chasing me?!\'Cuz I love running!\You're such a dope!\This is great!\Micchan!\Come out... response:	Come out...
context: Wh...What a jerk...\Go arrest Hitoha! Why're you chasing me?!\'Cuz I love running!\You're such a dope!\This is great!\Micchan!\Come out...\Come out... response:	Come out...
context: Go arrest Hitoha! Why're you chasing me?!\'Cuz I love running!\You're such a dope!\This is great!\Micchan!\Come out...\Come out...\Come out... response:	Come out...
context: 'Cuz I love running!\You're such a dope!\This is great!\Micchan!\Come out...\Come out...\Come out...\Come out... response:	Hurry up! Leave here already!
context: You're such a dope!\This is great!\Micchan!\Come out...\Come out...\Come out...\Come out...\Hurry up! Leave here already! response:	I thought I had her...
context: This is great!\Micchan!\Come out...\Come out...\Come out...\Come out...\Hurry up! Leave here already!\I thought I had her... response:	It's stuck! What happened?!
context: Micchan!\Come out...\Come out...\Come out...\Come out...\Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?! response:	What do I do...
context: Come out...\Come out...\Come out...\Come out...\Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?!\What do I do... response:	Who's there?
context: Come out...\Come out...\Come out...\Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?!\What do I do...\Who's there? response:	Help-
context: Come out...\Come out...\Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?!\What do I do...\Who's there?\Help- response:	Umm...could whoever's out there help me?
context: Come out...\Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?!\What do I do...\Who's there?\Help-\Umm...could whoever's out there help me? response:	You think I'm gonna help you now?
context: Hurry up! Leave here already!\I thought I had her...\It's stuck! What happened?!\What do I do...\Who's there?\Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now? response:	Hitoha?!
context: I thought I had her...\It's stuck! What happened?!\What do I do...\Who's there?\Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?! response:	Then call somebody!
context: It's stuck! What happened?!\What do I do...\Who's there?\Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?!\Then call somebody! response:	You think I'm gonna call anyone?
context: What do I do...\Who's there?\Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?!\Then call somebody!\You think I'm gonna call anyone? response:	Fine, you want an apology right?
context: Who's there?\Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?!\Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right? response:	Yeah, yeah, I'm so so sorry.
context: Help-\Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?!\Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry. response:	You're not bowing.
context: Umm...could whoever's out there help me?\You think I'm gonna help you now?\Hitoha?!\Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing. response:	You're pushing it...
context: You think I'm gonna help you now?\Hitoha?!\Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it... response:	Everyone back to class for our end of the day meeting!
context: Hitoha?!\Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting! response:	I arrested everyone!
context: Then call somebody!\You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone! response:	Micchan, do you have a hairpin?
context: You think I'm gonna call anyone?\Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin? response:	I do, but you ain't getting it unless you get me outta here.
context: Fine, you want an apology right?\Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here. response:	Sweet lady freedom!
context: Yeah, yeah, I'm so so sorry.\You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom! response:	Where's the hairpin?
context: You're not bowing.\You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin? response:	I never had one, dooofus!
context: You're pushing it...\Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus! response:	Get back inside!
context: Everyone back to class for our end of the day meeting!\I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus!\Get back inside! response:	No way, how dumb do you think I am?
context: I arrested everyone!\Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am? response:	We might just have to wait till tomorrow morning.
context: Micchan, do you have a hairpin?\I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning. response:	Say something!
context: I do, but you ain't getting it unless you get me outta here.\Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something! response:	Hey...why're you so sweaty?
context: Sweet lady freedom!\Where's the hairpin?\I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty? response:	You have a stomachache?
context: Where's the hairpin?\I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty?\You have a stomachache? response:	No...
context: I never had one, dooofus!\Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty?\You have a stomachache?\No... response:	AAAh come on!
context: Get back inside!\No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty?\You have a stomachache?\No...\AAAh come on! response:	Bye bye bye Yabecchi!
context: No way, how dumb do you think I am?\We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty?\You have a stomachache?\No...\AAAh come on!\Bye bye bye Yabecchi! response:	Bye bye!
context: We might just have to wait till tomorrow morning.\Say something!\Hey...why're you so sweaty?\You have a stomachache?\No...\AAAh come on!\Bye bye bye Yabecchi!\Bye bye! response:	Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...
context: Say something!\Hey...why're you so sweaty?\You have a stomachache?\No...\AAAh come on!\Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in... response:	Yabecchi, bye bye!
context: Hey...why're you so sweaty?\You have a stomachache?\No...\AAAh come on!\Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye! response:	Bye bye!
context: You have a stomachache?\No...\AAAh come on!\Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye! response:	Eh, it's not the first time.
context: No...\AAAh come on!\Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time. response:	Open!
context: AAAh come on!\Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time.\Open! response:	Come on, come on!
context: Bye bye bye Yabecchi!\Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time.\Open!\Come on, come on! response:	Break!
context: Bye bye!\Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time.\Open!\Come on, come on!\Break! response:	Break!
context: Huh, now that I think about it Mitsuba-chan and Hitoha-chan didn't come in...\Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time.\Open!\Come on, come on!\Break!\Break! response:	Break!
context: Yabecchi, bye bye!\Bye bye!\Eh, it's not the first time.\Open!\Come on, come on!\Break!\Break!\Break! response:	Come on, damn it!
context: Bye bye!\Eh, it's not the first time.\Open!\Come on, come on!\Break!\Break!\Break!\Come on, damn it! response:	Break!
context: Eh, it's not the first time.\Open!\Come on, come on!\Break!\Break!\Break!\Come on, damn it!\Break! response:	Break!
context: Open!\Come on, come on!\Break!\Break!\Break!\Come on, damn it!\Break!\Break! response:	Break! Break!
context: Come on, come on!\Break!\Break!\Break!\Come on, damn it!\Break!\Break!\Break! Break! response:	Break!!
context: Break!\Break!\Break!\Come on, damn it!\Break!\Break!\Break! Break!\Break!! response:	Why won't it break?!
context: Break!\Break!\Come on, damn it!\Break!\Break!\Break! Break!\Break!!\Why won't it break?! response:	What're you girls doing?! You'll break the door!
context: Break!\Come on, damn it!\Break!\Break!\Break! Break!\Break!!\Why won't it break?!\What're you girls doing?! You'll break the door! response:	It's open Hitoha! We'll be okay!
context: Come on, damn it!\Break!\Break!\Break! Break!\Break!!\Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay! response:	Dooofus.
context: Break!\Break!\Break! Break!\Break!!\Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus. response:	Please get out.
context: Break!\Break! Break!\Break!!\Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus.\Please get out. response:	Mitsudomoe...
context: Break! Break!\Break!!\Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus.\Please get out.\Mitsudomoe... response:	Morning Hitoha-chan! Feeling better today?
context: Break!!\Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus.\Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today? response:	Yes, I was faking.
context: Why won't it break?!\What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus.\Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking. response:	How can you say that without any trace of guilt?!
context: What're you girls doing?! You'll break the door!\It's open Hitoha! We'll be okay!\Dooofus.\Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?! response:	It was a lie.
context: It's open Hitoha! We'll be okay!\Dooofus.\Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie. response:	Don't do it again!
context: Dooofus.\Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie.\Don't do it again! response:	Empty!
context: Please get out.\Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie.\Don't do it again!\Empty! response:	Awesome!
context: Mitsudomoe...\Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie.\Don't do it again!\Empty!\Awesome! response:	What else, Futaba?
context: Morning Hitoha-chan! Feeling better today?\Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie.\Don't do it again!\Empty!\Awesome!\What else, Futaba? response:	Check this out! Go!
context: Yes, I was faking.\How can you say that without any trace of guilt?!\It was a lie.\Don't do it again!\Empty!\Awesome!\What else, Futaba?\Check this out! Go! response:	He backflipped!
context: How can you say that without any trace of guilt?!\It was a lie.\Don't do it again!\Empty!\Awesome!\What else, Futaba?\Check this out! Go!\He backflipped! response:	Hitoha!
context: It was a lie.\Don't do it again!\Empty!\Awesome!\What else, Futaba?\Check this out! Go!\He backflipped!\Hitoha! response:	I took care of Nipples yesterday.
context: Don't do it again!\Empty!\Awesome!\What else, Futaba?\Check this out! Go!\He backflipped!\Hitoha!\I took care of Nipples yesterday. response:	That's crazy, you taught him that in one day?
context: Empty!\Awesome!\What else, Futaba?\Check this out! Go!\He backflipped!\Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day? response:	Maybe you communicate with animals better than humans.
context: Awesome!\What else, Futaba?\Check this out! Go!\He backflipped!\Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans. response:	Good boy, good boy.
context: What else, Futaba?\Check this out! Go!\He backflipped!\Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy. response:	Fuzzy wuzzy fuzzy wuzzy!
context: Check this out! Go!\He backflipped!\Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy! response:	He's always well behaved, thanks to Hitoha's care!
context: He backflipped!\Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care! response:	You...you thieving cat!
context: Hitoha!\I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat! response:	D-D-D-Did you see her face?
context: I took care of Nipples yesterday.\That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face? response:	Yeah...yeah...
context: That's crazy, you taught him that in one day?\Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah... response:	Huh?
context: Maybe you communicate with animals better than humans.\Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah...\Huh? response:	Unforgivable...Nipples...Futaba... Unforgivable!
context: Good boy, good boy.\Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable! response:	L-L-Look Hitoha-chan,
context: Fuzzy wuzzy fuzzy wuzzy!\He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan, response:	I dunno what happened but please stop brooding over grudges under my desk!
context: He's always well behaved, thanks to Hitoha's care!\You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk! response:	This is between me and Futaba,
context: You...you thieving cat!\D-D-D-Did you see her face?\Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba, response:	please don't stick your nose in our business sensei.
context: D-D-D-Did you see her face?\Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei. response:	I'm gonna stick my whole FACE in!
context: Yeah...yeah...\Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in! response:	Now tell me what happened, did you and Futaba-chan have a fight?
context: Huh?\Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight? response:	I can't believe they got so close while I was out.
context: Unforgivable...Nipples...Futaba... Unforgivable!\L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out. response:	They? Futaba-chan and...who?
context: L-L-Look Hitoha-chan,\I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who? response:	It's not like I wanted to be the only person in his life,
context: I dunno what happened but please stop brooding over grudges under my desk!\This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life, response:	but for them to be fooling around right in front of me...
context: This is between me and Futaba,\please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me... response:	Umm...
context: please don't stick your nose in our business sensei.\I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm... response:	Boy
context: I'm gonna stick my whole FACE in!\Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm...\Boy response:	Tee-hee
context: Now tell me what happened, did you and Futaba-chan have a fight?\I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm...\Boy\Tee-hee response:	I see...well, you ARE sixth-graders...
context: I can't believe they got so close while I was out.\They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm...\Boy\Tee-hee\I see...well, you ARE sixth-graders... response:	I can't believe Futaba-chan's got a...friend...
context: They? Futaba-chan and...who?\It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm...\Boy\Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend... response:	I mean, I thought I knew Futaba-chan pretty well, but...
context: It's not like I wanted to be the only person in his life,\but for them to be fooling around right in front of me...\Umm...\Boy\Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but... response:	I guess he's forgotten all about our initial honeymoon time...
context: but for them to be fooling around right in front of me...\Umm...\Boy\Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time... response:	She stole him away?!
context: Umm...\Boy\Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?! response:	Futaba-chan stole her sister's boyfriend?!
context: Boy\Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?! response:	Just one day and he's submitting to whatever she says...
context: Tee-hee\I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says... response:	Submitting? To Futaba-chan?!
context: I see...well, you ARE sixth-graders...\I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?! response:	Giddyap!
context: I can't believe Futaba-chan's got a...friend...\I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap! response:	Wait...maybe it's a love triangle?!
context: I mean, I thought I knew Futaba-chan pretty well, but...\I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?! response:	I've never dealt with anything like this!
context: I guess he's forgotten all about our initial honeymoon time...\She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this! response:	Just kill me now! Get out! Leave me be!
context: She stole him away?!\Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be! response:	No.
context: Futaba-chan stole her sister's boyfriend?!\Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No. response:	Get out or I start kicking!
context: Just one day and he's submitting to whatever she says...\Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking! response:	And farting!
context: Submitting? To Futaba-chan?!\Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking!\And farting! response:	And taking off my shoes! My feet stink!
context: Giddyap!\Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink! response:	I know...I just didn't want to say anything.
context: Wait...maybe it's a love triangle?!\I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything. response:	Do you treat all your students like this?!
context: I've never dealt with anything like this!\Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?! response:	Principal
context: Just kill me now! Get out! Leave me be!\No.\Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal response:	Making them smell your feet?!
context: No.\Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal\Making them smell your feet?! response:	No-I...Umm...
context: Get out or I start kicking!\And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal\Making them smell your feet?!\No-I...Umm... response:	Hitoha!
context: And farting!\And taking off my shoes! My feet stink!\I know...I just didn't want to say anything.\Do you treat all your students like this?!\Principal\Making them smell your feet?!\No-I...Umm...\Hitoha! response:	N-Nipples is...
