context: Hey, all you viewers out there! response:	When you're watchin' Fairy Tail, make sure to keep the room nice and bright,
context: The intersection of all people\Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry! response:	Move on, my way!
context: Never giving up. And that's why we're not gonna lose!\When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way! response:	Now, with the light shining down upon you.
context: When it seems like you'll be blown away by the headwinds,\grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you. response:	Don't even think about something like giving up!
context: grasp this hand, try to take a chance.\Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up! response:	Even if you trade being hurt again for strength.
context: Because you're not alone anymore, got it?\Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength. response:	Your eyes, always looking straight ahead,
context: Go forward, more and more!\Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead, response:	can surely see the light!
context: Don't give up on your awesome dream!\That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light! response:	I'm not gonna be won over by this kiddy kitty merchandise, you know!
context: That's right, don't cry!\Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know! response:	Wait for me!
context: Move on, my way!\Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me! response:	Voice of Darkness!
context: Now, with the light shining down upon you.\Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness! response:	We rose up for our freedom, and to save Jellal.
context: Don't even think about something like giving up!\Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal. response:	Don't underestimate Mad Dog Wally!
context: Even if you trade being hurt again for strength.\Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally! response:	We're tough thanks to all that training you gave us!
context: Your eyes, always looking straight ahead,\can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us! response:	D-Damn it!
context: can surely see the light!\I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it! response:	This guy isn't sayin' a peep! What a bore...
context: I'm not gonna be won over by this kiddy kitty merchandise, you know!\Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore... response:	You keep puttin' up a brave face, and you'll end up like that girl from before.
context: Wait for me!\Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before. response:	Hey, brat!
context: Voice of Darkness!\We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat! response:	Do you realize how sacred a cause it is to erect this R-system?
context: We rose up for our freedom, and to save Jellal.\Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system? response:	At the moment this tower is completed, all of you will get to go to heaven!
context: Don't underestimate Mad Dog Wally!\We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven! response:	The R-system will resurrect our god!
context: We're tough thanks to all that training you gave us!\D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god! response:	Shut up, pig...
context: D-Damn it!\This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig... response:	What did you say?
context: This guy isn't sayin' a peep! What a bore...\You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig...\What did you say? response:	Let him be.
context: You keep puttin' up a brave face, and you'll end up like that girl from before.\Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig...\What did you say?\Let him be. response:	We're gonna have to help suppress the rebellion this afternoon.
context: Hey, brat!\Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig...\What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon. response:	We'll continue the ceremony as many times as it takes until you learn to revere our god!
context: Do you realize how sacred a cause it is to erect this R-system?\At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig...\What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god! response:	God?
context: At the moment this tower is completed, all of you will get to go to heaven!\The R-system will resurrect our god!\Shut up, pig...\What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God? response:	I don't need anything like that.
context: The R-system will resurrect our god!\Shut up, pig...\What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that. response:	I don't need a god that can't even save one child.
context: Shut up, pig...\What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that.\I don't need a god that can't even save one child. response:	Hatred...
context: What did you say?\Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that.\I don't need a god that can't even save one child.\Hatred... response:	Hate...
context: Let him be.\We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that.\I don't need a god that can't even save one child.\Hatred...\Hate... response:	I hate everything...
context: We're gonna have to help suppress the rebellion this afternoon.\We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that.\I don't need a god that can't even save one child.\Hatred...\Hate...\I hate everything... response:	I hate them, and their god...
context: We'll continue the ceremony as many times as it takes until you learn to revere our god!\God?\I don't need anything like that.\I don't need a god that can't even save one child.\Hatred...\Hate...\I hate everything...\I hate them, and their god... response:	Everything about this world...
context: God?\I don't need anything like that.\I don't need a god that can't even save one child.\Hatred...\Hate...\I hate everything...\I hate them, and their god...\Everything about this world... response:	Hate! And I will devour that hatred...
context: I don't need anything like that.\I don't need a god that can't even save one child.\Hatred...\Hate...\I hate everything...\I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred... response:	People's hatred makes me grow stronger.
context: I don't need a god that can't even save one child.\Hatred...\Hate...\I hate everything...\I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger. response:	Who are you?
context: Hatred...\Hate...\I hate everything...\I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you? response:	What amusing fools.
context: Hate...\I hate everything...\I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you?\What amusing fools. response:	I'm right here among them...
context: I hate everything...\I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you?\What amusing fools.\I'm right here among them... response:	Yet they trouble themselves to resurrect me?
context: I hate them, and their god...\Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you?\What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me? response:	To give me a body?
context: Everything about this world...\Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you?\What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body? response:	Where are you?
context: Hate! And I will devour that hatred...\People's hatred makes me grow stronger.\Who are you?\What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body?\Where are you? response:	No matter how fiercely they believe,
context: People's hatred makes me grow stronger.\Who are you?\What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body?\Where are you?\No matter how fiercely they believe, response:	one cannot sense my presence without strong hatred.
context: Who are you?\What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body?\Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred. response:	Jellal...
context: What amusing fools.\I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body?\Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal... response:	You are quite the lucky one!
context: I'm right here among them...\Yet they trouble themselves to resurrect me?\To give me a body?\Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one! response:	You got to meet the god that they worship so!
context: Yet they trouble themselves to resurrect me?\To give me a body?\Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one!\You got to meet the god that they worship so! response:	My name is Zeref!
context: To give me a body?\Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref! response:	My existence is hatred itself...
context: Where are you?\No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself... response:	We need to liberate Sector 8 today!
context: No matter how fiercely they believe,\one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today! response:	Everyone, keep it up!
context: one cannot sense my presence without strong hatred.\Jellal...\You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up! response:	Impossible! The guard is too tight there!
context: Jellal...\You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there! response:	But we have to hurry and save Jellal or...
context: You are quite the lucky one!\You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or... response:	You ain't got a prayer, Mr. Simo.
context: You got to meet the god that they worship so!\My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo. response:	Erza! A-Are you in love with Jellal?
context: My name is Zeref!\My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal? response:	Why are you bringing that up now?
context: My existence is hatred itself...\We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now? response:	Now is not the time to...
context: We need to liberate Sector 8 today!\Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to... response:	I've always...
context: Everyone, keep it up!\Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to...\I've always... response:	Simon!
context: Impossible! The guard is too tight there!\But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to...\I've always...\Simon! response:	That's...
context: But we have to hurry and save Jellal or...\You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to...\I've always...\Simon!\That's... response:	Magic Troops!
context: You ain't got a prayer, Mr. Simo.\Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to...\I've always...\Simon!\That's...\Magic Troops! response:	Simon!
context: Erza! A-Are you in love with Jellal?\Why are you bringing that up now?\Now is not the time to...\I've always...\Simon!\That's...\Magic Troops!\Simon! response:	Hey, wake up!
context: Why are you bringing that up now?\Now is not the time to...\I've always...\Simon!\That's...\Magic Troops!\Simon!\Hey, wake up! response:	Don't!
context: Now is not the time to...\I've always...\Simon!\That's...\Magic Troops!\Simon!\Hey, wake up!\Don't! response:	Everyone, don't give up!
context: I've always...\Simon!\That's...\Magic Troops!\Simon!\Hey, wake up!\Don't!\Everyone, don't give up! response:	You've got to fight!
context: Simon!\That's...\Magic Troops!\Simon!\Hey, wake up!\Don't!\Everyone, don't give up!\You've got to fight! response:	Outta the way!
context: That's...\Magic Troops!\Simon!\Hey, wake up!\Don't!\Everyone, don't give up!\You've got to fight!\Outta the way! response:	Wait...
context: Magic Troops!\Simon!\Hey, wake up!\Don't!\Everyone, don't give up!\You've got to fight!\Outta the way!\Wait... response:	Save... Jellal...
context: Simon!\Hey, wake up!\Don't!\Everyone, don't give up!\You've got to fight!\Outta the way!\Wait...\Save... Jellal... response:	Sis!
context: Hey, wake up!\Don't!\Everyone, don't give up!\You've got to fight!\Outta the way!\Wait...\Save... Jellal...\Sis! response:	Erza!
context: Don't!\Everyone, don't give up!\You've got to fight!\Outta the way!\Wait...\Save... Jellal...\Sis!\Erza! response:	Grandpa Rob!
context: Everyone, don't give up!\You've got to fight!\Outta the way!\Wait...\Save... Jellal...\Sis!\Erza!\Grandpa Rob! response:	My magical power may have withered, but I can still protect my friends!
context: You've got to fight!\Outta the way!\Wait...\Save... Jellal...\Sis!\Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends! response:	I will not allow such young life to perish!
context: Outta the way!\Wait...\Save... Jellal...\Sis!\Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish! response:	Whoa!
context: Wait...\Save... Jellal...\Sis!\Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa! response:	He reflected the magic back!
context: Save... Jellal...\Sis!\Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa!\He reflected the magic back! response:	What's the matter?
context: Sis!\Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa!\He reflected the magic back!\What's the matter? response:	Perhaps I have been of some use, despite me being such a decrepit old man...
context: Erza!\Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa!\He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man... response:	For a wizard, one's magical power is the same as their life energy itself.
context: Grandpa Rob!\My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa!\He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself. response:	And when this old man lost his magic, I was brought to this sorry state...
context: My magical power may have withered, but I can still protect my friends!\I will not allow such young life to perish!\Whoa!\He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state... response:	But, Erza, your possibilities are still endless!
context: I will not allow such young life to perish!\Whoa!\He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless! response:	Grandpa...
context: Whoa!\He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa... response:	It's your heart.
context: He reflected the magic back!\What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa...\It's your heart. response:	Heart?
context: What's the matter?\Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa...\It's your heart.\Heart? response:	Right. Everything begins from believing from your heart.
context: Perhaps I have been of some use, despite me being such a decrepit old man...\For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa...\It's your heart.\Heart?\Right. Everything begins from believing from your heart. response:	For example, you can think of horoscopes, faith, and prayer as forms of magic.
context: For a wizard, one's magical power is the same as their life energy itself.\And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa...\It's your heart.\Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic. response:	They are miracles that only people who believe can sense.
context: And when this old man lost his magic, I was brought to this sorry state...\But, Erza, your possibilities are still endless!\Grandpa...\It's your heart.\Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense. response:	Only those who believe?
context: But, Erza, your possibilities are still endless!\Grandpa...\It's your heart.\Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe? response:	That's right.
context: Grandpa...\It's your heart.\Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe?\That's right. response:	Only those who believe in the power of magic, believe their your own power,
context: It's your heart.\Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power, response:	and believe in living in harmony with nature are able to use magic.
context: Heart?\Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic. response:	Magic, huh?
context: Right. Everything begins from believing from your heart.\For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh? response:	How amazing!
context: For example, you can think of horoscopes, faith, and prayer as forms of magic.\They are miracles that only people who believe can sense.\Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing! response:	When I grow up, I want to become a witch and ride on a broom and fly in the sky!
context: They are miracles that only people who believe can sense.\Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky! response:	I think you'll be able to.
context: Only those who believe?\That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to. response:	You'll fly free, in the wide open sky...
context: That's right.\Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky... response:	And I'll let you ride too, Grandpa!
context: Only those who believe in the power of magic, believe their your own power,\and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa! response:	I didn't think I'd see a smile like that in a place like this.
context: and believe in living in harmony with nature are able to use magic.\Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this. response:	Grandpa!
context: Magic, huh?\How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa! response:	Freedom is inside of your heart.
context: How amazing!\When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart. response:	There is no freedom in this world.
context: When I grow up, I want to become a witch and ride on a broom and fly in the sky!\I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart.\There is no freedom in this world. response:	I am sure that your dream will come true, Erza...
context: I think you'll be able to.\You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart.\There is no freedom in this world.\I am sure that your dream will come true, Erza... response:	I will grant your wish!
context: You'll fly free, in the wide open sky...\And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart.\There is no freedom in this world.\I am sure that your dream will come true, Erza...\I will grant your wish! response:	Grandpa!
context: And I'll let you ride too, Grandpa!\I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart.\There is no freedom in this world.\I am sure that your dream will come true, Erza...\I will grant your wish!\Grandpa! response:	No!
context: I didn't think I'd see a smile like that in a place like this.\Grandpa!\Freedom is inside of your heart.\There is no freedom in this world.\I am sure that your dream will come true, Erza...\I will grant your wish!\Grandpa!\No! response:	Freedom is here.
context: Grandpa!\Freedom is inside of your heart.\There is no freedom in this world.\I am sure that your dream will come true, Erza...\I will grant your wish!\Grandpa!\No!\Freedom is here. response:	Erza, retreat! Hurry!
