context: Open your mind. Open your mind. response:	Far beyond the deep blue Earth, you and I shall meet...
context: Open your mind. Just as I've always dreamed.\Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir. response:	Let's see, I was trying to call Aoyama, wasn't I?
context: Let the wind carry off your hopes, faraway.\I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I? response:	I got connected to some weird place and a girl appeared out of that mirror...
context: I have wings nobody can see. Look, you have them, too.\They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror... response:	Wait, come to think of it, who'd she come out of the mirror?
context: They'll take us to where we can be free. Anyone can be free.\The sky is so blue...\A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror? response:	Not only that, but she's calling herself a goddess...
context: The sky is so blue...\A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess... response:	Is something the matter?
context: A wish?\Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter? response:	Allow me to introduce myself again.
context: Yes.\I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again. response:	I'm with the Goddess Help Line...
context: I have come here from Heaven to grant you a wish, Mr. Keiichi Morisato, sir.\Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line... response:	Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!
context: Let's see, I was trying to call Aoyama, wasn't I?\I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy! response:	H-Hello, I'm Keiichi Morisato.
context: I got connected to some weird place and a girl appeared out of that mirror...\Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato. response:	Ah! Those Who Believe Shall Find Salvation!
context: Wait, come to think of it, who'd she come out of the mirror?\Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation! response:	Have some tea.
context: Not only that, but she's calling herself a goddess...\Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea. response:	I've never had a girl over before, so this is all I can offer you...
context: Is something the matter?\Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you... response:	That's wonderfully kind of you... Oh!
context: Allow me to introduce myself again.\I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh! response:	Here... this is my card.
context: I'm with the Goddess Help Line...\Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card. response:	What kind of business would a goddess like you have with me?
context: Goddess 1st Class, 2nd Category, Unlimited License. My name, Belldandy!\H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me? response:	We goddesses have a mission, which is to do what we can to...
context: H-Hello, I'm Keiichi Morisato.\Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to... response:	So what brought you here?
context: Ah! Those Who Believe Shall Find Salvation!\Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here? response:	I am here at the request of Mr. Keiichi Morisato, sir.
context: Have some tea.\I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir. response:	Request? I don't remember making any request...
context: I've never had a girl over before, so this is all I can offer you...\That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request... response:	I did receive your phone call.
context: That's wonderfully kind of you... Oh!\Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call. response:	Oh, that? That was a wrong number!
context: Here... this is my card.\What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number! response:	I was just trying to...
context: What kind of business would a goddess like you have with me?\We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to... response:	Up in Heaven... I was just trying to...
context: We goddesses have a mission, which is to do what we can to...\So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to... response:	Needless to say, that includes you, Mr. Keiichi Morisato.
context: So what brought you here?\I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato. response:	Your fortitude in the face of misfortune...
context: I am here at the request of Mr. Keiichi Morisato, sir.\Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune... response:	Your kindness towards others...
context: Request? I don't remember making any request...\I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others... response:	This is truly worthy of the highest praise!
context: I did receive your phone call.\Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise! response:	But it's nothing special, really!
context: Oh, that? That was a wrong number!\I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really! response:	The balance between your fortune and misfortune has been so lopsided...
context: I was just trying to...\Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided... response:	As a result, this triggered Yggdrasil into action.
context: Up in Heaven... I was just trying to...\Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action. response:	You have earned the right to receive Heaven's Grace.
context: Needless to say, that includes you, Mr. Keiichi Morisato.\Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace. response:	What do you mean by'Grace'?
context: Your fortitude in the face of misfortune...\Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'? response:	It means that your wish will be granted.
context: Your kindness towards others...\This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted. response:	My wish?
context: This is truly worthy of the highest praise!\But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted.\My wish? response:	However, keep in mind that you will be limited to just one wish.
context: But it's nothing special, really!\The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish. response:	Only one?
context: The balance between your fortune and misfortune has been so lopsided...\As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish.\Only one? response:	Yes. I can grant you anything you desire.
context: As a result, this triggered Yggdrasil into action.\You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire. response:	Well, this is so sudden...
context: You have earned the right to receive Heaven's Grace.\What do you mean by'Grace'?\It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden... response:	And only one wish, for that matter...
context: What do you mean by'Grace'?\It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter... response:	Now then, please tell me what you wish for!
context: It means that your wish will be granted.\My wish?\However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for! response:	So I get just one wish, huh?
context: My wish?\However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh? response:	I wonder if I can ask for something like...
context: However, keep in mind that you will be limited to just one wish.\Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like... response:	If your wish is to become wealthy, we will be happy to...
context: Only one?\Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to... response:	Huh?
context: Yes. I can grant you anything you desire.\Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh? response:	And should you desire the destruction of the world, we can make...
context: Well, this is so sudden...\And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make... response:	Destruction of the world?
context: And only one wish, for that matter...\Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world? response:	However, we would never appear before anyone with that sort of wish in mind.
context: Now then, please tell me what you wish for!\So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind. response:	You want me to believe your story?
context: So I get just one wish, huh?\I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story? response:	You're not from some New Age religious cult...
context: I wonder if I can ask for something like...\If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult... response:	I would never utter such falsehoods to you. Or rather...
context: If your wish is to become wealthy, we will be happy to...\Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather... response:	Are you saying you can't even tell the smallest lie?
context: Huh?\And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie? response:	Yes.
context: And should you desire the destruction of the world, we can make...\Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes. response:	Then, tell me, do you think I'm cool?
context: Destruction of the world?\However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool? response:	Yes!
context: However, we would never appear before anyone with that sort of wish in mind.\You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool?\Yes! response:	See, you can lie, after all...
context: You want me to believe your story?\You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all... response:	But what I just said wasn't a lie...
context: You're not from some New Age religious cult...\I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all...\But what I just said wasn't a lie... response:	Thanks. You're really nice.
context: I would never utter such falsehoods to you. Or rather...\Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice. response:	I knew it!
context: Are you saying you can't even tell the smallest lie?\Yes.\Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it! response:	The seniors must've cooked this up to make...
context: Yes.\Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make... response:	No.
context: Then, tell me, do you think I'm cool?\Yes!\See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make...\No. response:	I do not understand.
context: Yes!\See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make...\No.\I do not understand. response:	You mean you can read my mind?
context: See, you can lie, after all...\But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make...\No.\I do not understand.\You mean you can read my mind? response:	Yes, but what I don't understand is why you, Mr. Keiichi Morisato...
context: But what I just said wasn't a lie...\Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make...\No.\I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato... response:	Could you stand up for a minute?
context: Thanks. You're really nice.\I knew it!\The seniors must've cooked this up to make...\No.\I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute? response:	All right.
context: I knew it!\The seniors must've cooked this up to make...\No.\I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right. response:	Now you get it, don't you? Five foot three just doesn't cut it nowadays...
context: The seniors must've cooked this up to make...\No.\I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays... response:	Just because someone's tall doesn't mean that he's attractive.
context: No.\I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive. response:	Aside from these overly thick eyebrows, I have a forgettable face...
context: I do not understand.\You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face... response:	That is what makes you unique.
context: You mean you can read my mind?\Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique. response:	I think it becomes you!
context: Yes, but what I don't understand is why you, Mr. Keiichi Morisato...\Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you! response:	That's the sum of my entire fortune... and it's not long after New Year's Day!
context: Could you stand up for a minute?\All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day! response:	That's pretty lame, huh? How uncool is that?
context: All right.\Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that? response:	One's financial status must never be equated with one's worth.
context: Now you get it, don't you? Five foot three just doesn't cut it nowadays...\Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth. response:	I do not believe one is less attractive as a person because he has no money.
context: Just because someone's tall doesn't mean that he's attractive.\Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money. response:	Oh, really?
context: Aside from these overly thick eyebrows, I have a forgettable face...\That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really? response:	Yes.
context: That is what makes you unique.\I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes. response:	Clearly you have some kind of complex about your outward appearance, but...
context: I think it becomes you!\That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but... response:	What exactly does that have to do with a person's worth?
context: That's the sum of my entire fortune... and it's not long after New Year's Day!\That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth? response:	You possess something of great value...
context: That's pretty lame, huh? How uncool is that?\One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value... response:	For example, look...
context: One's financial status must never be equated with one's worth.\I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look... response:	Love that's bursting at the seams...
context: I do not believe one is less attractive as a person because he has no money.\Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look...\Love that's bursting at the seams... response:	Old though they may be, and though no one would give them a second look...
context: Oh, really?\Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look...\Love that's bursting at the seams...\Old though they may be, and though no one would give them a second look... response:	The sound of the monitor turning on...
context: Yes.\Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look...\Love that's bursting at the seams...\Old though they may be, and though no one would give them a second look...\The sound of the monitor turning on... response:	The sound of the video heads turning...
context: Clearly you have some kind of complex about your outward appearance, but...\What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look...\Love that's bursting at the seams...\Old though they may be, and though no one would give them a second look...\The sound of the monitor turning on...\The sound of the video heads turning... response:	These are all such happy sounds...
context: What exactly does that have to do with a person's worth?\You possess something of great value...\For example, look...\Love that's bursting at the seams...\Old though they may be, and though no one would give them a second look...\The sound of the monitor turning on...\The sound of the video heads turning...\These are all such happy sounds... response:	They know that you will use them and that they are fortunate to be here...
context: You possess something of great value...\For example, look...\Love that's bursting at the seams...\Old though they may be, and though no one would give them a second look...\The sound of the monitor turning on...\The sound of the video heads turning...\These are all such happy sounds...\They know that you will use them and that they are fortunate to be here... response:	And it is all because you do not judge them by looks or capacity...
