context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: but what I want to know is how you plan to do it.\Through Soul Resonance, I'll push my Soul Perception ability to the limit.\What?\If I filter the search down to only Crona,\I'm sure it'll lead to something.\Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious. response:	Searching over a wide area wouldn't be possible,
context: Through Soul Resonance, I'll push my Soul Perception ability to the limit.\What?\If I filter the search down to only Crona,\I'm sure it'll lead to something.\Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible, response:	but if I narrow my search to a certain point,
context: What?\If I filter the search down to only Crona,\I'm sure it'll lead to something.\Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point, response:	even if she's far away, I'm sure I'll be able to find her.
context: If I filter the search down to only Crona,\I'm sure it'll lead to something.\Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her. response:	It's impossible to accomplish something like that.
context: I'm sure it'll lead to something.\Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that. response:	It's possible...
context: Are you out of your mind?\Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible... response:	since I can still remember Crona's soul wavelength.
context: Are you serious about what you just said?\Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength. response:	Geez...
context: Of course I'm serious.\Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength.\Geez... response:	You never change, do you?
context: Searching over a wide area wouldn't be possible,\but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength.\Geez...\You never change, do you? response:	Now I just have to find Crona's soul wavelength.
context: but if I narrow my search to a certain point,\even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength.\Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength. response:	Soul!
context: even if she's far away, I'm sure I'll be able to find her.\It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength.\Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul! response:	Let's do this!
context: It's impossible to accomplish something like that.\It's possible...\since I can still remember Crona's soul wavelength.\Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul!\Let's do this! response:	Soul Resonance!
context: It's possible...\since I can still remember Crona's soul wavelength.\Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul!\Let's do this!\Soul Resonance! response:	Over there.
context: since I can still remember Crona's soul wavelength.\Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul!\Let's do this!\Soul Resonance!\Over there. response:	Over there.
context: Geez...\You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul!\Let's do this!\Soul Resonance!\Over there.\Over there. response:	Over there.
context: You never change, do you?\Now I just have to find Crona's soul wavelength.\Soul!\Let's do this!\Soul Resonance!\Over there.\Over there.\Over there. response:	Over there.
context: Now I just have to find Crona's soul wavelength.\Soul!\Let's do this!\Soul Resonance!\Over there.\Over there.\Over there.\Over there. response:	It's this way.
context: Soul!\Let's do this!\Soul Resonance!\Over there.\Over there.\Over there.\Over there.\It's this way. response:	Coward Crona's Determination: For You, Who Are Always By My Side?
context: Let's do this!\Soul Resonance!\Over there.\Over there.\Over there.\Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side? response:	Over there.
context: Soul Resonance!\Over there.\Over there.\Over there.\Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there. response:	It's this way.
context: Over there.\Over there.\Over there.\Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way. response:	So much for marching in here in such an exultant manner...
context: Over there.\Over there.\Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way.\So much for marching in here in such an exultant manner... response:	As expected from my child.
context: Over there.\Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way.\So much for marching in here in such an exultant manner...\As expected from my child. response:	Seems like that's all of the enemies around here.
context: Over there.\It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way.\So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here. response:	Tsubaki, which way to the Kishin?
context: It's this way.\Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way.\So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin? response:	We're too far ahead of the squadron.
context: Coward Crona's Determination: For You, Who Are Always By My Side?\Over there.\It's this way.\So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron. response:	Why don't we head back and regroup with the others?
context: Over there.\It's this way.\So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others? response:	No way!
context: It's this way.\So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way! response:	Huh?
context: So much for marching in here in such an exultant manner...\As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way!\Huh? response:	They'll only be in my way.
context: As expected from my child.\Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way!\Huh?\They'll only be in my way. response:	Besides, actions such as going back and regrouping don't suit someone with my standards.
context: Seems like that's all of the enemies around here.\Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way!\Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards. response:	Isn't it?
context: Tsubaki, which way to the Kishin?\We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way!\Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it? response:	Anything you say...
context: We're too far ahead of the squadron.\Why don't we head back and regroup with the others?\No way!\Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say... response:	Listen, Black Star,
context: Why don't we head back and regroup with the others?\No way!\Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say...\Listen, Black Star, response:	The Castle of Baba Yaga is located within the cave of the jungle.
context: No way!\Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle. response:	First, we need to infiltrate the cave.
context: Huh?\They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave. response:	From there, we're to make our way towards the castle.
context: They'll only be in my way.\Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle. response:	Of course, it's also predicted that there'll be a lot of traps set along the way.
context: Besides, actions such as going back and regrouping don't suit someone with my standards.\Isn't it?\Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way. response:	Further instructions should be announced once we reach the castle.
context: Isn't it?\Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle. response:	Do you understand?
context: Anything you say...\Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand? response:	So basically, what you're saying is that the Kishin is inside that castle, right?
context: Listen, Black Star,\The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right? response:	Yes.
context: The Castle of Baba Yaga is located within the cave of the jungle.\First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes. response:	That makes things simple.
context: First, we need to infiltrate the cave.\From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple. response:	Let's go!
context: From there, we're to make our way towards the castle.\Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple.\Let's go! response:	Quit running around like an idiot!
context: Of course, it's also predicted that there'll be a lot of traps set along the way.\Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple.\Let's go!\Quit running around like an idiot! response:	Huh?!
context: Further instructions should be announced once we reach the castle.\Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple.\Let's go!\Quit running around like an idiot!\Huh?! response:	You make me so sad.
context: Do you understand?\So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple.\Let's go!\Quit running around like an idiot!\Huh?!\You make me so sad. response:	Why are you looking at me like that,
context: So basically, what you're saying is that the Kishin is inside that castle, right?\Yes.\That makes things simple.\Let's go!\Quit running around like an idiot!\Huh?!\You make me so sad.\Why are you looking at me like that, response:	Crona?
context: Yes.\That makes things simple.\Let's go!\Quit running around like an idiot!\Huh?!\You make me so sad.\Why are you looking at me like that,\Crona? response:	Medusa-sama.
context: That makes things simple.\Let's go!\Quit running around like an idiot!\Huh?!\You make me so sad.\Why are you looking at me like that,\Crona?\Medusa-sama. response:	Our plan is already being realized.
context: Let's go!\Quit running around like an idiot!\Huh?!\You make me so sad.\Why are you looking at me like that,\Crona?\Medusa-sama.\Our plan is already being realized. response:	If you still have any doubts about my-
context: Quit running around like an idiot!\Huh?!\You make me so sad.\Why are you looking at me like that,\Crona?\Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my- response:	Stop acting stupid, Medusa!
context: Huh?!\You make me so sad.\Why are you looking at me like that,\Crona?\Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa! response:	Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.
context: You make me so sad.\Why are you looking at me like that,\Crona?\Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything. response:	Oh?
context: Why are you looking at me like that,\Crona?\Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh? response:	You're one of Shibusen's people, right?
context: Crona?\Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right? response:	It's former Shibusen.
context: Medusa-sama.\Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right?\It's former Shibusen. response:	It's unfortunate, however, that I am no longer with Shibusen.
context: Our plan is already being realized.\If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen. response:	The deal that you made with Shibusen does not have anything to do with me.
context: If you still have any doubts about my-\Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me. response:	Oh, is that so?
context: Stop acting stupid, Medusa!\Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so? response:	So what does a former Shibusen teacher want from me?
context: Saying that nonsense to someone you tried to kill without even a proper greeting won't change anything.\Oh?\You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me? response:	Give back Stein.
context: Oh?\You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein. response:	And here I was wondering what you would say...
context: You're one of Shibusen's people, right?\It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say... response:	There's nothing funny about what I've said.
context: It's former Shibusen.\It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said. response:	There's not?
context: It's unfortunate, however, that I am no longer with Shibusen.\The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not? response:	To me, it seemed like the last pointless statement that an abandoned woman would make.
context: The deal that you made with Shibusen does not have anything to do with me.\Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make. response:	Putting that aside, Shibusen sure is an awful organization.
context: Oh, is that so?\So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization. response:	Not only do they not uphold their part of the deal,
context: So what does a former Shibusen teacher want from me?\Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal, response:	they even send a child to finish off her own mother.
context: Give back Stein.\And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother. response:	Have you ever thought that you were the one that brought this upon yourself?
context: And here I was wondering what you would say...\There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself? response:	So...
context: There's nothing funny about what I've said.\There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So... response:	How about you? What are you doing here?
context: There's not?\To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here? response:	Please answer me,
context: To me, it seemed like the last pointless statement that an abandoned woman would make.\Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here?\Please answer me, response:	Crona.
context: Putting that aside, Shibusen sure is an awful organization.\Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here?\Please answer me,\Crona. response:	Why have you decided to make this journey?
context: Not only do they not uphold their part of the deal,\they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here?\Please answer me,\Crona.\Why have you decided to make this journey? response:	It's because I want to put an end to this.
context: they even send a child to finish off her own mother.\Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here?\Please answer me,\Crona.\Why have you decided to make this journey?\It's because I want to put an end to this. response:	Do you understand what that means?
context: Have you ever thought that you were the one that brought this upon yourself?\So...\How about you? What are you doing here?\Please answer me,\Crona.\Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means? response:	It means that you have to point a blade at your own mother.
context: So...\How about you? What are you doing here?\Please answer me,\Crona.\Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means?\It means that you have to point a blade at your own mother. response:	Yes...
context: How about you? What are you doing here?\Please answer me,\Crona.\Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means?\It means that you have to point a blade at your own mother.\Yes... response:	You sure answered that rather easily.
context: Please answer me,\Crona.\Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means?\It means that you have to point a blade at your own mother.\Yes...\You sure answered that rather easily. response:	It can't be helped.
context: Crona.\Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means?\It means that you have to point a blade at your own mother.\Yes...\You sure answered that rather easily.\It can't be helped. response:	There's no other way.
context: Why have you decided to make this journey?\It's because I want to put an end to this.\Do you understand what that means?\It means that you have to point a blade at your own mother.\Yes...\You sure answered that rather easily.\It can't be helped.\There's no other way. response:	I've always been running.
