context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: BLACK STAR!!!\Where am I?\What the-!\Let go of me!\Let go of me, goddammit!\STOP!!!\Those images...\Hey, Free, can you hear me? response:	Loud and clear.
context: Where am I?\What the-!\Let go of me!\Let go of me, goddammit!\STOP!!!\Those images...\Hey, Free, can you hear me?\Loud and clear. response:	It's been a while since I've lost communications with Medusa.
context: What the-!\Let go of me!\Let go of me, goddammit!\STOP!!!\Those images...\Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa. response:	By the looks of it, I think she's probably...
context: Let go of me!\Let go of me, goddammit!\STOP!!!\Those images...\Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably... response:	Probably dead, right?
context: Let go of me, goddammit!\STOP!!!\Those images...\Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right? response:	I'm thinking the same thing.
context: STOP!!!\Those images...\Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing. response:	What do you think, Mizune?
context: Those images...\Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune? response:	I see.
context: Hey, Free, can you hear me?\Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune?\I see. response:	If that's the case...
context: Loud and clear.\It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune?\I see.\If that's the case... response:	Yeah, time to bail out.
context: It's been a while since I've lost communications with Medusa.\By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune?\I see.\If that's the case...\Yeah, time to bail out. response:	Huh?
context: By the looks of it, I think she's probably...\Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune?\I see.\If that's the case...\Yeah, time to bail out.\Huh? response:	Is there something wrong, Ox?
context: Probably dead, right?\I'm thinking the same thing.\What do you think, Mizune?\I see.\If that's the case...\Yeah, time to bail out.\Huh?\Is there something wrong, Ox? response:	Uh, no...
context: I'm thinking the same thing.\What do you think, Mizune?\I see.\If that's the case...\Yeah, time to bail out.\Huh?\Is there something wrong, Ox?\Uh, no... response:	Then hurry up and move on.
context: What do you think, Mizune?\I see.\If that's the case...\Yeah, time to bail out.\Huh?\Is there something wrong, Ox?\Uh, no...\Then hurry up and move on. response:	Yeah...
context: I see.\If that's the case...\Yeah, time to bail out.\Huh?\Is there something wrong, Ox?\Uh, no...\Then hurry up and move on.\Yeah... response:	The Miraculous Raging Flip: Fly! Our Death City's Robot?
context: If that's the case...\Yeah, time to bail out.\Huh?\Is there something wrong, Ox?\Uh, no...\Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot? response:	BREW,
context: Yeah, time to bail out.\Huh?\Is there something wrong, Ox?\Uh, no...\Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW, response:	unlock.
context: Huh?\Is there something wrong, Ox?\Uh, no...\Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock. response:	It begins.
context: Is there something wrong, Ox?\Uh, no...\Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock.\It begins. response:	This is-!
context: Uh, no...\Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock.\It begins.\This is-! response:	It's getting bigger!
context: Then hurry up and move on.\Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock.\It begins.\This is-!\It's getting bigger! response:	Just watch closely,
context: Yeah...\The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock.\It begins.\This is-!\It's getting bigger!\Just watch closely, response:	This is Eibon's ultimate creation,
context: The Miraculous Raging Flip: Fly! Our Death City's Robot?\BREW,\unlock.\It begins.\This is-!\It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation, response:	the Demon Tool, BREW's true form.
context: BREW,\unlock.\It begins.\This is-!\It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form. response:	Shinigami,
context: unlock.\It begins.\This is-!\It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami, response:	the preparation is complete.
context: It begins.\This is-!\It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete. response:	Thank you.
context: This is-!\It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete.\Thank you. response:	Honorable father,
context: It's getting bigger!\Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete.\Thank you.\Honorable father, response:	what kind of power does this BREW has?
context: Just watch closely,\This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete.\Thank you.\Honorable father,\what kind of power does this BREW has? response:	The Demon Tool, BREW,
context: This is Eibon's ultimate creation,\the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete.\Thank you.\Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW, response:	its power lies in its ability to take the form of its wielder's desire.
context: the Demon Tool, BREW's true form.\Shinigami,\the preparation is complete.\Thank you.\Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire. response:	Taking the form of its wielder's desire?
context: Shinigami,\the preparation is complete.\Thank you.\Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire? response:	According to its wielder's soul power, and how great his desire is,
context: the preparation is complete.\Thank you.\Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is, response:	its effect changes.
context: Thank you.\Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes. response:	And therein lies its biggest irony.
context: Honorable father,\what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony. response:	It is the kind of Demon Tool which,
context: what kind of power does this BREW has?\The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which, response:	if used in the wrong way, would lead to the destruction of the whole world.
context: The Demon Tool, BREW,\its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world. response:	The power of the tool has left even its creator in fear,
context: its power lies in its ability to take the form of its wielder's desire.\Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear, response:	forcing him to create a key to it at the cost of binding his own soul.
context: Taking the form of its wielder's desire?\According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul. response:	In short,
context: According to its wielder's soul power, and how great his desire is,\its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short, response:	Eibon the Demon Tool,
context: its effect changes.\And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool, response:	is but Eibon's soul itself.
context: And therein lies its biggest irony.\It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool,\is but Eibon's soul itself. response:	And it is he, himself, that's the safety device that is able to activate BREW.
context: It is the kind of Demon Tool which,\if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW. response:	Shinigami-sama,
context: if used in the wrong way, would lead to the destruction of the whole world.\The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama, response:	my final research has led to nothing but sorrow.
context: The power of the tool has left even its creator in fear,\forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow. response:	The destruction of friendship,
context: forcing him to create a key to it at the cost of binding his own soul.\In short,\Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship, response:	betrayal,
context: In short,\Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal, response:	the conspiracy of the witches,
context: Eibon the Demon Tool,\is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal,\the conspiracy of the witches, response:	and the eternal separation with the one I love most.
context: is but Eibon's soul itself.\And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most. response:	But in the end,
context: And it is he, himself, that's the safety device that is able to activate BREW.\Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end, response:	at least I'm able to make some amends by helping You.
context: Shinigami-sama,\my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You. response:	Those words, which you said to me at that time...
context: my final research has led to nothing but sorrow.\The destruction of friendship,\betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time... response:	Even if you surpass death itself, you will only find grief and sorrow ahead.
context: The destruction of friendship,\betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead. response:	This is the first time that I feel like I understand what that means.
context: betrayal,\the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means. response:	Eibon...
context: the conspiracy of the witches,\and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon... response:	Save the world...
context: and the eternal separation with the one I love most.\But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon...\Save the world... response:	Fool!
context: But in the end,\at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon...\Save the world...\Fool! response:	Shinigami-sama, can you hear me?
context: at least I'm able to make some amends by helping You.\Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon...\Save the world...\Fool!\Shinigami-sama, can you hear me? response:	There's a change in the front line: the enemy has a new weapon.
context: Those words, which you said to me at that time...\Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon...\Save the world...\Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon. response:	We will not be able to hold the line if this continues.
context: Even if you surpass death itself, you will only find grief and sorrow ahead.\This is the first time that I feel like I understand what that means.\Eibon...\Save the world...\Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues. response:	Seems like there is the need to speed things up.
context: This is the first time that I feel like I understand what that means.\Eibon...\Save the world...\Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up. response:	I can't think of anything to say for this kind of situation.
context: Eibon...\Save the world...\Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation. response:	But you just spoke, Sis.
context: Save the world...\Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis. response:	Oh, sorry.
context: Fool!\Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry. response:	I'll keep my mouth shut then.
context: Shinigami-sama, can you hear me?\There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then. response:	Yeah, then I should do the same too.
context: There's a change in the front line: the enemy has a new weapon.\We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too. response:	A Demon Tool that takes the form of its wielder's desire.
context: We will not be able to hold the line if this continues.\Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire. response:	What is honorable father's desire?
context: Seems like there is the need to speed things up.\I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire? response:	Well then, let's give it a shot.
context: I can't think of anything to say for this kind of situation.\But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot. response:	This is-
context: But you just spoke, Sis.\Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot.\This is- response:	Honorable father!
context: Oh, sorry.\I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot.\This is-\Honorable father! response:	Death City is-
context: I'll keep my mouth shut then.\Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot.\This is-\Honorable father!\Death City is- response:	So it's your turn now, Nakatsukasa?
context: Yeah, then I should do the same too.\A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot.\This is-\Honorable father!\Death City is-\So it's your turn now, Nakatsukasa? response:	What? Have you finally decided to come and suck up to me?
context: A Demon Tool that takes the form of its wielder's desire.\What is honorable father's desire?\Well then, let's give it a shot.\This is-\Honorable father!\Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me? response:	Today, I only come to bid you farewell.
context: What is honorable father's desire?\Well then, let's give it a shot.\This is-\Honorable father!\Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell. response:	Huh?
context: Well then, let's give it a shot.\This is-\Honorable father!\Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh? response:	Do you not understand?
context: This is-\Honorable father!\Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh?\Do you not understand? response:	What are you talking about?
context: Honorable father!\Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh?\Do you not understand?\What are you talking about? response:	You've lost.
context: Death City is-\So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh?\Do you not understand?\What are you talking about?\You've lost. response:	What?
context: So it's your turn now, Nakatsukasa?\What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh?\Do you not understand?\What are you talking about?\You've lost.\What? response:	And now you're on the verge of being swallowed by the souls of those warriors who have lost even their will to survive.
context: What? Have you finally decided to come and suck up to me?\Today, I only come to bid you farewell.\Huh?\Do you not understand?\What are you talking about?\You've lost.\What?\And now you're on the verge of being swallowed by the souls of those warriors who have lost even their will to survive. response:	This is a place deep inside the Fey Blade,
context: Today, I only come to bid you farewell.\Huh?\Do you not understand?\What are you talking about?\You've lost.\What?\And now you're on the verge of being swallowed by the souls of those warriors who have lost even their will to survive.\This is a place deep inside the Fey Blade, response:	the final destination of those who have strayed from the path of the warrior, their souls ripped apart by fear itself.
context: Huh?\Do you not understand?\What are you talking about?\You've lost.\What?\And now you're on the verge of being swallowed by the souls of those warriors who have lost even their will to survive.\This is a place deep inside the Fey Blade,\the final destination of those who have strayed from the path of the warrior, their souls ripped apart by fear itself. response:	Then, what I saw earlier...
context: Do you not understand?\What are you talking about?\You've lost.\What?\And now you're on the verge of being swallowed by the souls of those warriors who have lost even their will to survive.\This is a place deep inside the Fey Blade,\the final destination of those who have strayed from the path of the warrior, their souls ripped apart by fear itself.\Then, what I saw earlier... response:	Farewell, boy.
