context: You're Miss Emma, right? response:	This is for you.
context: Do you want to say something?\Not really...\Be clearer in your actions. You're giving her the wrong impression.\That's what you're thinking, isn't it?\I'm aware of the situation. I'm not just going along with my father's wishes.\I haven't said a word.\What is it?\You look like you have something you want to say. response:	I can tell these things.
context: Not really...\Be clearer in your actions. You're giving her the wrong impression.\That's what you're thinking, isn't it?\I'm aware of the situation. I'm not just going along with my father's wishes.\I haven't said a word.\What is it?\You look like you have something you want to say.\I can tell these things. response:	Um... may I take a half-day holiday next week, ma'am?
context: Be clearer in your actions. You're giving her the wrong impression.\That's what you're thinking, isn't it?\I'm aware of the situation. I'm not just going along with my father's wishes.\I haven't said a word.\What is it?\You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am? response:	Next week, eh?
context: That's what you're thinking, isn't it?\I'm aware of the situation. I'm not just going along with my father's wishes.\I haven't said a word.\What is it?\You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh? response:	But, I know that half a day would inconvenience you... Not to mention...
context: I'm aware of the situation. I'm not just going along with my father's wishes.\I haven't said a word.\What is it?\You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention... response:	It's fine.
context: I haven't said a word.\What is it?\You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine. response:	It's fine. Take the whole day off, if you need to.
context: What is it?\You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to. response:	You have somewhere you want to go, don't you?
context: You look like you have something you want to say.\I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you? response:	You've been such a help to me recently. You deserve a break.
context: I can tell these things.\Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break. response:	Yes, ma'am...
context: Um... may I take a half-day holiday next week, ma'am?\Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am... response:	You'll find a dark red muslin dress on the second shelf of the cupboard.
context: Next week, eh?\But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard. response:	Wear that when you go out.
context: But, I know that half a day would inconvenience you... Not to mention...\It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out. response:	It was mine when I was younger, so the style's old, but I think the size should be right.
context: It's fine.\It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right. response:	It will suit you.
context: It's fine. Take the whole day off, if you need to.\You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you. response:	You should wear nice clothes when you meet a young man.
context: You have somewhere you want to go, don't you?\You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man. response:	Especially a young man that you like.
context: You've been such a help to me recently. You deserve a break.\Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like. response:	I can tell these things.
context: Yes, ma'am...\You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things. response:	This is the Crystal Palace?
context: You'll find a dark red muslin dress on the second shelf of the cupboard.\Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things.\This is the Crystal Palace? response:	In 1 851, the first Great Exhibition was held here in London, in Hyde Park.
context: Wear that when you go out.\It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park. response:	This modern beauty, made from glass and iron, was built as pavilion for the event.
context: It was mine when I was younger, so the style's old, but I think the size should be right.\It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event. response:	A year after the Great Exhibition, it was rebuilt here in Sydenham.
context: It will suit you.\You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham. response:	Works of art from all around the world, even all sorts of tropical animals and plants...
context: You should wear nice clothes when you meet a young man.\Especially a young man that you like.\I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants... response:	You know so much!
context: Especially a young man that you like.\I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much! response:	I studied overnight.
context: I can tell these things.\This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight. response:	This is the symbol of the Crystal Palace. It's often used as a meeting place.
context: This is the Crystal Palace?\In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place. response:	It's 27 feet tall, and was made from 8,960 pounds of crystal glass.
context: In 1 851, the first Great Exhibition was held here in London, in Hyde Park.\This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass. response:	At the time of the opening ceremony...
context: This modern beauty, made from glass and iron, was built as pavilion for the event.\A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony... response:	It's beautiful.
context: A year after the Great Exhibition, it was rebuilt here in Sydenham.\Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful. response:	Let's see...
context: Works of art from all around the world, even all sorts of tropical animals and plants...\You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful.\Let's see... response:	The Byzantine Corner is that way,
context: You know so much!\I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful.\Let's see...\The Byzantine Corner is that way, response:	and over here is Romanesque.
context: I studied overnight.\This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful.\Let's see...\The Byzantine Corner is that way,\and over here is Romanesque. response:	Which way shall we go?
context: This is the symbol of the Crystal Palace. It's often used as a meeting place.\It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful.\Let's see...\The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go? response:	I wouldn't really know... Either way is fine.
context: It's 27 feet tall, and was made from 8,960 pounds of crystal glass.\At the time of the opening ceremony...\It's beautiful.\Let's see...\The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine. response:	Well then, let's start with the closest.
context: At the time of the opening ceremony...\It's beautiful.\Let's see...\The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest. response:	Amazing!
context: It's beautiful.\Let's see...\The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing! response:	This area represents Rome.
context: Let's see...\The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing!\This area represents Rome. response:	Is it real?
context: The Byzantine Corner is that way,\and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing!\This area represents Rome.\Is it real? response:	It would appear so.
context: and over here is Romanesque.\Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing!\This area represents Rome.\Is it real?\It would appear so. response:	Here's a model of the temple.
context: Which way shall we go?\I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing!\This area represents Rome.\Is it real?\It would appear so.\Here's a model of the temple. response:	Maybe it's this pillar?
context: I wouldn't really know... Either way is fine.\Well then, let's start with the closest.\Amazing!\This area represents Rome.\Is it real?\It would appear so.\Here's a model of the temple.\Maybe it's this pillar? response:	It's a part of the entrance. It's so thin when you look at it like this.
context: Well then, let's start with the closest.\Amazing!\This area represents Rome.\Is it real?\It would appear so.\Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this. response:	There's more over there!
context: Amazing!\This area represents Rome.\Is it real?\It would appear so.\Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there! response:	This is the Egyptian Corner.
context: This area represents Rome.\Is it real?\It would appear so.\Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner. response:	I wonder how they moved such large statues here?
context: Is it real?\It would appear so.\Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here? response:	These sphinxes are for guarding tombs.
context: It would appear so.\Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs. response:	Is it all right to bring a tomb's guardian here?
context: Here's a model of the temple.\Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here? response:	I didn't think of that.
context: Maybe it's this pillar?\It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that. response:	Are you all right?
context: It's a part of the entrance. It's so thin when you look at it like this.\There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right? response:	I'm sorry...
context: There's more over there!\This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right?\I'm sorry... response:	Strange, isn't it? That they would spend a fortune making such childish things...
context: This is the Egyptian Corner.\I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things... response:	The building of the Crystal Palace was opposed by both Parliament and the public.
context: I wonder how they moved such large statues here?\These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public. response:	The plan was nearly quashed several times,
context: These sphinxes are for guarding tombs.\Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times, response:	but the perseverance and strong will of Prince Albert allowed it to be built.
context: Is it all right to bring a tomb's guardian here?\I didn't think of that.\Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built. response:	When I look at this shining monument, it gives me the courage to overcome anything.
context: I didn't think of that.\Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything. response:	I must sound very naive.
context: Are you all right?\I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive. response:	Not at all.
context: I'm sorry...\Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all. response:	Are you cold? Let's have something hot to drink inside.
context: Strange, isn't it? That they would spend a fortune making such childish things...\The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside. response:	All right.
context: The building of the Crystal Palace was opposed by both Parliament and the public.\The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside.\All right. response:	Cafe... cafe...
context: The plan was nearly quashed several times,\but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe... response:	Over there, perhaps?
context: but the perseverance and strong will of Prince Albert allowed it to be built.\When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe...\Over there, perhaps? response:	Mr. Jones!
context: When I look at this shining monument, it gives me the courage to overcome anything.\I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe...\Over there, perhaps?\Mr. Jones! response:	Mr. Jones!
context: I must sound very naive.\Not at all.\Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe...\Over there, perhaps?\Mr. Jones!\Mr. Jones! response:	Emma!
context: Not at all.\Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe...\Over there, perhaps?\Mr. Jones!\Mr. Jones!\Emma! response:	Emma!
context: Are you cold? Let's have something hot to drink inside.\All right.\Cafe... cafe...\Over there, perhaps?\Mr. Jones!\Mr. Jones!\Emma!\Emma! response:	Thank heavens. I thought I'd lost you.
context: All right.\Cafe... cafe...\Over there, perhaps?\Mr. Jones!\Mr. Jones!\Emma!\Emma!\Thank heavens. I thought I'd lost you. response:	Yes...
context: Cafe... cafe...\Over there, perhaps?\Mr. Jones!\Mr. Jones!\Emma!\Emma!\Thank heavens. I thought I'd lost you.\Yes... response:	But, why did you come to this spot?
context: Over there, perhaps?\Mr. Jones!\Mr. Jones!\Emma!\Emma!\Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot? response:	Because you said that the fountain was used as a meeting place.
context: Mr. Jones!\Mr. Jones!\Emma!\Emma!\Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place. response:	I thought that you might come back here...
context: Mr. Jones!\Emma!\Emma!\Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here... response:	Me too! I had a feeling that you'd be here!
context: Emma!\Emma!\Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here! response:	It's like we've traveled around the world!
context: Emma!\Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world! response:	A stroll around the world, eh?
context: Thank heavens. I thought I'd lost you.\Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh? response:	All in a single day.
context: Yes...\But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day. response:	There's still more to see.
context: But, why did you come to this spot?\Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day.\There's still more to see. response:	There's a library, and a moving picture gallery.
context: Because you said that the fountain was used as a meeting place.\I thought that you might come back here...\Me too! I had a feeling that you'd be here!\It's like we've traveled around the world!\A stroll around the world, eh?\All in a single day.\There's still more to see.\There's a library, and a moving picture gallery. response:	On Saturdays, there are performances in the concert hall.
