context: 0:00 response:	6.05 August 23rd Thursday
context: kimi ga oshietekureta boku dake ga motsu chikara\tachiagatteikundayo nando tsumazuitatte\Dream of life\Can you hear my heartbeat\Baby I trust you my friend\I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me. response:	That's not good.
context: tachiagatteikundayo nando tsumazuitatte\Dream of life\Can you hear my heartbeat\Baby I trust you my friend\I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good. response:	Unlike Miyoshi, Azuki isn't the type to forgive cheating.
context: Dream of life\Can you hear my heartbeat\Baby I trust you my friend\I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating. response:	I didn't cheat!
context: Can you hear my heartbeat\Baby I trust you my friend\I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat! response:	W-Well, yeah... but this is bad.
context: Baby I trust you my friend\I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad. response:	Yeah, for now, I'd better apologize.
context: I think Azuki just dumped me.\She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize. response:	H-Hi, this is Mashiro.
context: She found out that I've been hiding what happened between her mom and my uncle...\and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro. response:	Yes?
context: and told me she couldn't trust me.\That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes? response:	I'm sorry about before.
context: That's not good.\Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes?\I'm sorry about before. response:	But I haven't done anything wrong, so please trust me.
context: Unlike Miyoshi, Azuki isn't the type to forgive cheating.\I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me. response:	I do trust you. So just tell me.
context: I didn't cheat!\W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me. response:	Well, um, if you trust me, I shouldn't have to tell you...
context: W-Well, yeah... but this is bad.\Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you... response:	If no one's done anything wrong, you should be able to talk about it.
context: Yeah, for now, I'd better apologize.\H-Hi, this is Mashiro.\Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it. response:	I can only think you're covering for Takagi.
context: H-Hi, this is Mashiro.\Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi. response:	But when you were worried about doing that photo book, you hid it from me.
context: Yes?\I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me. response:	I think hiding something to avoid worrying others
context: I'm sorry about before.\But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others response:	and hiding something you did wrong are two different things.
context: But I haven't done anything wrong, so please trust me.\I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things. response:	But I already told you I didn't do anything wrong!
context: I do trust you. So just tell me.\Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong! response:	How come you get to decide?
context: Well, um, if you trust me, I shouldn't have to tell you...\If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide? response:	If nothing's wrong, you should be able to tell me.
context: If no one's done anything wrong, you should be able to talk about it.\I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me. response:	You don't trust me!
context: I can only think you're covering for Takagi.\But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me! response:	You don't trust me enough to tell me!
context: But when you were worried about doing that photo book, you hid it from me.\I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me! response:	I've had enough!
context: I think hiding something to avoid worrying others\and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me!\I've had enough! response:	That's my line!
context: and hiding something you did wrong are two different things.\But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me!\I've had enough!\That's my line! response:	I can't do it.
context: But I already told you I didn't do anything wrong!\How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me!\I've had enough!\That's my line!\I can't do it. response:	I'm pissed now.
context: How come you get to decide?\If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me!\I've had enough!\That's my line!\I can't do it.\I'm pissed now. response:	In the end, neither Azuki nor Miyoshi trusts us.
context: If nothing's wrong, you should be able to tell me.\You don't trust me!\You don't trust me enough to tell me!\I've had enough!\That's my line!\I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us. response:	Even though we haven't done anything wrong.
context: You don't trust me!\You don't trust me enough to tell me!\I've had enough!\That's my line!\I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong. response:	If Saiko and Azuki break up because of something I did...
context: You don't trust me enough to tell me!\I've had enough!\That's my line!\I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did... response:	This won't work.
context: I've had enough!\That's my line!\I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work. response:	Let's just tell them everything!
context: That's my line!\I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything! response:	What about Aoki?
context: I can't do it.\I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything!\What about Aoki? response:	Will Miyoshi accept that?
context: I'm pissed now.\In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that? response:	First, I'll stop exchanging ideas with Aoki.
context: In the end, neither Azuki nor Miyoshi trusts us.\Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki. response:	I'll tell her afterwards and promise never to do it again.
context: Even though we haven't done anything wrong.\If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again. response:	And that thing with Iwase was just a misunderstanding.
context: If Saiko and Azuki break up because of something I did...\This won't work.\Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding. response:	If there's nothing left to hide, then you and Azuki can make up.
context: This won't work.\Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up. response:	I'll ask Aoki.
context: Let's just tell them everything!\What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki. response:	Hello, this is Aoki.
context: What about Aoki?\Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki. response:	H-Hello.
context: Will Miyoshi accept that?\First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki.\H-Hello. response:	You seem quite cheerful today.
context: First, I'll stop exchanging ideas with Aoki.\I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki.\H-Hello.\You seem quite cheerful today. response:	Ah, I'm sorry.
context: I'll tell her afterwards and promise never to do it again.\And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki.\H-Hello.\You seem quite cheerful today.\Ah, I'm sorry. response:	You're the only man I can trust right now,
context: And that thing with Iwase was just a misunderstanding.\If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki.\H-Hello.\You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now, response:	so honestly, I enjoy talking with you.
context: If there's nothing left to hide, then you and Azuki can make up.\I'll ask Aoki.\Hello, this is Aoki.\H-Hello.\You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you. response:	You enjoy it?!
context: I'll ask Aoki.\Hello, this is Aoki.\H-Hello.\You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?! response:	Talking with me?
context: Hello, this is Aoki.\H-Hello.\You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me? response:	Yes.
context: H-Hello.\You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me?\Yes. response:	This is the first time I've been able to be honest and talk freely with a man.
context: You seem quite cheerful today.\Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man. response:	Thank you for everything.
context: Ah, I'm sorry.\You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything. response:	I look forward to continuing our relationship as manga authors and occasional rivals.
context: You're the only man I can trust right now,\so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals. response:	S-Sorry.
context: so honestly, I enjoy talking with you.\You enjoy it?!\Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry. response:	I couldn't tell her I wanted to stop talking with her.
context: You enjoy it?!\Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her. response:	Well, she didn't do anything wrong.
context: Talking with me?\Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong. response:	Should you tell just Azuki everything?
context: Yes.\This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything? response:	She'll just tell Miyoshi.
context: This is the first time I've been able to be honest and talk freely with a man.\Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi. response:	And if I tell her not to, she'll just get even angrier.
context: Thank you for everything.\I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier. response:	Yeah.
context: I look forward to continuing our relationship as manga authors and occasional rivals.\S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah. response:	Whatever.
context: S-Sorry.\I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever. response:	Let's just wait it out and see how it goes for a while.
context: I couldn't tell her I wanted to stop talking with her.\Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever.\Let's just wait it out and see how it goes for a while. response:	But I've caused trouble for both of you...
context: Well, she didn't do anything wrong.\Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you... response:	If they apologize, then we can tell them everything.
context: Should you tell just Azuki everything?\She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything. response:	Otherwise, they'll walk all over us in the future!
context: She'll just tell Miyoshi.\And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future! response:	Now, let's get started on that serialization storyboard for when Tanto gets first place!
context: And if I tell her not to, she'll just get even angrier.\Yeah.\Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place! response:	Y-Yeah.
context: Yeah.\Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah. response:	If they apologize...
context: Whatever.\Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize... response:	This is bad.
context: Let's just wait it out and see how it goes for a while.\But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize...\This is bad. response:	Saiko's really stubborn when it comes to things like this.
context: But I've caused trouble for both of you...\If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this. response:	What?! You called him?
context: If they apologize, then we can tell them everything.\Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him? response:	No luck with either Takagi or Mashiro.
context: Otherwise, they'll walk all over us in the future!\Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro. response:	They're both hiding something.
context: Now, let's get started on that serialization storyboard for when Tanto gets first place!\Y-Yeah.\If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something. response:	Both of them? You talked to Mashiro?
context: Y-Yeah.\If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro? response:	Yeah. We got into a fight.
context: If they apologize...\This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight. response:	A fight?
context: This is bad.\Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight? response:	Miho and Mashiro had a fight?
context: Saiko's really stubborn when it comes to things like this.\What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight? response:	I can't believe he'd hide something from me.
context: What?! You called him?\No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me. response:	That's unforgivable, right?
context: No luck with either Takagi or Mashiro.\They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right? response:	Huh? Yeah...
context: They're both hiding something.\Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah... response:	Crap.
context: Both of them? You talked to Mashiro?\Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah...\Crap. response:	It's our fault...
context: Yeah. We got into a fight.\A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah...\Crap.\It's our fault... response:	What should I do?
context: A fight?\Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah...\Crap.\It's our fault...\What should I do? response:	Miho's stubborn when it comes to things like this...
context: Miho and Mashiro had a fight?\I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah...\Crap.\It's our fault...\What should I do?\Miho's stubborn when it comes to things like this... response:	Well, Mashiro too.
context: I can't believe he'd hide something from me.\That's unforgivable, right?\Huh? Yeah...\Crap.\It's our fault...\What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too. response:	It usually comes on release day...
context: That's unforgivable, right?\Huh? Yeah...\Crap.\It's our fault...\What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day... response:	An email from Azuki about her impressions.
context: Huh? Yeah...\Crap.\It's our fault...\What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions. response:	What else...
context: Crap.\It's our fault...\What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions.\What else... response:	Hey, how about you stop being stubborn and tell Azuki everything?
context: It's our fault...\What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything? response:	Let it go already.
context: What should I do?\Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already. response:	I won't be the one to fold first.
context: Miho's stubborn when it comes to things like this...\Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first. response:	Anyways, let's get to the office.
context: Well, Mashiro too.\It usually comes on release day...\An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office. response:	O-Okay.
context: It usually comes on release day...\An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay. response:	It's gonna be a while before we find out NEXT's final rankings...
context: An email from Azuki about her impressions.\What else...\Hey, how about you stop being stubborn and tell Azuki everything?\Let it go already.\I won't be the one to fold first.\Anyways, let's get to the office.\O-Okay.\It's gonna be a while before we find out NEXT's final rankings... response:	I should have asked him to tell us the early results.
