context: Stop spoiling him! response:	Hm? Rin-chan?
context: It's summer break, Rin-chan.\I'm going to let him go to sleep when he wants,\and wake up and eat when he wants.\You're just going to make Souta lazy!\You need to make sure he gets up at a decent\Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun. response:	Here you go, Sou-kun.
context: I'm going to let him go to sleep when he wants,\and wake up and eat when he wants.\You're just going to make Souta lazy!\You need to make sure he gets up at a decent\Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun. response:	Souta!
context: and wake up and eat when he wants.\You're just going to make Souta lazy!\You need to make sure he gets up at a decent\Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta! response:	Sheesh. I thought you were more together than that.
context: You're just going to make Souta lazy!\You need to make sure he gets up at a decent\Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that. response:	I haven't been to Okiku-nee's house in a while,
context: You need to make sure he gets up at a decent\Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while, response:	so I guess I just felt like relaxing.
context: Oh, Souta. Hey.\You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing. response:	I-I guess it's kind of cute to see you
context: You're getting up, I see!\Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you response:	all defenseless like that.
context: Let's all have a popsicle laying here together, Rin-kun.\Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that. response:	Everyone from Quest Dorm is headed back home.
context: Here you go, Sou-kun.\Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home. response:	It's better to have him here than be all alone.
context: Souta!\Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone. response:	I thought Mei would still be there,
context: Sheesh. I thought you were more together than that.\I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there, response:	but Kurumiko had her go back home with her.
context: I haven't been to Okiku-nee's house in a while,\so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her. response:	She acts all tough, but Kurumiko manages to get to her.
context: so I guess I just felt like relaxing.\I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her. response:	Now that you mention it,
context: I-I guess it's kind of cute to see you\all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it, response:	Mei seems to have gotten friendlier lately.
context: all defenseless like that.\Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately. response:	Mei only lost her memories about
context: Everyone from Quest Dorm is headed back home.\It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about response:	flags and the Council of the Seven Virtues.
context: It's better to have him here than be all alone.\I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues. response:	I wonder if there's some hidden meaning in all of this.
context: I thought Mei would still be there,\but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this. response:	Wh-What was that?!
context: but Kurumiko had her go back home with her.\She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?! response:	Ruri?
context: She acts all tough, but Kurumiko manages to get to her.\Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri? response:	Please excuse my entrance.
context: Now that you mention it,\Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri?\Please excuse my entrance. response:	Your entrance...
context: Mei seems to have gotten friendlier lately.\Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri?\Please excuse my entrance.\Your entrance... response:	There is something that needs to be done before I'm overhauled.
context: Mei only lost her memories about\flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri?\Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled. response:	Make sure you don't bite your tongue.
context: flags and the Council of the Seven Virtues.\I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri?\Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue. response:	Yes or no?
context: I wonder if there's some hidden meaning in all of this.\Wh-What was that?!\Ruri?\Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no? response:	Huh?
context: Wh-What was that?!\Ruri?\Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no?\Huh? response:	Wait
context: Ruri?\Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no?\Huh?\Wait response:	If Her Flag Breaks
context: Please excuse my entrance.\Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no?\Huh?\Wait\If Her Flag Breaks response:	Flag 8
context: Your entrance...\There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no?\Huh?\Wait\If Her Flag Breaks\Flag 8 response:	I'll Catch up to You. Have I Ever Broken a Promise to You Before?
context: There is something that needs to be done before I'm overhauled.\Make sure you don't bite your tongue.\Yes or no?\Huh?\Wait\If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before? response:	Okay, we've arrived.
context: Make sure you don't bite your tongue.\Yes or no?\Huh?\Wait\If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived. response:	I thought my death flag had activated...
context: Yes or no?\Huh?\Wait\If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated... response:	Souta-kun?!
context: Huh?\Wait\If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?! response:	Akane?
context: Wait\If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?!\Akane? response:	That means we're...
context: If Her Flag Breaks\Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?!\Akane?\That means we're... response:	Sorry, when I said I missed you,
context: Flag 8\I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?!\Akane?\That means we're...\Sorry, when I said I missed you, response:	Ruri-chan flew off, and...
context: I'll Catch up to You. Have I Ever Broken a Promise to You Before?\Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?!\Akane?\That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and... response:	Oh, right.
context: Okay, we've arrived.\I thought my death flag had activated...\Souta-kun?!\Akane?\That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right. response:	She really did fly off. With jets.
context: I thought my death flag had activated...\Souta-kun?!\Akane?\That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets. response:	I was surprised.
context: Souta-kun?!\Akane?\That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets.\I was surprised. response:	Hm?
context: Akane?\That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets.\I was surprised.\Hm? response:	Anyway, I'm going to return to my maintenance.
context: That means we're...\Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets.\I was surprised.\Hm?\Anyway, I'm going to return to my maintenance. response:	I'd forgotten just how upper-class you are.
context: Sorry, when I said I missed you,\Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets.\I was surprised.\Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are. response:	I don't want you to think I live in a different world than you!
context: Ruri-chan flew off, and...\Oh, right.\She really did fly off. With jets.\I was surprised.\Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you! response:	I'm Akane-san, the Crawling Chaos, who's always by your side!
context: Oh, right.\She really did fly off. With jets.\I was surprised.\Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side! response:	Uh...
context: She really did fly off. With jets.\I was surprised.\Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh... response:	Akane.
context: I was surprised.\Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane. response:	Y-Yes?
context: Hm?\Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane.\Y-Yes? response:	You'll always be you.
context: Anyway, I'm going to return to my maintenance.\I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane.\Y-Yes?\You'll always be you. response:	Hm?
context: I'd forgotten just how upper-class you are.\I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane.\Y-Yes?\You'll always be you.\Hm? response:	Souta-kun...
context: I don't want you to think I live in a different world than you!\I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane.\Y-Yes?\You'll always be you.\Hm?\Souta-kun... response:	You're a kind girl, who looks great when she smiles.
context: I'm Akane-san, the Crawling Chaos, who's always by your side!\Uh...\Akane.\Y-Yes?\You'll always be you.\Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles. response:	That's how I see you.
context: Uh...\Akane.\Y-Yes?\You'll always be you.\Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you. response:	Not in a different world, or anything.
context: Akane.\Y-Yes?\You'll always be you.\Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything. response:	Really?
context: Y-Yes?\You'll always be you.\Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything.\Really? response:	Yeah.
context: You'll always be you.\Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything.\Really?\Yeah. response:	My heart will always be with yours.
context: Hm?\Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything.\Really?\Yeah.\My heart will always be with yours. response:	As along as you need me.
context: Souta-kun...\You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything.\Really?\Yeah.\My heart will always be with yours.\As along as you need me. response:	It sounds like you're proposing to me!
context: You're a kind girl, who looks great when she smiles.\That's how I see you.\Not in a different world, or anything.\Really?\Yeah.\My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me! response:	I just don't know!
context: That's how I see you.\Not in a different world, or anything.\Really?\Yeah.\My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me!\I just don't know! response:	I mean, not that I don't know.
context: Not in a different world, or anything.\Really?\Yeah.\My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know. response:	It's that I'd just feel bad about Rin-chan-senpai,
context: Really?\Yeah.\My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai, response:	and Mei-chan, and Megu-chan.
context: Yeah.\My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan. response:	Anyway, why don't you relax?
context: My heart will always be with yours.\As along as you need me.\It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax? response:	There was a name in that list that shouldn't have been there, either.
context: As along as you need me.\It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either. response:	A-Anyway, I'd feel bad for the others,
context: It sounds like you're proposing to me!\I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others, response:	so I'm not going to do something with you without them.
context: I just don't know!\I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them. response:	Oh, yeah, I just left Rin-kun and Okiku-nee there.
context: I mean, not that I don't know.\It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there. response:	He contacts them
context: It's that I'd just feel bad about Rin-chan-senpai,\and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them response:	Huh?
context: and Mei-chan, and Megu-chan.\Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh? response:	Sou-kun! Souta!
context: Anyway, why don't you relax?\There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh?\Sou-kun! Souta! response:	Huh?
context: There was a name in that list that shouldn't have been there, either.\A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh?\Sou-kun! Souta!\Huh? response:	Okiku-nee?
context: A-Anyway, I'd feel bad for the others,\so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh?\Sou-kun! Souta!\Huh?\Okiku-nee? response:	You're all here.
context: so I'm not going to do something with you without them.\Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh?\Sou-kun! Souta!\Huh?\Okiku-nee?\You're all here. response:	Sou-kun!
context: Oh, yeah, I just left Rin-kun and Okiku-nee there.\He contacts them\Huh?\Sou-kun! Souta!\Huh?\Okiku-nee?\You're all here.\Sou-kun! response:	What are you doing getting kidnapped without my permission?
context: He contacts them\Huh?\Sou-kun! Souta!\Huh?\Okiku-nee?\You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission? response:	Yeah, don't worry us.
context: Huh?\Sou-kun! Souta!\Huh?\Okiku-nee?\You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us. response:	Souta-kun went up to the stars!
context: Sou-kun! Souta!\Huh?\Okiku-nee?\You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars! response:	Nothing even happened...
context: Huh?\Okiku-nee?\You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened... response:	I shouldn't have worried
context: Okiku-nee?\You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried response:	I wasn't worried at all.
context: You're all here.\Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried\I wasn't worried at all. response:	Mei-oneechan was worried most of all, until a second ago.
context: Sou-kun!\What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago. response:	N-No, I wasn't!
context: What are you doing getting kidnapped without my permission?\Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't! response:	Why are Megumu and the others here, too?
context: Yeah, don't worry us.\Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too? response:	Oh, that's because Okiku was
context: Souta-kun went up to the stars!\Nothing even happened...\I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was response:	worried and called everyone, crying.
context: Nothing even happened...\I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying. response:	This is just getting crazier...
context: I shouldn't have worried\I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier... response:	Sorry for all the trouble...
context: I wasn't worried at all.\Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble... response:	Ruri likes to cause trouble.
context: Mei-oneechan was worried most of all, until a second ago.\N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble. response:	But I'm happy you missed Sou-kun while
context: N-No, I wasn't!\Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while response:	we were on break.
context: Why are Megumu and the others here, too?\Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break. response:	Yeah, it was all like we all left,
context: Oh, that's because Okiku was\worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left, response:	and now we're back together.
context: worried and called everyone, crying.\This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left,\and now we're back together. response:	It's like we're cursed.
context: This is just getting crazier...\Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed. response:	Why are you laughing, Kurumiko?
context: Sorry for all the trouble...\Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko? response:	No reason!
context: Ruri likes to cause trouble.\But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko?\No reason! response:	I guess Akane-oneechan
context: But I'm happy you missed Sou-kun while\we were on break.\Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan response:	really does have a lot of money.
context: we were on break.\Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan\really does have a lot of money. response:	But you don't act stuck up,
context: Yeah, it was all like we all left,\and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up, response:	and you're nice to me and Onii-chan...
context: and now we're back together.\It's like we're cursed.\Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan... response:	That makes me happy.
context: It's like we're cursed.\Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy. response:	Kurumiko-chan...
context: Why are you laughing, Kurumiko?\No reason!\I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan... response:	I'm glad to have all of you over today!
context: No reason!\I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today! response:	I want all of you to have lots of fun!
context: I guess Akane-oneechan\really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun! response:	H-How do you eat this, Onii-chan?!
context: really does have a lot of money.\But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?! response:	I'm not well versed in table manners, either...
context: But you don't act stuck up,\and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either... response:	I guess we should just copy Akane.
context: and you're nice to me and Onii-chan...\That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane. response:	That's a great idea!
context: That makes me happy.\Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea! response:	Everyone seems to be staring at me...
context: Kurumiko-chan...\I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me... response:	U-Uh...
context: I'm glad to have all of you over today!\I want all of you to have lots of fun!\H-How do you eat this, Onii-chan?!\I'm not well versed in table manners, either...\I guess we should just copy Akane.\That's a great idea!\Everyone seems to be staring at me...\U-Uh... response:	Could you give Souta-kun
