context: Quit screwin' around, Laxus! response:	Get serious!
context: And the four of us are the guild's elite.\Do you intend to go to war with us?\We know every detail of your weaknesses.\Shall I release the power that my guild has been accumulating these past seven years?\Gramps has already done a thorough investigation of you.\Ivan...\Laxus...\Wendy vs. Cheria! response:	A thorough investigation, you say?
context: Do you intend to go to war with us?\We know every detail of your weaknesses.\Shall I release the power that my guild has been accumulating these past seven years?\Gramps has already done a thorough investigation of you.\Ivan...\Laxus...\Wendy vs. Cheria!\A thorough investigation, you say? response:	Do I have to say it again?
context: We know every detail of your weaknesses.\Shall I release the power that my guild has been accumulating these past seven years?\Gramps has already done a thorough investigation of you.\Ivan...\Laxus...\Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again? response:	The number of members, your guild's location, funding...
context: Shall I release the power that my guild has been accumulating these past seven years?\Gramps has already done a thorough investigation of you.\Ivan...\Laxus...\Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding... response:	We know everything that's been going on these seven years.
context: Gramps has already done a thorough investigation of you.\Ivan...\Laxus...\Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years. response:	What?!
context: Ivan...\Laxus...\Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?! response:	It was Gajeel! He tricked us!
context: Laxus...\Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us! response:	He seemed like a nasty fellow, and I guess that impression was correct.
context: Wendy vs. Cheria!\A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct. response:	Then he was a double agent?
context: A thorough investigation, you say?\Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent? response:	He doesn't seem to be one for fine details, but it backfired on us.
context: Do I have to say it again?\The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us. response:	What the hell?! Why is he havin' a tough time?!
context: The number of members, your guild's location, funding...\We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?! response:	Stupid Laxus... What, does he have a cold?! Crap.
context: We know everything that's been going on these seven years.\What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap. response:	Are those bastards talkin' trash about me?
context: What?!\It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me? response:	An anti-Fairy Tail guild?
context: It was Gajeel! He tricked us!\He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild? response:	I already have info on my foolish son and his wizards,
context: He seemed like a nasty fellow, and I guess that impression was correct.\Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards, response:	but I don't have a precise report yet on some of them.
context: Then he was a double agent?\He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them. response:	Particularly that Alexei person...
context: He doesn't seem to be one for fine details, but it backfired on us.\What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person... response:	I have no information on his existence, let alone his background.
context: What the hell?! Why is he havin' a tough time?!\Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background. response:	But isn't that strange?
context: Stupid Laxus... What, does he have a cold?! Crap.\Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange? response:	Considering all of our secrets have been leaked, he hasn't really had any reaction.
context: Are those bastards talkin' trash about me?\An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction. response:	Even though Gramps knew all that, he didn't make a move on you.
context: An anti-Fairy Tail guild?\I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you. response:	Hey, Gramps...
context: I already have info on my foolish son and his wizards,\but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps... response:	Are you sure it's okay to let them be?
context: but I don't have a precise report yet on some of them.\Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be? response:	You said my old man had information that could be damaging to Fairy Tail.
context: Particularly that Alexei person...\I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail. response:	Seven years have passed since then.
context: I have no information on his existence, let alone his background.\But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then. response:	But still...
context: But isn't that strange?\Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still... response:	During those seven years, there's been no sign any of that info has leaked.
context: Considering all of our secrets have been leaked, he hasn't really had any reaction.\Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked. response:	You can't be sure of that.
context: Even though Gramps knew all that, he didn't make a move on you.\Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that. response:	No. I'm certain.
context: Hey, Gramps...\Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain. response:	They're well aware of how dangerous that information could be if it gets out.
context: Are you sure it's okay to let them be?\You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out. response:	What is that information, anyway?
context: You said my old man had information that could be damaging to Fairy Tail.\Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway? response:	You're better off not knowing.
context: Seven years have passed since then.\But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing. response:	Every guild has their forbidden secrets.
context: But still...\During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets. response:	I've heard that in these seven years,
context: During those seven years, there's been no sign any of that info has leaked.\You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years, response:	Ivan hasn't been up to any mischief or done anything to harm our members.
context: You can't be sure of that.\No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members. response:	As long as he doesn't make a move, I have no intention of stirring anything up either.
context: No. I'm certain.\They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either. response:	Maybe...
context: They're well aware of how dangerous that information could be if it gets out.\What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe... response:	Because you're father and son...
context: What is that information, anyway?\You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son... response:	Silence!
context: You're better off not knowing.\Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son...\Silence! response:	I've been waiting all this time for this day!
context: Every guild has their forbidden secrets.\I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day! response:	It was all to get Lumen Histoire!
context: I've heard that in these seven years,\Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire! response:	I did your guild no harm for seven years? Of course not!
context: Ivan hasn't been up to any mischief or done anything to harm our members.\As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not! response:	There's no way the dregs you left behind had any information on that!
context: As long as he doesn't make a move, I have no intention of stirring anything up either.\Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that! response:	Inside your guild, Magnolia, Tenroujima, too!
context: Maybe...\Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too! response:	I searched every place associated with your guild!
context: Because you're father and son...\Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild! response:	But I still didn't find anything!
context: Silence!\I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything! response:	Where is Lumen Histoire?! Where is it?!
context: I've been waiting all this time for this day!\It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?! response:	Tell me, Laxus! You're my son, aren't you?!
context: It was all to get Lumen Histoire!\I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?! response:	Even if it's for the sake of family,
context: I did your guild no harm for seven years? Of course not!\There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family, response:	the guild can't stand by if the lives of its members are threatened.
context: There's no way the dregs you left behind had any information on that!\Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened. response:	That's how the previous master protected this guild, too.
context: Inside your guild, Magnolia, Tenroujima, too!\I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too. response:	That's Fairy Tail.
context: I searched every place associated with your guild!\But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail. response:	The guild is our family!
context: But I still didn't find anything!\Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family! response:	It's our place to go home to!
context: Where is Lumen Histoire?! Where is it?!\Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family!\It's our place to go home to! response:	I thought you were standing there a little too quietly...
context: Tell me, Laxus! You're my son, aren't you?!\Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly... response:	You were taking measure of my magic, were you?
context: Even if it's for the sake of family,\the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you? response:	That part of you never changes.
context: the guild can't stand by if the lives of its members are threatened.\That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes. response:	Or is it just that you can't bring yourself to hit your father?
context: That's how the previous master protected this guild, too.\That's Fairy Tail.\The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father? response:	You're such a nice boy, Laxus-chan.
context: That's Fairy Tail.\The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan. response:	Laxus!
context: The guild is our family!\It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus! response:	Obra! Do it!
context: It's our place to go home to!\I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it! response:	Extinguish his magic!
context: I thought you were standing there a little too quietly...\You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it!\Extinguish his magic! response:	Now, unleash the power of the anti-Fairy Tail guild!
context: You were taking measure of my magic, were you?\That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild! response:	Is this the guy who attacked Wendy and Carla?!
context: That part of you never changes.\Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?! response:	Scarlet Hair!
context: Or is it just that you can't bring yourself to hit your father?\You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair! response:	Needle Blast!
context: You're such a nice boy, Laxus-chan.\Laxus!\Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast! response:	This is for Gray!
context: Laxus!\Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast!\This is for Gray! response:	Gotcha!
context: Obra! Do it!\Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast!\This is for Gray!\Gotcha! response:	This is for Lucy!
context: Extinguish his magic!\Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast!\This is for Gray!\Gotcha!\This is for Lucy! response:	It can't be...
context: Now, unleash the power of the anti-Fairy Tail guild!\Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast!\This is for Gray!\Gotcha!\This is for Lucy!\It can't be... response:	Sand Fake!
context: Is this the guy who attacked Wendy and Carla?!\Scarlet Hair!\Needle Blast!\This is for Gray!\Gotcha!\This is for Lucy!\It can't be...\Sand Fake! response:	You...
context: Scarlet Hair!\Needle Blast!\This is for Gray!\Gotcha!\This is for Lucy!\It can't be...\Sand Fake!\You... response:	I don't understand.
context: Needle Blast!\This is for Gray!\Gotcha!\This is for Lucy!\It can't be...\Sand Fake!\You...\I don't understand. response:	M-My elite team!
context: This is for Gray!\Gotcha!\This is for Lucy!\It can't be...\Sand Fake!\You...\I don't understand.\M-My elite team! response:	Damn you, old man!
context: Gotcha!\This is for Lucy!\It can't be...\Sand Fake!\You...\I don't understand.\M-My elite team!\Damn you, old man! response:	I don't know what it is you're after,
context: This is for Lucy!\It can't be...\Sand Fake!\You...\I don't understand.\M-My elite team!\Damn you, old man!\I don't know what it is you're after, response:	but you're gonna pay for hurting my comrades!
context: It can't be...\Sand Fake!\You...\I don't understand.\M-My elite team!\Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades! response:	W-Wait! I'm your father!
context: Sand Fake!\You...\I don't understand.\M-My elite team!\Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father! response:	We're family! You would hit your own father?!
context: You...\I don't understand.\M-My elite team!\Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?! response:	My family is Fairy Tail!
context: I don't understand.\M-My elite team!\Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail! response:	You ungrateful wretch!
context: M-My elite team!\Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch! response:	Begone!
context: Damn you, old man!\I don't know what it is you're after,\but you're gonna pay for hurting my comrades!\W-Wait! I'm your father!\We're family! You would hit your own father?!\My family is Fairy Tail!\You ungrateful wretch!\Begone! response:	I crush
