context: It appeared as though humanity would be destroyed by the demons. response:	But a single mage saved them all.
context: searching for a magic stone.\Wanting to take advantage of the chaos they were causing,\the Diamond Kingdom came to steal the Queen of Witches' secret.\Million Lasers!\Guess I'll just have to kill this chick first!\Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army, response:	decided he would side with him.
context: Wanting to take advantage of the chaos they were causing,\the Diamond Kingdom came to steal the Queen of Witches' secret.\Million Lasers!\Guess I'll just have to kill this chick first!\Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him. response:	Why are you protecting us?
context: the Diamond Kingdom came to steal the Queen of Witches' secret.\Million Lasers!\Guess I'll just have to kill this chick first!\Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us? response:	As Ladros said, we're traitors.
context: Million Lasers!\Guess I'll just have to kill this chick first!\Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors. response:	And you lost your memory...
context: Guess I'll just have to kill this chick first!\Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory... response:	Don't worry. I'm on your side, Master.
context: Don't!\Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master. response:	Deflect it over here!
context: Your lessons got through to me.\Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here! response:	I don't know what's going on, but okay!
context: Fanzell's former student Mars, who was still in the Diamond Kingdom's army,\decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay! response:	By taking advantage of Asta's anti-magic, they successfully defeated Ladros.
context: decided he would side with him.\Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros. response:	But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,
context: Why are you protecting us?\As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye, response:	who was weakened by Noelle's spell...
context: As Ladros said, we're traitors.\And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell... response:	Fana!
context: And you lost your memory...\Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana! response:	It's me! It's me!
context: Don't worry. I'm on your side, Master.\Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana!\It's me! It's me! response:	Don't you recognize me?
context: Deflect it over here!\I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana!\It's me! It's me!\Don't you recognize me? response:	My student Fana?
context: I don't know what's going on, but okay!\By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana!\It's me! It's me!\Don't you recognize me?\My student Fana? response:	Fana, who had lost her memories,
context: By taking advantage of Asta's anti-magic, they successfully defeated Ladros.\But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana!\It's me! It's me!\Don't you recognize me?\My student Fana?\Fana, who had lost her memories, response:	fell into a deeper state of confusion and tried to self-destruct, but...
context: But the moment they tried to finish off Fana of the Eye of the Midnight Sun's Third Eye,\who was weakened by Noelle's spell...\Fana!\It's me! It's me!\Don't you recognize me?\My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but... response:	Everything should just... disappear.
context: who was weakened by Noelle's spell...\Fana!\It's me! It's me!\Don't you recognize me?\My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear. response:	Asta and Mars risked their lives to stop her.
context: Fana!\It's me! It's me!\Don't you recognize me?\My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her. response:	Let's go see the world together!
context: It's me! It's me!\Don't you recognize me?\My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together! response:	Okay.
context: Don't you recognize me?\My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay. response:	It's a promise, Mars.
context: My student Fana?\Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay.\It's a promise, Mars. response:	Fana regained her memories.
context: Fana, who had lost her memories,\fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay.\It's a promise, Mars.\Fana regained her memories. response:	Those Who Boost Each Other Up
context: fell into a deeper state of confusion and tried to self-destruct, but...\Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay.\It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up response:	All right!
context: Everything should just... disappear.\Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay.\It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up\All right! response:	Asta.
context: Asta and Mars risked their lives to stop her.\Let's go see the world together!\Okay.\It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up\All right!\Asta. response:	I couldn't have done it without you.
context: Let's go see the world together!\Okay.\It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up\All right!\Asta.\I couldn't have done it without you. response:	Thank you.
context: Okay.\It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up\All right!\Asta.\I couldn't have done it without you.\Thank you. response:	There is no reason for the weak to stand on the battlefield.
context: It's a promise, Mars.\Fana regained her memories.\Those Who Boost Each Other Up\All right!\Asta.\I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield. response:	I was born to break people like you.
context: Fana regained her memories.\Those Who Boost Each Other Up\All right!\Asta.\I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you. response:	You're in my way...
context: Those Who Boost Each Other Up\All right!\Asta.\I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way... response:	Begone!
context: All right!\Asta.\I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way...\Begone! response:	The weak will perish, and only the strong will remain.
context: Asta.\I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way...\Begone!\The weak will perish, and only the strong will remain. response:	Someone as naIve as you cannot win against me!
context: I couldn't have done it without you.\Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way...\Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me! response:	That was all your strength!
context: Thank you.\There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way...\Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength! response:	I'm glad you were able to save your childhood friend!
context: There is no reason for the weak to stand on the battlefield.\I was born to break people like you.\You're in my way...\Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend! response:	Is he your friend, Mars?
context: I was born to break people like you.\You're in my way...\Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars? response:	Wow! So you made a friend in the outside world!
context: You're in my way...\Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world! response:	No, I wouldn't say he's
context: Begone!\The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's response:	Yeah, he's totally my friend! We did fight once, though.
context: The weak will perish, and only the strong will remain.\Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though. response:	Ow...
context: Someone as naIve as you cannot win against me!\That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow... response:	So hard!
context: That was all your strength!\I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard! response:	I'm glad you calmed down, too.
context: I'm glad you were able to save your childhood friend!\Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard!\I'm glad you calmed down, too. response:	But what the heck happened?
context: Is he your friend, Mars?\Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard!\I'm glad you calmed down, too.\But what the heck happened? response:	You stupid dummy! Why do you have to do such drastic things every single time?!
context: Wow! So you made a friend in the outside world!\No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard!\I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?! response:	Were you born just to try to kill yourself?!
context: No, I wouldn't say he's\Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard!\I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?! response:	You barely have any clothes on!
context: Yeah, he's totally my friend! We did fight once, though.\Ow...\So hard!\I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on! response:	You're a magnificent student.
context: Ow...\So hard!\I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student. response:	Thank you, Master.
context: So hard!\I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student.\Thank you, Master. response:	Master Fanzell!
context: I'm glad you calmed down, too.\But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student.\Thank you, Master.\Master Fanzell! response:	Your powers exist to protect others.
context: But what the heck happened?\You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student.\Thank you, Master.\Master Fanzell!\Your powers exist to protect others. response:	Don't ever forget that.
context: You stupid dummy! Why do you have to do such drastic things every single time?!\Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student.\Thank you, Master.\Master Fanzell!\Your powers exist to protect others.\Don't ever forget that. response:	Yes, sir!
context: Were you born just to try to kill yourself?!\You barely have any clothes on!\You're a magnificent student.\Thank you, Master.\Master Fanzell!\Your powers exist to protect others.\Don't ever forget that.\Yes, sir! response:	I'm so glad you're both alive.
context: You barely have any clothes on!\You're a magnificent student.\Thank you, Master.\Master Fanzell!\Your powers exist to protect others.\Don't ever forget that.\Yes, sir!\I'm so glad you're both alive. response:	So you barely remember anything?
context: You're a magnificent student.\Thank you, Master.\Master Fanzell!\Your powers exist to protect others.\Don't ever forget that.\Yes, sir!\I'm so glad you're both alive.\So you barely remember anything? response:	Yes.
context: Thank you, Master.\Master Fanzell!\Your powers exist to protect others.\Don't ever forget that.\Yes, sir!\I'm so glad you're both alive.\So you barely remember anything?\Yes. response:	After the final training, I...
context: Master Fanzell!\Your powers exist to protect others.\Don't ever forget that.\Yes, sir!\I'm so glad you're both alive.\So you barely remember anything?\Yes.\After the final training, I... response:	I can hardly believe she's started breathing again.
context: Your powers exist to protect others.\Don't ever forget that.\Yes, sir!\I'm so glad you're both alive.\So you barely remember anything?\Yes.\After the final training, I...\I can hardly believe she's started breathing again. response:	Is this the power of the magic that bears the Phoenix's name? Or could it be...
context: Don't ever forget that.\Yes, sir!\I'm so glad you're both alive.\So you barely remember anything?\Yes.\After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be... response:	How fascinating.
context: Yes, sir!\I'm so glad you're both alive.\So you barely remember anything?\Yes.\After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating. response:	We'll fit Fana with a mage stone, too.
context: I'm so glad you're both alive.\So you barely remember anything?\Yes.\After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too. response:	What a disappointment.
context: So you barely remember anything?\Yes.\After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment. response:	Not only did it fail to increase her magic, but she hardly has any left.
context: Yes.\After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left. response:	I guess that was the last dying ember of it.
context: After the final training, I...\I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it. response:	Get rid of her. She's of no interest to me anymore.
context: I can hardly believe she's started breathing again.\Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore. response:	You poor thing.
context: Is this the power of the magic that bears the Phoenix's name? Or could it be...\How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing. response:	My old friend...
context: How fascinating.\We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend... response:	It's just as it was long ago.
context: We'll fit Fana with a mage stone, too.\What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend...\It's just as it was long ago. response:	Humans even hurt other humans.
context: What a disappointment.\Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend...\It's just as it was long ago.\Humans even hurt other humans. response:	As you wish, I shall destroy them.
context: Not only did it fail to increase her magic, but she hardly has any left.\I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend...\It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them. response:	But... I need your body.
context: I guess that was the last dying ember of it.\Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend...\It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body. response:	You will live on!
context: Get rid of her. She's of no interest to me anymore.\You poor thing.\My old friend...\It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body.\You will live on! response:	I don't have any memories after that.
context: You poor thing.\My old friend...\It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body.\You will live on!\I don't have any memories after that. response:	It felt as though someone else entered my body.
context: My old friend...\It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body.\You will live on!\I don't have any memories after that.\It felt as though someone else entered my body. response:	Like I was being controlled...
context: It's just as it was long ago.\Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body.\You will live on!\I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled... response:	All I remember is that person's fierce hatred.
context: Humans even hurt other humans.\As you wish, I shall destroy them.\But... I need your body.\You will live on!\I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred. response:	What about the third eye and pointy ears you had?
context: As you wish, I shall destroy them.\But... I need your body.\You will live on!\I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had? response:	I'm really sorry. I don't know anything about them.
context: But... I need your body.\You will live on!\I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them. response:	You went through all that?
context: You will live on!\I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that? response:	I had no idea, and I...
context: I don't have any memories after that.\It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I... response:	Mars, you don't need to feel bad about anything.
context: It felt as though someone else entered my body.\Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything. response:	I mean, we got to meet again.
context: Like I was being controlled...\All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again. response:	Right. I'll never let you go again.
context: All I remember is that person's fierce hatred.\What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again. response:	Yeah... Let's stay together forever.
context: What about the third eye and pointy ears you had?\I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever. response:	Y-Yeah...
context: I'm really sorry. I don't know anything about them.\You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah... response:	My, my! Aren't things heating up over there?
context: You went through all that?\I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there? response:	He's stiffened up as hard as a chunk of ore. How adorable.
context: I had no idea, and I...\Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable. response:	Childhood friends tragically torn apart and reunited by destiny...
context: Mars, you don't need to feel bad about anything.\I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny... response:	That's really great!
context: I mean, we got to meet again.\Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great! response:	Whoa, he's bawling over there!
context: Right. I'll never let you go again.\Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there! response:	What's the matter, Finral?
context: Yeah... Let's stay together forever.\Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there!\What's the matter, Finral? response:	I'm jealous and envious and bummed out!
context: Y-Yeah...\My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out! response:	Huh? You don't have any childhood friends?
context: My, my! Aren't things heating up over there?\He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends? response:	No! I don't have any cute childhood friends like that!
context: He's stiffened up as hard as a chunk of ore. How adorable.\Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that! response:	Nope! Nope! Nope! Not one, damn it!
context: Childhood friends tragically torn apart and reunited by destiny...\That's really great!\Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it! response:	I have childhood friends!
context: That's really great!\Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends! response:	Lots of them, actually!
context: Whoa, he's bawling over there!\What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually! response:	Just so you know, I'm not jealous!
context: What's the matter, Finral?\I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous! response:	Why'd I just get slapped?!
context: I'm jealous and envious and bummed out!\Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous!\Why'd I just get slapped?! response:	I'm royalty!
context: Huh? You don't have any childhood friends?\No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous!\Why'd I just get slapped?!\I'm royalty! response:	Anyway, why did the Eye of the Midnight Sun come to the Witches' Forest?
context: No! I don't have any cute childhood friends like that!\Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous!\Why'd I just get slapped?!\I'm royalty!\Anyway, why did the Eye of the Midnight Sun come to the Witches' Forest? response:	I still feel a strong desire in my head to retrieve the magic stone.
context: Nope! Nope! Nope! Not one, damn it!\I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous!\Why'd I just get slapped?!\I'm royalty!\Anyway, why did the Eye of the Midnight Sun come to the Witches' Forest?\I still feel a strong desire in my head to retrieve the magic stone. response:	Magic stone?
context: I have childhood friends!\Lots of them, actually!\Just so you know, I'm not jealous!\Why'd I just get slapped?!\I'm royalty!\Anyway, why did the Eye of the Midnight Sun come to the Witches' Forest?\I still feel a strong desire in my head to retrieve the magic stone.\Magic stone? response:	So that means there's a magic stone in this forest?
