context: OP response:	TS
context: I know you can draw without resting.\I believe in you.\Let's make our dreams come true.\Yeah.\I-I cant tell him to stop drawing.\Azuki.\Yes?\I'm all right now. response:	Oh, sorry.
context: I believe in you.\Let's make our dreams come true.\Yeah.\I-I cant tell him to stop drawing.\Azuki.\Yes?\I'm all right now.\Oh, sorry. response:	T-Thanks.
context: Let's make our dreams come true.\Yeah.\I-I cant tell him to stop drawing.\Azuki.\Yes?\I'm all right now.\Oh, sorry.\T-Thanks. response:	Mashiro, Takagi.
context: Yeah.\I-I cant tell him to stop drawing.\Azuki.\Yes?\I'm all right now.\Oh, sorry.\T-Thanks.\Mashiro, Takagi. response:	I'll be frank.
context: I-I cant tell him to stop drawing.\Azuki.\Yes?\I'm all right now.\Oh, sorry.\T-Thanks.\Mashiro, Takagi.\I'll be frank. response:	The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.
context: Azuki.\Yes?\I'm all right now.\Oh, sorry.\T-Thanks.\Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33. response:	That's...!
context: Yes?\I'm all right now.\Oh, sorry.\T-Thanks.\Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...! response:	I won't go on hiatus.
context: I'm all right now.\Oh, sorry.\T-Thanks.\Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus. response:	Ever!
context: Oh, sorry.\T-Thanks.\Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus.\Ever! response:	All right.
context: T-Thanks.\Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus.\Ever!\All right. response:	That's what I'll tell them when I get back to the office.
context: Mashiro, Takagi.\I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus.\Ever!\All right.\That's what I'll tell them when I get back to the office. response:	And I'll also tell them I think you can draw in the hospital.
context: I'll be frank.\The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus.\Ever!\All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital. response:	Yes!
context: The editorial department is going ahead with their plans to put you on hiatus with chapter 20 in issue 33.\That's...!\I won't go on hiatus.\Ever!\All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes! response:	Please do!
context: That's...!\I won't go on hiatus.\Ever!\All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes!\Please do! response:	Oh, it's already this late?
context: I won't go on hiatus.\Ever!\All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes!\Please do!\Oh, it's already this late? response:	Saiko, don't push yourself too hard. Get some sleep, okay?
context: Ever!\All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes!\Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay? response:	Yeah, I can't go to school, so I should be able to get some decent sleep.
context: All right.\That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes!\Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep. response:	Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.
context: That's what I'll tell them when I get back to the office.\And I'll also tell them I think you can draw in the hospital.\Yes!\Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow. response:	No, you don't need to.
context: And I'll also tell them I think you can draw in the hospital.\Yes!\Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to. response:	I can understand the story well enough from Takagi's version.
context: Yes!\Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version. response:	I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.
context: Please do!\Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual. response:	Let's head out, then.
context: Oh, it's already this late?\Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then. response:	But there's still a bit of time left, isn't there?
context: Saiko, don't push yourself too hard. Get some sleep, okay?\Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there? response:	We might as well stay...
context: Yeah, I can't go to school, so I should be able to get some decent sleep.\Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay... response:	See ya.
context: Anyways, I think I can make a clean copy of the rest of chapter 20's storyboard by tomorrow.\No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay...\See ya. response:	Hey, whats with you?
context: No, you don't need to.\I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay...\See ya.\Hey, whats with you? response:	Hurry, hurry.
context: I can understand the story well enough from Takagi's version.\I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay...\See ya.\Hey, whats with you?\Hurry, hurry. response:	Jeez, that Shujin.
context: I'll work it out with Takagi and make sure you can get started on the manuscript by Saturday, as usual.\Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay...\See ya.\Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin. response:	He did something he didn't need to.
context: Let's head out, then.\But there's still a bit of time left, isn't there?\We might as well stay...\See ya.\Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to. response:	I'll come every day I can.
context: But there's still a bit of time left, isn't there?\We might as well stay...\See ya.\Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can. response:	Why?
context: We might as well stay...\See ya.\Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can.\Why? response:	Because I'm worried... and I can't email you here.
context: See ya.\Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can.\Why?\Because I'm worried... and I can't email you here. response:	Well, I can use my cell phone if I step outside the hospital...
context: Hey, whats with you?\Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can.\Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital... response:	I should be able to turn it on if I go out into the courtyard.
context: Hurry, hurry.\Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can.\Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard. response:	Everyone does it.
context: Jeez, that Shujin.\He did something he didn't need to.\I'll come every day I can.\Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it. response:	And I'll be fine. You don't need to worry so much.
context: He did something he didn't need to.\I'll come every day I can.\Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much. response:	It may contradict what I said before,
context: I'll come every day I can.\Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before, response:	but being able to see you makes me happy.
context: Why?\Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy. response:	Let's limit it to until you're released from the hospital.
context: Because I'm worried... and I can't email you here.\Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital. response:	Can I keep coming?
context: Well, I can use my cell phone if I step outside the hospital...\I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming? response:	Does it bother you?
context: I should be able to turn it on if I go out into the courtyard.\Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you? response:	I might also be contradicting myself.
context: Everyone does it.\And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you?\I might also be contradicting myself. response:	When I'm with you, I get embarrassed and my heart starts pounding...
context: And I'll be fine. You don't need to worry so much.\It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding... response:	but it also calms me down.
context: It may contradict what I said before,\but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down. response:	I feel like I want us to be together forever.
context: but being able to see you makes me happy.\Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever. response:	But only until I'm discharged.
context: Let's limit it to until you're released from the hospital.\Can I keep coming?\Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged. response:	Yeah.
context: Can I keep coming?\Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged.\Yeah. response:	Thanks. Get well soon!
context: Does it bother you?\I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged.\Yeah.\Thanks. Get well soon! response:	I'm glad I got sick.
context: I might also be contradicting myself.\When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged.\Yeah.\Thanks. Get well soon!\I'm glad I got sick. response:	It seems like I'll have some good memories of being here with you.
context: When I'm with you, I get embarrassed and my heart starts pounding...\but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged.\Yeah.\Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you. response:	Mashiro.
context: but it also calms me down.\I feel like I want us to be together forever.\But only until I'm discharged.\Yeah.\Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro. response:	Does it bother you that we decided to stay apart until our dreams come true?
context: I feel like I want us to be together forever.\But only until I'm discharged.\Yeah.\Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true? response:	It's not like that.
context: But only until I'm discharged.\Yeah.\Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that. response:	I think it's hard sometimes,
context: Yeah.\Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes, response:	and after I get discharged it'll be hard to go back to being apart from you,
context: Thanks. Get well soon!\I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you, response:	but that's exactly why I can push myself.
context: I'm glad I got sick.\It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself. response:	I want to see you soon.
context: It seems like I'll have some good memories of being here with you.\Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon. response:	I want to be with you.
context: Mashiro.\Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon.\I want to be with you. response:	Yeah.
context: Does it bother you that we decided to stay apart until our dreams come true?\It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon.\I want to be with you.\Yeah. response:	I understand.
context: It's not like that.\I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon.\I want to be with you.\Yeah.\I understand. response:	Until our dreams come true.
context: I think it's hard sometimes,\and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon.\I want to be with you.\Yeah.\I understand.\Until our dreams come true. response:	I'm saying I think he can still draw! I don't want to force them to go on hiatus!
context: and after I get discharged it'll be hard to go back to being apart from you,\but that's exactly why I can push myself.\I want to see you soon.\I want to be with you.\Yeah.\I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus! response:	What are you saying, Miura?
context: but that's exactly why I can push myself.\I want to see you soon.\I want to be with you.\Yeah.\I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura? response:	Well, we can at least put the bit that the assistants finish up into issue 32.
context: I want to see you soon.\I want to be with you.\Yeah.\I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32. response:	Thank you!
context: I want to be with you.\Yeah.\I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you! response:	However, I will still put out the hiatus announcement from issue 33 onwards.
context: Yeah.\I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards. response:	B-But...
context: I understand.\Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But... response:	Are you telling me you received permission to let him draw from his doctor?
context: Until our dreams come true.\I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor? response:	N-No...
context: I'm saying I think he can still draw! I don't want to force them to go on hiatus!\What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No... response:	I'll accompany you to the hospital tomorrow.
context: What are you saying, Miura?\Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow. response:	It seems I can't count on you to get the job done.
context: Well, we can at least put the bit that the assistants finish up into issue 32.\Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done. response:	Yes sir...
context: Thank you!\However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir... response:	The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.
context: However, I will still put out the hiatus announcement from issue 33 onwards.\B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health. response:	It is true that patients should be allowed to do as they like in moderation.
context: B-But...\Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation. response:	Really?
context: Are you telling me you received permission to let him draw from his doctor?\N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really? response:	Only in moderation.
context: N-No...\I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation. response:	I won't push myself.
context: I'll accompany you to the hospital tomorrow.\It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation.\I won't push myself. response:	How about it?
context: It seems I can't count on you to get the job done.\Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation.\I won't push myself.\How about it? response:	Ah, sorry to barge in, ma'am.
context: Yes sir...\The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation.\I won't push myself.\How about it?\Ah, sorry to barge in, ma'am. response:	This is the editor-in-chief
context: The patient is saying that if he is not allowed to draw, his stress will increase, and it will be bad for his health.\It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation.\I won't push myself.\How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief response:	It's been a while.
context: It is true that patients should be allowed to do as they like in moderation.\Really?\Only in moderation.\I won't push myself.\How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while. response:	Thank you for taking care of my son.
context: Really?\Only in moderation.\I won't push myself.\How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while.\Thank you for taking care of my son. response:	You've met before?
context: Only in moderation.\I won't push myself.\How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while.\Thank you for taking care of my son.\You've met before? response:	It's not something I should mention here.
context: I won't push myself.\How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while.\Thank you for taking care of my son.\You've met before?\It's not something I should mention here. response:	We are to blame for the current situation, and I offer my deepest apologies.
context: How about it?\Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while.\Thank you for taking care of my son.\You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies. response:	No, you aren't... Moritaka!
context: Ah, sorry to barge in, ma'am.\This is the editor-in-chief\It's been a while.\Thank you for taking care of my son.\You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka! response:	Stop drawing manga in your hospital room!
context: This is the editor-in-chief\It's been a while.\Thank you for taking care of my son.\You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room! response:	Ah, well, the doctor said it was fine in moderation...
context: It's been a while.\Thank you for taking care of my son.\You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation... response:	He won't be able to do it in moderation!
context: Thank you for taking care of my son.\You've met before?\It's not something I should mention here.\We are to blame for the current situation, and I offer my deepest apologies.\No, you aren't... Moritaka!\Stop drawing manga in your hospital room!\Ah, well, the doctor said it was fine in moderation...\He won't be able to do it in moderation! response:	Well, it isn't good to be too persistent.
