context: nakushita yakusoku wa hoshi ni response:	Send the lost promises to the stars
context: Mayama, where did you go last night?\With Rika-san?\I'm going to the storage, so if you have anything you want to put away, please take it out.\Hey, you punk! What are you ignoring me for?\I won't fall for your provocations.\Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax. response:	It's not that easy to escape from our twisted maze of love.
context: With Rika-san?\I'm going to the storage, so if you have anything you want to put away, please take it out.\Hey, you punk! What are you ignoring me for?\I won't fall for your provocations.\Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love. response:	But it looks like Asai-san will be out for a while.
context: I'm going to the storage, so if you have anything you want to put away, please take it out.\Hey, you punk! What are you ignoring me for?\I won't fall for your provocations.\Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while. response:	If Asai-san ends up retiring like this...
context: Hey, you punk! What are you ignoring me for?\I won't fall for your provocations.\Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this... response:	Rika-san will probably quit.
context: I won't fall for your provocations.\Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit. response:	That's not good.
context: Damn it, he's learned.\That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good. response:	Not good at all.
context: That's no fun. Have you grown up already?\Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good.\Not good at all. response:	I still have my ambition of someday working with her.
context: Actually, we already know everything due to Asai-san's fax.\It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good.\Not good at all.\I still have my ambition of someday working with her. response:	I'd like her to continue, no matter how.
context: It's not that easy to escape from our twisted maze of love.\But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good.\Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how. response:	A Team Tokyo
context: But it looks like Asai-san will be out for a while.\If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good.\Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo response:	B Team Tottori
context: If Asai-san ends up retiring like this...\Rika-san will probably quit.\That's not good.\Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori response:	Mayama
context: Rika-san will probably quit.\That's not good.\Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori\Mayama response:	Nomiya
context: That's not good.\Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori\Mayama\Nomiya response:	Miwako
context: Not good at all.\I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori\Mayama\Nomiya\Miwako response:	Yamazaki
context: I still have my ambition of someday working with her.\I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori\Mayama\Nomiya\Miwako\Yamazaki response:	Nakano
context: I'd like her to continue, no matter how.\A Team Tokyo\B Team Tottori\Mayama\Nomiya\Miwako\Yamazaki\Nakano response:	Takaido
context: A Team Tokyo\B Team Tottori\Mayama\Nomiya\Miwako\Yamazaki\Nakano\Takaido response:	Sakajo
context: B Team Tottori\Mayama\Nomiya\Miwako\Yamazaki\Nakano\Takaido\Sakajo response:	Tanaka
context: Mayama\Nomiya\Miwako\Yamazaki\Nakano\Takaido\Sakajo\Tanaka response:	But for that, she'll need a replacement for Asai-san.
context: Nomiya\Miwako\Yamazaki\Nakano\Takaido\Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san. response:	Then it's decided.
context: Miwako\Yamazaki\Nakano\Takaido\Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided. response:	Although it's a risky bet...
context: Yamazaki\Nakano\Takaido\Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet... response:	Mayama
context: Nakano\Takaido\Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet...\Mayama response:	Sorry about this, Yamada-san.
context: Takaido\Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet...\Mayama\Sorry about this, Yamada-san. response:	Are you okay, Ayu?
context: Sakajo\Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet...\Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu? response:	Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.
context: Tanaka\But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet...\Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around. response:	Oh, right. How's Takemoto doing?
context: But for that, she'll need a replacement for Asai-san.\Then it's decided.\Although it's a risky bet...\Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing? response:	He doesn't seem to have a cold, but...
context: Then it's decided.\Although it's a risky bet...\Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but... response:	In that case, it'll be fine.
context: Although it's a risky bet...\Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine. response:	Takemoto isn't the only one acting funny at this time of the year.
context: Mayama\Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year. response:	The graduate thesis and the job hunting...
context: Sorry about this, Yamada-san.\Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting... response:	A time like that comes for every senior.
context: Are you okay, Ayu?\Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior. response:	Just leave him be.
context: Every year, when everyone is finishing up their preparations for the Hamabi Festival, the flu goes around.\Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be. response:	Oh, Hagu-chan.
context: Oh, right. How's Takemoto doing?\He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan. response:	Drink.
context: He doesn't seem to have a cold, but...\In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan.\Drink. response:	And please eat this.
context: In that case, it'll be fine.\Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan.\Drink.\And please eat this. response:	Okay. Thanks.
context: Takemoto isn't the only one acting funny at this time of the year.\The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan.\Drink.\And please eat this.\Okay. Thanks. response:	That we finished all the jobs that had been asked of Harada Design?
context: The graduate thesis and the job hunting...\A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan.\Drink.\And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design? response:	Did Rika-kun say that?
context: A time like that comes for every senior.\Just leave him be.\Oh, Hagu-chan.\Drink.\And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that? response:	There are still jobs left.
context: Just leave him be.\Oh, Hagu-chan.\Drink.\And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left. response:	She must have held back.
context: Oh, Hagu-chan.\Drink.\And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left.\She must have held back. response:	Because she knew that you would get worried.
context: Drink.\And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left.\She must have held back.\Because she knew that you would get worried. response:	I told her that maybe she should ask you to come back, but she won't listen.
context: And please eat this.\Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left.\She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen. response:	That she hurt you.
context: Okay. Thanks.\That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left.\She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you. response:	I felt really at ease when I was with him.
context: That we finished all the jobs that had been asked of Harada Design?\Did Rika-kun say that?\There are still jobs left.\She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him. response:	I mean, he doesn't know about Harada-kun.
context: Did Rika-kun say that?\There are still jobs left.\She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun. response:	He doesn't know about my past.
context: There are still jobs left.\She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past. response:	That's why when I was with him, I didn't have to pretend that I'd gotten over it.
context: She must have held back.\Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past.\That's why when I was with him, I didn't have to pretend that I'd gotten over it. response:	I could concentrate on my work without worrying about anything else.
context: Because she knew that you would get worried.\I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past.\That's why when I was with him, I didn't have to pretend that I'd gotten over it.\I could concentrate on my work without worrying about anything else. response:	And all the while, that boy just quietly stood by my side.
context: I told her that maybe she should ask you to come back, but she won't listen.\That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past.\That's why when I was with him, I didn't have to pretend that I'd gotten over it.\I could concentrate on my work without worrying about anything else.\And all the while, that boy just quietly stood by my side. response:	I think that I was truly being saved by him.
context: That she hurt you.\I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past.\That's why when I was with him, I didn't have to pretend that I'd gotten over it.\I could concentrate on my work without worrying about anything else.\And all the while, that boy just quietly stood by my side.\I think that I was truly being saved by him. response:	Ever since that accident, she's been blaming herself.
context: I felt really at ease when I was with him.\I mean, he doesn't know about Harada-kun.\He doesn't know about my past.\That's why when I was with him, I didn't have to pretend that I'd gotten over it.\I could concentrate on my work without worrying about anything else.\And all the while, that boy just quietly stood by my side.\I think that I was truly being saved by him.\Ever since that accident, she's been blaming herself. response:	If she feels any amount of fun or joy,
