context: Rei Kiriyama response:	Zero? What a weird name.
context: The calm mind is the way.\How have you been, Rei?\Sure is hot, huh? We're not even in the rainy season yet.\JS CHILDREN'S SHOGI TOURNAMENT\Well, what am I saying.\It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin. response:	CHILDREN'S SHOGI TOURNAMENT
context: How have you been, Rei?\Sure is hot, huh? We're not even in the rainy season yet.\JS CHILDREN'S SHOGI TOURNAMENT\Well, what am I saying.\It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT response:	There's nothing.
context: Sure is hot, huh? We're not even in the rainy season yet.\JS CHILDREN'S SHOGI TOURNAMENT\Well, what am I saying.\It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing. response:	Nothing.
context: JS CHILDREN'S SHOGI TOURNAMENT\Well, what am I saying.\It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing. response:	I lost.
context: Well, what am I saying.\It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing.\I lost. response:	You've gotten better.
context: It's a time like this and all I can do is comment on the weather.\JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing.\I lost.\You've gotten better. response:	Are you eating properly?
context: JS CHILDREN'S SHOGI TOURNAMENT\Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing.\I lost.\You've gotten better.\Are you eating properly? response:	You left so suddenly...
context: Well, let's begin.\CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing.\I lost.\You've gotten better.\Are you eating properly?\You left so suddenly... response:	Ayumu and Kyouko are worried about you.
context: CHILDREN'S SHOGI TOURNAMENT\There's nothing.\Nothing.\I lost.\You've gotten better.\Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you. response:	That's a lie.
context: There's nothing.\Nothing.\I lost.\You've gotten better.\Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie. response:	Next stop: Tsukishima. Tsukishima.
context: Nothing.\I lost.\You've gotten better.\Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima. response:	New Message: 1
context: I lost.\You've gotten better.\Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1 response:	Inbox Hinata Kawamoto
context: You've gotten better.\Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto response:	From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*
context: Are you eating properly?\You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata* response:	For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...
context: You left so suddenly...\Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h... response:	New Message Received
context: Ayumu and Kyouko are worried about you.\That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received response:	Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!
context: That's a lie.\Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!! response:	Thank you!
context: Next stop: Tsukishima. Tsukishima.\New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you! response:	SUMIYOSHI SHRINE
context: New Message: 1\Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE response:	Rei is here!
context: Inbox Hinata Kawamoto\From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE\Rei is here! response:	I bet you're tired. Dinner's ready!
context: From: Hinata Title: To Kiriyama Good work today! We're having curry tonight, so come over!! We'll be waiting See you! (o)/ *Hinata*\For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready! response:	Rei, hurry up! I'm hungry!
context: For: Hinata Kawamoto Re: To Kiriyama Thank you for the invitation. However, I'm feeling under the weather today, so I think I'll stay h...\New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry! response:	Rei, did you get ice cream?
context: New Message Received\Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream? response:	Hey, Momo!
context: Akari Kawamoto Oh no, Rei We're having curry, but we don't have any pickled vegetables!! Could you please buy some at the convenience store on your way over? Eggs, too!!\Thank you!\SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo! response:	I bought ice cream, and pudding, too.
context: Thank you!\SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too. response:	- Ice cream! - Pudding!
context: SUMIYOSHI SHRINE\Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding! response:	Hyay!
context: Rei is here!\I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay! response:	Hina, you too?
context: I bet you're tired. Dinner's ready!\Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay!\Hina, you too? response:	Milk pudding!
context: Rei, hurry up! I'm hungry!\Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay!\Hina, you too?\Milk pudding! response:	ZOOM
context: Rei, did you get ice cream?\Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay!\Hina, you too?\Milk pudding!\ZOOM response:	Oh my, you bought all this?
context: Hey, Momo!\I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay!\Hina, you too?\Milk pudding!\ZOOM\Oh my, you bought all this? response:	Thank you.
context: I bought ice cream, and pudding, too.\- Ice cream! - Pudding!\Hyay!\Hina, you too?\Milk pudding!\ZOOM\Oh my, you bought all this?\Thank you. response:	I'll make room for the ice cream!
context: - Ice cream! - Pudding!\Hyay!\Hina, you too?\Milk pudding!\ZOOM\Oh my, you bought all this?\Thank you.\I'll make room for the ice cream! response:	BLOOMPH
context: Hyay!\Hina, you too?\Milk pudding!\ZOOM\Oh my, you bought all this?\Thank you.\I'll make room for the ice cream!\BLOOMPH response:	But I'll pay you back for it. This must've been expensive.
context: Hina, you too?\Milk pudding!\ZOOM\Oh my, you bought all this?\Thank you.\I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive. response:	Don't worry, it's a gift.
context: Milk pudding!\ZOOM\Oh my, you bought all this?\Thank you.\I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift. response:	But sorry, I didn't know which one to get, and ended up buying a lot.
context: ZOOM\Oh my, you bought all this?\Thank you.\I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot. response:	Me is happy with this.
context: Oh my, you bought all this?\Thank you.\I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this. response:	Oh, that's right. How did your match go, Rei?
context: Thank you.\I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei? response:	Akari said it was an important match for your club.
context: I'll make room for the ice cream!\BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club. response:	I won.
context: BLOOMPH\But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won. response:	Oh, that's great!
context: But I'll pay you back for it. This must've been expensive.\Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won.\Oh, that's great! response:	- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!
context: Don't worry, it's a gift.\But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry! response:	Oh, I'm falling! I haven't had anything but water since yesterday!
context: But sorry, I didn't know which one to get, and ended up buying a lot.\Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday! response:	That's a lie.
context: Me is happy with this.\Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie. response:	Ah, not when I'm holding the pot!
context: Oh, that's right. How did your match go, Rei?\Akari said it was an important match for your club.\I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot! response:	Hina, feed the kitties! And please set the table!
context: Akari said it was an important match for your club.\I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table! response:	Okay!
context: I won.\Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay! response:	Sis, Rei said he won!
context: Oh, that's great!\- Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won! response:	I see.
context: - Sis, feed me! Please feed me! - Feed me, feed me! Hurry, hurry, hurry!\Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won!\I see. response:	So good! Nummy, nummy, nummy!
context: Oh, I'm falling! I haven't had anything but water since yesterday!\That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy! response:	All right, let's eat.
context: That's a lie.\Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy!\All right, let's eat. response:	Hold it, Hina! You're putting curry on the altar as an offering?
context: Ah, not when I'm holding the pot!\Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering? response:	Oh, I shouldn't?
context: Hina, feed the kitties! And please set the table!\Okay!\Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't? response:	But, Mom and Grandma loved curry.
context: Okay!\Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry. response:	But still, putting curry...
context: Sis, Rei said he won!\I see.\So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry... response:	But they did really like it.
context: I see.\So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it. response:	Well, I suppose it's correct.
context: So good! Nummy, nummy, nummy!\All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it.\Well, I suppose it's correct. response:	Momo loves curry, too!
context: All right, let's eat.\Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too! response:	Mom, Grandma, tonight's curry has pork in it!
context: Hold it, Hina! You're putting curry on the altar as an offering?\Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it! response:	Well, everyone, shall we eat?
context: Oh, I shouldn't?\But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat? response:	Thank you for the food!
context: But, Mom and Grandma loved curry.\But still, putting curry...\But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food! response:	Put egg on Momo's plate, too!
context: But still, putting curry...\But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too! response:	Yes, yes. I wonder if you can finish a whole egg?
context: But they did really like it.\Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg? response:	Sure I can!
context: Well, I suppose it's correct.\Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can! response:	And now our next story.
context: Momo loves curry, too!\Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story. response:	On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home
context: Mom, Grandma, tonight's curry has pork in it!\Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home response:	bludgeoned to death by a blunt instrument.
context: Well, everyone, shall we eat?\Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument. response:	His eldest son Tadashi, a second-year university student,
context: Thank you for the food!\Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student, response:	who had been reported missing, was arrested.
context: Put egg on Momo's plate, too!\Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested. response:	According to the authorities, Tadashi is suspected of murdering
context: Yes, yes. I wonder if you can finish a whole egg?\Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering response:	his father by beating him with a hammer dozens of times in the head.
context: Sure I can!\And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head. response:	Suspicion of beating his father...
context: And now our next story.\On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father... response:	It's unfortunate for Mr. Kouda.
context: On the 16th in Hibiya City, police found the body of Shizuo Unagawa in his home\bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda. response:	His league entrance after all this time was riding on that.
context: bludgeoned to death by a blunt instrument.\His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that. response:	And to think his own son would beat him so easily.
context: His eldest son Tadashi, a second-year university student,\who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily. response:	Although maybe he was satisfied after all.
context: who had been reported missing, was arrested.\According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all. response:	Well, that's only if he was his real son.
context: According to the authorities, Tadashi is suspected of murdering\his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son. response:	Every move...
context: his father by beating him with a hammer dozens of times in the head.\Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move... response:	It's so vivid, it's like I can still feel the warmth of the skin that I hit.
context: Suspicion of beating his father...\It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit. response:	Dad...
context: It's unfortunate for Mr. Kouda.\His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad... response:	Rei, what's wrong? Are you cold?
context: His league entrance after all this time was riding on that.\And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold? response:	Are you all right? Maybe you have a cold?
context: And to think his own son would beat him so easily.\Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold? response:	Want something warm to drink? Like milk?
context: Although maybe he was satisfied after all.\Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk? response:	Zoom
context: Well, that's only if he was his real son.\Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom response:	- Emergency! I'll warm some up for you! - Uh, um...
context: Every move...\It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um... response:	I'll bring medicine, too!
context: It's so vivid, it's like I can still feel the warmth of the skin that I hit.\Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too! response:	Um... Sorry.
context: Dad...\Rei, what's wrong? Are you cold?\Are you all right? Maybe you have a cold?\Want something warm to drink? Like milk?\Zoom\- Emergency! I'll warm some up for you! - Uh, um...\I'll bring medicine, too!\Um... Sorry. response:	That's all right. You don't have to eat everything.
