context: Water. response:	Earth.
context: They crossed over from the Spirit World to the Mortal World very near the beginning.\There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her. response:	She's a firebending prodigy... and everyone adores her.
context: There is only one spirit I know of who is old enough to remember.\Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her. response:	My father says she was born lucky. He says I was lucky to be born.
context: Who?\The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born. response:	I don't need luck though, I don't want it.
context: The spirit's name is Koh. But he is very dangerous. They call him... the Face Stealer.\When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it. response:	I've always had to struggle and fight and that's made me strong.
context: When you speak with him you must be very careful to show no emotion at all...\I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong. response:	It's made me who I am.
context: I finally have you. But I can't get you home because of this blizzard.\There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am. response:	I don't need to remind you we have a time limit.
context: There's always something. Not that you would understand.\You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit. response:	If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.
context: You're like my sister. Everything always... came easy to her.\She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable. response:	I assure you I have everything under control.
context: She's a firebending prodigy... and everyone adores her.\My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control. response:	I intend to remove the moon as a factor.
context: My father says she was born lucky. He says I was lucky to be born.\I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor. response:	Remove the moon!? How?
context: I don't need luck though, I don't want it.\I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How? response:	Admiral Choi!
context: I've always had to struggle and fight and that's made me strong.\It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi! response:	Prepare to meet your fate!
context: It's made me who I am.\I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate! response:	As I was saying... years ago I stumbled upon a great and powerful secret...
context: I don't need to remind you we have a time limit.\If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret... response:	What?
context: If we don't defeat the Water Tribe before the full moon rises they will be undefeatable.\I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What? response:	I was a young Lieutenant serving under General Shu in the Earth Kingdom...
context: I assure you I have everything under control.\I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom... response:	I discovered a hidden library, underground in fact. I tore through scroll after scroll.
context: I intend to remove the moon as a factor.\Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll. response:	One of them contained a detailed illustration and the words moon and ocean.
context: Remove the moon!? How?\Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean. response:	I knew then that these spirits could be found... and killed.
context: Admiral Choi!\Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed. response:	And that it was my destiny to do so.
context: Prepare to meet your fate!\As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so. response:	Zhao, the Spirits are not to be trifled with!
context: As I was saying... years ago I stumbled upon a great and powerful secret...\What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with! response:	Yes, yes, I know you fear the Spirits, Iroh.
context: What?\I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh. response:	I've heard rumors about your journey into the Spirit World.
context: I was a young Lieutenant serving under General Shu in the Earth Kingdom...\I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World. response:	But the Ocean and Moon gave up their immortality to become a part of our world...
context: I discovered a hidden library, underground in fact. I tore through scroll after scroll.\One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world... response:	Oh! Whew! You're just a curly tailed blue nose.
context: One of them contained a detailed illustration and the words moon and ocean.\I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose. response:	Show no fear. Show no emotion at all.
context: I knew then that these spirits could be found... and killed.\And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all. response:	Hello? I'm looking for a spirit named Koh.
context: And that it was my destiny to do so.\Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh. response:	Thank you.
context: Zhao, the Spirits are not to be trifled with!\Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you. response:	My old friend, the Avatar. It's been a long time.
context: Yes, yes, I know you fear the Spirits, Iroh.\I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time. response:	You know me?
context: I've heard rumors about your journey into the Spirit World.\But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time.\You know me? response:	How could I forget you!
context: But the Ocean and Moon gave up their immortality to become a part of our world...\Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you! response:	One of your previous incarnations tried to slay me!
context: Oh! Whew! You're just a curly tailed blue nose.\Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you!\One of your previous incarnations tried to slay me! response:	It was eight or nine hundred years ago.
context: Show no fear. Show no emotion at all.\Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago. response:	I didn't know that. Why did he... or I... try to kill you?
context: Hello? I'm looking for a spirit named Koh.\Thank you.\My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you? response:	Oh... it was something about stealing the face of someone you loved...
context: Thank you.\My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved... response:	Of course, that's all behind us.
context: My old friend, the Avatar. It's been a long time.\You know me?\How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us. response:	Why should I hold a grudge against you for something in a past life?
context: You know me?\How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life? response:	After all, you're a different person now. You've come to me... with a new face.
context: How could I forget you!\One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face. response:	Guess we'll be here awhile.
context: One of your previous incarnations tried to slay me!\It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile. response:	Don't worry! Prince Zuko can't be getting too far in this weather.
context: It was eight or nine hundred years ago.\I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather. response:	I'm not worried they'll get away in the blizzard. I'm worried that they won't.
context: I didn't know that. Why did he... or I... try to kill you?\Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't. response:	They're not gonna die in this blizzard.
context: Oh... it was something about stealing the face of someone you loved...\Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard. response:	If we know anything it's that Zuko never gives up.
context: Of course, that's all behind us.\Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up. response:	They'll survive... and we'll find them!
context: Why should I hold a grudge against you for something in a past life?\After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them! response:	It's been a long time since I've added a child's face to my collection.
context: After all, you're a different person now. You've come to me... with a new face.\Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection. response:	So... how may I help you?
context: Guess we'll be here awhile.\Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you? response:	I need to find the Moon and the Ocean.
context: Don't worry! Prince Zuko can't be getting too far in this weather.\I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean. response:	Their spirit names are Tui and La.
context: I'm not worried they'll get away in the blizzard. I'm worried that they won't.\They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La. response:	Push... and Pull... and that has been the nature of their relationship for all time.
context: They're not gonna die in this blizzard.\If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time. response:	Please, help me find them.
context: If we know anything it's that Zuko never gives up.\They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them. response:	An entire culture could be destroyed if I don't get their help.
context: They'll survive... and we'll find them!\It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help. response:	Oh, you think you need their help? Actually, it's quite the other way around.
context: It's been a long time since I've added a child's face to my collection.\So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around. response:	Someone's going to kill them!
context: So... how may I help you?\I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them! response:	What do you mean? How can I find them and protect them?
context: I need to find the Moon and the Ocean.\Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them? response:	You've already met them, actually.
context: Their spirit names are Tui and La.\Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them?\You've already met them, actually. response:	Tui and La, your Moon and Ocean,...
context: Push... and Pull... and that has been the nature of their relationship for all time.\Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them?\You've already met them, actually.\Tui and La, your Moon and Ocean,... response:	They balance each other... push and pull... life and death...
context: Please, help me find them.\An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them?\You've already met them, actually.\Tui and La, your Moon and Ocean,...\They balance each other... push and pull... life and death... response:	The koi fish!
context: An entire culture could be destroyed if I don't get their help.\Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them?\You've already met them, actually.\Tui and La, your Moon and Ocean,...\They balance each other... push and pull... life and death...\The koi fish! response:	I must be going now.
context: Oh, you think you need their help? Actually, it's quite the other way around.\Someone's going to kill them!\What do you mean? How can I find them and protect them?\You've already met them, actually.\Tui and La, your Moon and Ocean,...\They balance each other... push and pull... life and death...\The koi fish!\I must be going now. response:	We'll meet again.
