context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: Guy from UxMishi\Whose!?\Just another stalker\You want some juice?\Super Premium Ticket\Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room response:	Guys do not enter!!
context: Whose!?\Just another stalker\You want some juice?\Super Premium Ticket\Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!! response:	The campfire's starting soon!
context: Just another stalker\You want some juice?\Super Premium Ticket\Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!!\The campfire's starting soon! response:	Oh! I'm going!
context: You want some juice?\Super Premium Ticket\Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!!\The campfire's starting soon!\Oh! I'm going! response:	Ah
context: Super Premium Ticket\Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!!\The campfire's starting soon!\Oh! I'm going!\Ah response:	-And so, on a certain day-
context: Congratulations\These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!!\The campfire's starting soon!\Oh! I'm going!\Ah\-And so, on a certain day- response:	Hair band Included
context: These costumes are precious, so be careful not to get them dirty\Ladies' changing room\Guys do not enter!!\The campfire's starting soon!\Oh! I'm going!\Ah\-And so, on a certain day-\Hair band Included response:	Preparing
context: Ladies' changing room\Guys do not enter!!\The campfire's starting soon!\Oh! I'm going!\Ah\-And so, on a certain day-\Hair band Included\Preparing response:	Please wait
context: Guys do not enter!!\The campfire's starting soon!\Oh! I'm going!\Ah\-And so, on a certain day-\Hair band Included\Preparing\Please wait response:	Continuing from last episode, we're still at Yumesaki High's Cultural Festival.
context: The campfire's starting soon!\Oh! I'm going!\Ah\-And so, on a certain day-\Hair band Included\Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival. response:	This place is especially crowded; let's go somewhere else.
context: Oh! I'm going!\Ah\-And so, on a certain day-\Hair band Included\Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else. response:	A-Alright...
context: Ah\-And so, on a certain day-\Hair band Included\Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright... response:	I came here because I was worried about Sakura.
context: -And so, on a certain day-\Hair band Included\Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura. response:	We got separated, but it'll be pointless if I go back now.
context: Hair band Included\Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now. response:	Maybe someone from our school is here as well!
context: Preparing\Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well! response:	I guess so...
context: Please wait\Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so... response:	I guess I'll kill time with Usui'til the live performance is over.
context: Continuing from last episode, we're still at Yumesaki High's Cultural Festival.\This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over. response:	The grilled squid was delicious!
context: This place is especially crowded; let's go somewhere else.\A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious! response:	Yeah!
context: A-Alright...\I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah! response:	What shall we try next?
context: I came here because I was worried about Sakura.\We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah!\What shall we try next? response:	The fried stuff!
context: We got separated, but it'll be pointless if I go back now.\Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah!\What shall we try next?\The fried stuff! response:	It's really crowded here.
context: Maybe someone from our school is here as well!\I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah!\What shall we try next?\The fried stuff!\It's really crowded here. response:	Yeah.
context: I guess so...\I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah!\What shall we try next?\The fried stuff!\It's really crowded here.\Yeah. response:	How did you manage to get all those?!
context: I guess I'll kill time with Usui'til the live performance is over.\The grilled squid was delicious!\Yeah!\What shall we try next?\The fried stuff!\It's really crowded here.\Yeah.\How did you manage to get all those?! response:	For some reason, the passersby gave them to me.
context: The grilled squid was delicious!\Yeah!\What shall we try next?\The fried stuff!\It's really crowded here.\Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me. response:	They told me to try them out.
context: Yeah!\What shall we try next?\The fried stuff!\It's really crowded here.\Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out. response:	What do you mean by'some reason'?! That's weird!
context: What shall we try next?\The fried stuff!\It's really crowded here.\Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird! response:	Maybe it's that?
context: The fried stuff!\It's really crowded here.\Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that? response:	I made their flowers bloom.
context: It's really crowded here.\Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom. response:	Damn, I'm getting surrounded again. Let's run!
context: Yeah.\How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run! response:	Where is that hot guy?
context: How did you manage to get all those?!\For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy? response:	Where is he?
context: For some reason, the passersby gave them to me.\They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he? response:	I don't know what's happening, but...
context: They told me to try them out.\What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he?\I don't know what's happening, but... response:	Don't make their flowers bloom again. What kind of magic did you pull?
context: What do you mean by'some reason'?! That's weird!\Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull? response:	I don't think that's the right word...
context: Maybe it's that?\I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word... response:	What's the point of doing that?!
context: I made their flowers bloom.\Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?! response:	Uhh... to spark off jealousy?
context: Damn, I'm getting surrounded again. Let's run!\Where is that hot guy?\Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy? response:	Between who?!
context: Where is that hot guy?\Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?! response:	Hey, cool down. Why not try some food here?
context: Where is he?\I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here? response:	I'm fine. I'm not really hungry...
context: I don't know what's happening, but...\Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry... response:	Here.
context: Don't make their flowers bloom again. What kind of magic did you pull?\I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here. response:	It's rather tasty.
context: I don't think that's the right word...\What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here.\It's rather tasty. response:	How is it?
context: What's the point of doing that?!\Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here.\It's rather tasty.\How is it? response:	Good.
context: Uhh... to spark off jealousy?\Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here.\It's rather tasty.\How is it?\Good. response:	This feels strange... It's just like...
context: Between who?!\Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here.\It's rather tasty.\How is it?\Good.\This feels strange... It's just like... response:	It looks good on you!
context: Hey, cool down. Why not try some food here?\I'm fine. I'm not really hungry...\Here.\It's rather tasty.\How is it?\Good.\This feels strange... It's just like...\It looks good on you! response:	Did you read into my mind again?!
context: I'm fine. I'm not really hungry...\Here.\It's rather tasty.\How is it?\Good.\This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?! response:	You perverted alien! What's with that superhuman power?!
context: Here.\It's rather tasty.\How is it?\Good.\This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?! response:	Just what exactly are you?!
context: It's rather tasty.\How is it?\Good.\This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?! response:	What? Why are you laughing?!
context: How is it?\Good.\This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?! response:	Sorry. Ayuzawa...
context: Good.\This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa... response:	You're thinking of the same things as I am, eh?
context: This feels strange... It's just like...\It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh? response:	Where are you going?
context: It looks good on you!\Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going? response:	A-Anywhere! I can't be sitting here idly in a festival!
context: Did you read into my mind again?!\You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival! response:	You're right.
context: You perverted alien! What's with that superhuman power?!\Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right. response:	I tried most of the food here already.
context: Just what exactly are you?!\What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already. response:	Same here!
context: What? Why are you laughing?!\Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already.\Same here! response:	Let's try out the events next!
context: Sorry. Ayuzawa...\You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already.\Same here!\Let's try out the events next! response:	What's this'Old Mansion' thingy?
context: You're thinking of the same things as I am, eh?\Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already.\Same here!\Let's try out the events next!\What's this'Old Mansion' thingy? response:	Let's see how'ancient' the designs are!
context: Where are you going?\A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already.\Same here!\Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are! response:	Let's go!
context: A-Anywhere! I can't be sitting here idly in a festival!\You're right.\I tried most of the food here already.\Same here!\Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go! response:	Did you win the game console that you wanted?
context: You're right.\I tried most of the food here already.\Same here!\Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted? response:	I won it with only a single postcard!
context: I tried most of the food here already.\Same here!\Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard! response:	Wow!
context: Same here!\Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard!\Wow! response:	There's no lucky draw club here, I guess.
context: Let's try out the events next!\What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess. response:	It is an unusual club, after all.
context: What's this'Old Mansion' thingy?\Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all. response:	Let's eat some steamed buns.
context: Let's see how'ancient' the designs are!\Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns. response:	Kanou, let's get some fried stuff!
context: Let's go!\Did you win the game console that you wanted?\I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff! response:	Sure.
context: Did you win the game console that you wanted?\I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure. response:	Froggy
context: I won it with only a single postcard!\Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure.\Froggy response:	It's Mr. Froggy
context: Wow!\There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure.\Froggy\It's Mr. Froggy response:	Damn, I'm still feeling hot.
context: There's no lucky draw club here, I guess.\It is an unusual club, after all.\Let's eat some steamed buns.\Kanou, let's get some fried stuff!\Sure.\Froggy\It's Mr. Froggy\Damn, I'm still feeling hot. response:	We've got an event just right for the both of you!
