context: Mahou Shoujo Madoka Magica 07 response:	My Motherboard is dead.
context: Why didn't you tell us?\Because you didn't ask.\Everything would have been fine if you hadn't found out.\Even Mami never realized it.\It's not like humans such as yourself are even aware of their souls to begin with.\It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function, response:	your soul will also cease to be.
context: Because you didn't ask.\Everything would have been fine if you hadn't found out.\Even Mami never realized it.\It's not like humans such as yourself are even aware of their souls to begin with.\It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be. response:	In order to prevent that, I made your souls tangible.
context: Everything would have been fine if you hadn't found out.\Even Mami never realized it.\It's not like humans such as yourself are even aware of their souls to begin with.\It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible. response:	I simply made them into something that you can easily hold on to and protect.
context: Even Mami never realized it.\It's not like humans such as yourself are even aware of their souls to begin with.\It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect. response:	I did all of this so that you could fight Witches more effectively.
context: It's not like humans such as yourself are even aware of their souls to begin with.\It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively. response:	I never asked you to do something like that!
context: It resides in the firing of your neurons.\It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that! response:	You're not taking this seriously enough.
context: It's there in your blood and in the beating of your heart.\If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough. response:	For example, let's say that you were to be stabbed in the stomach with a spear...
context: If your body ceases to function,\your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear... response:	This is true pain.
context: your soul will also cease to be.\In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain. response:	You're down for the count after just one hit.
context: In order to prevent that, I made your souls tangible.\I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit. response:	The only reason you were able to last as long as you did against Kyouko...
context: I simply made them into something that you can easily hold on to and protect.\I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko... response:	This is possible because your soul and your body have been separated.
context: I did all of this so that you could fight Witches more effectively.\I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated. response:	That is the only reason you survived.
context: I never asked you to do something like that!\You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived. response:	After a while, you'll learn to completely block out the pain.
context: You're not taking this seriously enough.\For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain. response:	Although that would also dull your reflexes, so I wouldn't recommend it.
context: For example, let's say that you were to be stabbed in the stomach with a spear...\This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it. response:	Why? Why must we do this?
context: This is true pain.\You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this? response:	Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?
context: You're down for the count after just one hit.\The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle? response:	Hasn't it already been granted?
context: The only reason you were able to last as long as you did against Kyouko...\This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted? response:	All rise.
context: This is possible because your soul and your body have been separated.\That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise. response:	Bow.
context: That is the only reason you survived.\After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise.\Bow. response:	You already knew, didn't you?
context: After a while, you'll learn to completely block out the pain.\Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise.\Bow.\You already knew, didn't you? response:	Why didn't you tell us?
context: Although that would also dull your reflexes, so I wouldn't recommend it.\Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise.\Bow.\You already knew, didn't you?\Why didn't you tell us? response:	Nobody has ever believed me before.
context: Why? Why must we do this?\Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise.\Bow.\You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before. response:	Why would Kyubei do something so cruel?
context: Did you not have a wish you wanted fulfilled even if it meant a life of constant battle?\Hasn't it already been granted?\All rise.\Bow.\You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel? response:	He doesn't believe what he's doing is cruel.
context: Hasn't it already been granted?\All rise.\Bow.\You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel. response:	A creature like him has no concept of human values.
context: All rise.\Bow.\You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values. response:	He'll just say that it's a fair price for a miracle.
context: Bow.\You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle. response:	It's not fair at all!
context: You already knew, didn't you?\Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all! response:	You saw what he did to her!
context: Why didn't you tell us?\Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her! response:	Sayaka-chan only wanted to heal the one she loved.
context: Nobody has ever believed me before.\Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved. response:	You can't say that wasn't a miracle.
context: Why would Kyubei do something so cruel?\He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle. response:	The impossible was made possible.
context: He doesn't believe what he's doing is cruel.\A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible. response:	Even if Miki Sayaka were to spend her entire life taking care of him...
context: A creature like him has no concept of human values.\He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him... response:	Even an entire human life is not equivalent to a miracle.
context: He'll just say that it's a fair price for a miracle.\It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle. response:	But that's precisely what he's selling.
context: It's not fair at all!\You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling. response:	Will Sayaka-chan never be able to return to normal?
context: You saw what he did to her!\Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal? response:	I'll say this again.
context: Sayaka-chan only wanted to heal the one she loved.\You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again. response:	Give up on Miki Sayaka.
context: You can't say that wasn't a miracle.\The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka. response:	But Sayaka-chan saved my life.
context: The impossible was made possible.\Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life. response:	If she hadn't become a Magical Girl,
context: Even if Miki Sayaka were to spend her entire life taking care of him...\Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl, response:	both Hitomi and I would have died!
context: Even an entire human life is not equivalent to a miracle.\But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died! response:	Don't confuse gratitude for responsibility.
context: But that's precisely what he's selling.\Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility. response:	There is nothing you can do for her now.
context: Will Sayaka-chan never be able to return to normal?\I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now. response:	You shouldn't feel any responsibility to her just because you don't want to feel accountable.
context: I'll say this again.\Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable. response:	Why are you always so cold, Homura-chan?
context: Give up on Miki Sayaka.\But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan? response:	You're right.
context: But Sayaka-chan saved my life.\If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right. response:	I wonder if it's because I'm no longer human.
context: If she hadn't become a Magical Girl,\both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human. response:	How can I even face Kyosuke like this?
context: both Hitomi and I would have died!\Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this? response:	Hey, Blockhead. How long are you going to keep moping around for?
context: Don't confuse gratitude for responsibility.\There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for? response:	Let's go for a walk. I have something to talk to you about.
context: There is nothing you can do for her now.\You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about. response:	So are you regretting having this done to your body?
context: You shouldn't feel any responsibility to her just because you don't want to feel accountable.\Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body? response:	I think I'm pretty okay with it.
context: Why are you always so cold, Homura-chan?\You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it. response:	Regardless, I'm able to do what I want because of this power I've obtained.
context: You're right.\I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained. response:	It's not something you should be so upset over.
context: I wonder if it's because I'm no longer human.\How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over. response:	In your case, I'd say you're getting your just desserts.
context: How can I even face Kyosuke like this?\Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts. response:	Exactly. Just think of it like that.
context: Hey, Blockhead. How long are you going to keep moping around for?\Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that. response:	If you live only for your own sake, you're responsible for everything you do.
context: Let's go for a walk. I have something to talk to you about.\So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do. response:	You've got no reason to be mad and nothing to regret.
context: So are you regretting having this done to your body?\I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret. response:	It's a lot easier if you think of it like that.
context: I think I'm pretty okay with it.\Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that. response:	Why did you bring me here?
context: Regardless, I'm able to do what I want because of this power I've obtained.\It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here? response:	It's kind of a long story.
context: It's not something you should be so upset over.\In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story. response:	You hungry?
context: In your case, I'd say you're getting your just desserts.\Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story.\You hungry? response:	Never waste food in front of me...
context: Exactly. Just think of it like that.\If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story.\You hungry?\Never waste food in front of me... response:	This used to be my father's church.
context: If you live only for your own sake, you're responsible for everything you do.\You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story.\You hungry?\Never waste food in front of me...\This used to be my father's church. response:	He was too kind and honest for his own good.
context: You've got no reason to be mad and nothing to regret.\It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story.\You hungry?\Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good. response:	Everyday, he would cry as he read the newspaper.
context: It's a lot easier if you think of it like that.\Why did you bring me here?\It's kind of a long story.\You hungry?\Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper. response:	He was seriously distressed over the state of the world.
context: Why did you bring me here?\It's kind of a long story.\You hungry?\Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world. response:	He believed a new doctrine was necessary for this new era.
context: It's kind of a long story.\You hungry?\Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era. response:	That was what he believed.
context: You hungry?\Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed. response:	So he began preaching things that were not a part of the usual teachings.
context: Never waste food in front of me...\This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings. response:	Of course, everyone stopped coming to the church.
context: This used to be my father's church.\He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church. response:	He was even excommunicated from the main branch of the church.
context: He was too kind and honest for his own good.\Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church. response:	No one took my father's words seriously.
context: Everyday, he would cry as he read the newspaper.\He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously. response:	It was to be expected.
context: He was seriously distressed over the state of the world.\He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected. response:	To an outsider, it looked like some kind of weird cult.
context: He believed a new doctrine was necessary for this new era.\That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult. response:	No matter how obvious the messages my father tried to convey,
context: That was what he believed.\So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey, response:	people would shun him everywhere he went.
context: So he began preaching things that were not a part of the usual teachings.\Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey,\people would shun him everywhere he went. response:	We had no food and no place to stay.
context: Of course, everyone stopped coming to the church.\He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey,\people would shun him everywhere he went.\We had no food and no place to stay. response:	I couldn't accept it.
context: He was even excommunicated from the main branch of the church.\No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey,\people would shun him everywhere he went.\We had no food and no place to stay.\I couldn't accept it. response:	He hadn't said anything wrong.
context: No one took my father's words seriously.\It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey,\people would shun him everywhere he went.\We had no food and no place to stay.\I couldn't accept it.\He hadn't said anything wrong. response:	It was just different. That's all.
context: It was to be expected.\To an outsider, it looked like some kind of weird cult.\No matter how obvious the messages my father tried to convey,\people would shun him everywhere he went.\We had no food and no place to stay.\I couldn't accept it.\He hadn't said anything wrong.\It was just different. That's all. response:	If they would just take five minutes to listen to what he had to say,
