context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: You're the one who gives me my future\If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls response:	Boy, please chase after me
context: If I'm beaten down by the rain of tears\I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me response:	Because it won't be over after this
context: I wanna hold you, call my name immediately\I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this response:	I can't say I'm sorry, sorry
context: I'll go embrace you\I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry response:	Even though I believe you, my lips are pouting
context: I'll accept sadness and bluffing in my hands\Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting response:	I can't be cute, sorry
context: Boy\I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry response:	Catch me in the town where a drizzle is falling
context: I suddenly turned my back on you and ran away\Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling response:	Because I'll turn around and give you a make-up kiss
context: Because you've been so gentle to many other girls\Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss response:	In your warm arms
context: Boy, please chase after me\Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms response:	Captive in Al Hambra
context: Because it won't be over after this\I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra response:	Captive in Al Hambra
context: I can't say I'm sorry, sorry\Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra\Captive in Al Hambra response:	Next Time
context: Even though I believe you, my lips are pouting\I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra\Captive in Al Hambra\Next Time response:	Wings of Freedom
context: I can't be cute, sorry\Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra\Captive in Al Hambra\Next Time\Wings of Freedom response:	Being in the boonies like this bores me to death.
context: Catch me in the town where a drizzle is falling\Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra\Captive in Al Hambra\Next Time\Wings of Freedom\Being in the boonies like this bores me to death. response:	The mission I went on the other day was simply carrying a sick woman out of the Orleans house!
context: Because I'll turn around and give you a make-up kiss\In your warm arms\Captive in Al Hambra\Captive in Al Hambra\Next Time\Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house! response:	Really?
context: In your warm arms\Captive in Al Hambra\Captive in Al Hambra\Next Time\Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really? response:	What a waste of such a fine man like you.
context: Captive in Al Hambra\Captive in Al Hambra\Next Time\Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you. response:	I'm attracted to such strong men.
context: Captive in Al Hambra\Next Time\Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you.\I'm attracted to such strong men. response:	I'd like to hear more of your story.
context: Next Time\Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story. response:	Please.
context: Wings of Freedom\Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story.\Please. response:	Sure.
context: Being in the boonies like this bores me to death.\The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story.\Please.\Sure. response:	Really? Oh, I'm so happy!
context: The mission I went on the other day was simply carrying a sick woman out of the Orleans house!\Really?\What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story.\Please.\Sure.\Really? Oh, I'm so happy! response:	Anyone can think of gathering information near Tabitha's house,
context: Really?\What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story.\Please.\Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house, response:	but Kirche's about the only person who can actually pull it off.
context: What a waste of such a fine man like you.\I'm attracted to such strong men.\I'd like to hear more of your story.\Please.\Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off. response:	She completely understands how men's minds work.
context: I'm attracted to such strong men.\I'd like to hear more of your story.\Please.\Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work. response:	It's a talent of hers at that level.
context: I'd like to hear more of your story.\Please.\Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level. response:	Al Hambra Castle.
context: Please.\Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle. response:	That's where Tabitha's mother was taken.
context: Sure.\Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken. response:	Tabitha's probably there, too.
context: Really? Oh, I'm so happy!\Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too. response:	Al Hambra... It's on the eastern edge of Gallia, isn't it?
context: Anyone can think of gathering information near Tabitha's house,\but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it? response:	Goodness. Looks like we'll have to go over mountains again.
context: but Kirche's about the only person who can actually pull it off.\She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again. response:	We'll go over however many mountains we need to.
context: She completely understands how men's minds work.\It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to. response:	Let's go save Tabitha!
context: It's a talent of hers at that level.\Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha! response:	Based on Malicorn's telegnosis spell,
context: Al Hambra Castle.\That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell, response:	there are about a hundred soldiers at Al Hambra Castle.
context: That's where Tabitha's mother was taken.\Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle. response:	If we consider the safety of Tabitha and her mother first,
context: Tabitha's probably there, too.\Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first, response:	I think this is the only way to do it.
context: Al Hambra... It's on the eastern edge of Gallia, isn't it?\Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it. response:	So I have to make as many sleeping potions as possible, right?
context: Goodness. Looks like we'll have to go over mountains again.\We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right? response:	And I go buy loads of alcohol and spike it with the potion.
context: We'll go over however many mountains we need to.\Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion. response:	But how do we make a hundred people drink at once?
context: Let's go save Tabitha!\Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once? response:	I have a secret weapon for that.
context: Based on Malicorn's telegnosis spell,\there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that. response:	Come on in.
context: there are about a hundred soldiers at Al Hambra Castle.\If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in. response:	We'll dance in these, charm everyone and have them drink.
context: If we consider the safety of Tabitha and her mother first,\I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink. response:	What do you think?
context: I think this is the only way to do it.\So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think? response:	Great! Magnificent!
context: So I have to make as many sleeping potions as possible, right?\And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent! response:	So we're going to do this tonight.
context: And I go buy loads of alcohol and spike it with the potion.\But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent!\So we're going to do this tonight. response:	Malicorn, you keep scouting the castle.
context: But how do we make a hundred people drink at once?\I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle. response:	Tiffa and Illococoo, you two help Montmorency.
context: I have a secret weapon for that.\Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency. response:	Got it!
context: Come on in.\We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it! response:	Yes!
context: We'll dance in these, charm everyone and have them drink.\What do you think?\Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes! response:	Hey! Isn't there anything for me?!
context: What do you think?\Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes!\Hey! Isn't there anything for me?! response:	You want to dance with us?
context: Great! Magnificent!\So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes!\Hey! Isn't there anything for me?!\You want to dance with us? response:	We do have a costume for you, if you'd like.
context: So we're going to do this tonight.\Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes!\Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like. response:	I don't mean that.
context: Malicorn, you keep scouting the castle.\Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes!\Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that. response:	You and Saito should rest.
context: Tiffa and Illococoo, you two help Montmorency.\Got it!\Yes!\Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest. response:	You're being nasty to me even at a time like this?
context: Got it!\Yes!\Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this? response:	I know you don't like me, but...
context: Yes!\Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but... response:	I'm not hating you. I'm recognising you.
context: Hey! Isn't there anything for me?!\You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you. response:	I didn't want to say this in front of everyone,
context: You want to dance with us?\We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone, response:	but in reality, we have no clue what we're up against.
context: We do have a costume for you, if you'd like.\I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against. response:	I'm counting on you.
context: I don't mean that.\You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you. response:	Counting on your legendary skill.
context: You and Saito should rest.\You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill. response:	You knew about the Void?
context: You're being nasty to me even at a time like this?\I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill.\You knew about the Void? response:	I'll apologise for all the discourtesy my ancestors have done.
context: I know you don't like me, but...\I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done. response:	Please lend this weak one your holy power.
context: I'm not hating you. I'm recognising you.\I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power. response:	S-Stop this ancestor thing and whatnot.
context: I didn't want to say this in front of everyone,\but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot. response:	I'm no longer an aristocrat.
context: but in reality, we have no clue what we're up against.\I'm counting on you.\Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat. response:	Right now, I'm just the Zero Louise.
context: I'm counting on you.\Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise. response:	Louise, you're such a...
context: Counting on your legendary skill.\You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a... response:	H-Hey!
context: You knew about the Void?\I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey! response:	Hey, when this issue is resolved, come visit Germania.
context: I'll apologise for all the discourtesy my ancestors have done.\Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania. response:	I'll hire you as my maid.
context: Please lend this weak one your holy power.\S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid. response:	Don't joke with me!
context: S-Stop this ancestor thing and whatnot.\I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me! response:	Oh, and I thought you'd be perfect as one.
context: I'm no longer an aristocrat.\Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one. response:	What are you talking about, stupid Kirche?!
context: Right now, I'm just the Zero Louise.\Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?! response:	No clue what we're up against, eh?
context: Louise, you're such a...\H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh? response:	Are you worried about her?
context: H-Hey!\Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her? response:	Then why not give her some gentle words?
context: Hey, when this issue is resolved, come visit Germania.\I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words? response:	Void magic completely depends on mental state.
context: I'll hire you as my maid.\Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state. response:	I guess.
context: Don't joke with me!\Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess. response:	See, I'm so cute.
context: Oh, and I thought you'd be perfect as one.\What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess.\See, I'm so cute. response:	I lose nothing to the dragon, the boob monster or the cow maid.
context: What are you talking about, stupid Kirche?!\No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid. response:	Hey, Louise.
context: No clue what we're up against, eh?\Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise. response:	W-Why don't you knock first?!
context: Are you worried about her?\Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?! response:	I'm sorry!
context: Then why not give her some gentle words?\Void magic completely depends on mental state.\I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?!\I'm sorry! response:	I-Is that costume...
context: Void magic completely depends on mental state.\I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?!\I'm sorry!\I-Is that costume... response:	I-I decided to dance with everyone else.
context: I guess.\See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?!\I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else. response:	I don't want to be treated specially.
context: See, I'm so cute.\I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?!\I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially. response:	I see. So you'll be dancing, too.
context: I lose nothing to the dragon, the boob monster or the cow maid.\Hey, Louise.\W-Why don't you knock first?!\I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too. response:	I-In that outfit?
context: Hey, Louise.\W-Why don't you knock first?!\I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit? response:	G-Gosh. Look at him snorting. Pervert.
context: W-Why don't you knock first?!\I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert. response:	But, I wonder why...
context: I'm sorry!\I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why... response:	This sort of feels good.
context: I-Is that costume...\I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good. response:	Hey Saito. Does this look good on me?
context: I-I decided to dance with everyone else.\I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me? response:	I think it's good.
context: I don't want to be treated specially.\I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good. response:	You can't tell without actually looking, can you?
context: I see. So you'll be dancing, too.\I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you? response:	Turn around.
context: I-In that outfit?\G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you?\Turn around. response:	What? Well...
context: G-Gosh. Look at him snorting. Pervert.\But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you?\Turn around.\What? Well... response:	You don't want to see?
context: But, I wonder why...\This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you?\Turn around.\What? Well...\You don't want to see? response:	N-No, I didn't mean that.
context: This sort of feels good.\Hey Saito. Does this look good on me?\I think it's good.\You can't tell without actually looking, can you?\Turn around.\What? Well...\You don't want to see?\N-No, I didn't mean that. response:	So look then.
