context: There you go, making that face again, response:	biting onto your lips.
context: Where is she? Where is that woman?\Where is she? Where did she go?\Where did that woman go?\If you want a part-time job, then you should work at the beach! At a beach house!\Ah, the beach, huh?\Maybe I'll meet someone.\That could happen! It'll happ-\Natsume? response:	What are you doing?
context: Where is she? Where did she go?\Where did that woman go?\If you want a part-time job, then you should work at the beach! At a beach house!\Ah, the beach, huh?\Maybe I'll meet someone.\That could happen! It'll happ-\Natsume?\What are you doing? response:	What am I doing?
context: Where did that woman go?\If you want a part-time job, then you should work at the beach! At a beach house!\Ah, the beach, huh?\Maybe I'll meet someone.\That could happen! It'll happ-\Natsume?\What are you doing?\What am I doing? response:	Nothing.
context: If you want a part-time job, then you should work at the beach! At a beach house!\Ah, the beach, huh?\Maybe I'll meet someone.\That could happen! It'll happ-\Natsume?\What are you doing?\What am I doing?\Nothing. response:	Nothing?
context: Ah, the beach, huh?\Maybe I'll meet someone.\That could happen! It'll happ-\Natsume?\What are you doing?\What am I doing?\Nothing.\Nothing? response:	You're all muddy.
context: Maybe I'll meet someone.\That could happen! It'll happ-\Natsume?\What are you doing?\What am I doing?\Nothing.\Nothing?\You're all muddy. response:	Are you okay?
context: That could happen! It'll happ-\Natsume?\What are you doing?\What am I doing?\Nothing.\Nothing?\You're all muddy.\Are you okay? response:	Yeah.
context: Natsume?\What are you doing?\What am I doing?\Nothing.\Nothing?\You're all muddy.\Are you okay?\Yeah. response:	Hey, is there a shrine nearby?
context: What are you doing?\What am I doing?\Nothing.\Nothing?\You're all muddy.\Are you okay?\Yeah.\Hey, is there a shrine nearby? response:	I think there's a shrine once you pass through thoses bushes there.
context: What am I doing?\Nothing.\Nothing?\You're all muddy.\Are you okay?\Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there. response:	Thanks.
context: Nothing.\Nothing?\You're all muddy.\Are you okay?\Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks. response:	Hey, Natsume!
context: Nothing?\You're all muddy.\Are you okay?\Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume! response:	What's up with him?
context: You're all muddy.\Are you okay?\Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume!\What's up with him? response:	Why's he in such a hurry?
context: Are you okay?\Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume!\What's up with him?\Why's he in such a hurry? response:	What was that?
context: Yeah.\Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume!\What's up with him?\Why's he in such a hurry?\What was that? response:	That was some crazy wind.
context: Hey, is there a shrine nearby?\I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume!\What's up with him?\Why's he in such a hurry?\What was that?\That was some crazy wind. response:	He's a strange guy, huh?
context: I think there's a shrine once you pass through thoses bushes there.\Thanks.\Hey, Natsume!\What's up with him?\Why's he in such a hurry?\What was that?\That was some crazy wind.\He's a strange guy, huh? response:	He hasn't talked much ever since he transfered.
context: Thanks.\Hey, Natsume!\What's up with him?\Why's he in such a hurry?\What was that?\That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered. response:	He's kind of hard to talk to.
context: Hey, Natsume!\What's up with him?\Why's he in such a hurry?\What was that?\That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to. response:	What are you doing, huh?
context: What's up with him?\Why's he in such a hurry?\What was that?\That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh? response:	I'm jealous that you can't see them.
context: Why's he in such a hurry?\What was that?\That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them. response:	Wait!
context: What was that?\That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them.\Wait! response:	Ever since I was small, I would sometimes see strange things.
context: That was some crazy wind.\He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things. response:	They were probably the ones called Youkai.
context: He's a strange guy, huh?\He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai. response:	They were never really friendly,
context: He hasn't talked much ever since he transfered.\He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly, response:	but ever since I moved here,
context: He's kind of hard to talk to.\What are you doing, huh?\I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here, response:	there have been some who randomly pick fights, and it's been quite problematic.
context: What are you doing, huh?\I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic. response:	When that happens, and if I run away to a shrine-
context: I'm jealous that you can't see them.\Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine- response:	I've got you.
context: Wait!\Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you. response:	I've finally got you, Reiko!
context: Ever since I was small, I would sometimes see strange things.\They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko! response:	Reiko?
context: They were probably the ones called Youkai.\They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko!\Reiko? response:	Now, return it.
context: They were never really friendly,\but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko!\Reiko?\Now, return it. response:	Come now, return it!
context: but ever since I moved here,\there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko!\Reiko?\Now, return it.\Come now, return it! response:	Wait.
context: there have been some who randomly pick fights, and it's been quite problematic.\When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko!\Reiko?\Now, return it.\Come now, return it!\Wait. response:	Just wait, it'll be a bother if your name is called.
context: When that happens, and if I run away to a shrine-\I've got you.\I've finally got you, Reiko!\Reiko?\Now, return it.\Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called. response:	Pull out her tongue so that she can't call your name.
context: I've got you.\I've finally got you, Reiko!\Reiko?\Now, return it.\Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name. response:	Her tongue?
context: I've finally got you, Reiko!\Reiko?\Now, return it.\Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue? response:	That hurts!
context: Reiko?\Now, return it.\Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue?\That hurts! response:	Ow!
context: Now, return it.\Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue?\That hurts!\Ow! response:	Fool, she got away!
context: Come now, return it!\Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue?\That hurts!\Ow!\Fool, she got away! response:	Cursed human!
context: Wait.\Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue?\That hurts!\Ow!\Fool, she got away!\Cursed human! response:	Why does this always happen?
context: Just wait, it'll be a bother if your name is called.\Pull out her tongue so that she can't call your name.\Her tongue?\That hurts!\Ow!\Fool, she got away!\Cursed human!\Why does this always happen? response:	It's not like I want to see them.
context: Pull out her tongue so that she can't call your name.\Her tongue?\That hurts!\Ow!\Fool, she got away!\Cursed human!\Why does this always happen?\It's not like I want to see them. response:	Ah, Takashi-kun?
context: Her tongue?\That hurts!\Ow!\Fool, she got away!\Cursed human!\Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun? response:	We only need three plates.
context: That hurts!\Ow!\Fool, she got away!\Cursed human!\Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates. response:	But...
context: Ow!\Fool, she got away!\Cursed human!\Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates.\But... response:	We need one for our guest over there.
context: Fool, she got away!\Cursed human!\Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates.\But...\We need one for our guest over there. response:	The child was saying some strange things again today.
context: Cursed human!\Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates.\But...\We need one for our guest over there.\The child was saying some strange things again today. response:	He just wants attention. He's lonely.
context: Why does this always happen?\It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates.\But...\We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely. response:	You think so?
context: It's not like I want to see them.\Ah, Takashi-kun?\We only need three plates.\But...\We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so? response:	He's kind of creepy.
context: Ah, Takashi-kun?\We only need three plates.\But...\We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so?\He's kind of creepy. response:	Look, right over there.
context: We only need three plates.\But...\We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so?\He's kind of creepy.\Look, right over there. response:	Where?
context: But...\We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so?\He's kind of creepy.\Look, right over there.\Where? response:	There's nothing there, Takashi-kun.
context: We need one for our guest over there.\The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so?\He's kind of creepy.\Look, right over there.\Where?\There's nothing there, Takashi-kun. response:	Something is there! Look carefully!
context: The child was saying some strange things again today.\He just wants attention. He's lonely.\You think so?\He's kind of creepy.\Look, right over there.\Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully! response:	Look, right over there!
context: He just wants attention. He's lonely.\You think so?\He's kind of creepy.\Look, right over there.\Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there! response:	It's right there! It's looking right at us.
context: You think so?\He's kind of creepy.\Look, right over there.\Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us. response:	It's there!
context: He's kind of creepy.\Look, right over there.\Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us.\It's there! response:	It's really there...
context: Look, right over there.\Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us.\It's there!\It's really there... response:	I'm sorry, I can't see it.
context: Where?\There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us.\It's there!\It's really there...\I'm sorry, I can't see it. response:	Don't tell me this is a...
context: There's nothing there, Takashi-kun.\Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us.\It's there!\It's really there...\I'm sorry, I can't see it.\Don't tell me this is a... response:	It's been broken.
context: Something is there! Look carefully!\Look, right over there!\It's right there! It's looking right at us.\It's there!\It's really there...\I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken. response:	The barrier that sealed me has been broken!
context: Look, right over there!\It's right there! It's looking right at us.\It's there!\It's really there...\I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken! response:	Barrier?
context: It's right there! It's looking right at us.\It's there!\It's really there...\I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken!\Barrier? response:	Oh no!
context: It's there!\It's really there...\I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken!\Barrier?\Oh no! response:	I-It's not working...
context: It's really there...\I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken!\Barrier?\Oh no!\I-It's not working... response:	What should I do?
context: I'm sorry, I can't see it.\Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken!\Barrier?\Oh no!\I-It's not working...\What should I do? response:	You're quite a precious human, to not bumble at the sight of me!
context: Don't tell me this is a...\It's been broken.\The barrier that sealed me has been broken!\Barrier?\Oh no!\I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me! response:	Say something.
context: It's been broken.\The barrier that sealed me has been broken!\Barrier?\Oh no!\I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something. response:	I'm used to it.
context: The barrier that sealed me has been broken!\Barrier?\Oh no!\I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it. response:	Impudent brat.
context: Barrier?\Oh no!\I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it.\Impudent brat. response:	Oh?
context: Oh no!\I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it.\Impudent brat.\Oh? response:	Aren't you Natsume Reiko?
context: I-It's not working...\What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it.\Impudent brat.\Oh?\Aren't you Natsume Reiko? response:	I've got you, Reiko!
context: What should I do?\You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it.\Impudent brat.\Oh?\Aren't you Natsume Reiko?\I've got you, Reiko! response:	Reiko...
context: You're quite a precious human, to not bumble at the sight of me!\Say something.\I'm used to it.\Impudent brat.\Oh?\Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko... response:	What? You're not?
context: Say something.\I'm used to it.\Impudent brat.\Oh?\Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko...\What? You're not? response:	Natsume Reiko was my grandmother's name.
context: I'm used to it.\Impudent brat.\Oh?\Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko...\What? You're not?\Natsume Reiko was my grandmother's name. response:	Grandmother? What, you're her grandson?
context: Impudent brat.\Oh?\Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko...\What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson? response:	I see. If I look carefully, you're a man.
context: Oh?\Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko...\What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man. response:	You don't need to look carefully to discern that I'm a man.
context: Aren't you Natsume Reiko?\I've got you, Reiko!\Reiko...\What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man. response:	Unlike humans, we do not particularly concern ourselves with gender.
context: I've got you, Reiko!\Reiko...\What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender. response:	You knew my grandmother?
context: Reiko...\What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother? response:	Yes, she lived near here.
context: What? You're not?\Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here. response:	She was quite the beautiful human.
context: Natsume Reiko was my grandmother's name.\Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human. response:	And just like you, she was able to see Ayakashi.
context: Grandmother? What, you're her grandson?\I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi. response:	However, the humans around her could not.
context: I see. If I look carefully, you're a man.\You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not. response:	No one was able to understand Reiko.
context: You don't need to look carefully to discern that I'm a man.\Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko. response:	She was always alone.
context: Unlike humans, we do not particularly concern ourselves with gender.\You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko.\She was always alone. response:	She was always, always alone.
context: You knew my grandmother?\Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko.\She was always alone.\She was always, always alone. response:	Alone...
context: Yes, she lived near here.\She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko.\She was always alone.\She was always, always alone.\Alone... response:	And so...
context: She was quite the beautiful human.\And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko.\She was always alone.\She was always, always alone.\Alone...\And so... response:	Reiko began to confront the Ayakashi.
context: And just like you, she was able to see Ayakashi.\However, the humans around her could not.\No one was able to understand Reiko.\She was always alone.\She was always, always alone.\Alone...\And so...\Reiko began to confront the Ayakashi. response:	Do you know of the Book of Friends?
context: However, the humans around her could not.\No one was able to understand Reiko.\She was always alone.\She was always, always alone.\Alone...\And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends? response:	The Book of Friends?
context: No one was able to understand Reiko.\She was always alone.\She was always, always alone.\Alone...\And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends? response:	Oh yeah, it was my grandmother's...
context: She was always alone.\She was always, always alone.\Alone...\And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's... response:	He vanished.
context: She was always, always alone.\Alone...\And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished. response:	Touko-san, I'm home.
context: Alone...\And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home. response:	What's wrong? Your face is all pale.
context: And so...\Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale. response:	Are you feeling sick?
context: Reiko began to confront the Ayakashi.\Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick? response:	Ah, no, I'm fine.
context: Do you know of the Book of Friends?\The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine. response:	Your uniform is all muddy.
context: The Book of Friends?\Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy. response:	What happened?
context: Oh yeah, it was my grandmother's...\He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy.\What happened? response:	No, I just fell.
context: He vanished.\Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy.\What happened?\No, I just fell. response:	Fell? Where?
context: Touko-san, I'm home.\What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy.\What happened?\No, I just fell.\Fell? Where? response:	Are you injured? Does it hurt anywhere?
context: What's wrong? Your face is all pale.\Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy.\What happened?\No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere? response:	I'm fine. Sorry for making you worry.
context: Are you feeling sick?\Ah, no, I'm fine.\Your uniform is all muddy.\What happened?\No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry. response:	I'm really fine.
context: Ah, no, I'm fine.\Your uniform is all muddy.\What happened?\No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine. response:	That's good, then.
context: Your uniform is all muddy.\What happened?\No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then. response:	If something happens, just tell me. You don't need to hold back.
context: What happened?\No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back. response:	Okay, thank you.
context: No, I just fell.\Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you. response:	Being naughty is fine, but keep it to a minimum, okay?
context: Fell? Where?\Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay? response:	Okay.
context: Are you injured? Does it hurt anywhere?\I'm fine. Sorry for making you worry.\I'm really fine.\That's good, then.\If something happens, just tell me. You don't need to hold back.\Okay, thank you.\Being naughty is fine, but keep it to a minimum, okay?\Okay. response:	I can't tell Touko-san that I was being chased by Youkai.
