context: Something Given (Part 1) response:	December.
context: Why couldn't I have gone to your place?\Why?\How about I guess what you were just thinking? Rei...\I'm just joking. You look so scary.\Hey, what are you doing for New Year's?\You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing. response:	Matches?
context: Why?\How about I guess what you were just thinking? Rei...\I'm just joking. You look so scary.\Hey, what are you doing for New Year's?\You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches? response:	Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?
context: How about I guess what you were just thinking? Rei...\I'm just joking. You look so scary.\Hey, what are you doing for New Year's?\You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right? response:	Oh, that's right.
context: I'm just joking. You look so scary.\Hey, what are you doing for New Year's?\You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right. response:	Speaking of Mr. Yasui, it seems he's finally getting divorced.
context: Hey, what are you doing for New Year's?\You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced. response:	He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.
context: You're coming home, right?\No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles. response:	I'm surprised his wife put up with it for this long.
context: No. I have a lot of matches coming up,\so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long. response:	I feel sorry for his daughter the most.
context: so I need to focus on practicing.\Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most. response:	She must've been scared.
context: Matches?\Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared. response:	I mean, living under the same roof with a father who breaks bad every time he loses.
context: Your last match of the year is the rank-deciding one against Mr. Yasui on the 24th, right?\Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses. response:	Ah, I hate this.
context: Oh, that's right.\Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this. response:	But I hear the daughter had one wish.
context: Speaking of Mr. Yasui, it seems he's finally getting divorced.\He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish. response:	She said, I want to be with Papa until Christmas.
context: He's usually a meek, modest guy. But when he loses, he drinks, gets crazy, and gambles.\I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas. response:	I can't stand it.
context: I'm surprised his wife put up with it for this long.\I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it. response:	This...
context: I feel sorry for his daughter the most.\She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This... response:	It brings tears to your eyes. Don't you think?
context: She must've been scared.\I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\It brings tears to your eyes. Don't you think? response:	The way she speaks, her words sticking to me like glue...
context: I mean, living under the same roof with a father who breaks bad every time he loses.\Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue... response:	Hey, Rei, are you listening?
context: Ah, I hate this.\But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening? response:	But more than anything...
context: But I hear the daughter had one wish.\She said, I want to be with Papa until Christmas.\I can't stand it.\This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything... response:	Hey.
context: She said, I want to be with Papa until Christmas.\I can't stand it.\This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything...\Hey. response:	Sheesh.
context: I can't stand it.\This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything...\Hey.\Sheesh. response:	Your scarf will blow away.
context: This...\It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything...\Hey.\Sheesh.\Your scarf will blow away. response:	You should wrap it properly.
context: It brings tears to your eyes. Don't you think?\The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything...\Hey.\Sheesh.\Your scarf will blow away.\You should wrap it properly. response:	Children have it rough.
context: The way she speaks, her words sticking to me like glue...\Hey, Rei, are you listening?\But more than anything...\Hey.\Sheesh.\Your scarf will blow away.\You should wrap it properly.\Children have it rough. response:	After all, they can't choose their parents.
context: Hey, Rei, are you listening?\But more than anything...\Hey.\Sheesh.\Your scarf will blow away.\You should wrap it properly.\Children have it rough.\After all, they can't choose their parents. response:	Oh. But come to think of it,
context: But more than anything...\Hey.\Sheesh.\Your scarf will blow away.\You should wrap it properly.\Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it, response:	it was different for you.
context: Hey.\Sheesh.\Your scarf will blow away.\You should wrap it properly.\Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you. response:	You chose your own parents.
context: Sheesh.\Your scarf will blow away.\You should wrap it properly.\Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you.\You chose your own parents. response:	You chose somebody else's father.
context: Your scarf will blow away.\You should wrap it properly.\Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father. response:	Hey, Dad, can we open them now?
context: You should wrap it properly.\Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now? response:	Oh, sure.
context: Children have it rough.\After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure. response:	Hey, what is this giant teddy bear?!
context: After all, they can't choose their parents.\Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?! response:	Pow Pow Pow
context: Oh. But come to think of it,\it was different for you.\You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow response:	Take that! Take that!
context: it was different for you.\You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that! response:	Jeez, Dad! I'm in middle school now!
context: You chose your own parents.\You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now! response:	A Game Bomb!
context: You chose somebody else's father.\Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb! response:	For a child of this family...
context: Hey, Dad, can we open them now?\Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family... response:	What do you think, Rei?
context: Oh, sure.\Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family...\What do you think, Rei? response:	Should I have gotten you a toy, too?
context: Hey, what is this giant teddy bear?!\Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too? response:	Oh, no. Thank you.
context: Pow Pow Pow\Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you. response:	I'm happy with these.
context: Take that! Take that!\Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these. response:	It was unmistakable.
context: Jeez, Dad! I'm in middle school now!\A Game Bomb!\For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these.\It was unmistakable. response:	How my foster brother and sister were very hurt then...
context: A Game Bomb!\For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then... response:	Hey, it's sad, don't you think?
context: For a child of this family...\What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think? response:	A papa who comes home after winning, or a papa who comes home after losing.
context: What do you think, Rei?\Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing. response:	Well then...
context: Should I have gotten you a toy, too?\Oh, no. Thank you.\I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then... response:	which would be more fitting as a final Christmas memory?
context: Oh, no. Thank you.\I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory? response:	Aside from P.E. and music, not bad, I guess.
context: I'm happy with these.\It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess. response:	Your grades for math and physics are awesome.
context: It was unmistakable.\How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome. response:	Report Card
context: How my foster brother and sister were very hurt then...\Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card response:	That being said, here.
context: Hey, it's sad, don't you think?\A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card\That being said, here. response:	You need to be in Sendagaya by 9:30, right? You should hurry.
context: A papa who comes home after winning, or a papa who comes home after losing.\Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry. response:	Morning
context: Well then...\which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning response:	Anyway, you're a busy guy, aren't you?
context: which would be more fitting as a final Christmas memory?\Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you? response:	You even have matches up until Closing Ceremonies.
context: Aside from P.E. and music, not bad, I guess.\Your grades for math and physics are awesome.\Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies. response:	You barely met the required attendance days this time,
context: Your grades for math and physics are awesome.\Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time, response:	but you may be in trouble if your matches increase third term. So be careful.
context: Report Card\That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful. response:	Ehhh?!
context: That being said, here.\You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?! response:	Are you telling me to lose? But my living is on the line.
context: You need to be in Sendagaya by 9:30, right? You should hurry.\Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line. response:	1-B Christmas Party
context: Morning\Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party response:	By the way, after the Closing Ceremony today, the kids in the class
context: Anyway, you're a busy guy, aren't you?\You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class response:	are having a Christmas party, apparently. Did you know about it?
context: You even have matches up until Closing Ceremonies.\You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it? response:	No, of course I didn't know about it.
context: You barely met the required attendance days this time,\but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it. response:	Please don't tell me.
context: but you may be in trouble if your matches increase third term. So be careful.\Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me. response:	Well, I guess there's only one thing to do.
context: Ehhh?!\Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do. response:	After your match is over, why don't you come back here?
context: Are you telling me to lose? But my living is on the line.\1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here? response:	Dammit, they didn't invite me either. Why?!
context: 1-B Christmas Party\By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?! response:	Just us crummy guys, eating cake while playing shogi...
context: By the way, after the Closing Ceremony today, the kids in the class\are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi... response:	Answer: You're a teacher.
context: are having a Christmas party, apparently. Did you know about it?\No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher. response:	No one.
context: No, of course I didn't know about it.\Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one. response:	I turn around and he's gone!
context: Please don't tell me.\Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one.\I turn around and he's gone! response:	EEEk!
context: Well, I guess there's only one thing to do.\After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one.\I turn around and he's gone!\EEEk! response:	Wait a second! This just makes me a mean old teacher!
context: After your match is over, why don't you come back here?\Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one.\I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher! response:	Listen until I'm done talking! Please, Kiriyama?!
context: Dammit, they didn't invite me either. Why?!\Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one.\I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?! response:	When did it start?
context: Just us crummy guys, eating cake while playing shogi...\Answer: You're a teacher.\No one.\I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start? response:	When did Christmas become painful for me?
context: Answer: You're a teacher.\No one.\I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me? response:	A certain thought crossed my mind.
context: No one.\I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind. response:	It's like a report card.
context: I turn around and he's gone!\EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card. response:	From that year.
context: EEEk!\Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card.\From that year. response:	In that year, how much love did I receive from friends, family and my parents?
context: Wait a second! This just makes me a mean old teacher!\Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents? response:	How did they express that love for me?
context: Listen until I'm done talking! Please, Kiriyama?!\When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me? response:	Yasui 6th-Dan...
context: When did it start?\When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan... response:	The doors are closing. Please be careful.
context: When did Christmas become painful for me?\A certain thought crossed my mind.\It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful. response:	The daughter said, I want to be with Papa until Christmas.
context: A certain thought crossed my mind.\It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas. response:	Until Christmas...
context: It's like a report card.\From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas... response:	A papa who comes home after winning,
context: From that year.\In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning, response:	or a papa who comes home after losing.
context: In that year, how much love did I receive from friends, family and my parents?\How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing. response:	Which would be more fitting as a final Christmas memory?
context: How did they express that love for me?\Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory? response:	Well, Rei?
context: Yasui 6th-Dan...\The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei? response:	Something Given (Part 1)
context: The doors are closing. Please be careful.\The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1) response:	Shogi Hall
context: The daughter said, I want to be with Papa until Christmas.\Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1)\Shogi Hall response:	It's time.
context: Until Christmas...\A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1)\Shogi Hall\It's time. response:	It's time.
context: A papa who comes home after winning,\or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1)\Shogi Hall\It's time.\It's time. response:	It's time.
context: or a papa who comes home after losing.\Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1)\Shogi Hall\It's time.\It's time.\It's time. response:	Let's have a good game.
context: Which would be more fitting as a final Christmas memory?\Well, Rei?\Something Given (Part 1)\Shogi Hall\It's time.\It's time.\It's time.\Let's have a good game. response:	Let's have a good game.
context: Well, Rei?\Something Given (Part 1)\Shogi Hall\It's time.\It's time.\It's time.\Let's have a good game.\Let's have a good game. response:	Let's have a good game.
context: Something Given (Part 1)\Shogi Hall\It's time.\It's time.\It's time.\Let's have a good game.\Let's have a good game.\Let's have a good game. response:	I lost.
context: Shogi Hall\It's time.\It's time.\It's time.\Let's have a good game.\Let's have a good game.\Let's have a good game.\I lost. response:	Something Given (Part 2)
context: It's time.\It's time.\It's time.\Let's have a good game.\Let's have a good game.\Let's have a good game.\I lost.\Something Given (Part 2) response:	I get it.
