context: Presented by SoulEaterFan response:	Presented by SoulEaterFan
context: Embrace them.\It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude. response:	In the winds of waiting.
context: It starts all over everyday.\I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting. response:	I have no other way but to move forward.
context: I'm drowning in the raging waves.\Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward. response:	I believe in the way of life.
context: Still haven't awaken from my dream.\We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life. response:	Yeah.
context: We're all here.\I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah. response:	BREW Contest!
context: I always hear.\The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\BREW Contest! response:	Clash, Shibusen vs Arachnophobia?
context: The voices of my fellows.\I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia? response:	Mosquito' s Storm!
context: I'm looking for a way to shake off the solitude.\In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm! response:	Old
context: In the winds of waiting.\I have no other way but to move forward.\I believe in the way of life.\Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old response:	Days World' s Time Limit is 10 Minutes?
context: I have no other way but to move forward.\I believe in the way of life.\Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes? response:	The BREW rests on an island in Alaska, the Lost Island.
context: I believe in the way of life.\Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island. response:	The BREW rests on an island in Alaska, the Lost Island.
context: Yeah.\BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island. response:	Witches once used it as a base for a Demon Tool development facility.
context: BREW Contest!\Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility. response:	However, an accident occurred, and the facility was destroyed.
context: Clash, Shibusen vs Arachnophobia?\Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed. response:	From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.
context: Mosquito' s Storm!\Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach. response:	The Demon Tool, Brew, can be found inside it.
context: Old\Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it. response:	Your body will be ravaged if you stay too long inside the magnetic field.
context: Days World' s Time Limit is 10 Minutes?\The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field. response:	But the same goes for our foes...
context: The BREW rests on an island in Alaska, the Lost Island.\The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes... response:	You can only stay inside the field for twenty minutes.
context: The BREW rests on an island in Alaska, the Lost Island.\Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes. response:	It's a competition for the BREW!
context: Witches once used it as a base for a Demon Tool development facility.\However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW! response:	Or rather, it's a fight against time...
context: However, an accident occurred, and the facility was destroyed.\From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time... response:	The main objective of this fight is to obtain the BREW.
context: From that incident, an eerie magnetic field was formed in the center of the island which no one could approach.\The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW. response:	We're going with the plan that was discussed during the briefing.
context: The Demon Tool, Brew, can be found inside it.\Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing. response:	You remember it, right?
context: Your body will be ravaged if you stay too long inside the magnetic field.\But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right? response:	Yes.
context: But the same goes for our foes...\You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes. response:	We will head to the magnetic field, where the Demon Tool resides,
context: You can only stay inside the field for twenty minutes.\It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides, response:	while the unit Sid-sensei leads distracts Arachnophobia's forces.
context: It's a competition for the BREW!\Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces. response:	But only I and Marie-sensei will enter the magnetic field.
context: Or rather, it's a fight against time...\The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field. response:	Your mission is to be on standby outside the magnetic field and wait for our return.
context: The main objective of this fight is to obtain the BREW.\We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return. response:	This will be a fierce battle.
context: We're going with the plan that was discussed during the briefing.\You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle. response:	But you were selected from among the One-Star Technicians.
context: You remember it, right?\Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians. response:	Set your pride aside and fight!
context: Yes.\We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight! response:	I'm trembling with excitement!
context: We will head to the magnetic field, where the Demon Tool resides,\while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement! response:	Brew Contest!
context: while the unit Sid-sensei leads distracts Arachnophobia's forces.\But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest! response:	Clash, Shibusen vs. Arachnophobia?
context: But only I and Marie-sensei will enter the magnetic field.\Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia? response:	Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.
context: Your mission is to be on standby outside the magnetic field and wait for our return.\This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island. response:	It's time, then?
context: This will be a fierce battle.\But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then? response:	May Arachne-sama obtain the BREW!
context: But you were selected from among the One-Star Technicians.\Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW! response:	Captain, these are...
context: Set your pride aside and fight!\I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are... response:	Yeah.
context: I'm trembling with excitement!\Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are...\Yeah. response:	These are ruins from the Demon Tool development facility.
context: Brew Contest!\Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility. response:	This entire area was destroyed.
context: Clash, Shibusen vs. Arachnophobia?\Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed. response:	Don't lose focus.
context: Mosquito-sama, Shibusen's forces have disembarked on the eastern side of the island.\It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus. response:	Due to the magnetic field, both soul response and radio transmissions are unreliable.
context: It's time, then?\May Arachne-sama obtain the BREW!\Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable. response:	Yes.
context: May Arachne-sama obtain the BREW!\Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes. response:	What?
context: Captain, these are...\Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What? response:	An ambush?
context: Yeah.\These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What?\An ambush? response:	Organize yourselves!
context: These are ruins from the Demon Tool development facility.\This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What?\An ambush?\Organize yourselves! response:	Sid-san, please look at our troops down in the ruins below!
context: This entire area was destroyed.\Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What?\An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below! response:	What's up?
context: Don't lose focus.\Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What?\An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up? response:	That samurai is there!
context: Due to the magnetic field, both soul response and radio transmissions are unreliable.\Yes.\What?\An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there! response:	The unit has already been annihilated.
context: Yes.\What?\An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there!\The unit has already been annihilated. response:	That's Azusa for you...
context: What?\An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there!\The unit has already been annihilated.\That's Azusa for you... response:	Your eyes reach far.
context: An ambush?\Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there!\The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far. response:	Nygus!
context: Organize yourselves!\Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there!\The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far.\Nygus! response:	I'm going for the big game.
context: Sid-san, please look at our troops down in the ruins below!\What's up?\That samurai is there!\The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far.\Nygus!\I'm going for the big game. response:	After you've given instructions to the unit, please wait for orders at the designated point.
context: What's up?\That samurai is there!\The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far.\Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point. response:	Understood.
context: That samurai is there!\The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far.\Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood. response:	Let's go, Azusa!
context: The unit has already been annihilated.\That's Azusa for you...\Your eyes reach far.\Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa! response:	Roger!
context: That's Azusa for you...\Your eyes reach far.\Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa!\Roger! response:	So it's begun...
context: Your eyes reach far.\Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa!\Roger!\So it's begun... response:	So cold.
context: Nygus!\I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa!\Roger!\So it's begun...\So cold. response:	I'm in the mood for it but, you know,
context: I'm going for the big game.\After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa!\Roger!\So it's begun...\So cold.\I'm in the mood for it but, you know, response:	if it's too cold it can get quite annoying.
context: After you've given instructions to the unit, please wait for orders at the designated point.\Understood.\Let's go, Azusa!\Roger!\So it's begun...\So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying. response:	Anyone will do, just hurry up...
context: Understood.\Let's go, Azusa!\Roger!\So it's begun...\So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up... response:	If I don't move soon, my body will freeze and then break.
context: Let's go, Azusa!\Roger!\So it's begun...\So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break. response:	I think I'm hearing something.
context: Roger!\So it's begun...\So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something. response:	This deep sound is...
context: So it's begun...\So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is... response:	Giriko-sama!
context: So cold.\I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is...\Giriko-sama! response:	A bass?!
context: I'm in the mood for it but, you know,\if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is...\Giriko-sama!\A bass?! response:	It's coming!
context: if it's too cold it can get quite annoying.\Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is...\Giriko-sama!\A bass?!\It's coming! response:	Excuse me! As I was driving around with the bass volume up, things got out of control!
context: Anyone will do, just hurry up...\If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is...\Giriko-sama!\A bass?!\It's coming!\Excuse me! As I was driving around with the bass volume up, things got out of control! response:	That guy...
context: If I don't move soon, my body will freeze and then break.\I think I'm hearing something.\This deep sound is...\Giriko-sama!\A bass?!\It's coming!\Excuse me! As I was driving around with the bass volume up, things got out of control!\That guy... response:	Oh? It was an enemy squad?
context: I think I'm hearing something.\This deep sound is...\Giriko-sama!\A bass?!\It's coming!\Excuse me! As I was driving around with the bass volume up, things got out of control!\That guy...\Oh? It was an enemy squad? response:	Saw Foot!
context: This deep sound is...\Giriko-sama!\A bass?!\It's coming!\Excuse me! As I was driving around with the bass volume up, things got out of control!\That guy...\Oh? It was an enemy squad?\Saw Foot! response:	Third Gear!
