context: And we broke response:	Everything that was right
context: It's like it's alive.\It's so pretty.\But it's probably something else I'm not supposed to see...\just like those.\If I tell him I saw this, he'll get angry again.\There's someone up there in the sky.\Dad, is that an angel?\Gen, you... response:	Don't talk nonsense.
context: It's so pretty.\But it's probably something else I'm not supposed to see...\just like those.\If I tell him I saw this, he'll get angry again.\There's someone up there in the sky.\Dad, is that an angel?\Gen, you...\Don't talk nonsense. response:	You're imagining things.
context: But it's probably something else I'm not supposed to see...\just like those.\If I tell him I saw this, he'll get angry again.\There's someone up there in the sky.\Dad, is that an angel?\Gen, you...\Don't talk nonsense.\You're imagining things. response:	But it's right there.
context: just like those.\If I tell him I saw this, he'll get angry again.\There's someone up there in the sky.\Dad, is that an angel?\Gen, you...\Don't talk nonsense.\You're imagining things.\But it's right there. response:	You shouldn't see things like that.
context: If I tell him I saw this, he'll get angry again.\There's someone up there in the sky.\Dad, is that an angel?\Gen, you...\Don't talk nonsense.\You're imagining things.\But it's right there.\You shouldn't see things like that. response:	Things like that...
context: There's someone up there in the sky.\Dad, is that an angel?\Gen, you...\Don't talk nonsense.\You're imagining things.\But it's right there.\You shouldn't see things like that.\Things like that... response:	don't exist.
context: Dad, is that an angel?\Gen, you...\Don't talk nonsense.\You're imagining things.\But it's right there.\You shouldn't see things like that.\Things like that...\don't exist. response:	Huh?
context: Gen, you...\Don't talk nonsense.\You're imagining things.\But it's right there.\You shouldn't see things like that.\Things like that...\don't exist.\Huh? response:	It doesn't have any seams.
context: Don't talk nonsense.\You're imagining things.\But it's right there.\You shouldn't see things like that.\Things like that...\don't exist.\Huh?\It doesn't have any seams. response:	I read somewhere that angels wear clothes that don't have any seams.
context: You're imagining things.\But it's right there.\You shouldn't see things like that.\Things like that...\don't exist.\Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams. response:	Maybe...
context: But it's right there.\You shouldn't see things like that.\Things like that...\don't exist.\Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe... response:	this is what she's been searching for.
context: You shouldn't see things like that.\Things like that...\don't exist.\Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for. response:	Ah, Gen! Cut it out already!
context: Things like that...\don't exist.\Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already! response:	Cut it out!
context: don't exist.\Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out! response:	Someone go get a grown-up!
context: Huh?\It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up! response:	So you're Gen, huh?
context: It doesn't have any seams.\I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up!\So you're Gen, huh? response:	You've gotten pretty big.
context: I read somewhere that angels wear clothes that don't have any seams.\Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big. response:	Who are you?
context: Maybe...\this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big.\Who are you? response:	I met you once, back when you were just a baby.
context: this is what she's been searching for.\Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby. response:	Hard to believe such a scrawny thing grew up like this.
context: Ah, Gen! Cut it out already!\Cut it out!\Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this. response:	There something you want?
context: Cut it out!\Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want? response:	You have a strange robe at your home, right?
context: Someone go get a grown-up!\So you're Gen, huh?\You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right? response:	I'm the one who brought you it.
context: So you're Gen, huh?\You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it. response:	I heard that your child is unwell as of late.
context: You've gotten pretty big.\Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late. response:	I see.
context: Who are you?\I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late.\I see. response:	You were right to be worried.
context: I met you once, back when you were just a baby.\Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late.\I see.\You were right to be worried. response:	What are you doing?
context: Hard to believe such a scrawny thing grew up like this.\There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late.\I see.\You were right to be worried.\What are you doing? response:	I am clothing him in a special robe.
context: There something you want?\You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late.\I see.\You were right to be worried.\What are you doing?\I am clothing him in a special robe. response:	Until he regains his strength,
context: You have a strange robe at your home, right?\I'm the one who brought you it.\I heard that your child is unwell as of late.\I see.\You were right to be worried.\What are you doing?\I am clothing him in a special robe.\Until he regains his strength, response:	please leave this robe on him.
context: I'm the one who brought you it.\I heard that your child is unwell as of late.\I see.\You were right to be worried.\What are you doing?\I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him. response:	What robe?
context: I heard that your child is unwell as of late.\I see.\You were right to be worried.\What are you doing?\I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him.\What robe? response:	Don't lie to me.
context: I see.\You were right to be worried.\What are you doing?\I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him.\What robe?\Don't lie to me. response:	There's nothing there.
context: You were right to be worried.\What are you doing?\I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him.\What robe?\Don't lie to me.\There's nothing there. response:	Gen! You finally opened your eyes...
context: What are you doing?\I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him.\What robe?\Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes... response:	For now, would you consider just seeing how things go?
context: I am clothing him in a special robe.\Until he regains his strength,\please leave this robe on him.\What robe?\Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go? response:	No need for thanks until after he's grown into a fine boy.
context: Until he regains his strength,\please leave this robe on him.\What robe?\Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy. response:	And that's how it went.
context: please leave this robe on him.\What robe?\Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went. response:	Looks like it may have worked a bit too well, though.
context: What robe?\Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though. response:	You can't control yourself when you get mad, can you?
context: Don't lie to me.\There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you? response:	You're probably in need of a bit of mushi-severing.
context: There's nothing there.\Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing. response:	Mushi?
context: Gen! You finally opened your eyes...\For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi? response:	Your affinity for mushi has become too strong.
context: For now, would you consider just seeing how things go?\No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong. response:	If you're a child with such a strong affinity,
context: No need for thanks until after he's grown into a fine boy.\And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity, response:	you may have some difficulty controlling yourself when you're mad.
context: And that's how it went.\Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad. response:	You don't want that, right?
context: Looks like it may have worked a bit too well, though.\You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right? response:	Then give me your hand.
context: You can't control yourself when you get mad, can you?\You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand. response:	If you do this, will I lose the ability to see her too?
context: You're probably in need of a bit of mushi-severing.\Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too? response:	Yeah. But if you don't want that, I just won't go through with it all the way.
context: Mushi?\Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way. response:	Hm?
context: Your affinity for mushi has become too strong.\If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm? response:	It's not coming out...
context: If you're a child with such a strong affinity,\you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out... response:	Well, typically, it should come out through your fingertips, but...
context: you may have some difficulty controlling yourself when you're mad.\You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but... response:	That's weird.
context: You don't want that, right?\Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird. response:	It's you!
context: Then give me your hand.\If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird.\It's you! response:	Your son's grown into a fine boy.
context: If you do this, will I lose the ability to see her too?\Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird.\It's you!\Your son's grown into a fine boy. response:	I'm grateful that he's in good health,
context: Yeah. But if you don't want that, I just won't go through with it all the way.\Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird.\It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health, response:	but he can be so unruly.
context: Hm?\It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird.\It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly. response:	Back then, I was willing to grasp at any chance of saving him...
context: It's not coming out...\Well, typically, it should come out through your fingertips, but...\That's weird.\It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him... response:	but are you the one responsible for the way Gen is now?
context: Well, typically, it should come out through your fingertips, but...\That's weird.\It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now? response:	That day, what exactly was it that you did to him?
context: That's weird.\It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him? response:	She asked me not to tell you, but...
context: It's you!\Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but... response:	back then, before I came to your house,
context: Your son's grown into a fine boy.\I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house, response:	I met his mother.
context: I'm grateful that he's in good health,\but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house,\I met his mother. response:	She's the one who made that robe.
context: but he can be so unruly.\Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house,\I met his mother.\She's the one who made that robe. response:	Hm?
context: Back then, I was willing to grasp at any chance of saving him...\but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house,\I met his mother.\She's the one who made that robe.\Hm? response:	What is that robe?
context: but are you the one responsible for the way Gen is now?\That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house,\I met his mother.\She's the one who made that robe.\Hm?\What is that robe? response:	What a beautiful robe.
context: That day, what exactly was it that you did to him?\She asked me not to tell you, but...\back then, before I came to your house,\I met his mother.\She's the one who made that robe.\Hm?\What is that robe?\What a beautiful robe. response:	Out of curiosity, might I ask how you came to possess it?
context: She asked me not to tell you, but...\back then, before I came to your house,\I met his mother.\She's the one who made that robe.\Hm?\What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it? response:	You can see that kimono?
context: back then, before I came to your house,\I met his mother.\She's the one who made that robe.\Hm?\What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono? response:	I wove it myself, from thread I spun.
context: I met his mother.\She's the one who made that robe.\Hm?\What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun. response:	But even so, I have no clue what the thread is made out of.
context: She's the one who made that robe.\Hm?\What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of. response:	Years ago, I suddenly became able to see things.
context: Hm?\What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things. response:	It happened after I gave birth to my little boy and nearly died from it.
context: What is that robe?\What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things.\It happened after I gave birth to my little boy and nearly died from it. response:	Yui?
context: What a beautiful robe.\Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things.\It happened after I gave birth to my little boy and nearly died from it.\Yui? response:	Yui!
context: Out of curiosity, might I ask how you came to possess it?\You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things.\It happened after I gave birth to my little boy and nearly died from it.\Yui?\Yui! response:	You're finally awake!
context: You can see that kimono?\I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things.\It happened after I gave birth to my little boy and nearly died from it.\Yui?\Yui!\You're finally awake! response:	How are you feeling?
context: I wove it myself, from thread I spun.\But even so, I have no clue what the thread is made out of.\Years ago, I suddenly became able to see things.\It happened after I gave birth to my little boy and nearly died from it.\Yui?\Yui!\You're finally awake!\How are you feeling? response:	Is our baby...
